epoch,train_loss,val_loss
1,4.132869444682747,4.051852548546471
2,3.4039818862500892,3.5082029787448086
3,3.0578729361619685,3.0593523206446953
4,2.837500809655533,2.96611562453711
5,2.696439643340934,2.8802544241366177
6,2.557592093590326,2.7971206578341397
7,2.526501745914338,2.7871829813176934
8,2.505367074812438,3.0305091203908203
9,2.4833672424730553,2.7628039776572124
10,2.4330227341508843,2.731563194938328
11,2.363210508349599,3.12280179766327
12,2.357124932452654,2.8425484118254287
13,2.3812024416759714,3.0169852628067075
14,2.359184571739072,2.94058890022308
15,2.3633143109400248,2.76570823729745
16,2.3532922482521643,2.7172749428881016
17,2.361257179627679,2.7520176864895425
18,2.3183672655525545,2.7689429969184483
19,2.2960343373341914,2.848449239617751
20,2.3601259181319434,2.6617342511655786
21,2.2956743379281317,2.871771869923286
22,2.336521629579414,2.713499513068218
23,2.292249760501263,2.7516681808728003
24,2.2898269081862184,2.9177737405648814
25,2.352931362595277,3.3216590400741035
26,2.3105526492982382,2.8208277461085864
27,2.2955564247868963,2.775897491590779
28,2.2155583301200816,2.681018073568231
29,2.232739995641801,2.7821428766363696
30,2.2799081202433893,2.7578573660417036
31,2.229873887627587,2.710721413608596
32,2.2476298581311487,2.8166888504631435
33,2.19194644666233,2.967951385400041
34,2.2031564902595755,2.8048760061678677
35,2.2102893728296866,2.7413758289201455
36,2.217833553816827,2.688220635704372
37,2.2257599824406924,2.766083624051965
38,2.2420757047023128,2.6883963219261924
39,2.2217608916273943,2.8474402088421606
40,2.220681511884082,2.7563914197235713
41,2.163017523497805,2.775727503855709
42,2.1550063320753763,2.8492347298874687
43,2.20001877155973,2.7403684208986787
44,2.182258541782035,2.7388215168662695
45,2.2173694431790407,2.777874039095852
46,2.1712339812905084,2.7549217793310112
47,2.1882963642588145,2.722143937476539
48,2.1343580346156554,2.7511639387711235
49,2.141790205092512,2.896173282103105
50,2.1574318253280356,2.8407215403002715
