epoch,train_loss,train_fly_loss,train_distance_loss,train_direction_loss,test_loss,accuracy,precision,recall,f1,false_positive_rate,lr
1,2.514737574450941,1.110698974652326,1.2181825792385939,0.741205504073265,2.165431044517307,0.8434633027522935,0.26062322946175637,0.8846153846153846,0.4026258205689278,0.15914634146341464,0.001
2,2.1669734474303595,0.9648318573858159,1.0768184570902322,0.6077390674734622,2.0462056070292762,0.8061926605504587,0.22535211267605634,0.9230769230769231,0.36226415094339626,0.20121951219512196,0.001
3,2.0824303707718097,0.9170636894096947,1.0432686457261913,0.5806298967209343,1.960935274395374,0.8681192660550459,0.30063291139240506,0.9134615384615384,0.45238095238095244,0.13475609756097562,0.001
4,2.015733269528965,0.8799670991443452,1.0012293176205078,0.5745204042170968,1.9938797983554526,0.8377293577981652,0.2547945205479452,0.8942307692307693,0.39658848614072495,0.16585365853658537,0.001
5,1.9079483838445213,0.848938935834378,0.9705627880353593,0.5129161192573355,1.9963204062313116,0.8876146788990825,0.3333333333333333,0.8846153846153846,0.4842105263157894,0.11219512195121951,0.001
6,1.802537092038153,0.792868271239243,0.9204822603273309,0.48562069378293116,1.940222159438177,0.8996559633027523,0.3562753036437247,0.8461538461538461,0.5014245014245015,0.09695121951219512,0.001
7,1.7556658488747996,0.7748625942912515,0.8949294016064411,0.4733051632713191,1.8675551764461973,0.9157110091743119,0.4069264069264069,0.9038461538461539,0.5611940298507462,0.08353658536585366,0.001
8,1.696194585615783,0.755454007880276,0.8782854287431491,0.44018214420595525,1.861229134262155,0.8784403669724771,0.3150684931506849,0.8846153846153846,0.46464646464646464,0.12195121951219512,0.001
9,1.6565827178462647,0.727273226092071,0.8804291152639493,0.41251698615081817,2.06312407812941,0.885894495412844,0.3309608540925267,0.8942307692307693,0.48311688311688306,0.11463414634146342,0.001
10,1.6668476739698488,0.7158848439662263,0.8580879372765261,0.4508173224984813,2.1100880716918806,0.9225917431192661,0.4258373205741627,0.8557692307692307,0.5686900958466453,0.07317073170731707,0.001
11,1.5886679070473264,0.7071468594152217,0.8486310870771906,0.38646338735581537,1.967373705785209,0.9174311926605505,0.40825688073394495,0.8557692307692307,0.5527950310559007,0.07865853658536585,0.001
12,1.525350802531546,0.6851559823706994,0.837446732761801,0.3453260856117931,2.0490484204861,0.8721330275229358,0.30618892508143325,0.9038461538461539,0.45742092457420924,0.1298780487804878,0.001
13,1.504103379316598,0.6673808407574909,0.8241094602159706,0.3463034956399148,1.8935257797941156,0.8962155963302753,0.3453815261044177,0.8269230769230769,0.48725212464589235,0.09939024390243903,0.0005
14,1.3981410043716977,0.631357540789515,0.794767407596761,0.28769481220355814,2.0986524415672374,0.8778669724770642,0.29739776951672864,0.7692307692307693,0.4289544235924933,0.1152439024390244,0.0005
15,1.3414205203983747,0.6111745942924738,0.7745648988074293,0.2612683178554543,2.149987859463473,0.8772935779816514,0.3007246376811594,0.7980769230769231,0.43684210526315786,0.11768292682926829,0.0005
16,1.334090652509592,0.6065988130632379,0.7728382948138423,0.2579529501382332,1.9840749228766206,0.856651376146789,0.27607361963190186,0.8653846153846154,0.4186046511627908,0.14390243902439023,0.0005
17,1.2894786209876825,0.5926994611084359,0.7632146844628619,0.22991420740472196,2.0358029210239375,0.8772935779816514,0.3090277777777778,0.8557692307692307,0.4540816326530613,0.12134146341463414,0.0005
18,1.2714594728428266,0.563362188162779,0.7538853194340166,0.23589305159044346,2.1342349128985623,0.8767201834862385,0.2967032967032967,0.7788461538461539,0.4297082228116711,0.11707317073170732,0.00025
