fly_threshold,fly_tp,fly_fp,fly_tn,fly_fn,fly_accuracy,fly_precision,fly_recall,fly_specificity,fly_f1,fly_false_positive_rate,fly_roc_auc,fly_pr_auc
0.006392030045390129,149,1205,0,0,0.11004431314623338,0.11004431314623338,1.0,0.0,0.19827012641383898,1.0,0.9284636163635858,0.7509261031178167
0.007863787794485688,149,1191,14,0,0.12038404726735598,0.11119402985074626,1.0,0.011618257261410789,0.20013431833445264,0.9883817427385893,0.9284636163635858,0.7509261031178167
0.008451100792735816,149,1177,28,0,0.1307237813884786,0.11236802413273002,1.0,0.023236514522821577,0.20203389830508475,0.9767634854771784,0.9284636163635858,0.7509261031178167
0.009616705738008022,149,1164,41,0,0.14032496307237813,0.11348057882711349,1.0,0.03402489626556016,0.20383036935704518,0.9659751037344398,0.9284636163635858,0.7509261031178167
0.01126212694682181,149,1153,52,0,0.1484490398818316,0.11443932411674347,1.0,0.043153526970954356,0.20537560303239147,0.9568464730290457,0.9284636163635858,0.7509261031178167
0.011574822254478931,149,1150,55,0,0.15066469719350073,0.1147036181678214,1.0,0.04564315352697095,0.2058011049723757,0.9543568464730291,0.9284636163635858,0.7509261031178167
0.014199137827381494,149,1137,68,0,0.1602658788774003,0.11586314152410575,1.0,0.056431535269709544,0.2076655052264808,0.9435684647302904,0.9284636163635858,0.7509261031178167
0.01613222384825349,149,1125,80,0,0.16912850812407682,0.11695447409733124,1.0,0.06639004149377593,0.20941672522839075,0.9336099585062241,0.9284636163635858,0.7509261031178167
0.016419433504343033,149,1123,82,0,0.1706056129985229,0.11713836477987422,1.0,0.06804979253112033,0.20971147079521463,0.9319502074688797,0.9284636163635858,0.7509261031178167
0.019066598005592822,148,1111,94,1,0.17872968980797638,0.11755361397934869,0.9932885906040269,0.07800829875518672,0.21022727272727273,0.9219917012448133,0.9284636163635858,0.7509261031178167
0.02100232074968517,148,1107,98,1,0.18168389955686853,0.11792828685258964,0.9932885906040269,0.08132780082987552,0.21082621082621084,0.9186721991701244,0.9284636163635858,0.7509261031178167
0.02296560361981392,148,1097,108,1,0.18906942392909898,0.11887550200803212,0.9932885906040269,0.08962655601659751,0.212338593974175,0.9103734439834025,0.9284636163635858,0.7509261031178167
0.02587241765111685,148,1091,114,1,0.1935007385524372,0.11945117029862792,0.9932885906040269,0.0946058091286307,0.2132564841498559,0.9053941908713693,0.9284636163635858,0.7509261031178167
0.028241215031594036,148,1084,121,1,0.1986706056129985,0.12012987012987013,0.9932885906040269,0.1004149377593361,0.21433743664011584,0.8995850622406639,0.9284636163635858,0.7509261031178167
0.03074251455254853,148,1074,131,1,0.20605612998522896,0.12111292962356793,0.9932885906040269,0.1087136929460581,0.21590080233406272,0.891286307053942,0.9284636163635858,0.7509261031178167
0.03145209290087223,148,1070,135,1,0.20901033973412111,0.12151067323481117,0.9932885906040269,0.11203319502074689,0.21653255303584493,0.8879668049792531,0.9284636163635858,0.7509261031178167
0.0353473123908043,148,1057,148,1,0.21861152141802068,0.12282157676348547,0.9932885906040269,0.12282157676348547,0.21861152141802068,0.8771784232365145,0.9284636163635858,0.7509261031178167
0.03561261145398021,148,1054,151,1,0.22082717872968982,0.12312811980033278,0.9932885906040269,0.12531120331950207,0.21909696521095484,0.8746887966804979,0.9284636163635858,0.7509261031178167
0.03707841083407402,147,1044,161,2,0.2274741506646972,0.12342569269521411,0.9865771812080537,0.13360995850622406,0.21940298507462688,0.866390041493776,0.9284636163635858,0.7509261031178167
0.03938889294862747,147,1031,174,2,0.23707533234859676,0.12478777589134125,0.9865771812080537,0.14439834024896264,0.22155237377543333,0.8556016597510373,0.9284636163635858,0.7509261031178167
0.04048270835541189,147,1022,183,2,0.24372230428360414,0.12574850299401197,0.9865771812080537,0.15186721991701244,0.22306525037936267,0.8481327800829875,0.9284636163635858,0.7509261031178167
0.041459310278296475,146,1018,187,3,0.24593796159527326,0.1254295532646048,0.9798657718120806,0.15518672199170125,0.22239146991622238,0.8448132780082988,0.9284636163635858,0.7509261031178167
0.04332323484122753,146,1005,200,3,0.2555391432791728,0.1268462206776716,0.9798657718120806,0.16597510373443983,0.2246153846153846,0.8340248962655602,0.9284636163635858,0.7509261031178167
0.04535280525684357,146,998,207,3,0.26070901033973415,0.12762237762237763,0.9798657718120806,0.17178423236514523,0.22583139984532097,0.8282157676348548,0.9284636163635858,0.7509261031178167
0.04646107494831086,146,991,214,3,0.2658788774002954,0.1284080914687775,0.9798657718120806,0.17759336099585063,0.22706065318818042,0.8224066390041493,0.9284636163635858,0.7509261031178167
0.04776000995188952,146,977,228,3,0.276218611521418,0.13000890471950133,0.9798657718120806,0.1892116182572614,0.22955974842767296,0.8107883817427386,0.9284636163635858,0.7509261031178167
0.050222902158275254,146,965,240,3,0.28508124076809455,0.13141314131413143,0.9798657718120806,0.1991701244813278,0.23174603174603176,0.8008298755186722,0.9284636163635858,0.7509261031178167
0.05041732892394066,146,964,241,3,0.2858197932053176,0.13153153153153152,0.9798657718120806,0.2,0.23193010325655278,0.8,0.9284636163635858,0.7509261031178167
0.05226354226469994,146,950,255,3,0.2961595273264402,0.1332116788321168,0.9798657718120806,0.21161825726141079,0.23453815261044178,0.7883817427385892,0.9284636163635858,0.7509261031178167
0.05450550913810731,146,937,268,3,0.30576070901033975,0.1348107109879963,0.9798657718120806,0.22240663900414936,0.237012987012987,0.7775933609958506,0.9284636163635858,0.7509261031178167
0.05509299905970693,146,932,273,3,0.30945347119645494,0.13543599257884972,0.9798657718120806,0.22655601659751037,0.2379788101059495,0.7734439834024897,0.9284636163635858,0.7509261031178167
0.05607904862612486,146,923,282,3,0.31610044313146235,0.13657623947614594,0.9798657718120806,0.23402489626556017,0.23973727422003288,0.7659751037344399,0.9284636163635858,0.7509261031178167
0.05829478070139885,146,910,295,3,0.3257016248153619,0.13825757575757575,0.9798657718120806,0.24481327800829875,0.24232365145228213,0.7551867219917012,0.9284636163635858,0.7509261031178167
0.05973340254276991,146,896,309,3,0.3360413589364845,0.1401151631477927,0.9798657718120806,0.2564315352697095,0.24517212426532325,0.7435684647302905,0.9284636163635858,0.7509261031178167
0.05996309596113861,146,893,312,3,0.33825701624815363,0.14051973051010588,0.9798657718120806,0.25892116182572616,0.2457912457912458,0.7410788381742739,0.9284636163635858,0.7509261031178167
