setup_fly_threshold_km,model,model_family,kind,k,n_layers,feature_mode,params,best_epoch,best_test_loss,final_test_loss,raw_pos_weight,pos_weight,train_samples,test_samples,train_fly_rate,test_fly_rate,runtime_seconds,mean_error_km,median_error_km,p90_error_km,p95_error_km,stationary_error_mean_km,fly_error_mean_km,migration50_error_mean_km,gated_mean_error_km,gated_median_error_km,gated_p90_error_km,gated_p95_error_km,gated_stationary_error_mean_km,gated_fly_error_mean_km,gated_migration50_error_mean_km,fly_threshold,fly_tp,fly_fp,fly_tn,fly_fn,fly_accuracy,fly_precision,fly_recall,fly_specificity,fly_f1,fly_false_positive_rate,fly_roc_auc,fly_pr_auc,fixed_0_5_fly_threshold,fixed_0_5_fly_tp,fixed_0_5_fly_fp,fixed_0_5_fly_tn,fixed_0_5_fly_fn,fixed_0_5_fly_accuracy,fixed_0_5_fly_precision,fixed_0_5_fly_recall,fixed_0_5_fly_specificity,fixed_0_5_fly_f1,fixed_0_5_fly_false_positive_rate,fixed_0_5_fly_roc_auc,fixed_0_5_fly_pr_auc,setup,test,runtime_seconds_final_runner
10.0,triline_lstm_4l_k7,triline,triline_lstm,7,4,full,2159300,7,2.1558429451731893,2.1558429451731893,4.17708880714661,4.17708880714661,9852,2464,0.19315874576568604,0.2155032455921173,22.992151260375977,17.943918882063848,2.369915339059712,58.2920149263114,105.2251130482476,4.026301631274793,68.60823930725263,100.39177130693824,17.469219550808035,1.6386263604307487,58.2920149263114,105.2251130482476,3.3604938589177222,68.82923228606977,100.52997978034426,0.6326377267204225,386,162,1771,145,0.8754058441558441,0.7043795620437956,0.7269303201506592,0.9161924469736161,0.7154772937905468,0.08380755302638386,0.8949117469113611,0.7767837200910127,0.5,410,232,1701,121,0.856737012987013,0.6386292834890965,0.7721280602636534,0.8799793067770305,0.6990622335890877,0.12002069322296947,0.8949117469113611,0.7767837200910127,fly_threshold_10km,without_weather,22.99865746498108
10.0,triline_transformer_v2_k7,triline,triline_transformer,7,4,full,3289412,27,2.1085568805793664,2.1085568805793664,4.17708880714661,4.17708880714661,9852,2464,0.19315874576568604,0.2155032455921173,45.67467904090881,17.379472416655876,2.626351195970207,56.19565251228016,102.324554330242,4.1389043995358215,65.57912962398744,95.35238569321778,16.857446487469836,1.6711430422912932,56.35134321644431,102.324554330242,3.3970031864777566,65.85751598053515,95.58022414078964,0.6044656309578568,391,171,1762,140,0.8737824675324676,0.6957295373665481,0.736346516007533,0.9115364718054837,0.7154620311070449,0.08846352819451629,0.8903327380621828,0.7672221854810254,0.5,424,290,1643,107,0.8388798701298701,0.5938375350140056,0.7984934086629002,0.8499741334712881,0.681124497991968,0.15002586652871186,0.8903327380621828,0.7672221854810254,fly_threshold_10km,without_weather,45.68573069572449
10.0,triline_lstm_4l_k14,triline,triline_lstm,14,4,full,2159300,7,2.1092440601763665,2.1092440601763665,4.221058755090168,4.221058755090168,8975,2244,0.19153203070163727,0.21479500830173492,22.89022135734558,18.208457948708727,2.3016399898248157,59.056218480250934,102.4376088927398,3.5243295011701874,71.88778227352805,104.56380611038347,17.752431568153934,1.732318367546394,59.056218480250934,102.4376088927398,2.900081623417811,72.04670667733453,104.6775355657816,0.5888348166830838,355,146,1616,127,0.8783422459893048,0.7085828343313373,0.7365145228215768,0.9171396140749148,0.7222787385554426,0.08286038592508513,0.8998756599676906,0.7960419531580111,0.5,376,200,1562,106,0.8636363636363636,0.6527777777777778,0.7800829875518672,0.8864926220204313,0.7107750472589791,0.11350737797956867,0.8998756599676906,0.7960419531580111,fly_threshold_10km,without_weather,22.90173649787903
10.0,triline_transformer_v2_k14,triline,triline_transformer,14,4,full,3291204,26,2.057836530042842,2.057836530042842,4.221058755090168,4.221058755090168,8975,2244,0.19153203070163727,0.21479500830173492,41.77275609970093,17.620883467050046,2.397141581639649,55.94556319230531,99.437461662853,3.7430076284541447,68.35286941644004,99.17359464561177,17.13373438702015,1.650270131771188,55.94556319230531,99.437461662853,3.045224782824704,68.63571347953547,99.3956110333643,0.69232421875,345,127,1635,137,0.8823529411764706,0.7309322033898306,0.7157676348547718,0.9279228149829739,0.7232704402515724,0.0720771850170261,0.9016300789841795,0.7943026448137124,0.5,390,260,1502,92,0.8431372549019608,0.6,0.8091286307053942,0.8524404086265607,0.6890459363957597,0.14755959137343927,0.9016300789841795,0.7943026448137124,fly_threshold_10km,without_weather,41.78075861930847
10.0,triline_lstm_4l_k30,triline,triline_lstm,30,4,full,2159300,11,2.1718013580439806,2.1718013580439806,4.516228748068007,4.516228748068007,7138,1785,0.18128326535224915,0.19775910675525665,27.279978275299072,15.896428626533503,2.379485825109829,49.54586321961734,90.79837925907634,4.3989857243050094,62.53761343104117,91.30335500230866,15.313018063623876,1.62590523483509,50.254889859272545,90.79837925907634,3.591630102473176,62.86267120914173,91.54420513853985,0.7102379390969872,234,85,1347,119,0.8857142857142857,0.7335423197492164,0.6628895184135978,0.9406424581005587,0.6964285714285715,0.05935754189944134,0.889136610378717,0.7522104384865893,0.5,271,171,1261,82,0.8582633053221288,0.6131221719457014,0.7677053824362606,0.880586592178771,0.6817610062893081,0.11941340782122906,0.889136610378717,0.7522104384865893,fly_threshold_10km,without_weather,27.286983966827393
10.0,triline_transformer_v2_k30,triline,triline_transformer,30,4,full,3295300,19,2.188373019782101,2.188373019782101,4.516228748068007,4.516228748068007,7138,1785,0.18128326535224915,0.19775910675525665,31.100302934646606,15.761468165701993,2.3074487907428582,49.46139705378232,89.5570426247804,4.21225405322554,62.6126710242467,91.97333984486586,15.309539118070484,1.772156975644541,50.17170838039506,90.23602296316038,3.583192851494836,62.87930640910823,92.15628482534565,0.6815591412782669,251,123,1309,102,0.8739495798319328,0.6711229946524064,0.7110481586402266,0.9141061452513967,0.6905089408528199,0.08589385474860335,0.8842048206118347,0.746275330741779,0.5,268,193,1239,85,0.8442577030812325,0.5813449023861171,0.7592067988668555,0.8652234636871509,0.6584766584766585,0.13477653631284917,0.8842048206118347,0.746275330741779,fly_threshold_10km,without_weather,31.11431050300598
