setup_fly_threshold_km,model,model_family,kind,k,params,best_epoch,train_samples,test_samples,test_fly_rate,mean_error_km,median_error_km,p90_error_km,p95_error_km,stationary_error_mean_km,fly_error_mean_km,migration50_error_mean_km,setup,test,runtime_seconds_final_runner
10.0,persistence,baseline,persistence,7,0,,9419,2897,0.22229893505573273,20.822596308430352,1.2988326369739716,71.82517191357674,142.67443177134098,1.6876156017727306,87.76531607877138,137.6947138858647,fly_threshold_10km,without_weather,0.014506816864013672
10.0,persistence,baseline,persistence,14,0,,8611,2608,0.22546012699604034,21.93015135019968,1.322001014568288,78.10446077750868,149.13777469410118,1.692003542852655,91.4557611645551,139.27362956530848,fly_threshold_10km,without_weather,0.01301431655883789
10.0,persistence,baseline,persistence,30,0,,6899,2024,0.2139328122138977,19.67595816224145,1.3448442782298413,66.52327255926915,129.7022018226674,1.7416624237721938,85.57310485948068,136.96350028515604,fly_threshold_10km,without_weather,0.01100301742553711
