direct_final_rollout_error_km_delta_weighted_minus_weather,direct_final_rollout_error_km_improved,direct_final_rollout_error_km_weather,direct_final_rollout_error_km_weighted,direct_mean_rollout_error_km_delta_weighted_minus_weather,direct_mean_rollout_error_km_improved,direct_mean_rollout_error_km_weather,direct_mean_rollout_error_km_weighted,lstm_final_rollout_error_km_delta_weighted_minus_weather,lstm_final_rollout_error_km_improved,lstm_final_rollout_error_km_weather,lstm_final_rollout_error_km_weighted,lstm_mean_rollout_error_km_delta_weighted_minus_weather,lstm_mean_rollout_error_km_improved,lstm_mean_rollout_error_km_weather,lstm_mean_rollout_error_km_weighted,path_id,setup,transformer_final_rollout_error_km_delta_weighted_minus_weather,transformer_final_rollout_error_km_improved,transformer_final_rollout_error_km_weather,transformer_final_rollout_error_km_weighted,transformer_mean_rollout_error_km_delta_weighted_minus_weather,transformer_mean_rollout_error_km_improved,transformer_mean_rollout_error_km_weather,transformer_mean_rollout_error_km_weighted
-1145.029141504448,True,2906.400788664744,1761.371647160296,-553.4035009045313,True,1713.6626367877486,1160.2591358832174,868.3272939711412,False,273.74181622247164,1142.069110193613,674.9551891216167,False,328.5105236821361,1003.4657128037528,Angela_DER_AY470_eobs_4001__2019__southbound_01,setup_30km,944.0889276755074,False,265.8175586258965,1209.906486301404,736.6103528994458,False,335.8935773252928,1072.5039302247387
-149.97372633058458,True,237.4636722896412,87.48994595905663,-128.40263373881623,True,197.6693631280577,69.26672938924148,284.5652140106066,False,977.527466180741,1262.0926801913477,206.51910895478545,False,823.0304770962568,1029.5495860510423,Angela_DER_AY470_eobs_4001__2020__southbound_01,setup_30km,85.5806961870644,False,1131.3566741609632,1216.9373703480276,33.1420254136724,False,980.3189667092216,1013.460992122894
107.37098311583355,False,48.08164462350689,155.45262773934044,11.56399929796207,False,118.56248731979257,130.12648661775464,209.69504601088897,False,1173.011117073536,1382.706163084425,108.335729078226,False,653.4736483976789,761.8093774759049,Angela_DER_AY470_eobs_4001__2022__southbound_01,setup_30km,317.16829110267986,False,1306.15316507976,1623.3214561824398,193.1567874321854,False,736.5246514759974,929.6814389081828
-105.11338707389649,True,433.8160380315993,328.7026509577028,-70.90563230170591,True,373.2542791305506,302.34864682884466,267.4566376246843,False,742.9916603205141,1010.4482979451984,115.63504753258667,False,448.4644872588012,564.0995347913879,Angela_DER_AY470_eobs_4001__2023__southbound_01,setup_30km,92.91579122341261,False,864.8868718290562,957.8026630524688,30.541716271840755,False,502.7267701202702,533.268486392111
-221.69037427228193,True,1054.7932188427603,833.1028445704784,-109.50524738755655,True,730.6942666037996,621.1890192162431,243.1593308258714,False,764.906354623992,1008.0656854498634,196.52683251962094,False,602.8464953183566,799.3733278379775,Ed_plus_AAL16_e-obs_7210__2021__southbound_01,setup_30km,499.5307702704723,False,577.5883779687869,1077.1191482392592,392.191437235654,False,477.1946989894126,869.3861362250666
-1313.8068899980435,True,2906.251889208185,1592.4449992101413,-575.7999130388175,True,1553.5624926222513,977.7625795834338,180.5929393775945,False,248.7790694308852,429.3720088084797,149.27760304955194,False,286.50580035052883,435.7834034000808,Europa_DER_A1A26_eobs_4004__2019__southbound_01,setup_30km,327.3791575043974,False,237.18526677042948,564.5644242748269,218.23533426629348,False,322.95739991903434,541.1927341853278
-659.7259302158559,True,1385.204075159017,725.4781449431612,-218.7804477031433,True,741.3803023037353,522.599854600592,119.86100269269554,False,333.1807102055081,453.0417128982036,64.48245076038825,False,278.815537483584,343.29798824397227,Europa_DER_A1A26_eobs_4004__2020__southbound_01,setup_30km,31.220596681724203,False,376.7149119587682,407.9355086404924,-15.03890757921539,True,318.66586375304183,303.62695617382644
-925.081673004916,True,2165.975940475831,1240.894267470915,-310.4869581488797,True,1108.478167636948,797.9912094880683,5.860213142157619,False,247.41184944213717,253.2720625842948,2.5365912196764953,False,229.81989549431557,232.35648671399207,Europa_DER_A1A26_eobs_4004__2021__southbound_01,setup_30km,-4.994438172607772,True,265.2853700948288,260.29093192222103,-5.099908139179831,True,242.47267061235044,237.3727624731706
-1240.144937688976,True,2477.031021995312,1236.8860843063362,-623.312161071097,True,1400.5223779327637,777.2102168616667,234.8107157637836,False,395.0007802931958,629.8114960569794,184.33589015948297,False,378.8968361111636,563.2327262706466,Europa_DER_A1A26_eobs_4004__2022__southbound_01,setup_30km,71.53913835808964,False,438.4132414467632,509.95237980485285,13.153978401827658,False,440.5640472456792,453.71802564750686
-466.78773162876314,True,1340.5092799869046,873.7215483581415,-130.85947444100793,True,639.3663398308784,508.5068653898704,-49.33409019321422,True,59.61975796388881,10.285667770674586,-37.536414760238465,True,42.11137351631129,4.574958756072823,Europa_DER_A1A26_eobs_4004__2023__southbound_01,setup_30km,-95.2564364308027,True,105.54210420147729,10.285667770674586,-61.70912582529511,True,66.28408458136794,4.574958756072823
-964.0154309231709,True,1617.873391930258,653.8579610070872,-520.5221211965675,True,863.8949731892053,343.3728519926378,49.19188704260459,False,91.08243384417686,140.27432088678145,36.694927149541456,False,103.64364236603828,140.33856951557974,Louis_DER_AU050_eobs_3264__2021__southbound_01,setup_30km,-15.798959832883334,True,78.11461719431696,62.31565736143363,-11.300239604885206,True,78.22320779915508,66.92296819426987
-621.1344584655559,True,1025.381066228157,404.246607762601,-387.7316986295417,True,621.3239405570038,233.59224192746208,-21.698942275388386,True,51.16012194405312,29.46117966866473,-24.895521394381156,True,37.42287311668901,12.527351722307856,Louis_DER_AU050_eobs_3264__2022__southbound_01,setup_30km,-15.18072226692409,True,44.64190193558882,29.46117966866473,-13.834450141811576,True,26.361801864119432,12.527351722307856
-371.4619528685735,True,423.8980345096426,52.43608164106912,-111.08450310032565,True,217.8396946110934,106.75519151076774,198.68372690357057,False,358.16624372128456,556.8499706248551,106.88286992167872,False,237.56940691679057,344.4522768384693,Louis_DER_AU050_eobs_3264__2023__southbound_01,setup_30km,137.15242869749136,False,519.3556908241504,656.5081195216418,133.34846050237803,False,351.13806559331505,484.4865260956931
-732.1318859918302,True,812.6196360664362,80.48775007460596,-418.7483991803069,True,589.91800851182,171.16960933151307,-60.642000775827796,True,982.569141215448,921.9271404396202,-47.38168199711856,True,749.9949398823545,702.613257885236,Mirabell_plus_DER_AN910_eobs_3907__2019__southbound_01,setup_30km,-242.90104451613047,True,1153.399866872782,910.4988223566515,-187.97116674576841,True,921.5216693674756,733.5505026217072
-252.4561012219578,True,608.4884409457815,356.03233972382367,-29.73694363370231,True,306.7856115266948,277.0486678929925,105.62333970621114,False,527.846450478071,633.4697901842821,128.22653642179182,False,535.5962084483766,663.8227448701684,Mirabell_plus_DER_AN910_eobs_3907__2020__southbound_01,setup_30km,-116.93371607870745,True,671.0038233819395,554.070107303232,-25.651733126663657,True,650.3345142315504,624.6827811048868
-780.5217437680072,True,1578.4093363792151,797.8875926112079,-358.031594633378,True,866.1096300089075,508.0780353755295,-299.230415818196,True,494.0377226554356,194.8073068372396,-123.79617969168902,True,520.6480452810608,396.8518655893718,Sara_plus_DER_AU017_eobs_3941__2019__southbound_01,setup_30km,-227.0492805714332,True,294.0392399338963,66.98995936246307,-100.56573582325541,True,446.6296301728722,346.0638943496168
-291.5821493767444,True,1497.1799354565162,1205.5977860797718,-260.7404093466124,True,1038.3107682960426,777.5703589494302,-53.50477637055002,True,270.7752900489089,217.2705136783589,-76.24027440578863,True,361.16971623012176,284.92944182433314,Sierit_DER_AN858_eobs2561__2020__southbound_01,setup_30km,63.33511750972605,False,145.32017578431172,208.65529329403776,48.90110426151057,False,247.34272046655025,296.2438247280608
57.008203899240016,False,748.1621120114199,805.17031591066,-51.59648421647182,True,576.5238562460645,524.9273720295927,-4.997015002658657,True,294.90158262682206,289.9045676241634,4.797178222175944,False,294.267875829563,299.06505405173897,Sierit_DER_AN858_eobs2561__2021__southbound_01,setup_30km,53.650110522586765,False,61.53973505313028,115.18984557571704,71.2095230769264,False,122.38791081929251,193.59743389621892
1993.807527874701,False,399.1744690206479,2392.981996895349,1451.8336316207074,False,238.0654132880082,1689.8990449087155,-216.32832425133734,True,222.9323276664196,6.6040034150822695,-150.91502142233858,True,156.42051250200615,5.505491079667578,Zozu_plus_DER_AL581_eobs2541__2019__southbound_01,setup_30km,-114.42208031734874,True,197.93600717891223,83.51392686156349,-27.33669442727296,True,116.1297423420834,88.79304791481044
759.7261567461039,False,969.2920061518444,1729.0181628979483,433.5636631166507,False,744.2653230234865,1177.8289861401372,120.41536726683943,False,92.21893646819906,212.6343037350385,10.491182572641861,False,176.0019412247473,186.49312379738916,Zozu_plus_DER_AL581_eobs2541__2020__southbound_01,setup_30km,-165.53804277768495,True,330.00343712690864,164.4653943492237,-147.99434889399475,True,350.32810219410675,202.333753300112
-1145.029141504448,True,2906.400788664744,1761.371647160296,-553.4035009045313,True,1713.6626367877486,1160.2591358832174,117.0126434846581,False,495.22172693665226,612.2343704213104,45.036441829333285,False,555.3579180086552,600.3943598379885,Angela_DER_AY470_eobs_4001__2019__southbound_01,setup_10km,67.11253431759229,False,384.3446621395272,451.4571964571195,175.00842026838893,False,273.472835922676,448.4812561910649
-149.97372633058458,True,237.4636722896412,87.48994595905663,-128.40263373881623,True,197.6693631280577,69.26672938924148,-42.25946938606353,True,1142.7328248478166,1100.473355461753,-17.473419495081544,True,989.6601275568802,972.1867080617986,Angela_DER_AY470_eobs_4001__2020__southbound_01,setup_10km,188.28084875299953,False,659.2863865126947,847.5672352656942,148.39619299540948,False,674.8225575228562,823.2187505182657
107.37098311583355,False,48.08164462350689,155.45262773934044,11.56399929796207,False,118.56248731979257,130.12648661775464,0.6455222244480865,False,1381.7253936325787,1382.3709158570268,-18.97242163869032,True,782.7152634049759,763.7428417662856,Angela_DER_AY470_eobs_4001__2022__southbound_01,setup_10km,192.68299234501728,False,1152.721649333277,1345.4046416782942,72.67824295124308,False,717.757148457024,790.435391408267
-105.11338707389649,True,433.8160380315993,328.7026509577028,-70.90563230170591,True,373.2542791305506,302.34864682884466,226.88287286309833,False,783.5654250821001,1010.4482979451984,99.63696047685733,False,464.46257431453057,564.0995347913879,Angela_DER_AY470_eobs_4001__2023__southbound_01,setup_10km,313.5179641996096,False,312.354419794986,625.8723839945956,117.93070170936596,False,272.8363071530793,390.76700886244527
-221.69037427228193,True,1054.7932188427603,833.1028445704784,-109.50524738755655,True,730.6942666037996,621.1890192162431,452.8351830363705,False,576.3333949463689,1029.1685779827394,346.072768547293,False,471.5390736510577,817.6118421983507,Ed_plus_AAL16_e-obs_7210__2021__southbound_01,setup_10km,363.712478221587,False,419.2862789730752,782.9987571946622,242.15318672859735,False,380.6620757455555,622.8152624741529
-1313.8068899980435,True,2906.251889208185,1592.4449992101413,-575.7999130388175,True,1553.5624926222513,977.7625795834338,348.9227134617571,False,36.54441046969326,385.4671239314504,322.4349283376612,False,85.76878475114717,408.20371308880834,Europa_DER_A1A26_eobs_4004__2019__southbound_01,setup_10km,159.07661223978246,False,59.95871823722974,219.0353304770122,131.32508740250964,False,129.81325416522228,261.1383415677319
-659.7259302158559,True,1385.204075159017,725.4781449431612,-218.7804477031433,True,741.3803023037353,522.599854600592,-29.874818120847806,True,325.4595844777652,295.5847663569174,-21.950311996999602,True,264.26288941989924,242.31257742289964,Europa_DER_A1A26_eobs_4004__2020__southbound_01,setup_10km,-16.42280566062601,True,55.639840597067,39.21703493644099,-17.219467004077686,True,93.518966072815,76.29949906873732
-925.081673004916,True,2165.975940475831,1240.894267470915,-310.4869581488797,True,1108.478167636948,797.9912094880683,30.10185983033665,False,210.04232692250687,240.14418675284352,14.575792771263082,False,209.22245188913303,223.7982446603961,Europa_DER_A1A26_eobs_4004__2021__southbound_01,setup_10km,-77.62717231397201,True,277.02150910191574,199.39433678794373,-36.11276888027771,True,241.6475122111409,205.5347433308632
-1240.144937688976,True,2477.031021995312,1236.8860843063362,-623.312161071097,True,1400.5223779327637,777.2102168616667,366.77588668152197,False,135.0395642895944,501.8154509711164,293.64960558659527,False,164.95822767297798,458.6078332595733,Europa_DER_A1A26_eobs_4004__2022__southbound_01,setup_10km,32.57338917245636,False,210.8042957640836,243.37768493653996,53.97874575442907,False,171.28777253125023,225.2665182856793
