threshold,tp,fp,tn,fn,accuracy,precision,recall,specificity,f1,false_positive_rate,false_negative_rate,balanced_accuracy,roc_auc,pr_auc
0.0035624168813228607,132,1747,0,0,0.07025013304949441,0.07025013304949441,1.0,0.0,0.13127797115862755,1.0,0.0,0.5,0.8251266239961146,0.23878181075896054
0.41063132882118225,132,1736,11,0,0.07610431080361894,0.07066381156316917,1.0,0.006296508299942759,0.132,0.9937034917000572,0.0,0.5031482541499713,0.8251266239961146,0.23878181075896054
0.6458433866500854,132,1711,36,0,0.08940926024481106,0.0716223548562127,1.0,0.0206067544361763,0.13367088607594937,0.9793932455638237,0.0,0.5103033772180882,0.8251266239961146,0.23878181075896054
0.9294909238815308,131,1694,53,1,0.09792442788717402,0.07178082191780821,0.9924242424242424,0.03033772180881511,0.13387838528359733,0.9696622781911849,0.007575757575757576,0.5113809821165287,0.8251266239961146,0.23878181075896054
0.9895275068283081,131,1672,75,1,0.1096327833954231,0.07265668330560178,0.9924242424242424,0.04293073840870063,0.13540051679586565,0.9570692615912993,0.007575757575757576,0.5176774904164715,0.8251266239961146,0.23878181075896054
1.117215633392334,131,1659,88,1,0.116551357104843,0.07318435754189945,0.9924242424242424,0.05037206639954207,0.13631633714880337,0.9496279336004579,0.007575757575757576,0.5213981544118923,0.8251266239961146,0.23878181075896054
1.2967801094055176,131,1637,110,1,0.12825971261309208,0.07409502262443439,0.9924242424242424,0.06296508299942759,0.13789473684210526,0.9370349170005724,0.007575757575757576,0.527694662711835,0.8251266239961146,0.23878181075896054
1.3856323957443237,131,1620,127,1,0.1373070782331027,0.07481439177612793,0.9924242424242424,0.0726960503720664,0.13913967073818378,0.9273039496279336,0.007575757575757576,0.5325601463981544,0.8251266239961146,0.23878181075896054
1.5189441442489624,131,1598,149,1,0.1490154337413518,0.07576633892423366,0.9924242424242424,0.08528906697195192,0.14078452444922088,0.9147109330280481,0.007575757575757576,0.5388566546980972,0.8251266239961146,0.23878181075896054
1.5854961490631103,131,1578,169,1,0.15965939329430548,0.07665301345816267,0.9924242424242424,0.09673726388093876,0.1423139598044541,0.9032627361190613,0.007575757575757576,0.5445807531525906,0.8251266239961146,0.23878181075896054
1.6017229557037354,130,1568,179,2,0.16444917509313464,0.07656065959952886,0.9848484848484849,0.10246136233543217,0.14207650273224043,0.8975386376645679,0.015151515151515152,0.5436549235919585,0.8251266239961146,0.23878181075896054
1.7024850845336914,129,1546,201,3,0.17562533262373603,0.07701492537313433,0.9772727272727273,0.11505437893531768,0.14277808522412838,0.8849456210646823,0.022727272727272728,0.5461635531040225,0.8251266239961146,0.23878181075896054
1.8630964756011963,129,1533,214,3,0.18254390633315593,0.0776173285198556,0.9772727272727273,0.12249570692615913,0.14381270903010035,0.8775042930738409,0.022727272727272728,0.5498842170994432,0.8251266239961146,0.23878181075896054
1.9708282971382167,129,1505,242,3,0.1974454497072911,0.07894736842105263,0.9772727272727273,0.1385231825987407,0.14609286523216308,0.8614768174012593,0.022727272727272728,0.557897954935734,0.8251266239961146,0.23878181075896054
2.4202113151550293,129,1501,246,3,0.19957424161788184,0.07914110429447853,0.9772727272727273,0.14081282198053807,0.14642451759364358,0.859187178019462,0.022727272727272728,0.5590427746266327,0.8251266239961146,0.23878181075896054
2.470247507095337,129,1470,277,3,0.2160723789249601,0.08067542213883677,0.9772727272727273,0.15855752718946767,0.14904679376083188,0.8414424728105323,0.022727272727272728,0.5679151272310975,0.8251266239961146,0.23878181075896054
2.478538043517619,129,1466,281,3,0.21820117083555082,0.08087774294670846,0.9772727272727273,0.16084716657126502,0.14939200926462073,0.8391528334287349,0.022727272727272728,0.5690599469219961,0.8251266239961146,0.23878181075896054
2.609113931655884,129,1463,284,3,0.2197977647684939,0.08103015075376885,0.9772727272727273,0.16256439610761306,0.1496519721577726,0.8374356038923869,0.022727272727272728,0.5699185616901702,0.8251266239961146,0.23878181075896054
2.77116060256958,129,1436,311,3,0.23416711016498137,0.08242811501597444,0.9772727272727273,0.17801946193474527,0.15203299941072482,0.8219805380652547,0.022727272727272728,0.5776460946037363,0.8251266239961146,0.23878181075896054
2.9643197059631348,128,1416,331,4,0.2442788717402874,0.08290155440414508,0.9696969696969697,0.18946765884373212,0.15274463007159905,0.8105323411562679,0.030303030303030304,0.5795823142703509,0.8251266239961146,0.23878181075896054
3.1707572317123405,128,1394,353,4,0.25598722724853645,0.08409986859395532,0.9696969696969697,0.20206067544361764,0.15477629987908104,0.7979393245563824,0.030303030303030304,0.5858788225702937,0.8251266239961146,0.23878181075896054
3.2753796577453618,127,1376,371,5,0.2650345928685471,0.08449767132401863,0.9621212121212122,0.21236405266170577,0.15535168195718654,0.7876359473382942,0.03787878787878788,0.587242632391459,0.8251266239961146,0.23878181075896054
3.526671886444092,127,1360,387,5,0.27354976051091007,0.08540685944855414,0.9621212121212122,0.22152261018889524,0.15688696726374307,0.7784773898111047,0.03787878787878788,0.5918219111550537,0.8251266239961146,0.23878181075896054
3.7433898067474445,127,1338,409,5,0.2852581160191591,0.08668941979522184,0.9621212121212122,0.23411562678878076,0.15904821540388225,0.7658843732112193,0.03787878787878788,0.5981184194549964,0.8251266239961146,0.23878181075896054
4.112550735473633,127,1323,424,5,0.2932410856838744,0.08758620689655172,0.9621212121212122,0.24270177447052088,0.16055625790139066,0.7572982255294791,0.03787878787878788,0.6024114932958665,0.8251266239961146,0.23878181075896054
4.1394877433776855,127,1302,445,5,0.3044172432144758,0.08887333799860042,0.9621212121212122,0.25472238122495705,0.1627162075592569,0.745277618775043,0.03787878787878788,0.6084217966730846,0.8251266239961146,0.23878181075896054
4.176245212554932,127,1288,459,5,0.31186801490154337,0.08975265017667844,0.9621212121212122,0.26273611906124783,0.16418875242404657,0.7372638809387522,0.03787878787878788,0.61242866559123,0.8251266239961146,0.23878181075896054
4.9535136701539155,126,1265,482,6,0.3235763704097924,0.0905823148813803,0.9545454545454546,0.2759015455065827,0.1654629021667761,0.7240984544934173,0.045454545454545456,0.6152235000260187,0.8251266239961146,0.23878181075896054
5.004249095916748,126,1265,482,6,0.3235763704097924,0.0905823148813803,0.9545454545454546,0.2759015455065827,0.1654629021667761,0.7240984544934173,0.045454545454545456,0.6152235000260187,0.8251266239961146,0.23878181075896054
5.456848621368408,126,1248,499,6,0.3326237360298031,0.09170305676855896,0.9545454545454546,0.28563251287922153,0.16733067729083664,0.7143674871207785,0.045454545454545456,0.620088983712338,0.8251266239961146,0.23878181075896054
5.607621955871585,126,1227,520,6,0.34379989356040447,0.09312638580931264,0.9545454545454546,0.2976531196336577,0.1696969696969697,0.7023468803663423,0.045454545454545456,0.6260992870895561,0.8251266239961146,0.23878181075896054
5.8589558601379395,125,1221,526,7,0.3464608834486429,0.09286775631500743,0.946969696969697,0.3010875787063538,0.16914749661705009,0.6989124212936463,0.05303030303030303,0.6240286378380254,0.8251266239961146,0.23878181075896054
5.884627342224121,125,1193,554,7,0.3613624268227781,0.09484066767830046,0.946969696969697,0.31711505437893533,0.1724137931034483,0.6828849456210647,0.05303030303030303,0.6320423756743162,0.8251266239961146,0.23878181075896054
6.01920615196228,125,1171,576,7,0.37307078233102714,0.09645061728395062,0.946969696969697,0.3297080709788208,0.1750700280112045,0.6702919290211792,0.05303030303030303,0.638338883974259,0.8251266239961146,0.23878181075896054
6.052128314971924,125,1170,577,7,0.37360298030867484,0.09652509652509653,0.946969696969697,0.3302804808242702,0.17519271198318148,0.6697195191757298,0.05303030303030303,0.6386250888969836,0.8251266239961146,0.23878181075896054
6.408336639404297,125,1138,609,7,0.39063331559340075,0.09897070467141726,0.946969696969697,0.34859759587864914,0.17921146953405018,0.6514024041213509,0.05303030303030303,0.6477836464241731,0.8251266239961146,0.23878181075896054
7.428489296790212,125,1116,631,7,0.4023416711016498,0.10072522159548751,0.946969696969697,0.3611906124785346,0.1820830298616169,0.6388093875214653,0.05303030303030303,0.6540801547241158,0.8251266239961146,0.23878181075896054
7.63210430145264,125,1115,632,7,0.4028738690792975,0.10080645161290322,0.946969696969697,0.361763022323984,0.18221574344023322,0.6382369776760161,0.05303030303030303,0.6543663596468405,0.8251266239961146,0.23878181075896054
7.899601459503174,125,1099,648,7,0.41138903672166044,0.10212418300653595,0.946969696969697,0.37092157985117347,0.18436578171091444,0.6290784201488265,0.05303030303030303,0.6589456384104353,0.8251266239961146,0.23878181075896054
7.937574081420891,125,1077,670,7,0.42309739222990955,0.10399334442595674,0.946969696969697,0.38351459645105895,0.18740629685157423,0.616485403548941,0.05303030303030303,0.665242146710378,0.8251266239961146,0.23878181075896054
8.052186965942383,125,1070,677,7,0.4268227780734433,0.10460251046025104,0.946969696969697,0.38752146536920434,0.18839487565938207,0.6124785346307956,0.05303030303030303,0.6672455811694507,0.8251266239961146,0.23878181075896054
8.062115669250488,125,1050,697,7,0.43746673762639704,0.10638297872340426,0.946969696969697,0.3989696622781912,0.19127773527161437,0.6010303377218088,0.05303030303030303,0.6729696796239442,0.8251266239961146,0.23878181075896054
8.090229988098145,125,1023,724,7,0.4518360830228845,0.10888501742160278,0.946969696969697,0.41442472810532344,0.1953125,0.5855752718946766,0.05303030303030303,0.6806972125375103,0.8251266239961146,0.23878181075896054
8.114532470703125,125,1003,744,7,0.4624800425758382,0.11081560283687943,0.946969696969697,0.42587292501431023,0.1984126984126984,0.5741270749856897,0.05303030303030303,0.6864213109920037,0.8251266239961146,0.23878181075896054
8.237499237060547,125,990,757,7,0.46939861628525814,0.11210762331838565,0.946969696969697,0.4333142530051517,0.20048115477145148,0.5666857469948483,0.05303030303030303,0.6901419749874244,0.8251266239961146,0.23878181075896054
8.261274337768555,125,972,775,7,0.47897817988291647,0.11394712853236098,0.946969696969697,0.44361763022323986,0.2034174125305126,0.5563823697767601,0.05303030303030303,0.6952936635964684,0.8251266239961146,0.23878181075896054
8.791743278503418,125,952,795,7,0.48962213943587013,0.11606313834726091,0.946969696969697,0.45506582713222665,0.20678246484698096,0.5449341728677733,0.05303030303030303,0.7010177620509619,0.8251266239961146,0.23878181075896054
8.84549331665039,125,937,810,7,0.4976051091005854,0.11770244821092278,0.946969696969697,0.4636519748139668,0.20938023450586263,0.5363480251860332,0.05303030303030303,0.7053108358918319,0.8251266239961146,0.23878181075896054
8.873549461364746,125,911,836,7,0.5114422565194252,0.12065637065637065,0.946969696969697,0.4785346307956497,0.21404109589041095,0.5214653692043503,0.05303030303030303,0.7127521638826734,0.8251266239961146,0.23878181075896054
9.073044776916504,125,905,842,7,0.5146354443853113,0.12135922330097088,0.946969696969697,0.48196908986834575,0.2151462994836489,0.5180309101316543,0.05303030303030303,0.7144693934190214,0.8251266239961146,0.23878181075896054
9.460867881774902,125,876,871,7,0.5300691857370942,0.12487512487512488,0.946969696969697,0.4985689753863766,0.22065313327449249,0.5014310246136233,0.05303030303030303,0.7227693361780368,0.8251266239961146,0.23878181075896054
9.87554931640625,124,855,892,8,0.5407131452900479,0.12665985699693566,0.9393939393939394,0.5105895821408128,0.22322232223222324,0.48941041785918715,0.06060606060606061,0.7249917607673761,0.8251266239961146,0.23878181075896054
9.903464923426508,124,841,906,8,0.5481639169771155,0.12849740932642487,0.9393939393939394,0.5186033199771036,0.22607110300820418,0.4813966800228964,0.06060606060606061,0.7289986296855215,0.8251266239961146,0.23878181075896054
