epoch,train_loss,test_delta_mse_norm,lr
1,0.7130413628421454,1.5519819242644013,0.001
2,0.6071239827403119,1.484643682014071,0.001
3,0.5669099087845068,1.437213327370438,0.001
4,0.5442624118401147,1.4358499496378363,0.001
5,0.5184565423126009,1.4164943406076143,0.001
6,0.5074828689676142,1.4046718730008538,0.001
7,0.4850640745348917,1.4499586771728734,0.001
8,0.4717433306898579,1.4956943585060922,0.001
9,0.45004680332035074,1.4697435968912433,0.001
10,0.4410747118248581,1.5095222417046041,0.001
11,0.4303007701578911,1.5421563248795833,0.0005
12,0.393465043019742,1.562504190387148,0.0005
13,0.37543800606867067,1.554934506747812,0.0005
14,0.36774533807401205,1.5389678813981924,0.0005
15,0.36742631979556467,1.586305503539223,0.0005
16,0.35329178536004674,1.5766003408109015,0.00025
17,0.33230174733403667,1.576820651477671,0.00025
18,0.3317052390382815,1.6442177716423483,0.00025
19,0.3271162396387137,1.600294630795239,0.00025
20,0.3167512150638034,1.6073011748505999,0.00025
21,0.3173328905035858,1.6497892466458408,0.000125
22,0.3069985699761545,1.656275741556749,0.000125
23,0.30428688215346056,1.6788172245875612,0.000125
24,0.3054577242512474,1.6538346888972264,0.000125
25,0.3000154686355989,1.6480736145998705,0.000125
26,0.2946452559468474,1.670626201731636,6.25e-05
27,0.2993453635130088,1.6573939280926437,6.25e-05
28,0.2965560824399124,1.6559734412480591,6.25e-05
29,0.2914454278457796,1.6712183136353518,6.25e-05
30,0.29255710448249966,1.6806767611580098,6.25e-05
31,0.28892406190047687,1.6662965373346936,3.125e-05
32,0.28758323641374584,1.6630083821886577,3.125e-05
33,0.2838020132706192,1.6725343799421069,3.125e-05
34,0.2879010530501023,1.669289537079619,3.125e-05
35,0.278222788592235,1.6712878842617314,3.125e-05
36,0.27897504349604957,1.6726314864269127,1.5625e-05
