accuracy,balanced_accuracy,f1,false_negative_rate,false_positive_rate,fixed_0_5_accuracy,fixed_0_5_balanced_accuracy,fixed_0_5_f1,fixed_0_5_false_negative_rate,fixed_0_5_false_positive_rate,fixed_0_5_fn,fixed_0_5_fp,fixed_0_5_pr_auc,fixed_0_5_precision,fixed_0_5_recall,fixed_0_5_roc_auc,fixed_0_5_specificity,fixed_0_5_threshold,fixed_0_5_tn,fixed_0_5_tp,fixed_rule_accuracy,fixed_rule_balanced_accuracy,fixed_rule_f1,fixed_rule_false_negative_rate,fixed_rule_false_positive_rate,fixed_rule_fixed_threshold,fixed_rule_fn,fixed_rule_fp,fixed_rule_pr_auc,fixed_rule_precision,fixed_rule_recall,fixed_rule_roc_auc,fixed_rule_specificity,fixed_rule_tn,fixed_rule_tp,fn,fp,k,model,pr_auc,precision,recall,roc_auc,selected_threshold,specificity,split_mode,test_fly_rate,test_samples,threshold,tn,tp,train_fly_rate,train_samples
0.9515699840340607,0.7813632894485785,0.6285714285714284,0.4166666666666667,0.0206067544361763,0.8781266631186802,0.8119004874156563,0.458628841607565,0.26515151515151514,0.1110475100171723,35,194,0.6033689194802628,0.3333333333333333,0.7348484848484849,0.8711340653241053,0.8889524899828277,0.5,1553,97,,,,,,,,,,,,,,,,55,36,20,logistic_regression_balanced,0.6033689194802628,0.6814159292035398,0.5833333333333334,0.8711340653241053,0.9473906498510676,0.9793932455638237,chronological,0.07025013118982315,1879,0.9473906498510676,1711,77,0.06947032362222672,7514
0.9473124002128792,0.86311382283048,0.6710963455149501,0.23484848484848486,0.038923869490555235,0.9489089941458222,0.7239054829924892,0.5596330275229358,0.5378787878787878,0.014310246136233544,71,25,0.6464870518519213,0.7093023255813954,0.4621212121212121,0.9447971414199232,0.9856897538637664,0.5,1722,61,,,,,,,,,,,,,,,,31,68,20,random_forest_balanced,0.6464870518519213,0.5976331360946746,0.7651515151515151,0.9447971414199232,0.17953216026747543,0.9610761305094447,chronological,0.07025013118982315,1879,0.17953216026747543,1679,101,0.06947032362222672,7514
0.8201170835550825,0.7772024769735131,0.3622641509433962,0.2727272727272727,0.1728677733257012,,,,,,,,,,,,,,,,0.7083555082490687,0.7871329205044144,0.2974358974358974,0.12121212121212122,0.3045220377790498,30.0,16,532,0.23878181075896054,0.17901234567901234,0.8787878787878788,0.8251266239961146,0.6954779622209502,1215,116,36,302,20,rule_recent_max_step,0.23878181075896054,0.24120603015075376,0.7272727272727273,0.8251266239961146,131.17727062860502,0.8271322266742988,chronological,0.07025013118982315,1879,131.17727062860502,1445,96,0.06947032362222672,7514
0.9254922831293241,0.7918509652911485,0.5454545454545454,0.36363636363636365,0.05266170578133944,,,,,,,,,,,,,,,,0.8696114954763172,0.8563446427642192,0.4753747323340471,0.1590909090909091,0.12821980538065256,30.0,21,224,0.43715498596802604,0.33134328358208953,0.8409090909090909,0.8927512098662642,0.8717801946193474,1523,111,48,92,20,rule_last_rolling_step_max_7,0.43715498596802604,0.4772727272727273,0.6363636363636364,0.8927512098662642,168.30112204505596,0.9473382942186606,chronological,0.07025013118982315,1879,168.30112204505596,1655,84,0.06947032362222672,7514
0.9212346993081426,0.789561325909351,0.5316455696202532,0.36363636363636365,0.057240984544934176,,,,,,,,,,,,,,,,0.9100585417775412,0.8045610657230577,0.5157593123209169,0.3181818181818182,0.0726960503720664,30.0,42,127,0.42506958823804236,0.4147465437788018,0.6818181818181818,0.8828337756500322,0.9273039496279336,1620,90,48,100,20,rule_last_rolling_step_mean_7,0.42506958823804236,0.45652173913043476,0.6363636363636364,0.8828337756500322,42.12215933051484,0.9427590154550658,chronological,0.07025013118982315,1879,42.12215933051484,1647,84,0.06947032362222672,7514
0.9446514103246407,0.687791499991266,0.49514563106796117,0.6106870229007634,0.013729977116704805,0.863225119744545,0.7534805317309204,0.38954869358669836,0.37404580152671757,0.11899313501144165,49,208,0.47460433669864927,0.2827586206896552,0.6259541984732825,0.8310479151745943,0.8810068649885584,0.5,1540,82,,,,,,,,,,,,,,,,80,24,20,logistic_regression_balanced,0.47460433669864927,0.68,0.3893129770992366,0.8310479151745943,0.9550075234267142,0.9862700228832952,stratified,0.06971793621778488,1879,0.9550075234267142,1724,51,0.06960340589284897,7514
0.9462480042575838,0.798102957360211,0.6188679245283019,0.37404580152671757,0.029748283752860413,0.9494411921234699,0.7397964085454259,0.5777777777777778,0.5038167938931297,0.016590389016018305,66,29,0.6137353535897903,0.6914893617021277,0.4961832061068702,0.9156942721889356,0.9834096109839817,0.5,1719,65,,,,,,,,,,,,,,,,49,52,20,random_forest_balanced,0.6137353535897903,0.6119402985074627,0.6259541984732825,0.9156942721889356,0.3313197199069452,0.9702517162471396,stratified,0.06971793621778488,1879,0.3313197199069452,1696,82,0.06960340589284897,7514
0.7509313464608834,0.7284333676873898,0.2822085889570552,0.29770992366412213,0.24542334096109839,,,,,,,,,,,,,,,,0.5981905268759978,0.7310776110538544,0.23505572441742653,0.11450381679389313,0.4233409610983982,30.0,15,740,0.16292210635584925,0.13551401869158877,0.8854961832061069,0.7762677520219401,0.5766590389016019,1008,116,39,429,20,rule_recent_max_step,0.16292210635584925,0.1765834932821497,0.7022900763358778,0.7762677520219401,108.90105555532267,0.7545766590389016,stratified,0.06971793621778488,1879,108.90105555532267,1319,92,0.06960340589284897,7514
0.8882384246939862,0.7104324244065191,0.38596491228070173,0.4961832061068702,0.08295194508009153,,,,,,,,,,,,,,,,0.8089409260244811,0.7878578790154943,0.35778175313059035,0.2366412213740458,0.18764302059496568,30.0,31,328,0.28400767600317567,0.2336448598130841,0.7633587786259542,0.8291657204744354,0.8123569794050344,1420,100,65,145,20,rule_last_rolling_step_max_7,0.28400767600317567,0.3127962085308057,0.5038167938931297,0.8291657204744354,111.37549177274342,0.9170480549199085,stratified,0.06971793621778488,1879,111.37549177274342,1603,66,0.06960340589284897,7514
0.8717402873869079,0.7474649326602267,0.3959899749373434,0.3969465648854962,0.10812356979405034,,,,,,,,,,,,,,,,0.8908994145822245,0.6871473614337869,0.3653250773993808,0.549618320610687,0.07608695652173914,30.0,72,133,0.30050734135071794,0.3072916666666667,0.45038167938931295,0.829410274774224,0.9239130434782609,1615,59,52,189,20,rule_last_rolling_step_mean_7,0.30050734135071794,0.2947761194029851,0.6030534351145038,0.829410274774224,17.568302870208573,0.8918764302059496,stratified,0.06971793621778488,1879,17.568302870208573,1559,79,0.06960340589284897,7514
0.9468546637744034,0.8021996140871557,0.6287878787878788,0.366412213740458,0.02918855808523059,0.8676789587852495,0.7948334024054937,0.43255813953488376,0.2900763358778626,0.12025685931115003,38,206,0.5894638988415477,0.3110367892976589,0.7099236641221374,0.8643199957219823,0.87974314068885,0.5,1507,93,,,,,,,,,,,,,,,,48,50,30,logistic_regression_balanced,0.5894638988415477,0.6240601503759399,0.6335877862595419,0.8643199957219823,0.9450001129327261,0.9708114419147694,chronological,0.07104121148586273,1844,0.9450001129327261,1663,83,0.06943314522504807,7374
0.9414316702819957,0.862729107899627,0.6516129032258065,0.22900763358778625,0.04553415061295972,0.9441431670281996,0.6949929368145702,0.5071770334928231,0.5954198473282443,0.014594279042615295,78,25,0.6308164321746687,0.6794871794871795,0.40458015267175573,0.9468300334665757,0.9854057209573847,0.5,1688,53,,,,,,,,,,,,,,,,30,78,30,random_forest_balanced,0.6308164321746687,0.5642458100558659,0.7709923664122137,0.9468300334665757,0.16062415643959727,0.9544658493870403,chronological,0.07104121148586273,1844,0.16062415643959727,1635,101,0.06943314522504807,7374
0.7424078091106291,0.7697067329759406,0.3065693430656934,0.1984732824427481,0.2621132516053707,,,,,,,,,,,,,,,,0.6062906724511931,0.7422672602416188,0.24532224532224534,0.09923664122137404,0.4162288382953882,30.0,13,713,0.19484152787014958,0.14199759326113118,0.9007633587786259,0.7762930976858597,0.5837711617046117,1000,118,26,449,30,rule_recent_max_step,0.19484152787014958,0.18953068592057762,0.8015267175572519,0.7762930976858597,131.19867200098932,0.7378867483946293,chronological,0.07104121148586273,1844,131.19867200098932,1264,105,0.06943314522504807,7374
0.9246203904555315,0.7937572135844886,0.5472312703583062,0.35877862595419846,0.053706946876824285,,,,,,,,,,,,,,,,0.8682212581344902,0.8585736376073403,0.4774193548387097,0.15267175572519084,0.13018096906012844,30.0,20,223,0.4399096311365132,0.3323353293413174,0.8473282442748091,0.8945089860652485,0.8698190309398716,1490,111,47,92,30,rule_last_rolling_step_max_7,0.4399096311365132,0.4772727272727273,0.6412213740458015,0.8945089860652485,168.30112204505596,0.9462930531231757,chronological,0.07104121148586273,1844,168.30112204505596,1621,84,0.06943314522504807,7374
0.9202819956616052,0.7914221289376702,0.5333333333333332,0.35877862595419846,0.05837711617046118,,,,,,,,,,,,,,,,0.9094360086767896,0.8067338671942889,0.5187319884726225,0.31297709923664124,0.07355516637478109,30.0,41,126,0.4279271317244772,0.4166666666666667,0.6870229007633588,0.8851129441228504,0.9264448336252189,1587,90,47,100,30,rule_last_rolling_step_mean_7,0.4279271317244772,0.45652173913043476,0.6412213740458015,0.8851129441228504,42.12215933051484,0.9416228838295388,chronological,0.07104121148586273,1844,42.12215933051484,1613,84,0.06943314522504807,7374
0.9126898047722343,0.7344113725224309,0.45791245791245794,0.4728682170542636,0.05830903790087463,0.8611713665943601,0.756896512757927,0.3904761904761905,0.3643410852713178,0.12186588921282798,47,209,0.4385221648676553,0.281786941580756,0.6356589147286822,0.8198431532081271,0.878134110787172,0.5,1506,82,,,,,,,,,,,,,,,,61,100,30,logistic_regression_balanced,0.4385221648676553,0.40476190476190477,0.5271317829457365,0.8198431532081271,0.7850009044507487,0.9416909620991254,stratified,0.06995661556720734,1844,0.7850009044507487,1615,68,0.06970436871051788,7374
0.9392624728850325,0.7773724772300947,0.5757575757575758,0.4108527131782946,0.03440233236151603,0.9446854663774403,0.6942617578592899,0.5048543689320388,0.5968992248062015,0.014577259475218658,77,25,0.549208324547394,0.6753246753246753,0.40310077519379844,0.9106741700002261,0.9854227405247813,0.5,1690,52,,,,,,,,,,,,,,,,53,59,30,random_forest_balanced,0.549208324547394,0.562962962962963,0.5891472868217055,0.9106741700002261,0.2591010088739203,0.965597667638484,stratified,0.06995661556720734,1844,0.2591010088739203,1656,76,0.06970436871051788,7374
0.7310195227765727,0.6797568196713901,0.2439024390243902,0.3798449612403101,0.2606413994169096,,,,,,,,,,,,,,,,0.49295010845986986,0.6772233145749995,0.19742489270386265,0.10852713178294573,0.5370262390670554,30.0,14,921,0.14074563039003526,0.111003861003861,0.8914728682170543,0.7231134314190792,0.4629737609329446,794,115,49,447,30,rule_recent_max_step,0.14074563039003526,0.15180265654648956,0.6201550387596899,0.7231134314190792,170.7769516121852,0.7393586005830903,stratified,0.06995661556720734,1844,170.7769516121852,1268,80,0.06970436871051788,7374
0.9018438177874186,0.6819829592966755,0.3780068728522336,0.5736434108527132,0.06239067055393586,,,,,,,,,,,,,,,,0.8145336225596529,0.778421135896219,0.3571428571428571,0.26356589147286824,0.17959183673469387,30.0,34,308,0.2935121190738383,0.23573200992555832,0.7364341085271318,0.8260740841186972,0.8204081632653061,1407,95,74,107,30,rule_last_rolling_step_max_7,0.2935121190738383,0.3395061728395062,0.4263565891472868,0.8260740841186972,150.97530555043602,0.9376093294460641,stratified,0.06995661556720734,1844,150.97530555043602,1608,55,0.06970436871051788,7374
0.9137744034707158,0.6704748344520532,0.38610038610038616,0.6124031007751938,0.04664723032069971,,,,,,,,,,,,,,,,0.881236442516269,0.6852419373064841,0.3501483679525222,0.5426356589147286,0.08688046647230321,30.0,70,149,0.33453301864664836,0.28365384615384615,0.4573643410852713,0.8293579225710217,0.9131195335276968,1566,59,79,80,30,rule_last_rolling_step_mean_7,0.33453301864664836,0.38461538461538464,0.3875968992248062,0.8293579225710217,45.46883220672608,0.9533527696793003,stratified,0.06995661556720734,1844,45.46883220672608,1635,50,0.06970436871051788,7374
0.9429530201342282,0.7962349397590361,0.6106870229007634,0.375,0.03253012048192771,0.9004474272930649,0.8166039156626506,0.5082872928176796,0.28125,0.0855421686746988,36,142,0.5857867605517789,0.39316239316239315,0.71875,0.8819559487951807,0.9144578313253012,0.5,1518,92,,,,,,,,,,,,,,,,48,54,50,logistic_regression_balanced,0.5857867605517789,0.5970149253731343,0.625,0.8819559487951807,0.9349999996137464,0.9674698795180723,chronological,0.07158836722373962,1788,0.9349999996137464,1606,80,0.07047965377569199,7151
0.9463087248322147,0.8557228915662651,0.6666666666666665,0.25,0.03855421686746988,0.9468680089485458,0.7154273343373494,0.5454545454545455,0.5546875,0.014457831325301205,71,24,0.6399730905454997,0.7037037037037037,0.4453125,0.9472938629518072,0.9855421686746988,0.5,1636,57,,,,,,,,,,,,,,,,32,64,50,random_forest_balanced,0.6399730905454997,0.6,0.75,0.9472938629518072,0.19098431237112648,0.9614457831325302,chronological,0.07158836722373962,1788,0.19098431237112648,1596,96,0.07047965377569199,7151
0.5542505592841164,0.6698136295180723,0.20538384845463611,0.1953125,0.4650602409638554,,,,,,,,,,,,,,,,0.4155480984340045,0.6455854668674699,0.18295543393275998,0.0859375,0.6228915662650603,30.0,11,1034,0.14081702285238146,0.10165073848827107,0.9140625,0.653574454066265,0.37710843373493974,626,117,25,772,50,rule_recent_max_step,0.14081702285238146,0.11771428571428572,0.8046875,0.653574454066265,131.57908310621977,0.5349397590361445,chronological,0.07158836722373962,1788,131.57908310621977,888,103,0.07047965377569199,7151
0.9239373601789709,0.800414156626506,0.5526315789473685,0.34375,0.05542168674698795,,,,,,,,,,,,,,,,0.8680089485458613,0.8568147590361446,0.4778761061946903,0.15625,0.13012048192771083,30.0,20,216,0.44230346719413427,0.3333333333333333,0.84375,0.8941053275602411,0.8698795180722891,1444,108,44,92,50,rule_last_rolling_step_max_7,0.44230346719413427,0.4772727272727273,0.65625,0.8941053275602411,168.30112204505596,0.944578313253012,chronological,0.07158836722373962,1788,168.30112204505596,1568,84,0.07047965377569199,7151
0.9194630872483222,0.7980045180722892,0.5384615384615383,0.34375,0.060240963855421686,,,,,,,,,,,,,,,,0.9105145413870246,0.8148155120481928,0.5294117647058824,0.296875,0.07349397590361446,30.0,38,122,0.430223693127623,0.42452830188679247,0.703125,0.8846103162650603,0.9265060240963855,1538,90,44,100,50,rule_last_rolling_step_mean_7,0.430223693127623,0.45652173913043476,0.65625,0.8846103162650603,42.12215933051484,0.9397590361445783,chronological,0.07158836722373962,1788,42.12215933051484,1560,84,0.07047965377569199,7151
0.9323266219239373,0.6371984413500659,0.3794871794871795,0.7063492063492064,0.019253910950661854,0.8618568232662193,0.6763079479685977,0.3195592286501377,0.5396825396825397,0.10770156438026474,68,179,0.33436750093873535,0.24472573839662448,0.4603174603174603,0.7591828548507249,0.8922984356197352,0.5,1483,58,,,,,,,,,,,,,,,,89,32,50,logistic_regression_balanced,0.33436750093873535,0.5362318840579711,0.29365079365079366,0.7591828548507249,0.9799999985597251,0.9807460890493381,stratified,0.07046979665756226,1788,0.9799999985597251,1630,37,0.07075933367013931,7151
0.9435123042505593,0.786244341298493,0.6007905138339922,0.3968253968253968,0.030685920577617327,0.9435123042505593,0.6872242278379462,0.49246231155778897,0.6111111111111112,0.01444043321299639,77,24,0.532565173254528,0.6712328767123288,0.3888888888888889,0.9006312914255152,0.9855595667870036,0.5,1638,49,,,,,,,,,,,,,,,,50,51,50,random_forest_balanced,0.532565173254528,0.5984251968503937,0.6031746031746031,0.9006312914255152,0.30795625159405726,0.9693140794223827,stratified,0.07046979665756226,1788,0.30795625159405726,1611,76,0.07075933367013931,7151
0.7483221476510067,0.6409088304395164,0.22413793103448276,0.48412698412698413,0.23405535499398314,,,,,,,,,,,,,,,,0.30201342281879195,0.5952094435848949,0.15902964959568733,0.06349206349206349,0.7460890493381468,30.0,8,1240,0.15455544401599217,0.08689248895434462,0.9365079365079365,0.6982933165243634,0.2539109506618532,422,118,61,389,50,rule_recent_max_step,0.15455544401599217,0.14317180616740088,0.5158730158730159,0.6982933165243634,246.92213439941406,0.7659446450060169,stratified,0.07046979665756226,1788,246.92213439941406,1273,65,0.07075933367013931,7151
0.9149888143176734,0.7085553836456364,0.437037037037037,0.5317460317460317,0.05114320096269555,,,,,,,,,,,,,,,,0.7897091722595079,0.7585238668271159,0.3261648745519713,0.2777777777777778,0.20517448856799037,30.0,35,341,0.3682596359040246,0.21064814814814814,0.7222222222222222,0.825026741542987,0.7948255114320096,1321,91,67,85,50,rule_last_rolling_step_max_7,0.3682596359040246,0.4097222222222222,0.46825396825396826,0.825026741542987,173.25031616998604,0.9488567990373045,stratified,0.07046979665756226,1788,173.25031616998604,1577,59,0.07075933367013931,7151
0.9121923937360179,0.7180534066815655,0.4412811387900356,0.5079365079365079,0.05595667870036101,,,,,,,,,,,,,,,,0.8881431767337807,0.723454243309839,0.4011976047904191,0.46825396825396826,0.08483754512635379,30.0,59,141,0.35979075384465936,0.32211538461538464,0.5317460317460317,0.8173695872251828,0.9151624548736462,1521,67,64,93,50,rule_last_rolling_step_mean_7,0.35979075384465936,0.4,0.49206349206349204,0.8173695872251828,45.64337624939828,0.944043321299639,stratified,0.07046979665756226,1788,45.64337624939828,1569,62,0.07075933367013931,7151
