epoch,train_loss,test_delta_mse_norm,lr
1,0.6604024396500547,1.5198017033663662,0.001
2,0.6342276616880157,1.3531532525591248,0.001
3,0.6037215899572316,1.2940814006349832,0.001
4,0.5928931859177136,1.3565053242838105,0.001
5,0.5908122412823037,1.2840724518379851,0.001
6,0.592037099430488,1.3124843366218335,0.001
7,0.5867267407414641,1.2608225179866035,0.001
8,0.582080164832325,1.296774932194946,0.001
9,0.5709199187881767,1.2730098323176038,0.001
10,0.5668323894430336,1.3450264998723267,0.001
11,0.5688112557432445,1.27816824649532,0.001
12,0.5478665428876379,1.2986383344612868,0.0005
13,0.5333047691344551,1.2767115710253385,0.0005
14,0.5266106504816199,1.2438876786121498,0.0005
15,0.5182958724046733,1.2521406376000606,0.0005
16,0.5197399157667558,1.2770947645054782,0.0005
17,0.502625989860811,1.258240205931366,0.0005
18,0.5141345940326913,1.2739727892340187,0.0005
19,0.5052988035499552,1.2653067549707204,0.00025
20,0.48011111728556477,1.2597335409140629,0.00025
21,0.46275656007790633,1.3144258611342485,0.00025
22,0.46503810257259187,1.284277371119263,0.00025
23,0.46323947805216054,1.2835792755698139,0.00025
24,0.45212837090150226,1.3095441748539183,0.000125
25,0.4398397785753095,1.3006569952463296,0.000125
26,0.43315436697935994,1.3325752863484484,0.000125
27,0.4327291997827195,1.317949120798638,0.000125
28,0.4213886379264814,1.3595836940296193,0.000125
29,0.4173228007571611,1.355152922305619,6.25e-05
30,0.40884186582261056,1.3632633324825403,6.25e-05
31,0.40177833458279005,1.3845192506351574,6.25e-05
32,0.3979083494655269,1.395055502281257,6.25e-05
33,0.39869771022359973,1.4058262779113444,6.25e-05
34,0.3953773651880142,1.4159361300408946,3.125e-05
35,0.3898112069647292,1.4074655556636273,3.125e-05
36,0.39033783879411255,1.4068788853133638,3.125e-05
37,0.38792326951757444,1.403680751242952,3.125e-05
38,0.39083688756134516,1.4073132202162038,3.125e-05
39,0.38467814589609345,1.4067328379965933,1.5625e-05
40,0.3765075195856745,1.4063168642992643,1.5625e-05
41,0.38029146997626445,1.4108978439779842,1.5625e-05
42,0.37858189313524615,1.4186828718678413,1.5625e-05
43,0.3857471967540412,1.4165181807655702,1.5625e-05
44,0.3836233011128843,1.4230641536746647,7.8125e-06
