epoch,train_loss,train_fly_loss,train_distance_loss,train_direction_loss,test_loss,accuracy,precision,recall,f1,false_positive_rate,lr
1,2.4406990473557273,1.2200831507163012,1.020559333328508,0.8100981358475469,2.080882038769365,0.8193166885676741,0.1016949152542373,0.75,0.17910447761194032,0.1788124156545209,0.001
2,2.318914528194029,1.1655876765824869,0.9894659588949842,0.746654716861005,2.065829639835834,0.6392904073587385,0.057391304347826085,0.825,0.10731707317073169,0.3657219973009447,0.001
3,2.2327416231567963,1.1155057028278874,0.9682094995948847,0.7067792799659343,2.3583563815278543,0.8186596583442839,0.09310344827586207,0.675,0.16363636363636366,0.1774628879892038,0.001
4,2.232877685708642,1.0750076967113351,0.9563619197002764,0.7390119402052775,1.9387693839066915,0.7996057818659659,0.09969788519637462,0.825,0.17789757412398924,0.20107962213225372,0.001
5,2.1129719469595867,1.0032119524471075,0.9397638040808453,0.6716021806452322,1.8955809982314842,0.7936925098554534,0.09705882352941177,0.825,0.1736842105263158,0.20715249662618085,0.001
6,1.9850761634123162,0.9246894521669367,0.888815831542407,0.6339156079809576,1.6788484029638313,0.9093298291721419,0.18181818181818182,0.7,0.28865979381443296,0.08502024291497975,0.001
7,1.9126142151335366,0.8775745078891927,0.8320251825136389,0.6418017611779483,1.6985043633469772,0.919185282522996,0.20567375886524822,0.725,0.3204419889502762,0.07557354925775979,0.001
8,1.8214363103474072,0.8739906762243493,0.8316672421614643,0.5527737432212755,1.7123698726903436,0.8942181340341656,0.15819209039548024,0.7,0.25806451612903225,0.10053981106612686,0.001
9,1.8051136147419455,0.8428631325758734,0.8180437688761679,0.5656382715835295,1.8056963423705132,0.797634691195795,0.10119047619047619,0.85,0.18085106382978725,0.203778677462888,0.001
10,1.8035240483707224,0.8641334933955602,0.8179282514301277,0.5535290458733748,1.7322968092603845,0.8731931668856767,0.14418604651162792,0.775,0.2431372549019608,0.1241565452091768,0.001
11,1.6940798247667772,0.7956935699874833,0.8006750484738673,0.4955579991759163,1.7389319859415724,0.771353482260184,0.09042553191489362,0.85,0.16346153846153846,0.23076923076923078,0.0005
12,1.6052083577238205,0.7536939237950117,0.7803574048869316,0.4480039919386719,1.7067721710881798,0.8672798948751642,0.1415929203539823,0.8,0.24060150375939848,0.13090418353576247,0.0005
13,1.5064145551552355,0.7295571654192481,0.7729583401416651,0.36867762718993846,1.727312053158468,0.9336399474375822,0.23931623931623933,0.7,0.35668789808917195,0.06005398110661268,0.0005
14,1.5509664797610472,0.7120509030864397,0.7676820748734835,0.4272589455067837,1.6815846103406298,0.8961892247043364,0.17222222222222222,0.775,0.2818181818181818,0.10053981106612686,0.0005
15,1.5154798604562674,0.718581753604746,0.7560146781741436,0.40017430520543606,1.7410761852615295,0.8922470433639947,0.15934065934065933,0.725,0.26126126126126126,0.10323886639676114,0.0005
16,1.4944004079842552,0.6873676311334914,0.7529241612363535,0.3977924443458076,1.7312711198445845,0.9014454664914586,0.18023255813953487,0.775,0.29245283018867924,0.0951417004048583,0.00025
