epoch,train_loss,train_fly_loss,train_distance_loss,train_direction_loss,test_loss,fixed_accuracy,fixed_precision,fixed_recall,fixed_f1,fixed_false_positive_rate,lr
1,2.426953659814058,0.913151140237762,1.424977509271664,0.5454005681836989,2.204147879781718,0.7163384779137839,0.16940789473684212,0.7862595419847328,0.27875507442489855,0.2889016018306636,0.001
2,2.1503341569207532,0.7997681631475869,1.2499986002665426,0.5004514819340786,2.054311256449295,0.8281000532197977,0.23770491803278687,0.6641221374045801,0.35010060362173034,0.15961098398169338,0.001
3,2.0220619548277745,0.7297652920161215,1.1668407747584961,0.49033852974594927,1.8943135627982082,0.8009579563597659,0.22939866369710468,0.7862595419847328,0.3551724137931035,0.19794050343249428,0.001
4,1.865064544946804,0.6526183421890375,1.08005016494819,0.4587052130686466,1.771499210497748,0.8744012772751464,0.32786885245901637,0.7633587786259542,0.4587155963302752,0.11727688787185354,0.001
5,1.765729016498711,0.6232065720414748,1.0358046010862425,0.4183211254572215,1.779101568057602,0.8813198509845662,0.34459459459459457,0.7786259541984732,0.477751756440281,0.11098398169336385,0.001
6,1.7137196267066817,0.5872051413464743,1.006976193717924,0.41314086101459385,1.7928398783502584,0.9026077700904737,0.3951612903225806,0.7480916030534351,0.5171503957783642,0.08581235697940504,0.001
7,1.6920396743190076,0.5766902030672455,0.9804145555753863,0.42328000109516817,1.7361882495524847,0.8759978712080894,0.3333333333333333,0.7786259541984732,0.46681922196796344,0.11670480549199085,0.001
8,1.6395754555866444,0.5670181220679452,0.9810360162093787,0.37503037776025583,1.7213880812760172,0.8579031399680681,0.3057142857142857,0.816793893129771,0.44490644490644493,0.13901601830663615,0.001
9,1.627715416020588,0.5530099236238565,0.9557885972622833,0.39542184514284834,1.759177074082168,0.8994145822245876,0.3875968992248062,0.7633587786259542,0.5141388174807198,0.09038901601830664,0.001
10,1.5899870949982011,0.5598468886892117,0.9522630627053134,0.35780059688421906,1.8109975019752376,0.8557743480574774,0.2976878612716763,0.7862595419847328,0.43186582809224316,0.13901601830663615,0.001
11,1.5338329416911654,0.5240219346316279,0.9331251064259415,0.33869686632325174,1.7505989336726384,0.9004789781798829,0.3888888888888889,0.7480916030534351,0.5117493472584855,0.08810068649885583,0.001
12,1.495433537605312,0.5248767240411715,0.9189235201407405,0.31407165860309544,1.6463505830962712,0.8786588610963278,0.3440514469453376,0.816793893129771,0.48416289592760187,0.11670480549199085,0.001
13,1.4732579472917238,0.5190761989304319,0.9160366421974432,0.29768320503214557,1.7479416791779872,0.8845130388504524,0.3485915492957746,0.7557251908396947,0.47710843373493983,0.10583524027459955,0.001
14,1.447116975172549,0.5096084689852847,0.899310697051544,0.29300203759967886,1.7379625748293777,0.8823842469398616,0.34375,0.7557251908396947,0.4725536992840096,0.10812356979405034,0.001
15,1.4262440770682039,0.5104428008416881,0.8835824710877931,0.28744020032413087,1.7228767140993988,0.8967535923363491,0.38022813688212925,0.7633587786259542,0.5076142131979695,0.09324942791762014,0.001
16,1.3871278237369995,0.48745146822923036,0.8729666923949907,0.27043539748123296,1.7706434252796306,0.8914316125598722,0.3622641509433962,0.732824427480916,0.48484848484848475,0.09668192219679633,0.001
17,1.4012373529091013,0.47859770088142495,0.8806627120050243,0.28127579263884683,1.822112195094638,0.8988823842469399,0.3795918367346939,0.7099236641221374,0.49468085106382986,0.08695652173913043,0.0005
18,1.2861193333466636,0.44963309238621424,0.8300048672426309,0.2312979238077558,1.7571221677593376,0.8887706226716339,0.35661764705882354,0.7404580152671756,0.48138957816377176,0.10011441647597254,0.0005
19,1.2329477706360379,0.43509351320332723,0.8115441285773798,0.20385689464280476,1.7786454404523362,0.8807876530069185,0.3434343434343434,0.7786259541984732,0.47663551401869153,0.11155606407322655,0.0005
20,1.2265718800925751,0.42244362192154566,0.8090626193799965,0.2062874556632377,1.7588405293185003,0.8797232570516232,0.3356401384083045,0.7404580152671756,0.4619047619047618,0.10983981693363844,0.0005
21,1.1910846201003407,0.41300526311304264,0.7912070549229279,0.193374931491021,1.7952678749192073,0.8930282064928153,0.36742424242424243,0.7404580152671756,0.4911392405063292,0.09553775743707094,0.0005
22,1.1673869366400857,0.40474157486708834,0.7695709300669451,0.19544521436622747,1.819951715464285,0.9047365620010644,0.39565217391304347,0.6946564885496184,0.5041551246537396,0.07951945080091533,0.00025
