epoch,train_loss,test_delta_mse_norm,lr
1,0.7884515796715754,1.5074186041909439,0.001
2,0.628795180911275,1.4209382941408986,0.001
3,0.5879324605048087,1.4493711989800804,0.001
4,0.5443397995369479,1.3865642162932068,0.001
5,0.49869458766904123,1.3846110218379344,0.001
6,0.46304187586107787,1.437428775221026,0.001
7,0.413952499653118,1.5027054613043949,0.001
8,0.3882635305845694,1.4736636741488587,0.001
9,0.3539520992212985,1.533252686145259,0.001
10,0.3227633546132873,1.5943924591320904,0.0005
11,0.2794297057211516,1.5992937317749365,0.0005
12,0.25366248217541554,1.6060305662181864,0.0005
13,0.23665540230127236,1.6443078839812293,0.0005
14,0.23348237324843188,1.6295220415131384,0.0005
15,0.2232086779599298,1.5941609016653537,0.00025
16,0.20642571905291224,1.5770031007398075,0.00025
17,0.19325407364599576,1.6322639048600398,0.00025
18,0.18732418287331465,1.6595871922682648,0.00025
19,0.18140355646652012,1.6676969619024367,0.00025
20,0.17685287757459625,1.6150458424031233,0.000125
21,0.16980438887171131,1.626937058392693,0.000125
22,0.1688367181313275,1.6279367462927554,0.000125
23,0.16278700362269904,1.650141419482832,0.000125
24,0.161602005230993,1.661854875922537,0.000125
25,0.159577321673465,1.6537168401296065,6.25e-05
26,0.1508145566688395,1.6458063440830433,6.25e-05
27,0.15330933982391057,1.6582525792909937,6.25e-05
28,0.15102718064483725,1.6412861586284904,6.25e-05
29,0.14793503923254475,1.653004934273514,6.25e-05
30,0.14493936424697604,1.6433634418733314,3.125e-05
31,0.14444707723166902,1.6418135934183244,3.125e-05
32,0.14657820269369418,1.643962814160088,3.125e-05
33,0.14409808700961138,1.6428627943792262,3.125e-05
34,0.14756228292345766,1.6451713583382572,3.125e-05
35,0.14593079511225474,1.6461670242437796,1.5625e-05
