baseline_model,best_balanced_score,best_epoch,best_test_loss,distance_weight_bins,distance_weight_config,distance_weight_max_test,distance_weight_max_train,distance_weight_mean_test,distance_weight_mean_train,distance_weight_scope,distance_weighted_training,feature_mode,final_test_loss,final_unweighted_test_loss,fixed_0_5_fly_accuracy,fixed_0_5_fly_f1,fixed_0_5_fly_false_positive_rate,fixed_0_5_fly_fn,fixed_0_5_fly_fp,fixed_0_5_fly_pr_auc,fixed_0_5_fly_precision,fixed_0_5_fly_recall,fixed_0_5_fly_roc_auc,fixed_0_5_fly_specificity,fixed_0_5_fly_threshold,fixed_0_5_fly_tn,fixed_0_5_fly_tp,fly_accuracy,fly_error_mean_km,fly_f1,fly_false_positive_rate,fly_fn,fly_fp,fly_pr_auc,fly_precision,fly_recall,fly_roc_auc,fly_specificity,fly_threshold,fly_tn,fly_tp,gated_fly_error_mean_km,gated_mean_error_km,gated_median_error_km,gated_migration100_error_mean_km,gated_migration50_error_mean_km,gated_p90_error_km,gated_p95_error_km,gated_stationary_error_mean_km,k,kind,mean_error_km,median_error_km,migration100_error_mean_km,migration50_error_mean_km,model,model_family,movement_categories,n_layers,p90_error_km,p95_error_km,params,pos_weight,raw_pos_weight,runtime_seconds,selection_reason,setup,setup_fly_threshold_km,stationary_error_mean_km,test_fly_rate,test_samples,train_fly_rate,train_samples,weather_baseline_mean_error_km,weather_baseline_migration50_error_mean_km
triline_lstm_2l_k7,,1,2.3131397374556713,"[1.0, 1.25, 1.75, 2.5]",mild_bins,2.5,2.5,1.1539757251739502,1.1850993633270264,distance_and_direction_losses,True,full,2.3131397374556713,2.0698522891638413,0.9083557951482479,0.6421052631578947,0.07957957957957958,30,106,0.6900437996722599,0.5350877192982456,0.8026315789473685,0.9279526236763078,0.9204204204204204,0.5,1226,122,0.9413746630727763,95.74643193010134,0.7202572347266881,0.03528528528528529,40,47,0.6900437996722599,0.7044025157232704,0.7368421052631579,0.9279526236763078,0.9647147147147147,0.709341302216053,1285,112,96.46680481427045,13.077870213121477,0.8049111122092937,143.2875303157583,109.03899127310137,38.52855491196478,76.79284658221236,3.5620158141915637,7,triline_lstm,13.88119289174785,2.0410293032473352,142.7572557847068,108.26290899609549,triline_lstm_2l_k7__mild_bins,triline,"['stationary', 'short', 'medium', 'large']",2,38.72046655260166,76.79284658221236,301906,6.485498108448928,6.485498108448928,1.307797908782959,weighted_validation_loss_fallback,setup_30km,30.0,4.53921366214595,0.10242587327957153,1484,0.1335916370153427,5936,13.144139911016392,104.7680104346084
triline_transformer_2l_k7,,1,2.752833597743608,"[1.0, 1.5, 2.5, 4.0]",distance_only,4.0,4.0,1.3079514503479004,1.3701988458633423,distance_loss_only,True,full,2.752833597743608,2.462075710296631,0.8497304582210242,0.5363825363825364,0.15015015015015015,23,200,0.627921055517225,0.39209726443769,0.8486842105263158,0.9159159159159159,0.8498498498498499,0.5,1132,129,0.9292452830188679,99.17349206237573,0.6511627906976745,0.038288288288288286,54,51,0.627921055517225,0.6577181208053692,0.6447368421052632,0.9159159159159159,0.9617117117117117,0.8116737335734069,1281,98,102.11670970640496,13.802811894525073,0.8049111122092937,154.53140440820798,115.99348210989234,40.26974246839933,76.8404935112449,3.724949681757995,7,triline_transformer,15.336888225681166,2.477622873625033,151.41223514744973,113.10996761463811,triline_transformer_2l_k7__distance_only,triline,"['stationary', 'short', 'medium', 'large']",2,39.63214653936866,76.35731331233379,435154,6.485498108448928,6.485498108448928,1.8915913105010986,weighted_validation_loss_fallback,setup_30km,30.0,5.769948448520826,0.10242587327957153,1484,0.1335916370153427,5936,13.549866778737258,107.92681077217256
