epoch,train_loss,val_loss
1,3.7779049380203316,3.7663752665161616
2,3.2435025882679476,3.2436239747661846
3,2.9852721196254937,2.966879454526034
4,2.8863906195447453,3.1428692501053037
5,2.7665873028987007,2.790675009663397
6,2.613504727554764,2.5979035503779477
7,2.5665127375727548,2.750934412356893
8,2.514702983620651,2.6637172114707734
9,2.506578274681389,2.5957205389799336
10,2.4817176822787315,2.6338567149497774
11,2.470496627416692,2.5938138019426065
12,2.4737145176381716,2.5604024790963638
13,2.5004623005711215,2.5369115309281782
14,2.489026568872131,2.607983477973184
15,2.435638331765627,2.5367483451903574
16,2.427247164197237,2.5710943791234917
17,2.433640848572556,2.488474108013711
18,2.4499251701154816,2.7164382915722993
19,2.421471810855802,2.6243075985211157
20,2.426056574385898,2.5231653805306777
21,2.42953663325721,2.5664279263010137
22,2.422762599453095,2.714694177680336
23,2.4547686742723704,2.62907497496473
24,2.427529172286346,2.507953643798828
25,2.434308027837532,2.523281364101666
26,2.3937936814423315,2.584345446273743
27,2.3790056218546636,2.516070753218157
28,2.398079433066549,2.5833313502813047
29,2.39236086637218,2.5644546959239976
30,2.391955843661588,2.5191341388838095
31,2.3634691044876135,2.5038328236741982
32,2.350113660084163,2.527834226962606
33,2.3425614237007775,2.54672459651359
34,2.354092990199558,2.547460537182955
35,2.348731695076472,2.5567886640903037
36,2.3694185136902037,2.5301643680678056
37,2.3417803864147997,2.5158089856385244
38,2.3026851053634645,2.4894498685603086
39,2.3462637215183166,2.5008735487112417
40,2.3234467052310976,2.4846863143528872
41,2.33029255972062,2.500811004827145
42,2.3216782092771626,2.5265290407324024
43,2.2967580529222764,2.53164809871568
44,2.293653227830559,2.525280764922794
45,2.3036099410191846,2.5189541441649785
46,2.333669843907321,2.544326600349939
47,2.280188043042531,2.5750263434624956
48,2.2865879357699157,2.447266196073751
49,2.2740250280031624,2.5236856946832105
50,2.2635956967562967,2.559906772002872
51,2.2672545648965476,2.490093163350825
52,2.2642116888068107,2.524564442427262
53,2.256174825070336,2.5785712385366084
54,2.2311690483149937,2.541301130777291
55,2.2542674991078506,2.5390018493290474
56,2.2178112443486304,2.528596027095327
57,2.2445799697566886,2.5185037658148604
58,2.2108023066091476,2.5730930024927314
59,2.1899803796874076,2.529588161249877
60,2.2490724286301824,2.5526861409424795
61,2.236883313055573,2.554682389549587
62,2.235318785664793,2.5279140915324096
63,2.205976694057706,2.535838210064432
64,2.2115715916458463,2.583781765383694
65,2.208002888580944,2.5655562821113076
66,2.200701654570779,2.6419642744328193
67,2.2168074703714193,2.6531199391180347
68,2.188605849717662,2.6334620737746772
69,2.1840831896829886,2.5483201209735493
70,2.161085166729331,2.6677997753083
71,2.1893435370526393,2.5345942719651777
72,2.1720910492557115,2.591421200823878
73,2.1425465101573,2.61914766258873
74,2.155104637457022,2.628829179545165
75,2.1605400215941835,2.6371598149476787
76,2.1463274076928744,2.6682057427794565
77,2.1647428366944035,2.6062277955971216
78,2.1442363020958704,2.5573112239008364
