epoch,train_loss,test_delta_mse_norm,lr
1,0.6630027690976059,1.5501713356952893,0.001
2,0.6201108697014004,1.5020463061426939,0.001
3,0.6096115817728552,1.6456518060133862,0.001
4,0.590879100779724,1.4420118369603816,0.001
5,0.57332812458091,1.5684908538938982,0.001
6,0.581802789215282,1.4704736023552334,0.001
7,0.548454113919107,1.4418617369157996,0.001
8,0.5576251203175091,1.5144994532166733,0.001
9,0.5535195062930799,1.4471363776286128,0.001
10,0.5361352671677003,1.5310221057635522,0.001
11,0.5414891129110945,1.4751614958872437,0.001
12,0.5512181659214116,1.5126010306739053,0.0005
13,0.5159014606885347,1.5359437060450376,0.0005
14,0.4866530001962646,1.6051298375186243,0.0005
15,0.4772766033649998,1.5022319899246155,0.0005
16,0.4797814953178578,1.5391078843429626,0.0005
17,0.4739287131669677,1.5597377596165352,0.00025
18,0.4546616984236187,1.576107748883515,0.00025
19,0.43328091389442774,1.6102682573522034,0.00025
20,0.4366747960869446,1.6828695757115784,0.00025
21,0.4334043875986777,1.587516543422292,0.00025
22,0.42142964402978567,1.6323487202640579,0.000125
23,0.4042114298021228,1.6138047003463323,0.000125
24,0.4092162891710508,1.6486829900930051,0.000125
25,0.40594150716281485,1.597417695720205,0.000125
26,0.4019502948109422,1.6497755239132366,0.000125
27,0.3968462088493735,1.639220965238428,6.25e-05
28,0.3776982949987531,1.6813438551228037,6.25e-05
29,0.38044819675989644,1.6937373617421025,6.25e-05
30,0.3822190629639372,1.6947238831652012,6.25e-05
31,0.3756927226847333,1.6966905405398884,6.25e-05
32,0.372612964473681,1.6823327513080342,3.125e-05
33,0.3685588415143524,1.6869731571363367,3.125e-05
34,0.3686768751003411,1.6727864110893882,3.125e-05
35,0.36082842127449843,1.7042058484827576,3.125e-05
36,0.36049409168563834,1.698528757208421,3.125e-05
37,0.3627890799335508,1.7014690821349856,1.5625e-05
