epoch,train_loss,val_loss
1,4.459012654040546,4.0422786356129645
2,3.348009879554403,3.0554747755954623
3,2.842811089207987,2.7459671722842693
4,2.5867027641545057,2.498457432369302
5,2.498746190332837,2.4764665638038443
6,2.4240576658472666,2.46807646899541
7,2.3771003478397823,2.4114856915840988
8,2.3269358862356366,2.4803782441840734
9,2.329429778491809,2.4776218822177705
10,2.2471002112883824,2.501997483776568
11,2.2058721686994107,2.4892385204290166
12,2.1519048000067986,2.6362758455582638
13,2.110989561834233,2.7505636245660385
14,2.0428467677750524,2.7892056880097655
15,1.9631778072280632,2.779249051212236
16,1.887940038033941,2.833406458898458
17,1.7839262989476325,2.8256896830115354
18,1.6309218797629041,3.1409618615034245
19,1.5527529633846338,3.1907868803391013
20,1.4698796125971496,3.1238201197814153
21,1.3896903826155371,3.6577186666771095
22,1.2975130809291253,3.724862113507567
23,1.1932536155153124,3.9870044357989793
24,1.1614024423213885,3.6935626758474047
25,1.130159750297604,3.663163105537038
26,1.0409285503153158,4.380367162847338
27,1.011166749960906,4.243816931905275
28,0.9586464114750579,4.994410734239183
29,0.9588322049304044,4.401841173922559
30,0.9158801595703256,5.16847071278947
31,0.8929705073821063,4.601806633711931
32,0.8788794675998747,4.161522346732943
33,0.8357614503315344,4.627803624067218
34,0.7992545702184306,4.760704563287031
35,0.8093143370528929,4.656394564286569
36,0.7523450404041726,5.188895541468612
37,0.7378189406623784,5.500029294623315
