individual_local_identifier,date,temp_2m_celsius,temp_2m_celsius_max,temp_2m_celsius_min,wind_speed_10m,wind_direction_10m,surface_pressure_hpa,mean_sea_level_pressure_hpa,precipitation_mm,cloud_cover,boundary_layer_height,n_weather_points,era5_grid_distance_km_mean,era5_time_diff_hours_max
Andreja + / DER AN888 (eobs 3277),2014-07-01,19.53668785095215,21.801178,14.87027,1.839756727218628,58.454917907714844,952.17724609375,1016.0782470703125,7.8964233,0.5986895561218262,977.1304321289062,2980,8.247974171821678,0.49833333333333335
Andreja + / DER AN888 (eobs 3277),2014-07-02,14.74950122833252,16.658356,12.879791,1.2125804424285889,195.12554931640625,956.13818359375,1020.7221069335938,1848.4116,0.783686101436615,243.6933135986328,4620,8.410388612010573,0.49833333333333335
Andreja + / DER AN888 (eobs 3277),2014-07-03,18.816387176513672,24.776276,11.452057,1.1672232151031494,108.0458984375,959.2843017578125,1023.6226806640625,0.0,0.31062039732933044,590.927001953125,4601,8.752237730178662,0.49833333333333335
Andreja + / DER AN888 (eobs 3277),2014-07-04,21.087459564208984,26.316315,10.98233,2.2997376918792725,119.31533813476562,948.3562622070312,1011.5480346679688,26.96228,0.926544725894928,637.3804321289062,228,8.72434678783492,0.49833333333333335
Andreja + / DER AN888 (eobs 3277),2014-07-05,18.29859733581543,21.169342,14.941315,2.852463483810425,224.69618225097656,949.1666259765625,1012.9231567382812,7.8463554,0.7631945013999939,625.049560546875,229,9.183887450821702,0.49833333333333335
Andreja + / DER AN888 (eobs 3277),2014-07-06,22.470483779907227,28.620026,13.8229065,1.7311235666275024,146.7172088623047,947.6275634765625,1010.7278442382812,3.0002594,0.41978999972343445,744.3806762695312,230,9.528391749330398,0.49833333333333335
Andreja + / DER AN888 (eobs 3277),2014-07-07,19.380346298217773,22.636871,16.406403,2.097443103790283,119.83025360107422,950.3574829101562,1014.1146240234375,165.40718,0.9621946811676025,536.2285766601562,230,9.529469937002311,0.49805555555555553
Andreja + / DER AN888 (eobs 3277),2014-07-08,13.632508277893066,15.758453,11.967926,4.307906150817871,246.90895080566406,947.2748413085938,1011.5367431640625,129.17471,0.9993100762367249,681.8284301757812,224,9.527995356199616,0.49777777777777776
Andreja + / DER AN888 (eobs 3277),2014-07-09,11.936868667602539,12.848785,11.637848,3.816415786743164,257.1920166015625,946.8812255859375,1011.5874633789062,37.329674,1.0,659.9530639648438,66,9.529349650853607,0.4975
Balou + / DER AN916 (eobs 3913),2014-06-16,19.955358505249023,21.241852,16.437164,3.398376226425171,49.808143615722656,952.8734130859375,1015.72607421875,0.0,0.7002052664756775,1644.7091064453125,132,5.12714387284495,0.49805555555555553
Balou + / DER AN916 (eobs 3913),2014-06-17,16.463083267211914,20.589752,12.554352,4.028360843658447,39.54255294799805,953.1737060546875,1016.4434204101562,84.8732,0.8727403283119202,1163.5318603515625,2953,5.125313261440633,0.4988888888888889
Balou + / DER AN916 (eobs 3913),2014-06-18,20.110021591186523,22.556793,12.143707,4.1598687171936035,55.39825439453125,953.7316284179688,1016.6094360351562,71.90323,0.28818535804748535,1591.6011962890625,1665,5.124721022581939,0.49916666666666665
Balou + / DER AN916 (eobs 3913),2014-06-19,19.776601791381836,22.65689,13.529694,1.157302737236023,201.3285369873047,954.032470703125,1016.9331665039062,46.495914,0.3936832845211029,1449.32470703125,1120,5.125014633131821,0.4988888888888889
Balou + / DER AN916 (eobs 3913),2014-06-20,17.618925094604492,18.99112,12.402008,2.5432627201080322,157.72772216796875,953.4318237304688,1016.6229248046875,136.7507,0.6232911348342896,948.676513671875,505,5.126145172920254,0.49833333333333335
Balou + / DER AN916 (eobs 3913),2014-06-21,20.011432647705078,22.66983,11.494293,1.3259953260421753,80.84141540527344,953.5452880859375,1016.4802856445312,2.4662018,0.5221545696258545,1467.234375,1915,5.125606886835641,0.4988888888888889
Balou + / DER AN916 (eobs 3913),2014-06-22,21.96805191040039,26.003326,12.4711,0.997098982334137,153.56304931640625,954.7825317382812,1017.5511474609375,0.0,0.21818578243255615,1156.31298828125,1719,5.124135126986531,0.49833333333333335
Balou + / DER AN916 (eobs 3913),2014-06-23,21.795940399169922,24.09488,14.876617,1.8983047008514404,99.2234115600586,954.8055419921875,1017.5701904296875,16.345978,0.7124257683753967,889.9605102539062,1533,5.1252157821911695,0.49972222222222223
Balou + / DER AN916 (eobs 3913),2014-06-24,18.651826858520508,20.396149,13.80191,1.7431889772415161,106.02376556396484,952.9794311523438,1015.990966796875,137.60329,0.5967065691947937,860.3744506835938,1216,5.1254213206119354,0.49916666666666665
Balou + / DER AN916 (eobs 3913),2014-06-25,18.05360221862793,19.282867,13.058258,2.5076942443847656,146.3284912109375,948.0491333007812,1010.7469482421875,513.97894,0.47748419642448425,1173.109130859375,1219,5.125635902257033,0.4988888888888889
Balou + / DER AN916 (eobs 3913),2014-06-26,19.5700626373291,21.768951,10.655426,1.2788660526275635,133.8951873779297,950.0546875,1012.7965087890625,0.0,0.6598219871520996,1569.5155029296875,1762,5.125567971957285,0.49972222222222223
Balou + / DER AN916 (eobs 3913),2014-06-27,21.865493774414062,23.516266,13.367584,2.2584385871887207,247.0473175048828,952.7590942382812,1015.3630981445312,8.567333,0.5047822594642639,1491.2325439453125,1459,5.125692980498456,0.4988888888888889
Balou + / DER AN916 (eobs 3913),2014-06-28,20.925830841064453,22.969635,16.071198,1.2673847675323486,161.49609375,949.919921875,1012.3593139648438,36.677837,0.8547825813293457,666.8184814453125,772,5.127832907228713,0.49944444444444447
Balou + / DER AN916 (eobs 3913),2014-06-29,14.870393753051758,15.990143,11.919342,3.121600866317749,224.03179931640625,948.1178588867188,1011.0728149414062,173.4786,0.9353311061859131,680.859619140625,243,5.125193704269677,0.4955555555555556
Balou + / DER AN916 (eobs 3913),2014-06-30,15.09801959991455,16.572662,11.4964905,2.8716349601745605,258.0660095214844,953.7646484375,1017.28662109375,286.78418,0.7085784077644348,1143.5556640625,761,5.126549801519499,0.49833333333333335
Balou + / DER AN916 (eobs 3913),2014-07-01,19.37044334411621,21.120026,10.183502,1.9720503091812134,65.17283630371094,953.3308715820312,1016.2947387695312,0.72813034,0.3412403464317322,1119.3753662109375,1374,5.125586367717381,0.4988888888888889
Balou + / DER AN916 (eobs 3913),2014-07-02,15.231476783752441,16.429108,14.1527405,1.2728604078292847,222.84634399414062,957.2252197265625,1020.7589111328125,93.99748,0.7771204113960266,276.48321533203125,238,5.124815477083428,0.49916666666666665
Balou + / DER AN916 (eobs 3913),2014-07-03,22.09093475341797,24.29776,11.8368225,1.2554209232330322,118.76649475097656,960.3489379882812,1023.4215698242188,0.0,0.10635578632354736,940.7259521484375,1659,5.125549398354558,0.49916666666666665
Balou + / DER AN916 (eobs 3913),2014-07-04,22.20858383178711,25.58902,13.867096,2.7701632976531982,87.27536010742188,949.1749877929688,1011.2083129882812,17.252922,0.9432923197746277,736.9803466796875,936,5.124065359003786,0.4988888888888889
Balou + / DER AN916 (eobs 3913),2014-07-05,19.36937713623047,20.729889,15.193268,3.103728771209717,220.387939453125,950.4130859375,1013.08349609375,30.426025,0.9031633138656616,839.0349731445312,727,5.124970395970135,0.49833333333333335
Balou + / DER AN916 (eobs 3913),2014-07-06,24.752107620239258,28.030182,15.258453,1.8246886730194092,129.62205505371094,948.2430419921875,1010.1151123046875,4.1418076,0.521594762802124,1136.9263916015625,2585,5.12464133913371,0.4988888888888889
Balou + / DER AN916 (eobs 3913),2014-07-07,20.82242774963379,22.400543,17.153961,2.7475528717041016,74.95589447021484,951.5668334960938,1014.177978515625,141.02316,0.9770131707191467,818.7979736328125,1013,5.125001835505504,0.4988888888888889
Balou + / DER AN916 (eobs 3913),2014-07-08,14.104193687438965,16.393219,12.45816,4.591898441314697,249.07164001464844,948.1727905273438,1011.3524780273438,162.43028,0.9958038330078125,737.2584228515625,240,5.124700755935703,0.4988888888888889
Balou + / DER AN916 (eobs 3913),2014-07-09,12.265653610229492,13.014801,10.902008,3.996640205383301,254.04161071777344,948.00048828125,1011.6249389648438,161.85426,0.9993504881858826,818.5751953125,229,5.124968211595621,0.4988888888888889
Balou + / DER AN916 (eobs 3913),2014-07-10,12.262275695800781,14.020172,10.227692,3.2242093086242676,231.39306640625,947.3074340820312,1010.751708984375,65.72389,0.9937500953674316,619.9026489257812,227,5.125819235533302,0.49972222222222223
Balou + / DER AN916 (eobs 3913),2014-07-11,19.35762042691179,20.012115,13.812897,1.3605598890483817,183.5363607308588,949.653649642429,1012.3029963735617,690.5809,0.5261347236305957,847.8090041240406,2724,5.124541873284563,0.49972222222222223
