path_id,model,with_mean_rollout_error_km,without_mean_rollout_error_km,with_minus_without_mean_km,without_minus_with_mean_km,with_final_rollout_error_km,without_final_rollout_error_km,with_minus_without_final_km
Louis_DER_AU050_eobs_3264__2021__southbound_01,lstm,0.4589827103656265,0.4589827103656265,0.0,0.0,0.0138581327612983,0.0138581327612983,0.0
Louis_DER_AU050_eobs_3264__2022__southbound_01,lstm,0.8235548711653959,0.8235548711653959,0.0,0.0,0.8235548711653959,0.8235548711653959,0.0
Moenchsambach_4_12183_ABR27__2023__southbound_01,lstm,8.48818445673415,8.627648728932988,-0.13946427219883795,0.13946427219883795,0.2753565445099221,0.2753565445099221,0.0
Rosalie_DER_A2M38_e-obs_6993__2021__southbound_01,lstm,12.823386294340636,13.19823418868546,-0.374847894344823,0.374847894344823,9.467010044909632,9.467010044909632,0.0
Rosalie_DER_A2M38_e-obs_6993__2022__southbound_01,lstm,34.411876474610835,36.9340748396906,-2.522198365079767,2.522198365079767,0.3129608269268696,0.3129608269268696,0.0
Rosalie_DER_A2M38_e-obs_6993__2023__southbound_01,lstm,13.991693697827817,14.575036578455173,-0.583342880627356,0.583342880627356,0.1833163470539948,0.1833163470539948,0.0
Rudolph_plus_A3M22_e-obs_8046__2021__southbound_01,lstm,3.0045985101290604,3.0045985101290604,0.0,0.0,3.982278760036537,3.982278760036537,0.0
Sierit_DER_AN858_eobs2561__2021__southbound_01,lstm,0.1648209925467807,0.1648209925467807,0.0,0.0,0.2072735871220019,0.2072735871220019,0.0
Steppach_2_12178_AEH96__2023__southbound_01,lstm,3.846929775571245,3.4126454983539425,0.43428427721730234,-0.43428427721730234,23.97762843656425,13.554805783348987,10.422822653215261
Steppach_3_12179_AEH97__2023__southbound_01,lstm,5.250068474928179,5.678550211405711,-0.42848173647753196,0.42848173647753196,0.1927179162693595,0.1927179162693595,0.0
Steppach_5_12185__2023__southbound_01,lstm,6.003664633088349,5.353211149713505,0.6504534833748448,-0.6504534833748448,1.168722856264069,1.168722856264069,0.0
Wingersdorf_1_12174_A1X36__2023__southbound_01,lstm,8.847915501661888,9.071812173759628,-0.2238966720977409,0.2238966720977409,0.2586910463847702,0.2586910463847702,0.0
Wingersdorf_2_12175_AEH98__2023__southbound_01,lstm,166.50056935764775,177.79611916646013,-11.295549808812382,11.295549808812382,123.92050376738456,179.03255232932747,-55.11204856194291
Wingersdorf_3_12176_AEH99__2023__southbound_01,lstm,10.683261364861488,10.73689351230938,-0.05363214744789069,0.05363214744789069,2.676308681224915,2.676308681224915,0.0
Angela_DER_AY470_eobs_4001__2022__southbound_01,transformer,102.09240634422189,98.28972520536456,3.8026811388573236,-3.8026811388573236,74.71492533714964,62.28281320573452,12.432112131415117
Angela_DER_AY470_eobs_4001__2023__southbound_01,transformer,1.9170892654469367,1.3140109987711397,0.603078266675797,-0.603078266675797,1.312399558781437,1.312399558781437,0.0
Baunach_1_9698_ABR25__2023__southbound_01,transformer,13.428711277023798,13.851703785774372,-0.4229925087505748,0.4229925087505748,0.2562502639612162,0.2562502639612162,0.0
Baunach_2_plus_9704_ABR20__2023__southbound_01,transformer,8.713319072209403,9.060188190220233,-0.3468691180108294,0.3468691180108294,12.050856941798257,7.421153043935742,4.629703897862515
Bembo_Sparky_DER_AU891_eobs_3042__2021__southbound_01,transformer,17.30072767656845,18.423590380115,-1.1228627035465522,1.1228627035465522,0.1846403122160277,0.1846403122160277,0.0
Bembo_Sparky_DER_AU891_eobs_3042__2023__southbound_01,transformer,46.98642409287321,47.795377229133074,-0.8089531362598663,0.8089531362598663,2.599931537976855,2.599931537976855,0.0
Ed_plus_AAL16_e-obs_7210__2021__southbound_01,transformer,16.76043426768466,16.58763585294252,0.17279841474213953,-0.17279841474213953,1.493866188539327,1.493866188539327,0.0
Elfie_plus_DER_AU860_eobs_4408__2021__southbound_01,transformer,5.71228223151456,5.926577208991226,-0.21429497747666648,0.21429497747666648,16.335138361344423,16.335138361344423,0.0
Europa_DER_A1A26_eobs_4004__2021__southbound_01,transformer,4.114148092279917,4.114148092279917,0.0,0.0,8.4150557042822,8.4150557042822,0.0
Europa_DER_A1A26_eobs_4004__2022__southbound_01,transformer,4.259136040224761,3.703269460733167,0.5558665794915942,-0.5558665794915942,1.7585459657168532,1.7585459657168532,0.0
Europa_DER_A1A26_eobs_4004__2023__southbound_01,transformer,4.900230132960836,5.256534135743015,-0.35630400278217955,0.35630400278217955,9.90833206799913,9.90833206799913,0.0
Frensdorf_3_plus_12173_ABR24__2023__southbound_01,transformer,0.0096542805722418,0.0096542805722418,0.0,0.0,0.0051822148146139,0.0051822148146139,0.0
