individual_local_identifier,date,lat_median,lon_median,n_points,timestamp_min_utc,step_length_km,heading_deg,speed_km_per_day,turning_angle_deg,stopover_duration_days
Amadeus + / DER AY620 (eobs 5703),2017-06-21 00:00:00+00:00,48.38676375,7.8175017,288,2017-06-21T00:00:06+00:00,0.0,,0.0,,0
Amadeus + / DER AY620 (eobs 5703),2017-06-22 00:00:00+00:00,48.3867624,7.8174936,289,2017-06-22T00:00:08+00:00,0.0006166898532388226,255.91164639654406,0.0006166898532388226,,1
Amadeus + / DER AY620 (eobs 5703),2017-06-23 00:00:00+00:00,48.386754,7.8175103,243,2017-06-23T00:00:08+00:00,0.0015470035751867783,127.14057857691523,0.0015470035751867783,128.77106781962883,2
Amadeus + / DER AY620 (eobs 5703),2017-06-24 00:00:00+00:00,48.386762649999994,7.81749205,218,2017-06-24T02:00:23+00:00,0.0016556952075901985,305.5157503443305,0.0016556952075901985,178.37517176741528,3
Amadeus + / DER AY620 (eobs 5703),2017-06-25 00:00:00+00:00,48.3867665,7.8174956,218,2017-06-25T02:00:23+00:00,0.0005019881895733983,31.48125819612642,0.0005019881895733983,85.9655078517959,4
Amadeus + / DER AY620 (eobs 5703),2017-06-26 00:00:00+00:00,48.38675845,7.81749165,216,2017-06-26T02:00:23+00:00,0.0009414463346111732,198.04883404918982,0.0009414463346111732,166.5675758530634,5
Amadeus + / DER AY620 (eobs 5703),2017-06-27 00:00:00+00:00,48.38676295,7.81749975,218,2017-06-27T02:00:23+00:00,0.0007798399781230857,50.08564975461678,0.0007798399781230857,147.96318429457304,6
Amadeus + / DER AY620 (eobs 5703),2017-06-28 00:00:00+00:00,48.38677255,7.817488,218,2017-06-28T02:00:23+00:00,0.0013756289278295264,320.8947797679458,0.0013756289278295264,89.19086998667098,7
Amadeus + / DER AY620 (eobs 5703),2017-06-29 00:00:00+00:00,48.3867651,7.817502,217,2017-06-29T02:00:23+00:00,0.001324780331746052,128.70521386429698,0.001324780331746052,167.81043409635117,8
Amadeus + / DER AY620 (eobs 5703),2017-06-30 00:00:00+00:00,48.386768599999996,7.81749035,218,2017-06-30T02:00:41+00:00,0.0009442245703893385,294.34134413508013,0.0009442245703893385,165.63613027078316,9
Amadeus + / DER AY620 (eobs 5703),2017-07-01 00:00:00+00:00,48.3867559,7.817493949999999,218,2017-07-01T02:00:23+00:00,0.0014369817081344076,169.3389181584672,0.0014369817081344076,125.00242597661293,10
Amadeus + / DER AY620 (eobs 5703),2017-07-02 00:00:00+00:00,48.38677095,7.8174936,218,2017-07-02T02:00:23+00:00,0.0016736855275316254,359.1151851940964,0.0016736855275316254,170.2237329643708,11
