epoch,train_loss,test_delta_mse_norm,lr
1,0.7300304774876664,1.6664925326701674,0.001
2,0.6412463606836174,1.7177268925524023,0.001
3,0.6408505397891822,1.838685213748276,0.001
4,0.626024789157945,1.7401269993808486,0.001
5,0.613451674277593,1.5864211697675383,0.001
6,0.6047002883583252,1.6280167274686634,0.001
7,0.586314190447661,1.5864210040644224,0.001
8,0.5823933572513559,1.7591723620120348,0.001
9,0.5845465119687114,1.6620692113851663,0.001
10,0.5654364133498144,1.617294054154768,0.0005
11,0.5540992548196901,1.6746160962004317,0.0005
12,0.5241315071221421,1.6077222207116992,0.0005
13,0.5279245334169561,1.6247516357083418,0.0005
14,0.5214357828917653,1.6074197455386798,0.0005
15,0.5086043219249041,1.6704892918274716,0.00025
16,0.4806645178199916,1.652492019032815,0.00025
17,0.4680809672791063,1.7255589984040605,0.00025
18,0.4734104510376061,1.6978190980865422,0.00025
19,0.44921060432568055,1.778789269946199,0.00025
20,0.4421082793454366,1.764581024536584,0.000125
21,0.44015281731452166,1.7231511664258354,0.000125
22,0.41253128262191957,1.7589367533347082,0.000125
23,0.4109660143552558,1.745938637781055,0.000125
24,0.39953597873284064,1.7843250831702722,0.000125
25,0.401778611700548,1.8734464804037663,6.25e-05
