epoch,train_loss,test_delta_mse_norm,lr
1,0.7017621829449965,1.5315813278769428,0.001
2,0.5680683098264392,1.4515039755061347,0.001
3,0.5018704722693039,1.4035680034793847,0.001
4,0.44573529931496114,1.4178050801078266,0.001
5,0.39584445208228064,1.4156302300791477,0.001
6,0.34883170517706275,1.4347345884258522,0.001
7,0.3290260758722061,1.3770876338775144,0.001
8,0.28610663347589604,1.403983720483627,0.001
9,0.25957977830201473,1.4575994979464009,0.001
10,0.25240436052545534,1.4713356320658257,0.001
11,0.23349036233753878,1.405731848004455,0.001
12,0.2206754052232235,1.4176938750527122,0.0005
13,0.1902375217566583,1.441112418013248,0.0005
14,0.176290499156232,1.4649110299380705,0.0005
15,0.16139392104923392,1.4756562646060067,0.0005
16,0.15616323477544491,1.4622723635505228,0.0005
17,0.15632378146176884,1.486037457478025,0.00025
18,0.13912211097382568,1.4871045476400067,0.00025
19,0.12910934643410044,1.4835130815624977,0.00025
20,0.1275340095560863,1.513960058888862,0.00025
21,0.12582174759555328,1.5156786148560877,0.00025
22,0.12167023637728937,1.4867609800926929,0.000125
23,0.11745592435422382,1.4958779620614282,0.000125
24,0.1205532475532886,1.5045254685237022,0.000125
25,0.11947669534173516,1.5061335606158524,0.000125
26,0.11301497037696306,1.5127627717832406,0.000125
27,0.11369047678737255,1.5005770698588161,6.25e-05
28,0.11172908077582011,1.5048039856229023,6.25e-05
29,0.10724730292527124,1.511344669124447,6.25e-05
30,0.1114053459355509,1.513552196523085,6.25e-05
31,0.10732626575986987,1.5038980808700044,6.25e-05
32,0.10497694156794163,1.5026527794074673,3.125e-05
33,0.1060316060927585,1.5059064688317065,3.125e-05
34,0.1049938136862181,1.5102129594527465,3.125e-05
35,0.10692409500230654,1.5143509072628463,3.125e-05
36,0.10477260988579239,1.5127560722636666,3.125e-05
37,0.10143610842961787,1.5152968314879718,1.5625e-05
