epoch,train_loss,val_loss
1,4.757607142499703,4.4882179191507445
2,3.480995613722114,3.2054930157456663
3,2.9015673789229353,2.64172717252392
4,2.66027844839569,2.426900002854002
5,2.573973217598584,2.368193747807134
6,2.507852669238989,2.4572694455187745
7,2.457751092228542,2.457973079447366
8,2.457345750575253,2.4073538458420454
9,2.4255414630682566,2.3230756777195842
10,2.448219389550543,2.3808364283087795
11,2.404109400139081,2.3639557975932863
12,2.3608739964431233,2.3922945239061226
13,2.395323484038908,2.355977402142952
14,2.3526399078829865,2.381459800743618
15,2.3237707691039793,2.4214390860013437
16,2.3075110582562774,2.374583256025256
17,2.278979721613122,2.4472916462670073
18,2.249706093241371,2.309722773867882
19,2.2297383591821696,2.5425926015420925
20,2.206363098835394,2.502063884325554
21,2.156937597050178,2.441033435014128
22,2.1092986538218863,2.516594934317232
23,2.089063400840693,2.5234510679186486
24,2.0501773117616082,2.6174182921099516
25,1.9209574936242237,2.7135670345985083
26,1.8427897148632917,2.7371508811880476
27,1.7629353892663369,2.9186374760844225
28,1.6617529568889806,2.833227151742011
29,1.5897247990918428,2.9317069039022994
30,1.4785577317533447,3.2977462326822105
31,1.4230246018233745,3.1306915897533205
32,1.3215261350842584,3.4299072736611396
33,1.2923272964832828,3.3070996114812745
34,1.1903952502606292,3.9897925056562835
35,1.1238878762634799,3.618423516033617
36,1.0736376196924726,4.151842114384189
37,1.0501149035458115,4.018769076996786
38,1.000755253430374,4.038107614575719
39,0.966852149347605,4.3771414113191005
40,0.9429179357189347,4.039209371695489
41,0.9044512472782882,4.103892036742228
42,0.8843079955164473,4.336299363820831
43,0.8599681852586787,4.6318680040675435
44,0.8221523177539302,5.142961921867418
45,0.790162393847709,4.956439834430905
46,0.7668958101977511,4.766315802474694
47,0.7289643172616397,5.199901599825526
48,0.7172282336619573,5.149994633680472
