epoch,train_loss,test_delta_mse_norm,lr
1,0.7159526439860037,1.3829494318546538,0.001
2,0.6434445394373336,1.3805669618322014,0.001
3,0.6183548151676235,1.386458026429575,0.001
4,0.6045498884615805,1.3662449993094101,0.001
5,0.5973912064938884,1.3503397261198373,0.001
6,0.5869151328959513,1.337021522014849,0.001
7,0.5748776688910368,1.3181430191197812,0.001
8,0.5740069247376336,1.3779590612324162,0.001
9,0.5619279324898319,1.3592273650176416,0.001
10,0.5520817986925993,1.3165454441898858,0.001
11,0.5637739917192873,1.3368192247309043,0.001
12,0.5395818370242198,1.3856964167675205,0.001
13,0.5448027532461718,1.3068519744422271,0.001
14,0.5433832844538702,1.2923638415653562,0.001
15,0.5494466409568751,1.2586803070023282,0.001
16,0.5198323977951198,1.3366256105318732,0.001
17,0.5261092347121304,1.3649736796031147,0.001
18,0.5202989929655802,1.4007222585523147,0.001
19,0.5100608755677031,1.4346204219575822,0.001
20,0.5205083354633381,1.4067878948532848,0.0005
21,0.48572935649947996,1.3334809420203881,0.0005
22,0.45813905289078466,1.3529348331152777,0.0005
23,0.4523071335430841,1.3425641081005644,0.0005
24,0.45414443040268354,1.3110812876037867,0.0005
25,0.4308896341564913,1.4182373762482907,0.00025
26,0.41134542057278634,1.3846974393993925,0.00025
27,0.3947153333096403,1.3939097867934707,0.00025
28,0.37616173366870687,1.41357648671994,0.00025
29,0.38079109636590314,1.446894348460075,0.00025
30,0.3709682766310286,1.4420005398275582,0.000125
31,0.3393398001446068,1.4427559203200009,0.000125
32,0.3450561308189332,1.4246638705142316,0.000125
33,0.33744934919605846,1.4492674817714946,0.000125
34,0.32712962783164484,1.4524716077210105,0.000125
35,0.33349465699737424,1.4431798081278273,6.25e-05
