accuracy,balanced_accuracy,best_epoch,best_test_loss,f1,false_negative_rate,false_positive_rate,feature_columns,final_test_loss,fly_threshold_km,fn,fp,k,model,n_features,pos_weight,pr_auc,precision,recall,roc_auc,specificity,test_fly_rate,test_samples,threshold,tn,tp,train_fly_rate,train_samples,use_bird_id
0.8801605504587156,0.8732410881801126,21,1.7287046646853106,0.4627249357326477,0.1346153846153846,0.11890243902439024,"['lat_median', 'lon_median', 'delta_lat', 'delta_lon', 'step_length_km', 'heading_sin', 'heading_cos', 'doy_sin', 'doy_cos', 'stopover_duration_days']",1.7287046646853106,30.0,14,195,10,compact_without_bird_id,10,18.31301939058172,0.6770808294332842,0.3157894736842105,0.8653846153846154,0.943327861163227,0.8810975609756098,0.059633027762174606,1744,0.5,1445,90,0.05177854374051094,6972,False
0.9402102496714849,0.8355094466936572,7,1.5503841361297728,0.38926174496644295,0.275,0.05398110661268556,"['lat_median', 'lon_median', 'delta_lat', 'delta_lon', 'step_length_km', 'heading_sin', 'heading_cos', 'doy_sin', 'doy_cos', 'stopover_duration_days']",1.5503841361297728,30.0,11,80,20,compact_without_bird_id,10,25.68421052631579,0.405326079638834,0.26605504587155965,0.725,0.9170209176788124,0.9460188933873145,0.026281209662556648,1522,0.5,1402,29,0.0374753437936306,6084,False
0.8071104387291982,0.7789050535987749,10,1.646420075835691,0.08602150537634409,0.25,0.19218989280245022,"['lat_median', 'lon_median', 'delta_lat', 'delta_lon', 'step_length_km', 'heading_sin', 'heading_cos', 'doy_sin', 'doy_cos', 'stopover_duration_days']",1.646420075835691,30.0,4,251,30,compact_without_bird_id,10,35.72222222222222,0.08568695770561002,0.045627376425855515,0.75,0.8018281010719756,0.8078101071975498,0.012102873995900154,1322,0.5,1055,12,0.02723146788775921,5288,False
0.8876170655567117,0.5714847848898217,4,1.7089471723981255,0.03571428571428572,0.75,0.10703043022035677,"['lat_median', 'lon_median', 'delta_lat', 'delta_lon', 'step_length_km', 'heading_sin', 'heading_cos', 'doy_sin', 'doy_cos', 'stopover_duration_days']",1.7089471723981255,30.0,6,102,50,compact_without_bird_id,10,49.53947368421053,0.013773807604807738,0.019230769230769232,0.25,0.5691238195173137,0.8929695697796433,0.00832466222345829,961,0.5,851,2,0.019786514341831207,3841,False
