epoch,train_loss,train_fly_loss,train_distance_loss,train_direction_loss,train_unweighted_distance_loss,train_unweighted_direction_loss,train_unweighted_total_loss,train_mean_distance_weight,test_loss,test_unweighted_loss,fixed_0_5_fly_f1,fixed_0_5_fly_precision,fixed_0_5_fly_recall,lr
1,4.986287299454102,1.0661269188367946,3.677699737760364,0.48492129331595796,2.991208613690078,0.6356774069465242,4.375174257098637,1.7021719060851994,3.3890025029561435,3.673393528915377,0.4705882352941177,0.3473389355742297,0.7294117647058823,0.001
2,3.631219082090198,0.9279900923674296,2.491851019991524,0.42275592166923553,2.41642869201914,0.5749478813901185,3.631892742379095,1.7021719060851994,3.04327246662429,3.3712851692700343,0.5747663551401869,0.47674418604651164,0.7235294117647059,0.001
3,3.4006277664311493,0.9026132653469079,2.2804735927617044,0.43508175500219276,2.2697349277750183,0.5686292470933769,3.456662843936913,1.7021719063055494,2.8662044715528787,2.7256887179425817,0.6195652173913043,0.5757575757575758,0.6705882352941176,0.001
4,2.914011666602877,0.8276838063091976,1.8855146888003111,0.40162637659009415,1.7889359305834813,0.546901759676043,2.8900705846973356,1.702171906746249,2.4432887149606306,2.6571670684708684,0.617283950617284,0.5319148936170213,0.7352941176470589,0.001
5,2.6853402797924613,0.7947426994715072,1.6879524957670964,0.40529017902346065,1.6430611971786415,0.5540787638225309,2.7148433031304267,1.7021719063055494,2.4012730280264467,2.5481907457609054,0.6321243523316061,0.5648148148148148,0.7176470588235294,0.001
6,2.578191036217314,0.77797415736863,1.6054536181324732,0.38952652214855893,1.5744305573637958,0.5335210699470999,2.6191652759827,1.702171906746249,2.5403712760939396,2.422807657344064,0.6629834254143646,0.625,0.7058823529411765,0.001
7,2.506349407150212,0.7577480439117347,1.5548507001615937,0.3875013954538074,1.5236813352200549,0.5247968046369923,2.543827799463889,1.7021719058648495,2.47352746586262,2.422996451365529,0.6373056994818653,0.5694444444444444,0.7235294117647059,0.001
8,2.4291120562667987,0.7520099392439653,1.4876940920260389,0.3788160497732392,1.4783979489049717,0.5177081582616746,2.489261926432414,1.7021719041020504,2.4741940489538057,2.442305504504502,0.6743515850144092,0.6610169491525424,0.6882352941176471,0.001
9,2.385291143177618,0.7280434424026616,1.457552551341806,0.39939030812099546,1.4265882838896153,0.5356527591148278,2.4224580889929244,1.7021719047631,2.5337808299637548,2.657395783281591,0.5806451612903226,0.4772727272727273,0.7411764705882353,0.001
10,2.33041059375911,0.7238389414471752,1.4096158961051053,0.39391153720302197,1.3877267009008833,0.5342197113028295,2.3786755079703057,1.7021719047631,2.720590487425517,2.5025081793173403,0.6157894736842106,0.5571428571428572,0.6882352941176471,0.0005
11,2.2274814432077177,0.706962772416099,1.3359045612173028,0.36922818433335,1.311614686592229,0.5162349463390555,2.276694931516806,1.702171906746249,2.6544726613268614,2.6165406999217824,0.6109660574412533,0.5492957746478874,0.6882352941176471,0.0005
12,2.1333533862602247,0.6712606562483994,1.273542658017876,0.37710015489521836,1.2651127845654866,0.516635379487177,2.194691158707173,1.7021719060851994,2.7040479866281677,2.5084182832686164,0.6219839142091153,0.5714285714285714,0.6823529411764706,0.0005
13,2.0688564900770205,0.6623052132768684,1.2244083661028287,0.36428583417494065,1.2305590178741765,0.4972128049503192,2.141470648224385,1.7021719045427501,2.6351690014717537,2.488999681860594,0.6113989637305699,0.5462962962962963,0.6941176470588235,0.0005
14,2.0088311687194484,0.6427862001875633,1.1848830242474286,0.3623239174898363,1.2015876527634655,0.4948461282716,2.091796910696682,1.7021719063055494,2.7644220165316145,2.5556399822235107,0.6075268817204302,0.5594059405940595,0.6647058823529411,0.0005
15,1.9680346711065324,0.6351907789817359,1.153414809549582,0.3588581606332564,1.1875297529640128,0.49932339925201896,2.0723822434155648,1.7021719043224004,2.864464689314696,2.525850470978319,0.6285714285714287,0.6111111111111112,0.6470588235294118,0.00025
16,1.8862309997932307,0.6099909519752601,1.103230408511629,0.3460192814772319,1.1211433289452093,0.4756698280627979,1.9689692014246463,1.7021719047631,2.9292420115797,2.710992220809852,0.5843828715365239,0.5110132158590308,0.6823529411764706,0.00025
17,1.8052461632078103,0.5962548357281359,1.0355625829062047,0.34685752605554576,1.0746055173785762,0.48113801882579893,1.9114293739227182,1.7021719063055494,2.9321933242177347,2.6971430487641563,0.5816326530612245,0.5135135135135135,0.6705882352941176,0.00025
18,1.7932656082340177,0.5899898154237574,1.0311231526120974,0.3443052927359195,1.0780882023398846,0.47327523244727343,1.9047156376230518,1.7021719065258991,3.0297829959396956,2.6299214521750063,0.5945945945945946,0.55,0.6470588235294118,0.00025
19,1.7733017774694728,0.5794416728830601,1.0267123065461954,0.33429561712384886,1.0779968627940264,0.4657687040221449,1.8903228643861585,1.7021719038817005,2.865186775898537,2.5603027987171676,0.5947368421052631,0.5380952380952381,0.6647058823529411,0.00025
20,1.7794046820642326,0.5832558492415494,1.0264098265254784,0.3394779907246835,1.0418603678066938,0.4716012107686944,1.8609168357637584,1.7021719045427501,2.9026682178546674,2.5485163960130732,0.632183908045977,0.6179775280898876,0.6470588235294118,0.000125
21,1.6982918977737427,0.5503242324328467,0.9796061370377179,0.33672304586429913,1.036405579440034,0.4686218858205898,1.8210407594656106,1.7021719063055494,2.967713060749216,2.6634990838450996,0.5937499999999999,0.5327102803738317,0.6705882352941176,0.000125
22,1.660919792771119,0.5423065222345307,0.9535049391762386,0.3302166544575788,0.9924265950532586,0.45858285134028154,1.764024553810162,1.7021719065258991,2.999516141612957,2.724186930771015,0.5958549222797928,0.5324074074074074,0.6764705882352942,0.000125
23,1.6526257888226323,0.5387085594663779,0.9532355501999916,0.32136335418096534,1.0174050397220689,0.45389027257282943,1.7830587493293608,1.7021719063055494,3.0506310930093425,2.7248744761877712,0.5931758530183727,0.5355450236966824,0.6647058823529411,0.000125
24,1.611791296058133,0.5358259645385355,0.9159100821410442,0.3201105146222987,0.9747069905513757,0.4512910221508823,1.7361784708477874,1.7021719056444997,3.100860830155406,2.7295703887939453,0.5863874345549739,0.5283018867924528,0.6588235294117647,0.000125
25,1.590717704371031,0.524232856116762,0.9065642524338474,0.3198412026032502,0.9573129126853731,0.44964005755408637,1.706365797303741,1.7021719058648495,3.088030689965775,2.720610890062371,0.5863874345549739,0.5283018867924528,0.6588235294117647,6.25e-05
