epoch,train_loss,train_fly_loss,train_distance_loss,train_direction_loss,test_loss,fixed_0_5_fly_f1,fixed_0_5_fly_precision,fixed_0_5_fly_recall,lr
1,2.8150035191096388,0.8739176439146469,1.6731200722671262,0.5359316250545316,2.082944902769639,0.6681715575620769,0.6491228070175439,0.6883720930232559,0.001
2,2.356046438217163,0.7679746501207995,1.3456463216128696,0.4848509117599446,1.9978628646973973,0.5813148788927335,0.4628099173553719,0.7813953488372093,0.001
3,2.268581068098063,0.7425752534377928,1.2904887125498523,0.47103420799633244,1.9606465650697282,0.6502057613168725,0.5830258302583026,0.7348837209302326,0.001
4,2.226683655839082,0.7265590978761246,1.2701989855727738,0.45985117630977834,1.9197752816336495,0.6611909650924025,0.5919117647058824,0.7488372093023256,0.001
5,2.137973146939856,0.703774322236002,1.20631726411475,0.45576308077236394,1.8591430579234327,0.6849894291754757,0.627906976744186,0.7534883720930232,0.001
6,2.0658067500173565,0.6817774721233029,1.1628941689540113,0.44227018936303747,1.8224734508123681,0.6723768736616702,0.623015873015873,0.7302325581395349,0.001
7,2.0272377465934444,0.6652673031441928,1.1460541973538154,0.4318324650394306,1.8535707703819173,0.646586345381526,0.568904593639576,0.7488372093023256,0.001
8,1.946484159266531,0.6397457181443422,1.0943332557086995,0.4248103971751231,1.9204037587919003,0.6085343228200373,0.5061728395061729,0.7627906976744186,0.001
9,1.8664669842732884,0.6169508205591187,1.0388686949352048,0.4212949189214372,1.9154004832162368,0.6333333333333333,0.5735849056603773,0.7069767441860465,0.001
10,1.8085566164669644,0.6025608765147125,1.0105132189079757,0.39096506498251965,1.8964921258530527,0.6518218623481782,0.5770609318996416,0.7488372093023256,0.001
11,1.7107523895016898,0.558683075834156,0.9592425575796163,0.38565353434683497,1.9546815070180559,0.6070038910505836,0.5217391304347826,0.7255813953488373,0.0005
12,1.5275321549803742,0.5020181715006455,0.8404717471079043,0.37008445390633177,1.9788312603521219,0.6639004149377593,0.599250936329588,0.7441860465116279,0.0005
13,1.418015485021946,0.4641080469977502,0.7814997637046958,0.3448153410880071,1.9997344839605038,0.6352941176470588,0.5491525423728814,0.7534883720930232,0.0005
14,1.3375965678145623,0.43367976528615,0.738668988978445,0.33049562910817704,2.0903755860187294,0.668103448275862,0.6224899598393574,0.7209302325581395,0.0005
15,1.2563741136432658,0.404858752081015,0.690752729894016,0.32152526269383186,2.2181863707673517,0.6175298804780877,0.5400696864111498,0.7209302325581395,0.0005
16,1.1914296111649259,0.3799938416545282,0.6545519462492909,0.31376763873023167,2.1854797630618523,0.6247544204322202,0.5408163265306123,0.7395348837209302,0.00025
17,1.062520557658049,0.3293852520117541,0.5878062857129182,0.29065803801917,2.299567767551967,0.6474501108647449,0.6186440677966102,0.6790697674418604,0.00025
18,1.0525661570363931,0.3284063519975246,0.5801958587934386,0.28792790674938346,2.2676038652096153,0.6257928118393236,0.5736434108527132,0.6883720930232559,0.00025
19,0.9878714540897997,0.30150198623176533,0.5469913246496668,0.2787562903930556,2.369663029025507,0.626865671641791,0.5787401574803149,0.6837209302325581,0.00025
20,0.9751924620163087,0.2973425697605565,0.5429313141059361,0.2698371617218876,2.380042527242491,0.6160337552742615,0.5637065637065637,0.6790697674418604,0.00025
21,0.9140066438608092,0.2682796547997673,0.5139451413302408,0.263563691927095,2.487204931495646,0.6141078838174274,0.5543071161048689,0.6883720930232559,0.000125
22,0.8734321041569877,0.2550261057612067,0.49276173934139655,0.25128853537965656,2.4338592647542208,0.597938144329897,0.5370370370370371,0.6744186046511628,0.000125
23,0.8470221843038287,0.24584863710435576,0.47793019830055955,0.24648669105013105,2.4724791236322203,0.625531914893617,0.5764705882352941,0.6837209302325581,0.000125
24,0.8374141351874627,0.23934300677634957,0.476725853718516,0.24269054452524674,2.518397302961735,0.6206896551724138,0.5783132530120482,0.6697674418604651,0.000125
25,0.8030597109678942,0.22459247298639096,0.46169895576338243,0.23353656363294453,2.523509656001294,0.6183368869936035,0.5708661417322834,0.6744186046511628,0.000125
26,0.7978076770941844,0.22221918046635117,0.4551193482792281,0.24093831770342958,2.539729629886761,0.6189473684210527,0.5653846153846154,0.6837209302325581,6.25e-05
