baseline_model,best_balanced_score,best_epoch,best_test_loss,distance_weight_bins,distance_weight_config,distance_weight_max_test,distance_weight_max_train,distance_weight_mean_test,distance_weight_mean_train,distance_weight_scope,distance_weighted_training,feature_mode,final_delta_mse_norm,final_test_loss,final_unweighted_test_loss,fixed_0_5_fly_accuracy,fixed_0_5_fly_f1,fixed_0_5_fly_false_positive_rate,fixed_0_5_fly_fn,fixed_0_5_fly_fp,fixed_0_5_fly_pr_auc,fixed_0_5_fly_precision,fixed_0_5_fly_recall,fixed_0_5_fly_roc_auc,fixed_0_5_fly_specificity,fixed_0_5_fly_threshold,fixed_0_5_fly_tn,fixed_0_5_fly_tp,fly_accuracy,fly_error_mean_km,fly_f1,fly_false_positive_rate,fly_fn,fly_fp,fly_pr_auc,fly_precision,fly_recall,fly_roc_auc,fly_specificity,fly_threshold,fly_tn,fly_tp,gated_fly_error_mean_km,gated_mean_error_km,gated_median_error_km,gated_migration100_error_mean_km,gated_migration50_error_mean_km,gated_p90_error_km,gated_p95_error_km,gated_stationary_error_mean_km,k,kind,mean_error_km,median_error_km,migration100_error_mean_km,migration50_error_mean_km,model,model_family,movement_categories,n_layers,p90_error_km,p95_error_km,params,pos_weight,raw_pos_weight,runtime_seconds,selection_reason,setup,setup_fly_threshold_km,stationary_error_mean_km,test_fly_rate,test_samples,train_fly_rate,train_samples,weather_baseline_mean_error_km,weather_baseline_migration50_error_mean_km
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,93.61969260039537,,,,,,,,,,,,,,,,,,,,,7,persistence,14.923289710207357,0.7386321611583204,184.70182581939795,143.19965037479795,persistence,baseline,,,33.240053740375686,104.3792604099195,0,,,,,setup_10km,10.0,1.5901718052503633,0.14487870037555695,1484,,5936,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89.9617353052174,,,,,,,,,,,,,,,,,,,,,7,const_velocity,17.8170676659345,1.763707701548658,138.287399737784,116.09933869184147,const_velocity,baseline,,,54.11542864244548,113.61396151611616,0,,,,,setup_10km,10.0,5.593975827915725,0.14487870037555695,1484,,5936,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,93.93371469095977,,,,,,,,,,,,,,,,,,,,,14,persistence,15.89449731571084,0.7254620855826754,185.29211067588338,142.88954710816134,persistence,baseline,,,42.2899299132938,106.70000145805625,0,,,,,setup_10km,10.0,1.5691165038207362,0.15509600937366486,1354,,5415,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90.15228767695773,,,,,,,,,,,,,,,,,,,,,14,const_velocity,18.699088483856144,1.7985175450952857,138.673328031516,115.97701697014838,const_velocity,baseline,,,59.68489376262655,118.22454949275478,0,,,,,setup_10km,10.0,5.582679541066511,0.15509600937366486,1354,,5415,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,94.74983597748766,,,,,,,,,,,,,,,,,,,,,30,persistence,16.339407133996552,0.8082727182331646,189.8530443415869,146.62910503452096,persistence,baseline,,,40.923995571751,108.11717038463665,0,,,,,setup_10km,10.0,1.7234280732580762,0.15711645781993866,1082,,4328,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92.8596643149508,,,,,,,,,,,,,,,,,,,,,30,const_velocity,19.54231281414791,2.28170494968953,141.64378290818016,119.9864140083335,const_velocity,baseline,,,61.88703872289553,120.56582928182819,0,,,,,setup_10km,10.0,5.875701240533331,0.15711645781993866,1082,,4328,,
,,7,1.0118317051396537,,,,,,,,,,1.0118317051396537,,,,,,,,,,,,,,,,,65.4064701739166,,,,,,,,,,,,,,,,,,,,,7,direct_transformer,14.274545749690585,3.393367978676742,96.57695266547712,85.63335244676999,direct_transformer_2l_k7,direct,,2,42.71279991782659,73.72902169497426,408964,,,21.885894298553467,,setup_10km,10.0,5.611532549368605,0.14487870037555695,1484,0.19204851984977722,5936,,
,,5,1.2850584427398275,,,,,,,,,,1.2850584427398275,,,,,,,,,,,,,,,,,65.37336569658001,,,,,,,,,,,,,,,,,,,,,14,direct_transformer,17.997934694275028,5.6901008442587555,99.74452267801782,83.42578259590567,direct_transformer_2l_k14,direct,,2,51.870697438876746,81.51231870934316,409860,,,18.677804231643677,,setup_10km,10.0,9.301395786509248,0.15509600937366486,1354,0.18707294762134552,5415,,
,,17,0.9930513525216347,,,,,,,,,,0.9930513525216347,,,,,,,,,,,,,,,,,64.51159748980898,,,,,,,,,,,,,,,,,,,,,1,direct_mlp_last,14.341497833291358,3.705290085413627,109.21153872933226,90.46299049628546,direct_mlp_last_day_k1,direct,,0,41.45636946891305,72.70787373290777,16226,,,13.567880392074585,,setup_10km,10.0,6.028217933622376,0.1421477347612381,1611,0.1946902722120285,6441,,
triline_lstm_2l_k7,12.561723705252135,14,2.1582636254817005,"[1.0, 1.25, 1.75, 2.5]",mild_bins,2.5,2.5,1.1539757251739502,1.1850993633270264,distance_and_direction_losses,True,full,,2.3906311590395206,2.2227459969224954,0.8935309973045822,0.6609442060085837,0.0764381402679275,61,97,0.7215294578130098,0.6135458167330677,0.7162790697674418,0.8957831656495685,0.9235618597320725,0.5,1172,154,0.9184636118598383,69.20523514965932,0.6873385012919897,0.030732860520094562,82,39,0.7215294578130098,0.7732558139534884,0.6186046511627907,0.8957831656495685,0.9692671394799054,0.7723922243734705,1230,133,69.6420852734934,12.561723705252135,0.7947988050069997,120.48981411684323,96.92937739473464,38.91701511032874,79.2007389590374,2.890898065242779,7,triline_lstm,13.242616362739733,1.835124536450241,120.16736905293851,96.39650943350088,triline_lstm_2l_k7__mild_bins,triline,"['stationary', 'short', 'medium', 'large']",2,38.91701511032874,78.58791213645792,301906,4.207017543859649,4.207017543859649,46.859851360321045,balanced_checkpoint_score,setup_10km,10.0,3.7611640071938597,0.14487870037555695,1484,0.19204851984977722,5936,13.313058234836303,106.35808208430012
triline_lstm_2l_k7,12.628838153882427,14,2.2324990056595713,"[1.0, 1.5, 2.5, 4.0]",medium_bins,4.0,4.0,1.3079514503479004,1.3701988458633423,distance_and_direction_losses,True,full,,2.452502435108401,2.2061988703324147,0.8995956873315364,0.6710816777041941,0.0677698975571316,63,86,0.7266710488858025,0.6386554621848739,0.7069767441860465,0.899364084519948,0.9322301024428684,0.5,1183,152,0.9137466307277629,67.89702011044864,0.6908212560386473,0.04412923561859732,72,56,0.7266710488858025,0.7185929648241206,0.6651162790697674,0.899364084519948,0.9558707643814027,0.642011376903829,1213,143,68.1546759258166,12.628838153882427,0.8227873937186033,113.2794868442525,92.81951207313307,43.13158059151672,77.14890016142522,3.2213873099377097,7,triline_lstm,13.2891189216311,1.869162878813659,113.18201326396517,92.52670921935707,triline_lstm_2l_k7__medium_bins,triline,"['stationary', 'short', 'medium', 'large']",2,41.81849403899467,77.39289867596682,301906,4.207017543859649,4.207017543859649,37.5921528339386,balanced_checkpoint_score,setup_10km,10.0,4.037189248190778,0.14487870037555695,1484,0.19204851984977722,5936,13.313058234836303,106.35808208430012
triline_lstm_2l_k7,12.541106542688976,19,2.2590992598520776,"[1.0, 1.5, 2.5, 4.0]",distance_only,4.0,4.0,1.3079514503479004,1.3701988458633423,distance_loss_only,True,full,,2.8561942211058584,2.517259632480755,0.8888140161725068,0.6373626373626373,0.07486209613869188,70,95,0.6987071594687003,0.6041666666666666,0.6744186046511628,0.8793519892975608,0.9251379038613081,0.5,1174,145,0.9150943396226415,68.47951420647846,0.663101604278075,0.027580772261623327,91,35,0.6987071594687003,0.779874213836478,0.5767441860465117,0.8793519892975608,0.9724192277383766,0.8280894752421045,1234,124,69.08293581516934,12.541106542688976,0.7822581243602424,111.12275347376985,93.4925355709813,43.59822643415293,79.51429917173655,2.961521598966928,7,triline_lstm,13.33327476300284,1.8798886660728336,110.8109613612311,92.61916673101517,triline_lstm_2l_k7__distance_only,triline,"['stationary', 'short', 'medium', 'large']",2,42.712463655821026,78.05963908491138,301906,4.207017543859649,4.207017543859649,41.09428095817566,balanced_checkpoint_score,setup_10km,10.0,3.990137268639357,0.14487870037555695,1484,0.19204851984977722,5936,13.313058234836303,106.35808208430012
triline_lstm_2l_k7,,7,2.276830850585773,"[1.0, 2.0, 4.0, 8.0]",current_bins,8.0,8.0,1.6684635877609253,1.8084568977355957,distance_and_direction_losses,True,full,,2.276830850585773,2.133306796981318,0.8827493261455526,0.6533864541832669,0.09692671394799054,51,123,0.7406149260780446,0.5714285714285714,0.7627906976744186,0.900196089211428,0.9030732860520094,0.5,1146,164,0.921832884097035,68.00782776926779,0.6947368421052632,0.026004728132387706,83,33,0.7406149260780446,0.8,0.6139534883720931,0.900196089211428,0.9739952718676123,0.8268213248299435,1236,132,69.1835041919703,12.980429028073754,0.789966667334771,110.06667332548419,89.89446445393469,44.83580276167811,87.58926361957884,3.4582374124411612,7,triline_lstm,14.065053313337435,2.119101878152024,109.1897572235547,88.44972056556016,triline_lstm_2l_k7__current_bins,triline,"['stationary', 'short', 'medium', 'large']",2,44.033336041012916,86.65073464339274,301906,4.207017543859649,4.207017543859649,29.773895025253296,weighted_validation_loss_fallback,setup_10km,10.0,4.925812566272795,0.14487870037555695,1484,0.19204851984977722,5936,13.313058234836303,106.35808208430012
triline_transformer_2l_k7,12.79888122463402,11,2.1792633674858073,"[1.0, 1.25, 1.75, 2.5]",mild_bins,2.5,2.5,1.1539757251739502,1.1850993633270264,distance_and_direction_losses,True,full,,2.2453759648407887,2.0775333575482637,0.9076819407008087,0.6821345707656613,0.054373522458628844,68,69,0.7118091995202571,0.6805555555555556,0.6837209302325581,0.8977843751718071,0.9456264775413712,0.5,1200,147,0.9204851752021563,70.58673929215828,0.7064676616915423,0.03546099290780142,73,45,0.7118091995202571,0.7593582887700535,0.6604651162790698,0.8977843751718071,0.9645390070921985,0.6985750715062022,1224,142,70.82853743859758,12.79888122463402,0.8236148212300373,128.55659309677617,99.21428994840294,42.80833745138998,72.61358174868344,2.967221582394331,7,triline_transformer,13.22951308476002,1.4480322410287294,128.50479816137587,99.01846688773392,triline_transformer_2l_k7__mild_bins,triline,"['stationary', 'short', 'medium', 'large']",2,42.266374344537525,72.54116970517288,435154,4.207017543859649,4.207017543859649,36.319658279418945,balanced_checkpoint_score,setup_10km,10.0,3.5117797241685067,0.14487870037555695,1484,0.19204851984977722,5936,13.252596414900404,104.09316398584257
triline_transformer_2l_k7,13.094673819165969,7,2.2697654991458367,"[1.0, 1.5, 2.5, 4.0]",medium_bins,4.0,4.0,1.3079514503479004,1.3701988458633423,distance_and_direction_losses,True,full,,2.303449288854059,2.1113319621895843,0.9056603773584906,0.6916299559471365,0.06461780929866036,58,82,0.7001419560870412,0.6569037656903766,0.7302325581395349,0.8871332490332986,0.9353821907013397,0.5,1187,157,0.9144204851752021,69.82972975841048,0.7025761124121779,0.04885736800630418,65,62,0.7001419560870412,0.7075471698113207,0.6976744186046512,0.8871332490332986,0.9511426319936959,0.5645731081068516,1207,150,70.0237160890689,13.094673819165969,0.8446060148473411,126.09294249548228,97.03156237515601,42.62493342664379,80.82169143420894,3.4494854125236283,7,triline_transformer,13.74454252587208,1.8536428510170775,125.98979206686818,96.77547961673207,triline_transformer_2l_k7__medium_bins,triline,"['stationary', 'short', 'medium', 'large']",2,42.62493342664379,80.82169143420894,435154,4.207017543859649,4.207017543859649,33.0565083026886,balanced_checkpoint_score,setup_10km,10.0,4.242324042817899,0.14487870037555695,1484,0.19204851984977722,5936,13.252596414900404,104.09316398584257
triline_transformer_2l_k7,12.99590023305233,11,2.288039662445973,"[1.0, 1.5, 2.5, 4.0]",distance_only,4.0,4.0,1.3079514503479004,1.3701988458633423,distance_loss_only,True,full,,2.3155958157665326,2.1133409825296736,0.9083557951482479,0.6909090909090909,0.05752561071710008,63,73,0.7053730471215253,0.6755555555555556,0.7069767441860465,0.899382410614474,0.9424743892829,0.5,1196,152,0.9157681940700808,68.68734545589965,0.7002398081534772,0.04412923561859732,69,56,0.7053730471215253,0.7227722772277227,0.6790697674418604,0.899382410614474,0.9558707643814027,0.6768452987400815,1213,146,68.98310792751107,12.99590023305233,0.8311606258173447,122.43054026223422,94.56694839881166,44.444401143896066,75.6773356489412,3.510281908144028,7,triline_transformer,13.7216192061802,2.0057136186528024,122.26124549557291,94.23420935569462,triline_transformer_2l_k7__distance_only,triline,"['stationary', 'short', 'medium', 'large']",2,44.2213101555166,75.6773356489412,435154,4.207017543859649,4.207017543859649,37.33139967918396,balanced_checkpoint_score,setup_10km,10.0,4.4090651134381345,0.14487870037555695,1484,0.19204851984977722,5936,13.252596414900404,104.09316398584257
triline_transformer_2l_k7,12.884425488399009,17,2.275028643261069,"[1.0, 2.0, 4.0, 8.0]",current_bins,8.0,8.0,1.6684635877609253,1.8084568977355957,distance_and_direction_losses,True,full,,2.3869069136699257,2.1421218856647006,0.9016172506738545,0.685344827586207,0.07092198581560284,56,90,0.7059791682712888,0.6385542168674698,0.7395348837209302,0.9030842817087251,0.9290780141843972,0.5,1179,159,0.9225067385444744,66.89754309856295,0.7073791348600508,0.030732860520094562,76,39,0.7059791682712888,0.7808988764044944,0.6465116279069767,0.9030842817087251,0.9692671394799054,0.768761932849884,1230,139,67.7731881219282,12.884425488399009,0.8088853930284174,115.26910552098263,91.37503116802691,45.12685132687277,81.08931387126297,3.5849109366190417,7,triline_transformer,13.71084468788969,1.8384354584996077,114.76471292400437,90.43214695159384,triline_transformer_2l_k7__current_bins,triline,"['stationary', 'short', 'medium', 'large']",2,44.80064821385936,80.8577697537489,435154,4.207017543859649,4.207017543859649,45.913755655288696,balanced_checkpoint_score,setup_10km,10.0,4.69970193115624,0.14487870037555695,1484,0.19204851984977722,5936,13.252596414900404,104.09316398584257
