path_id,model,with_mean_rollout_error_km,without_mean_rollout_error_km,with_minus_without_mean_km,without_minus_with_mean_km,with_final_rollout_error_km,without_final_rollout_error_km,with_minus_without_final_km
Steppach_3_12179_AEH97__2023__southbound_01,lstm,179.864791035228,294.16195688601937,-114.29716585079137,114.29716585079137,237.7932820121718,414.910554605255,-177.11727259308321
Steppach_5_12185__2023__southbound_01,lstm,44.87662932094243,119.93194278971464,-75.05531346877221,75.05531346877221,74.28601143934702,156.45835853691517,-82.17234709756815
Wingersdorf_1_12174_A1X36__2023__southbound_01,lstm,281.0651800132719,443.1013109820802,-162.03613096880827,162.03613096880827,313.07136270402344,714.5809448194224,-401.5095821153989
Wingersdorf_2_12175_AEH98__2023__southbound_01,lstm,280.9460055278916,307.9583418912186,-27.012336363326995,27.012336363326995,441.1214012411261,586.2374500762038,-145.11604883507772
Wingersdorf_3_12176_AEH99__2023__southbound_01,lstm,356.5328835959328,624.1825161840079,-267.6496325880751,267.6496325880751,516.6812147844746,1059.8613325850033,-543.1801178005287
Angela_DER_AY470_eobs_4001__2022__southbound_01,transformer,492.96740533274914,258.76622558274806,234.20117975000107,-234.20117975000107,812.1803933856343,483.1261447830822,329.05424860255204
Angela_DER_AY470_eobs_4001__2023__southbound_01,transformer,10.854203153971746,4.98709715779925,5.867105996172496,-5.867105996172496,24.72426995082284,8.607995384490765,16.116274566332073
Baunach_1_9698_ABR25__2023__southbound_01,transformer,138.03381410214638,518.3544848573703,-380.3206707552239,380.3206707552239,98.43061606010694,620.0805055551742,-521.6498894950673
Baunach_2_plus_9704_ABR20__2023__southbound_01,transformer,15.657494501804626,14.211308514104552,1.4461859877000744,-1.4461859877000744,42.59204716829237,38.58573688317976,4.006310285112605
Bembo_Sparky_DER_AU891_eobs_3042__2021__southbound_01,transformer,208.8029188706186,214.1123060578783,-5.309387187259688,5.309387187259688,266.7652439478488,222.36727870441356,44.39796524343521
Bembo_Sparky_DER_AU891_eobs_3042__2023__southbound_01,transformer,178.5452645799498,269.0187110671052,-90.4734464871554,90.4734464871554,133.4090563904835,328.8691494595317,-195.46009306904818
Ed_plus_AAL16_e-obs_7210__2021__southbound_01,transformer,167.24267928592764,432.7378587427559,-265.4951794568283,265.4951794568283,101.730024891316,499.0015847169154,-397.27155982559935
Elfie_plus_DER_AU860_eobs_4408__2021__southbound_01,transformer,57.64096578345207,53.75871582040324,3.882249963048828,-3.882249963048828,93.4799435052212,84.53545973094867,8.944483774272527
Europa_DER_A1A26_eobs_4004__2021__southbound_01,transformer,52.43652528976108,45.47402973718861,6.96249555257247,-6.96249555257247,84.20536446691517,70.9382910566431,13.267073410272076
Europa_DER_A1A26_eobs_4004__2022__southbound_01,transformer,23.591046182659,27.987452159207905,-4.396405976548905,4.396405976548905,28.823164468259098,22.30982118880448,6.513343279454617
Europa_DER_A1A26_eobs_4004__2023__southbound_01,transformer,27.009836467837346,32.897644213463245,-5.887807745625899,5.887807745625899,55.23506033078339,56.37297418798294,-1.1379138571995497
Frensdorf_3_plus_12173_ABR24__2023__southbound_01,transformer,5.361087009146104,3.469450750343023,1.8916362588030808,-1.8916362588030808,10.569382398597888,5.713658335750013,4.855724062847875
Loriana_plus_A3M19_e-obs_7990__2021__southbound_01,transformer,42.21548094028009,44.22678744530719,-2.0113065050271004,2.0113065050271004,101.09425437338317,101.80476791217684,-0.710513538793677
Louis_DER_AU050_eobs_3264__2021__southbound_01,transformer,20.067974316284555,19.52158063060037,0.5463936856841869,-0.5463936856841869,36.27357958003287,37.62926732667825,-1.3556877466453798
Louis_DER_AU050_eobs_3264__2022__southbound_01,transformer,1.7771187924533782,2.5698874465389974,-0.7927686540856191,0.7927686540856191,1.7771187924533782,2.5698874465389974,-0.7927686540856191
Moenchsambach_4_12183_ABR27__2023__southbound_01,transformer,130.69030506222214,130.44974381885748,0.24056124336465246,-0.24056124336465246,220.45408102598003,228.42401438750676,-7.969933361526728
