epoch,train_loss,val_loss
1,5.089059988542439,5.364033018647446
2,3.8269335523794172,3.5685630127375303
3,2.953480294898448,2.799337621734076
4,2.686863620966513,2.6520878712650346
5,2.5637269689131688,2.518457885787421
6,2.5176455516679717,2.498549806270675
7,2.4455538257721074,2.4342492587952744
8,2.4194272570479414,2.438722394671836
9,2.393982086272875,2.444617053736811
10,2.368560344866349,2.479414904070466
11,2.347210249117724,2.3817004158562822
12,2.3377205520319686,2.4306706929866504
13,2.3502859349422893,2.468527178519328
14,2.3432820110083283,2.4349217150993496
15,2.3324550569083384,2.401086893006276
16,2.302983301448587,2.463169785827516
17,2.287997087891127,2.4746390274862056
18,2.2743995521427633,2.4194718783080815
19,2.2514531559867432,2.497975309846901
20,2.254891919405465,2.5041916605983325
21,2.2027590010438836,2.4162171169703184
22,2.1575065380352996,2.4717297544592456
23,2.145607556894493,2.543433481525527
24,2.120685052104507,2.5353601393492324
25,2.0872120825099434,2.5174988654291206
26,2.03304704069521,2.5841836533527602
27,1.9714537636752336,2.649645173031351
28,1.9106628387833802,2.700688352697923
29,1.8364288802077104,2.831670750742373
30,1.7900154393623662,2.8747475788056143
31,1.7312950612082139,2.888393937363455
32,1.687138354005909,2.924051311176285
33,1.5919219854172113,3.1771263718133858
34,1.5045106036194098,3.298524906512777
35,1.4705143401822867,3.4440490144043574
36,1.3917597995528035,3.7158066123841778
37,1.2997848321984067,3.977701641354165
38,1.2248001587288952,4.257501082929227
39,1.195201413443787,4.258082291825486
40,1.1218874942463262,4.603763155315233
41,1.0692389302537793,5.000375118180226
