condition,path_id,selection_reason,gif,frames
without_weather,Rudolph_plus_A3M22_e-obs_8046__2021__southbound_01,clear_success_lowest_mean_error,D:\UCSD\ECE 228\ECE-228-Project\rollout\without_weather\gifs\01_clear_success_lowest_mean_error_Rudolph_plus_A3M22_e-obs_8046_2021_southbound_01.gif,6
without_weather,Ed_plus_AAL16_e-obs_7210__2021__southbound_01,lstm_best_or_nearest_best,D:\UCSD\ECE 228\ECE-228-Project\rollout\without_weather\gifs\02_lstm_best_or_nearest_best_Ed_plus_AAL16_e-obs_7210_2021_southbound_01.gif,14
without_weather,Wingersdorf_1_12174_A1X36__2023__southbound_01,transformer_best_or_nearest_best,D:\UCSD\ECE 228\ECE-228-Project\rollout\without_weather\gifs\03_transformer_best_or_nearest_best_Wingersdorf_1_12174_A1X36_2023_southbound_01.gif,14
without_weather,Moenchsambach_4_12183_ABR27__2023__southbound_01,direct_best_or_nearest_best,D:\UCSD\ECE 228\ECE-228-Project\rollout\without_weather\gifs\04_direct_best_or_nearest_best_Moenchsambach_4_12183_ABR27_2023_southbound_01.gif,14
without_weather,Wingersdorf_3_12176_AEH99__2023__southbound_01,largest_weather_vs_noweather_contrast,D:\UCSD\ECE 228\ECE-228-Project\rollout\without_weather\gifs\05_largest_weather_vs_noweather_contrast_Wingersdorf_3_12176_AEH99_2023_southbound_01.gif,14
without_weather,Baunach_1_9698_ABR25__2023__southbound_01,hard_failure_high_average_error,D:\UCSD\ECE 228\ECE-228-Project\rollout\without_weather\gifs\06_hard_failure_high_average_error_Baunach_1_9698_ABR25_2023_southbound_01.gif,14
without_weather,Steppach_3_12179_AEH97__2023__southbound_01,long_rollout_story,D:\UCSD\ECE 228\ECE-228-Project\rollout\without_weather\gifs\07_long_rollout_story_Steppach_3_12179_AEH97_2023_southbound_01.gif,14
