epoch,train_loss,train_fly_loss,train_distance_loss,train_direction_loss,test_loss,accuracy,precision,recall,f1,false_positive_rate,lr
1,2.527914604166776,1.4254192117135123,0.7355626485902361,1.0796423665994903,1.7518466774928583,0.991675338189386,0.0,0.0,0.0,0.0,0.001
2,2.2209320948540436,1.2875782548993306,0.7007484189764468,0.8763945325530156,1.772146282409406,0.9073881373569199,0.012048192771084338,0.125,0.021978021978021976,0.08604407135362015,0.001
3,2.1317807223004808,1.242419949734903,0.6867386608485659,0.8238320998058006,1.796333212075943,0.5327783558792925,0.013245033112582781,0.75,0.026030368763557486,0.4690451206715635,0.001
4,2.119506192405967,1.2164115956971124,0.6823344593928277,0.8289659413717837,1.839638082095413,0.6472424557752341,0.011799410029498525,0.5,0.023054755043227668,0.3515215110178384,0.001
5,2.121526230565003,1.193358231881918,0.6839120016847677,0.840935108221561,1.8122716106311587,0.8730489073881373,0.025,0.375,0.04687500000000001,0.12277019937040923,0.001
6,2.0767438242333656,1.120071371903304,0.6743891840702201,0.8423189530301858,1.8661870363475628,0.8969823100936525,0.04950495049504951,0.625,0.09174311926605504,0.10073452256033578,0.0005
7,1.8720741676139012,1.0713897005588677,0.6560391818241849,0.6803401247718253,1.9270259655477104,0.8355879292403746,0.03125,0.625,0.05952380952380952,0.1626442812172088,0.0005
8,1.7127660467534038,1.0383036064002948,0.654070437212485,0.5395438115402719,1.962805795309819,0.9334027055150884,0.03333333333333333,0.25,0.058823529411764705,0.060860440713536204,0.0005
9,1.7987261156153165,1.0189669188097472,0.6540672814697066,0.6351753739881131,1.9207254474542639,0.7960457856399584,0.025252525252525252,0.625,0.04854368932038835,0.2025183630640084,0.0005
10,1.760573537127483,1.0240339906971083,0.6505059731469058,0.5980505521208692,1.9034779522098935,0.8324661810613944,0.03067484662576687,0.625,0.05847953216374269,0.1657922350472193,0.0005
11,1.620598150739692,0.9633420445403218,0.6456356877594434,0.4932914208509251,2.0238947805083134,0.8699271592091571,0.03937007874015748,0.625,0.07407407407407407,0.12801678908709338,0.00025
