epoch,train_loss,train_fly_loss,train_distance_loss,train_direction_loss,test_loss,accuracy,precision,recall,f1,false_positive_rate,lr
1,2.3737085379991827,1.321134697798173,0.734502499644271,0.9786386825057002,2.000430465860992,0.7658688865764828,0.017777777777777778,0.5,0.034334763948497854,0.23189926547743966,0.001
2,2.1703573427483365,1.2045430090706102,0.6982314357826468,0.8698543895194072,1.8680928111944686,0.9334027055150884,0.04838709677419355,0.375,0.0857142857142857,0.06190975865687303,0.001
3,2.154603969628722,1.21826886208968,0.6946631247927918,0.8508064023097087,1.922453286248365,0.6774193548387096,0.01910828025477707,0.75,0.037267080745341616,0.323189926547744,0.001
4,2.112496042416078,1.1823006333612085,0.6891306045464444,0.8322151261547897,1.7089471723981255,0.8876170655567117,0.019230769230769232,0.25,0.03571428571428572,0.10703043022035677,0.001
5,2.0884428346096553,1.232762081025324,0.6955982678616165,0.7764635048816366,1.7812821013498257,0.9240374609781478,0.04225352112676056,0.375,0.0759493670886076,0.07135362014690451,0.001
6,2.0668892448254472,1.1468853712066391,0.679549049202957,0.8138975050572894,1.830667617603842,0.9396462018730489,0.05357142857142857,0.375,0.09375,0.055613850996852045,0.001
7,2.0181345075749073,1.09386825393929,0.6807510564023708,0.7904493182439787,2.040350335569709,0.8449531737773153,0.02040816326530612,0.375,0.038709677419354833,0.15110178384050368,0.001
8,1.947161245675051,1.1265898644691394,0.6830688875747577,0.7007974308314842,1.8803295815028211,0.9739854318418314,0.09523809523809523,0.25,0.13793103448275862,0.01993704092339979,0.001
9,1.882376508053564,1.0422552751085778,0.6646011589078994,0.6966477280884663,2.082867100757317,0.9063475546305931,0.023255813953488372,0.25,0.0425531914893617,0.08814270724029381,0.0005
10,1.6841209806430095,1.032170286839035,0.655903961766483,0.5121318811055615,1.7989718762074252,0.8428720083246618,0.013605442176870748,0.25,0.025806451612903222,0.1521511017838405,0.0005
11,1.5117399888527763,1.001836542566752,0.6503980239211691,0.3604237030831764,2.055249366068071,0.9063475546305931,0.023255813953488372,0.25,0.0425531914893617,0.08814270724029381,0.0005
12,1.6677245091364676,0.9958195515021593,0.6537044685847031,0.5161102698886497,1.751665336656521,0.8751300728407908,0.017241379310344827,0.25,0.03225806451612903,0.11962224554039874,0.0005
13,1.5056836435305083,0.935171065930121,0.6463503128723128,0.39174777427647023,1.9954575590486954,0.9417273673257024,0.038461538461538464,0.25,0.06666666666666668,0.05246589716684155,0.0005
14,1.4597523169060047,0.8855665586665719,0.6363410789328483,0.38062797508895224,2.0395625322343904,0.8928199791883454,0.020202020202020204,0.25,0.037383177570093455,0.10178384050367262,0.00025
