epoch,train_loss,train_fly_loss,train_distance_loss,train_direction_loss,test_loss,accuracy,precision,recall,f1,false_positive_rate,lr
1,2.417649562784262,1.085327013258406,1.2015517715469421,0.6734342720066756,2.211369663203528,0.8847477064220184,0.31970260223048325,0.8269230769230769,0.46112600536193027,0.11158536585365854,0.001
2,2.1560194073089978,0.9846917360730371,1.0798092472163412,0.5838642844602218,1.9804353910848636,0.8331422018348624,0.2545931758530184,0.9326923076923077,0.4,0.17317073170731706,0.001
3,1.9747904045993545,0.8733208394912352,0.975372195859374,0.562757798501013,1.8139871063582393,0.8939220183486238,0.34831460674157305,0.8942307692307693,0.5013477088948788,0.10609756097560975,0.001
4,1.890110210516093,0.810169927874175,0.9310754858004383,0.553949761291516,1.9617857998664225,0.8870412844036697,0.33451957295373663,0.9038461538461539,0.4883116883116883,0.11402439024390244,0.001
5,1.778614568491469,0.8071304915010142,0.9029879104249859,0.4720614126408435,1.8451358932967579,0.9220183486238532,0.42452830188679247,0.8653846153846154,0.569620253164557,0.07439024390243902,0.001
6,1.7372611992945974,0.7801028329684553,0.8911399201148553,0.45606984547753476,1.9057109563722523,0.9260321100917431,0.43902439024390244,0.8653846153846154,0.5825242718446602,0.0701219512195122,0.001
7,1.7536297936037362,0.8032380534668319,0.9028072094547974,0.4492035596041042,1.8862247379547958,0.9059633027522935,0.3760330578512397,0.875,0.5260115606936416,0.09207317073170732,0.001
8,1.7031467343908715,0.7801841405774421,0.8796794228148884,0.43337524347584344,1.8821293848370193,0.8853211009174312,0.33098591549295775,0.9038461538461539,0.48453608247422675,0.11585365853658537,0.0005
9,1.641545959471015,0.7512066749854808,0.8574613458249873,0.4084812732722249,1.8433970431669042,0.8927752293577982,0.34572490706319703,0.8942307692307693,0.4986595174262735,0.1073170731707317,0.0005
10,1.622916675270527,0.7441769653500597,0.8515906236121111,0.39923756211842193,1.7851261195786503,0.8772935779816514,0.3129251700680272,0.8846153846153846,0.4623115577889448,0.12317073170731707,0.0005
11,1.6017760765395217,0.7363806855589647,0.841276010595651,0.39230973020888443,1.8063462447682652,0.9111238532110092,0.39148936170212767,0.8846153846153846,0.5427728613569321,0.0871951219512195,0.0005
12,1.5780529123712257,0.7213808549113884,0.841193002493164,0.3761694811228973,1.810740605406805,0.8744266055045872,0.3089700996677741,0.8942307692307693,0.4592592592592593,0.12682926829268293,0.0005
13,1.5467471552182392,0.7143697029923272,0.8307095738368272,0.3588527250036862,1.7548571015716692,0.8916284403669725,0.33962264150943394,0.8653846153846154,0.48780487804878053,0.10670731707317073,0.0005
14,1.5485747795780704,0.7139608360232803,0.8363602001538444,0.35523416523832874,1.8246758629422668,0.9025229357798165,0.36693548387096775,0.875,0.5170454545454545,0.09573170731707317,0.0005
15,1.5297031522617899,0.6975396279794898,0.8271794768153972,0.3537538602597674,1.8030613179600568,0.8509174311926605,0.2692307692307692,0.875,0.411764705882353,0.15060975609756097,0.0005
