path_id,source_individual_local_identifier,path_year,path_copy_index,corridor_rows,path_rows,lat_drop_deg,individual_local_identifier,date,lat_median,lon_median,n_points,timestamp_min_utc,step_length_km,heading_deg,speed_km_per_day,turning_angle_deg,stopover_duration_days,year
Angela_DER_AY470_eobs_4001__2016__southbound_01,Angela / DER AY470 (eobs 4001),2016,1,198,87,12.185438499999997,Angela / DER AY470 (eobs 4001),2016-07-19 00:00:00+00:00,48.4086121,7.8642952,219,2016-07-19T02:00:23+00:00,3.751467958438647,62.49146239971344,3.751467958438647,138.74772334311547,34,2016
Angela_DER_AY470_eobs_4001__2016__southbound_01,Angela / DER AY470 (eobs 4001),2016,1,198,87,12.185438499999997,Angela / DER AY470 (eobs 4001),2016-07-20 00:00:00+00:00,48.2429128,7.73697915,216,2016-07-20T02:00:23+00:00,20.69010036819681,207.1089523266115,20.69010036819681,144.61748992689806,0,2016
Angela_DER_AY470_eobs_4001__2016__southbound_01,Angela / DER AY470 (eobs 4001),2016,1,198,87,12.185438499999997,Angela / DER AY470 (eobs 4001),2016-07-21 00:00:00+00:00,48.2399588,7.734916249999999,218,2016-07-21T02:00:22.999000+00:00,0.3622580571132335,204.94346006189173,0.3622580571132335,2.1654922647197736,1,2016
Angela_DER_AY470_eobs_4001__2016__southbound_01,Angela / DER AY470 (eobs 4001),2016,1,198,87,12.185438499999997,Angela / DER AY470 (eobs 4001),2016-07-22 00:00:00+00:00,48.2409719,7.7322193,219,2016-07-22T02:00:23+00:00,0.2293059834957486,299.4252629971969,0.2293059834957486,94.48180293530518,2,2016
Angela_DER_AY470_eobs_4001__2016__southbound_01,Angela / DER AY470 (eobs 4001),2016,1,198,87,12.185438499999997,Angela / DER AY470 (eobs 4001),2016-07-23 00:00:00+00:00,48.2411782,7.732097,219,2016-07-23T02:00:23+00:00,0.0246627688253905,338.45490581842006,0.0246627688253905,39.02964282122315,3,2016
Angela_DER_AY470_eobs_4001__2016__southbound_01,Angela / DER AY470 (eobs 4001),2016,1,198,87,12.185438499999997,Angela / DER AY470 (eobs 4001),2016-07-24 00:00:00+00:00,48.25427645,7.72406395,218,2016-07-24T02:00:23+00:00,1.5732400321982785,337.7879926375424,1.5732400321982785,0.6669131808776569,4,2016
Angela_DER_AY470_eobs_4001__2016__southbound_01,Angela / DER AY470 (eobs 4001),2016,1,198,87,12.185438499999997,Angela / DER AY470 (eobs 4001),2016-07-25 00:00:00+00:00,48.2503076,7.72662375,216,2016-07-25T02:00:23+00:00,0.4802921063431297,156.7576378184193,0.4802921063431297,178.9696451808769,5,2016
Angela_DER_AY470_eobs_4001__2016__southbound_01,Angela / DER AY470 (eobs 4001),2016,1,198,87,12.185438499999997,Angela / DER AY470 (eobs 4001),2016-07-26 00:00:00+00:00,48.2479646,7.7239162,217,2016-07-26T02:00:23+00:00,0.3287359085665777,217.57928992532356,0.3287359085665777,60.821652106904224,6,2016
Angela_DER_AY470_eobs_4001__2016__southbound_01,Angela / DER AY470 (eobs 4001),2016,1,198,87,12.185438499999997,Angela / DER AY470 (eobs 4001),2016-07-27 00:00:00+00:00,48.12695955,7.756274299999999,214,2016-07-27T02:00:23+00:00,13.667325493127317,169.87934802061568,13.667325493127317,47.699941904707856,0,2016
Angela_DER_AY470_eobs_4001__2016__southbound_01,Angela / DER AY470 (eobs 4001),2016,1,198,87,12.185438499999997,Angela / DER AY470 (eobs 4001),2016-07-28 00:00:00+00:00,48.0510487,7.87988675,218,2016-07-28T02:00:23+00:00,12.471839724247662,132.54789057385875,12.471839724247662,37.33145744675693,0,2016
Angela_DER_AY470_eobs_4001__2016__southbound_01,Angela / DER AY470 (eobs 4001),2016,1,198,87,12.185438499999997,Angela / DER AY470 (eobs 4001),2016-07-29 00:00:00+00:00,48.03437525,7.78031805,216,2016-07-29T02:00:23+00:00,7.630829149129252,255.9755685033835,7.630829149129252,123.42767792952476,1,2016
Angela_DER_AY470_eobs_4001__2016__southbound_01,Angela / DER AY470 (eobs 4001),2016,1,198,87,12.185438499999997,Angela / DER AY470 (eobs 4001),2016-07-30 00:00:00+00:00,48.0421197,7.7820882,219,2016-07-30T02:00:23+00:00,0.8711435536112621,8.688611953371037,0.8711435536112621,112.71304344998754,2,2016
Angela_DER_AY470_eobs_4001__2016__southbound_01,Angela / DER AY470 (eobs 4001),2016,1,198,87,12.185438499999997,Angela / DER AY470 (eobs 4001),2016-07-31 00:00:00+00:00,48.0441349,7.7828867,217,2016-07-31T02:00:23+00:00,0.2318099044026133,14.837306925816565,0.2318099044026133,6.148694972445526,3,2016
Angela_DER_AY470_eobs_4001__2016__southbound_01,Angela / DER AY470 (eobs 4001),2016,1,198,87,12.185438499999997,Angela / DER AY470 (eobs 4001),2016-08-01 00:00:00+00:00,48.0824092,7.8571886,217,2016-08-01T02:00:23+00:00,6.971413798823194,52.34810016010261,6.971413798823194,37.51079323428604,4,2016
Angela_DER_AY470_eobs_4001__2016__southbound_01,Angela / DER AY470 (eobs 4001),2016,1,198,87,12.185438499999997,Angela / DER AY470 (eobs 4001),2016-08-02 00:00:00+00:00,47.9821591,7.9488214,219,2016-08-02T02:00:23+00:00,13.06474402689693,148.53137472886365,13.06474402689693,96.18327456876102,0,2016
Angela_DER_AY470_eobs_4001__2016__southbound_01,Angela / DER AY470 (eobs 4001),2016,1,198,87,12.185438499999997,Angela / DER AY470 (eobs 4001),2016-08-03 00:00:00+00:00,47.9789409,7.9484722,219,2016-08-03T02:00:23+00:00,0.3587906963509317,184.1544160926808,0.3587906963509317,35.62304136381718,1,2016
Angela_DER_AY470_eobs_4001__2016__southbound_01,Angela / DER AY470 (eobs 4001),2016,1,198,87,12.185438499999997,Angela / DER AY470 (eobs 4001),2016-08-04 00:00:00+00:00,47.97890815,7.949051600000001,218,2016-08-04T02:00:23+00:00,0.0432807798591524,94.8263502296686,0.0432807798591524,89.3280658630122,2,2016
Angela_DER_AY470_eobs_4001__2016__southbound_01,Angela / DER AY470 (eobs 4001),2016,1,198,87,12.185438499999997,Angela / DER AY470 (eobs 4001),2016-08-05 00:00:00+00:00,47.9805015,7.9477158,219,2016-08-05T02:00:23+00:00,0.2031651687541414,330.6996780013857,0.2031651687541414,124.12667222828291,3,2016
Angela_DER_AY470_eobs_4001__2016__southbound_01,Angela / DER AY470 (eobs 4001),2016,1,198,87,12.185438499999997,Angela / DER AY470 (eobs 4001),2016-08-06 00:00:00+00:00,47.98240765,7.939734599999999,220,2016-08-06T02:00:23+00:00,0.6307269031669869,289.63924239548265,0.6307269031669869,41.060435605903024,4,2016
Angela_DER_AY470_eobs_4001__2016__southbound_01,Angela / DER AY470 (eobs 4001),2016,1,198,87,12.185438499999997,Angela / DER AY470 (eobs 4001),2016-08-07 00:00:00+00:00,47.975827,7.7903361,219,2016-08-07T02:00:23+00:00,11.144396402881425,266.2907741667681,11.144396402881425,23.34846822871458,0,2016
Angela_DER_AY470_eobs_4001__2016__southbound_01,Angela / DER AY470 (eobs 4001),2016,1,198,87,12.185438499999997,Angela / DER AY470 (eobs 4001),2016-08-08 00:00:00+00:00,47.63123735,7.219909250000001,218,2016-08-08T02:00:23+00:00,57.29910025674701,228.2440047046712,57.29910025674701,38.04676946209688,0,2016
