path_id,source_individual_local_identifier,path_year,path_copy_index,corridor_rows,path_rows,north_anchor_date,south_anchor_date,north_anchor_lat,south_anchor_lat,north_anchor_lon,south_anchor_lon,lat_drop_deg
Adi_plus_DER_AU893_eobs_3029__2017__southbound_01,Adi + / DER AU893 (eobs 3029),2017,1,129,58,2017-08-25 00:00:00+00:00,2017-10-21 00:00:00+00:00,49.6563873,37.03621125,8.364175,-6.151930350000001,12.620176049999998
Adi_plus_DER_AU893_eobs_3029__2018__southbound_01,Adi + / DER AU893 (eobs 3029),2018,1,128,124,2018-08-22 00:00:00+00:00,2018-12-27 00:00:00+00:00,48.8776469,38.85595605,8.19229385,-3.6589045,10.021690849999999
Aldo_plus_DER_AT881_eobs_3946__2014__southbound_01,Aldo +  / DER AT881 (eobs 3946),2014,1,168,76,2014-07-28 00:00:00+00:00,2014-10-11 00:00:00+00:00,49.823797,42.0998472,10.8417485,-1.1786221,7.7239498
Baunach_1_9698_ABR25__2023__southbound_01,Baunach 1 9698 ABR25,2023,1,196,161,2023-06-29 00:00:00+00:00,2023-12-06 00:00:00+00:00,49.9859253,33.869357,10.8512835,-6.818987,16.116568299999997
Baunach_2_plus_9704_ABR20__2023__southbound_01,Baunach 2 + 9704 ABR20,2023,1,166,71,2023-08-07 00:00:00+00:00,2023-10-16 00:00:00+00:00,49.9913684,36.2634553,10.8629391,-5.899505,13.727913100000002
Bella_plus_DER_A2M39_e-obs_6988__2019__southbound_01,Bella + / DER A2M39 (e-obs 6988),2019,1,104,57,2019-07-27 00:00:00+00:00,2019-09-21 00:00:00+00:00,48.63070615,41.06149015,11.4525302,-2.6602815,7.569216000000004
Bembo_Sparky_DER_AU891_eobs_3042__2016__southbound_01,Bembo Sparky / DER AU891 (eobs 3042),2016,1,201,142,2016-08-11 00:00:00+00:00,2016-12-30 00:00:00+00:00,48.7784479,34.2743822,10.29594355,-6.5809934,14.504065700000005
Bembo_Sparky_DER_AU891_eobs_3042__2018__southbound_01,Bembo Sparky / DER AU891 (eobs 3042),2018,1,211,126,2018-08-11 00:00:00+00:00,2018-12-17 00:00:00+00:00,49.2660808,38.8558791,10.5085483,-3.65883805,10.410201699999995
Bembo_Sparky_DER_AU891_eobs_3042__2019__southbound_01,Bembo Sparky / DER AU891 (eobs 3042),2019,1,214,129,2019-06-28 00:00:00+00:00,2019-11-03 00:00:00+00:00,49.2614208,40.3007643,10.5336348,-3.5231007,8.960656500000006
Bembo_Sparky_DER_AU891_eobs_3042__2020__southbound_01,Bembo Sparky / DER AU891 (eobs 3042),2020,1,214,113,2020-06-01 00:00:00+00:00,2020-09-21 00:00:00+00:00,49.2610349,40.2596274,10.53332505,-3.63786575,9.0014075
Bembo_Sparky_DER_AU891_eobs_3042__2021__southbound_01,Bembo Sparky / DER AU891 (eobs 3042),2021,1,214,124,2021-07-03 00:00:00+00:00,2021-11-03 00:00:00+00:00,49.2162368,40.2916371,10.6649371,-3.6336399,8.924599699999995
Bembo_Sparky_DER_AU891_eobs_3042__2023__southbound_01,Bembo Sparky / DER AU891 (eobs 3042),2023,1,213,122,2023-06-11 00:00:00+00:00,2023-10-11 00:00:00+00:00,49.2573709,40.23583825,10.54628245,-3.63386675,9.021532649999997
Carolin_plus_DER_AT884_eobs_3962__2014__southbound_01,Carolin + / DER AT884 (eobs 3962),2014,1,189,78,2014-08-08 00:00:00+00:00,2014-10-26 00:00:00+00:00,49.9180465,31.60364585,11.40284165,-7.884885,18.314400650000003
Elfie_plus_DER_AU860_eobs_4408__2015__southbound_01,Elfie + / DER AU860 (eobs 4408),2015,1,203,76,2015-08-08 00:00:00+00:00,2015-10-22 00:00:00+00:00,48.68696585,41.5372855,11.39988925,0.5499663,7.149680349999997
Elfie_plus_DER_AU860_eobs_4408__2017__southbound_01,Elfie + / DER AU860 (eobs 4408),2017,1,214,193,2017-06-01 00:00:00+00:00,2017-12-10 00:00:00+00:00,49.0002416,43.5852958,10.6151472,4.3983335,5.414945800000005
Elfie_plus_DER_AU860_eobs_4408__2019__southbound_01,Elfie + / DER AU860 (eobs 4408),2019,1,132,102,2019-08-22 00:00:00+00:00,2019-12-01 00:00:00+00:00,48.6553421,43.5788537,8.02084765,4.4306925,5.076488399999995
Elfie_plus_DER_AU860_eobs_4408__2020__southbound_01,Elfie + / DER AU860 (eobs 4408),2020,1,131,109,2020-08-15 00:00:00+00:00,2020-12-13 00:00:00+00:00,49.7940857,43.578857,10.9145573,4.3944804,6.215228699999997
Elfie_plus_DER_AU860_eobs_4408__2021__southbound_01,Elfie + / DER AU860 (eobs 4408),2021,1,123,113,2021-08-24 00:00:00+00:00,2021-12-20 00:00:00+00:00,49.4722197,43.5767606,10.9102798,4.3805212,5.8954590999999965
Frensdorf_1_12171_ABR22__2023__southbound_01,Frensdorf 1 12171 ABR22,2023,1,99,59,2023-07-29 00:00:00+00:00,2023-09-25 00:00:00+00:00,49.8196607,30.1795581,10.87114225,-8.9103184,19.6401026
Frensdorf_3_plus_12173_ABR24__2023__southbound_01,Frensdorf 3 + 12173 ABR24,2023,1,103,64,2023-07-28 00:00:00+00:00,2023-09-29 00:00:00+00:00,49.8202755,35.0020275,10.867041,-5.9737389,14.818248000000004
Happy_Hippi_plus_DER_AU859_eobs_4407__2015__southbound_01,Happy Hippi + / DER AU859 (eobs 4407),2015,1,203,137,2015-08-12 00:00:00+00:00,2015-12-26 00:00:00+00:00,48.6293844,43.0985887,11.4535795,2.9642786,5.530795699999999
Johannes_Weichlein_plus_DER_AT896_eobs2847__2015__southbound_01,Johannes Weichlein + / DER AT896 (eobs2847),2015,1,127,97,2015-07-18 00:00:00+00:00,2015-11-11 00:00:00+00:00,49.83074735,41.5256327,10.73851745,-2.3149561,8.30511465
Jutta_plus_DER_AF371_eobs_3960__2014__southbound_01,Jutta + / DER AF371 (eobs 3960),2014,1,192,96,2014-07-24 00:00:00+00:00,2014-10-27 00:00:00+00:00,49.8190762,34.3590285,10.86534695,-6.493364,15.460047699999997
Klappi_plus_DER_A2M35_e-obs_3051__2018__southbound_01,Klappi + / DER A2M35 (e-obs 3051),2018,1,199,82,2018-08-08 00:00:00+00:00,2018-10-30 00:00:00+00:00,48.75755765,36.56910765,11.8397781,-6.1521072,12.188450000000003
Klippi_DER_AU955_e-obs_3018__2023__southbound_01,Klippi / DER AU955 (e-obs 3018),2023,1,104,60,2023-07-15 00:00:00+00:00,2023-10-11 00:00:00+00:00,48.279144,34.2170192,9.7978732,36.9318803,14.0621248
Krug_plus_DER_AT891_eobs_2551__2015__southbound_01,Krug + / DER AT891 (eobs 2551),2015,1,89,82,2015-06-25 00:00:00+00:00,2015-09-14 00:00:00+00:00,49.86395935,41.1278902,10.842425,-1.428495,8.736069149999999
Loriana_plus_A3M19_e-obs_7990__2021__southbound_01,"Loriana + (A3M19, e-obs 7990)",2021,1,206,109,2021-08-30 00:00:00+00:00,2021-12-16 00:00:00+00:00,48.6305565,41.4703578,11.4508548,-0.5351643,7.160198699999995
Moenchsambach_2_12181_ABR26__2023__southbound_01,Moenchsambach 2 12181 ABR26,2023,1,196,51,2023-08-09 00:00:00+00:00,2023-09-28 00:00:00+00:00,49.8304812,40.2572552,10.7626064,-3.6312741,9.573225999999998
Moenchsambach_4_12183_ABR27__2023__southbound_01,Moenchsambach 4 12183 ABR27,2023,1,196,110,2023-08-15 00:00:00+00:00,2023-12-02 00:00:00+00:00,49.8335029,33.43067855,10.7659777,-7.55853205,16.402824349999996
Petersilie_plus_DER_AT888_eobs_3989__2014__southbound_01,Petersilie + / DER AT888 (eobs 3989),2014,1,168,67,2014-09-10 00:00:00+00:00,2014-11-15 00:00:00+00:00,49.7640541,41.53722995,10.8043641,0.59744325,8.226824150000006
Reichertshofen_plus_DER_AU870_eobs_3990__2015__southbound_01,Reichertshofen + / DER AU870 (eobs 3990),2015,1,171,112,2015-07-28 00:00:00+00:00,2015-11-16 00:00:00+00:00,48.656462950000005,36.17014005,11.46854345,-5.718666499999999,12.486322900000005
Resl_plus_DER_AT883_eobs_3948__2014__southbound_01,Resl + / DER AT883 (eobs 3948),2014,1,141,62,2014-08-06 00:00:00+00:00,2014-10-06 00:00:00+00:00,49.8357921,39.8513562,10.8150775,-4.3239407,9.984435900000001
Rosalie_DER_A2M38_e-obs_6993__2020__southbound_01,Rosalie / DER A2M38 (e-obs 6993),2020,1,214,171,2020-07-13 00:00:00+00:00,2020-12-30 00:00:00+00:00,48.69793755,41.51471715,11.19689975,0.48772835,7.183220399999996
Rosalie_DER_A2M38_e-obs_6993__2021__southbound_01,Rosalie / DER A2M38 (e-obs 6993),2021,1,211,147,2021-07-01 00:00:00+00:00,2021-11-24 00:00:00+00:00,49.7098132,41.5311109,11.09741055,0.5014274999999999,8.178702299999998
Rosalie_DER_A2M38_e-obs_6993__2022__southbound_01,Rosalie / DER A2M38 (e-obs 6993),2022,1,214,97,2022-06-12 00:00:00+00:00,2022-09-16 00:00:00+00:00,49.6043816,41.55683495,10.5260057,-0.8643592499999999,8.047546650000001
Rosalie_DER_A2M38_e-obs_6993__2023__southbound_01,Rosalie / DER A2M38 (e-obs 6993),2023,1,214,143,2023-07-23 00:00:00+00:00,2023-12-12 00:00:00+00:00,49.2711669,41.5377081,10.43573585,0.61350355,7.733458799999994
Rudolph_plus_A3M22_e-obs_8046__2021__southbound_01,"Rudolph + (A3M22, e-obs 8046)",2021,1,138,66,2021-08-01 00:00:00+00:00,2021-10-05 00:00:00+00:00,48.55080015,39.8563166,11.5238635,-4.20218255,8.694483550000001
Spoerlein_Reisen_2plus_DER_AT899_eobs_2665__2015__southbound_01,Spoerlein Reisen 2+ / DER AT899 (eobs 2665),2015,1,197,99,2015-08-01 00:00:00+00:00,2015-11-07 00:00:00+00:00,49.83010795,34.0044437,10.77371215,-4.935594849999999,15.825664249999996
Spoerlein_Reisen_2plus_DER_AT899_eobs_2665__2017__southbound_01,Spoerlein Reisen 2+ / DER AT899 (eobs 2665),2017,1,214,171,2017-07-10 00:00:00+00:00,2017-12-27 00:00:00+00:00,49.815729,41.5265973,10.8599122,0.5504435000000001,8.289131699999999
Steppach_1_12177_AEH95__2023__southbound_01,Steppach 1 12177 AEH95,2023,1,98,53,2023-08-03 00:00:00+00:00,2023-09-24 00:00:00+00:00,49.7717784,40.2152383,10.8235953,-3.57997375,9.5565401
Steppach_2_12178_AEH96__2023__southbound_01,Steppach 2 12178 AEH96,2023,1,196,84,2023-08-04 00:00:00+00:00,2023-10-26 00:00:00+00:00,49.77206295,33.8696204,10.82404745,-6.8132759,15.902442549999996
Steppach_3_12179_AEH97__2023__southbound_01,Steppach 3 12179 AEH97,2023,1,196,160,2023-07-13 00:00:00+00:00,2023-12-19 00:00:00+00:00,49.7713352,40.1553958,10.8053919,-3.5722969,9.615939400000002
Steppach_5_12185__2023__southbound_01,Steppach 5 12185,2023,1,196,97,2023-08-04 00:00:00+00:00,2023-11-08 00:00:00+00:00,49.7719094,33.445226,10.820333,-7.62080475,16.3266834
Steppach_6_12186__2023__southbound_01,Steppach 6 12186,2023,1,116,50,2023-08-04 00:00:00+00:00,2023-12-11 00:00:00+00:00,49.7717836,30.32534635,10.8220535,-9.15044205,19.44643725
Steppach_7_plus_12187__2023__southbound_01,Steppach 7 +  12187,2023,1,84,59,2023-07-12 00:00:00+00:00,2023-09-08 00:00:00+00:00,49.7721674,39.8361281,10.803931,-4.2593912,9.936039299999997
Viola_plus_DER_AT885_eobs_3963__2014__southbound_01,Viola + / DER AT885 (eobs 3963),2014,1,189,93,2014-08-08 00:00:00+00:00,2014-11-10 00:00:00+00:00,49.91820185,36.3049358,11.40110835,-5.8037002,13.61326605
Viola_plus_DER_AT885_eobs_3963__2015__southbound_01,Viola + / DER AT885 (eobs 3963),2015,1,76,54,2015-06-23 00:00:00+00:00,2015-08-15 00:00:00+00:00,39.4836185,31.3580615,-5.9628735,-7.7326059,8.125556999999997
Vitus_plus_DER_AT886_eobs2760__2015__southbound_01,Vitus + / DER AT886 (eobs2760),2015,1,88,57,2015-07-19 00:00:00+00:00,2015-09-15 00:00:00+00:00,49.83084945,30.3600617,10.73781535,-8.9446115,19.470787750000003
Wildwuchs_29_plus_DER_AT900_eobs_2666__2015__southbound_01,Wildwuchs 29 + / DER AT900 (eobs 2666),2015,1,197,124,2015-07-17 00:00:00+00:00,2015-11-17 00:00:00+00:00,49.826040500000005,36.1953828,10.7851519,-5.43938085,13.630657700000008
Wingersdorf_1_12174_A1X36__2023__southbound_01,Wingersdorf 1 12174 A1X36,2023,1,196,190,2023-06-20 00:00:00+00:00,2023-12-26 00:00:00+00:00,49.78545045,38.8558652,10.8635043,-3.6604147,10.929585250000002
Wingersdorf_2_12175_AEH98__2023__southbound_01,Wingersdorf 2 12175 AEH98,2023,1,72,65,2023-06-26 00:00:00+00:00,2023-08-31 00:00:00+00:00,49.7854463,30.1826086,10.8634993,33.672829,19.6028377
Wingersdorf_3_12176_AEH99__2023__southbound_01,Wingersdorf 3 12176 AEH99,2023,1,196,135,2023-06-19 00:00:00+00:00,2023-10-31 00:00:00+00:00,49.7854748,41.5441508,10.8634449,-0.6264105,8.241324000000006
Ziegentom_plus_DER_AF370_eobs_3961__2015__southbound_01,Ziegentom + / DER AF370 (eobs 3961),2015,1,107,93,2015-06-15 00:00:00+00:00,2015-09-15 00:00:00+00:00,49.7789128,32.3760945,10.8184778,35.211658,17.4028183
