accuracy,balanced_accuracy,f1,false_negative_rate,false_positive_rate,feature_columns,fixed_0_5_accuracy,fixed_0_5_balanced_accuracy,fixed_0_5_f1,fixed_0_5_false_negative_rate,fixed_0_5_false_positive_rate,fixed_0_5_fn,fixed_0_5_fp,fixed_0_5_pr_auc,fixed_0_5_precision,fixed_0_5_recall,fixed_0_5_roc_auc,fixed_0_5_specificity,fixed_0_5_threshold,fixed_0_5_tn,fixed_0_5_tp,fn,fp,group_column,identity_column,k,model,n_features,pr_auc,precision,recall,roc_auc,selected_threshold,specificity,split_mode,test_fly_rate,test_samples,threshold,tn,tp,train_fly_rate,train_samples
0.9194113524877365,0.8332462895984036,0.7228915662650603,0.2890995260663507,0.044407894736842105,"['lat_median', 'lon_median', 'delta_lat', 'delta_lon', 'step_length_km', 'heading_sin', 'heading_cos', 'doy_sin', 'doy_cos', 'stopover_duration_days']",0.8934828311142257,0.8415342822399601,0.680672268907563,0.23222748815165878,0.08470394736842106,49,103,0.713666060519832,0.6113207547169811,0.7677725118483413,0.8871952170117235,0.915296052631579,0.5,1113,162,61,54,path_id,source_individual_local_identifier,10,logistic_regression_balanced,10,0.713666060519832,0.7352941176470589,0.7109004739336493,0.8871952170117235,0.6388148485543264,0.9555921052631579,chronological,0.14786264300346375,1427,0.6388148485543264,1162,150,0.19025927782058716,5708
0.9215136650315346,0.8266459060863058,0.7227722772277227,0.3080568720379147,0.038651315789473686,"['lat_median', 'lon_median', 'delta_lat', 'delta_lon', 'step_length_km', 'heading_sin', 'heading_cos', 'doy_sin', 'doy_cos', 'stopover_duration_days']",0.9215136650315346,0.7933516774756797,0.6972972972972973,0.3886255924170616,0.024671052631578948,82,30,0.7585173475211293,0.8113207547169812,0.6113744075829384,0.911499906460464,0.975328947368421,0.5,1186,129,65,47,path_id,source_individual_local_identifier,10,random_forest_balanced,10,0.7585173475211293,0.7564766839378239,0.6919431279620853,0.911499906460464,0.3800998133460731,0.9613486842105263,chronological,0.14786264300346375,1427,0.3800998133460731,1169,146,0.19025927782058716,5708
0.8829712683952348,0.7947949172264241,0.6706114398422091,0.3436293436293436,0.06678082191780822,"['lat_median', 'lon_median', 'delta_lat', 'delta_lon', 'step_length_km', 'heading_sin', 'heading_cos', 'doy_sin', 'doy_cos', 'stopover_duration_days']",0.8360196215837421,0.7961618051515311,0.6188925081433224,0.26640926640926643,0.14126712328767124,69,165,0.6788896370689047,0.5352112676056338,0.7335907335907336,0.8729042153699689,0.8587328767123288,0.5,1003,190,89,78,path_id,source_individual_local_identifier,10,logistic_regression_balanced,10,0.6788896370689047,0.6854838709677419,0.6563706563706564,0.8729042153699689,0.6238671371173065,0.9332191780821918,stratified,0.181499645113945,1427,0.6238671371173065,1090,170,0.18185003101825714,5708
0.8997897687456202,0.8005616306130006,0.70020964360587,0.3552123552123552,0.04366438356164384,"['lat_median', 'lon_median', 'delta_lat', 'delta_lon', 'step_length_km', 'heading_sin', 'heading_cos', 'doy_sin', 'doy_cos', 'stopover_duration_days']",0.8948843728100911,0.773526339450997,0.6681415929203539,0.416988416988417,0.03595890410958904,108,42,0.754249488680816,0.7823834196891192,0.583011583011583,0.896268577775427,0.964041095890411,0.5,1126,151,92,51,path_id,source_individual_local_identifier,10,random_forest_balanced,10,0.754249488680816,0.7660550458715596,0.6447876447876448,0.896268577775427,0.43232578862450266,0.9563356164383562,stratified,0.181499645113945,1427,0.43232578862450266,1117,167,0.18185003101825714,5708
0.9056,0.8291624489183819,0.7121951219512195,0.28431372549019607,0.05736137667304015,"['lat_median', 'lon_median', 'delta_lat', 'delta_lon', 'step_length_km', 'heading_sin', 'heading_cos', 'doy_sin', 'doy_cos', 'stopover_duration_days']",0.8728,0.8332396055936715,0.6652631578947368,0.22549019607843138,0.10803059273422562,46,113,0.7127864109462869,0.5830258302583026,0.7745098039215687,0.8797238780789562,0.8919694072657743,0.5,933,158,58,60,path_id,source_individual_local_identifier,20,logistic_regression_balanced,10,0.7127864109462869,0.7087378640776699,0.7156862745098039,0.8797238780789562,0.6582446741276213,0.9426386233269598,chronological,0.1632000058889389,1250,0.6582446741276213,986,146,0.182236447930336,4999
0.9152,0.842790462265212,0.7389162561576355,0.2647058823529412,0.0497131931166348,"['lat_median', 'lon_median', 'delta_lat', 'delta_lon', 'step_length_km', 'heading_sin', 'heading_cos', 'doy_sin', 'doy_cos', 'stopover_duration_days']",0.9152,0.8013581149476999,0.7087912087912089,0.36764705882352944,0.029636711281070746,75,31,0.7761849141133027,0.80625,0.6323529411764706,0.9161699096464588,0.9703632887189293,0.5,1015,129,54,52,path_id,source_individual_local_identifier,20,random_forest_balanced,10,0.7761849141133027,0.7425742574257426,0.7352941176470589,0.9161699096464588,0.30660625831330846,0.9502868068833652,chronological,0.1632000058889389,1250,0.30660625831330846,994,150,0.182236447930336,4999
0.8632,0.7710581125748295,0.6208425720620842,0.3721973094170404,0.08568646543330087,"['lat_median', 'lon_median', 'delta_lat', 'delta_lon', 'step_length_km', 'heading_sin', 'heading_cos', 'doy_sin', 'doy_cos', 'stopover_duration_days']",0.816,0.7633972430475808,0.5692883895131087,0.3183856502242152,0.15481986368062317,71,159,0.6160383070898847,0.4887459807073955,0.6816143497757847,0.8571615703363447,0.8451801363193768,0.5,868,152,83,88,path_id,source_individual_local_identifier,20,logistic_regression_balanced,10,0.6160383070898847,0.6140350877192983,0.6278026905829597,0.8571615703363447,0.6087797943879443,0.9143135345666992,stratified,0.17839999496936798,1250,0.6087797943879443,939,140,0.17843568325042725,4999
0.8864,0.797463988018566,0.6743119266055047,0.34080717488789236,0.06426484907497566,"['lat_median', 'lon_median', 'delta_lat', 'delta_lon', 'step_length_km', 'heading_sin', 'heading_cos', 'doy_sin', 'doy_cos', 'stopover_duration_days']",0.892,0.7552342361617493,0.6419098143236075,0.45739910313901344,0.03213242453748783,102,33,0.7104274536614745,0.7857142857142857,0.5426008968609866,0.8860934150143437,0.9678675754625121,0.5,994,121,76,66,path_id,source_individual_local_identifier,20,random_forest_balanced,10,0.7104274536614745,0.6901408450704225,0.6591928251121076,0.8860934150143437,0.3379095189059054,0.9357351509250244,stratified,0.17839999496936798,1250,0.3379095189059054,961,147,0.17843568325042725,4999
0.8909426987060998,0.7989099587203302,0.6569767441860466,0.3352941176470588,0.0668859649122807,"['lat_median', 'lon_median', 'delta_lat', 'delta_lon', 'step_length_km', 'heading_sin', 'heading_cos', 'doy_sin', 'doy_cos', 'stopover_duration_days']",0.8530499075785583,0.7907894736842105,0.5994962216624684,0.3,0.11842105263157894,51,108,0.6646122378812032,0.5242290748898678,0.7,0.8501999484004128,0.881578947368421,0.5,804,119,57,61,path_id,source_individual_local_identifier,30,logistic_regression_balanced,10,0.6646122378812032,0.6494252873563219,0.6647058823529411,0.8501999484004128,0.6706923729270939,0.9331140350877193,chronological,0.15711645781993866,1082,0.6706923729270939,851,113,0.17791128158569336,4328
0.9177449168207024,0.8148090815273478,0.7174603174603175,0.3352941176470588,0.03508771929824561,"['lat_median', 'lon_median', 'delta_lat', 'delta_lon', 'step_length_km', 'heading_sin', 'heading_cos', 'doy_sin', 'doy_cos', 'stopover_duration_days']",0.9140480591497228,0.7839009287925697,0.6847457627118645,0.40588235294117647,0.02631578947368421,69,24,0.7414899372953464,0.808,0.5941176470588235,0.8998710010319917,0.9736842105263158,0.5,888,101,57,32,path_id,source_individual_local_identifier,30,random_forest_balanced,10,0.7414899372953464,0.7793103448275862,0.6647058823529411,0.8998710010319917,0.3646874637039253,0.9649122807017544,chronological,0.15711645781993866,1082,0.3646874637039253,880,113,0.17791128158569336,4328
