baseline_model,best_balanced_score,best_epoch,best_test_loss,distance_weight_bins,distance_weight_config,distance_weight_max_test,distance_weight_max_train,distance_weight_mean_test,distance_weight_mean_train,distance_weight_scope,distance_weighted_training,feature_mode,final_test_loss,final_unweighted_test_loss,fixed_0_5_fly_accuracy,fixed_0_5_fly_f1,fixed_0_5_fly_false_positive_rate,fixed_0_5_fly_fn,fixed_0_5_fly_fp,fixed_0_5_fly_pr_auc,fixed_0_5_fly_precision,fixed_0_5_fly_recall,fixed_0_5_fly_roc_auc,fixed_0_5_fly_specificity,fixed_0_5_fly_threshold,fixed_0_5_fly_tn,fixed_0_5_fly_tp,fly_accuracy,fly_error_mean_km,fly_f1,fly_false_positive_rate,fly_fn,fly_fp,fly_pr_auc,fly_precision,fly_recall,fly_roc_auc,fly_specificity,fly_threshold,fly_tn,fly_tp,gated_fly_error_mean_km,gated_mean_error_km,gated_median_error_km,gated_migration100_error_mean_km,gated_migration50_error_mean_km,gated_p90_error_km,gated_p95_error_km,gated_stationary_error_mean_km,k,kind,mean_error_km,median_error_km,migration100_error_mean_km,migration50_error_mean_km,model,model_family,movement_categories,n_layers,p90_error_km,p95_error_km,params,pos_weight,raw_pos_weight,runtime_seconds,selection_reason,setup,setup_fly_threshold_km,stationary_error_mean_km,test_fly_rate,test_samples,train_fly_rate,train_samples,weather_baseline_mean_error_km,weather_baseline_migration50_error_mean_km
triline_transformer_2l_k7,12.99590023305233,11,2.288039662445973,"[1.0, 1.5, 2.5, 4.0]",distance_only,4.0,4.0,1.3079514503479004,1.3701988458633423,distance_loss_only,True,full,2.3155958157665326,2.1133409825296736,0.9083557951482479,0.6909090909090909,0.05752561071710008,63,73,0.7053730471215253,0.6755555555555556,0.7069767441860465,0.899382410614474,0.9424743892829,0.5,1196,152,0.9157681940700808,68.68734545589965,0.7002398081534772,0.04412923561859732,69,56,0.7053730471215253,0.7227722772277227,0.6790697674418604,0.899382410614474,0.9558707643814027,0.6768452987400815,1213,146,68.98310792751107,12.99590023305233,0.8311606258173447,122.43054026223422,94.56694839881166,44.444401143896066,75.6773356489412,3.510281908144028,7,triline_transformer,13.7216192061802,2.0057136186528024,122.26124549557291,94.23420935569462,triline_transformer_2l_k7__distance_only,triline,"['stationary', 'short', 'medium', 'large']",2,44.2213101555166,75.6773356489412,435154,4.207017543859649,4.207017543859649,37.33139967918396,balanced_checkpoint_score,setup_10km,10.0,4.4090651134381345,0.14487870037555695,1484,0.19204851984977722,5936,13.252596414900404,104.09316398584257
triline_transformer_2l_k7,12.884425488399009,17,2.275028643261069,"[1.0, 2.0, 4.0, 8.0]",current_bins,8.0,8.0,1.6684635877609253,1.8084568977355957,distance_and_direction_losses,True,full,2.3869069136699257,2.1421218856647006,0.9016172506738545,0.685344827586207,0.07092198581560284,56,90,0.7059791682712888,0.6385542168674698,0.7395348837209302,0.9030842817087251,0.9290780141843972,0.5,1179,159,0.9225067385444744,66.89754309856295,0.7073791348600508,0.030732860520094562,76,39,0.7059791682712888,0.7808988764044944,0.6465116279069767,0.9030842817087251,0.9692671394799054,0.768761932849884,1230,139,67.7731881219282,12.884425488399009,0.8088853930284174,115.26910552098263,91.37503116802691,45.12685132687277,81.08931387126297,3.5849109366190417,7,triline_transformer,13.71084468788969,1.8384354584996077,114.76471292400437,90.43214695159384,triline_transformer_2l_k7__current_bins,triline,"['stationary', 'short', 'medium', 'large']",2,44.80064821385936,80.8577697537489,435154,4.207017543859649,4.207017543859649,45.913755655288696,balanced_checkpoint_score,setup_10km,10.0,4.69970193115624,0.14487870037555695,1484,0.19204851984977722,5936,13.252596414900404,104.09316398584257
triline_transformer_4l_k7,12.625136471941813,6,2.157261397960694,"[1.0, 1.25, 1.75, 2.5]",mild_bins,2.5,2.5,1.1539757251739502,1.1850993633270264,distance_and_direction_losses,True,full,2.157261397960694,2.076761238658525,0.8955525606469003,0.6736842105263158,0.07880220646178093,55,100,0.7114716993476078,0.6153846153846154,0.7441860465116279,0.8884930452471274,0.9211977935382191,0.5,1169,160,0.9265498652291105,68.67516118511472,0.7212276214833759,0.027580772261623327,74,35,0.7114716993476078,0.8011363636363636,0.6558139534883721,0.8884930452471274,0.9724192277383766,0.8266496497392655,1234,141,69.09148421698902,12.625136471941813,0.8049111122092937,126.48684613114143,96.50826943602225,40.850478980668285,73.84955850068992,3.0583399666737687,7,triline_transformer,13.552784000015498,2.0392208502030984,126.26207617544136,96.04293875142145,triline_transformer_4l_k7__mild_bins,triline,"['stationary', 'short', 'medium', 'large']",4,41.172770721543365,73.65210920054903,831698,4.207017543859649,4.207017543859649,38.67071032524109,balanced_checkpoint_score,setup_10km,10.0,4.213689362666144,0.14487870037555695,1484,0.19204851984977722,5936,13.576151340911602,103.52778075833828
triline_transformer_4l_k7,12.87410622106301,5,2.267048142990976,"[1.0, 1.5, 2.5, 4.0]",medium_bins,4.0,4.0,1.3079514503479004,1.3701988458633423,distance_and_direction_losses,True,full,2.267048142990976,2.09889152300647,0.9144204851752021,0.6968973747016706,0.045705279747832936,69,58,0.6957494693384079,0.7156862745098039,0.6790697674418604,0.8804002419044477,0.9542947202521671,0.5,1211,146,0.9204851752021563,68.91874642283946,0.7107843137254902,0.037825059101654845,70,48,0.6957494693384079,0.7512953367875648,0.6744186046511628,0.8804002419044477,0.9621749408983451,0.5453190690279007,1221,145,69.22338905917287,12.87410622106301,0.8101464395814337,119.32858328844085,94.06802109748241,43.513731383787174,80.515578422445,3.3271434076716586,7,triline_transformer,13.662440261823635,2.109634313773606,119.20233566482898,93.75053557919338,triline_transformer_4l_k7__medium_bins,triline,"['stationary', 'short', 'medium', 'large']",4,42.932308473884454,80.515578422445,831698,4.207017543859649,4.207017543859649,36.01862573623657,balanced_checkpoint_score,setup_10km,10.0,4.300654742029778,0.14487870037555695,1484,0.19204851984977722,5936,13.576151340911602,103.52778075833828
triline_transformer_4l_k7,12.851177952298176,6,2.260643272065731,"[1.0, 1.5, 2.5, 4.0]",distance_only,4.0,4.0,1.3079514503479004,1.3701988458633423,distance_loss_only,True,full,2.260643272065731,2.104344664879565,0.9070080862533693,0.6877828054298643,0.0591016548463357,63,75,0.7042741709110887,0.6696035242290749,0.7069767441860465,0.886792383675115,0.9408983451536643,0.5,1194,152,0.9225067385444744,66.918047680678,0.7117794486215538,0.03309692671394799,73,42,0.7042741709110887,0.7717391304347826,0.6604651162790698,0.886792383675115,0.966903073286052,0.7473288755863905,1227,142,67.26695143150188,12.851177952298176,0.8078201806387191,114.47766224330728,89.71470452906777,45.38889331947848,80.49808391471758,3.631799466853895,7,triline_transformer,13.70893264795317,2.0838268433290397,114.2703373213595,89.28285346834845,triline_transformer_4l_k7__distance_only,triline,"['stationary', 'short', 'medium', 'large']",4,46.05013226964819,80.49808391471758,831698,4.207017543859649,4.207017543859649,37.29157328605652,balanced_checkpoint_score,setup_10km,10.0,4.693991960769687,0.14487870037555695,1484,0.19204851984977722,5936,13.576151340911602,103.52778075833828
triline_transformer_4l_k7,12.856298865129272,14,2.3193267908379074,"[1.0, 2.0, 4.0, 8.0]",current_bins,8.0,8.0,1.6684635877609253,1.8084568977355957,distance_and_direction_losses,True,full,2.3720270507740526,2.228239387193459,0.8921832884097035,0.6581196581196581,0.07801418439716312,61,99,0.6973414680121122,0.6086956521739131,0.7162790697674418,0.8917404291971339,0.9219858156028369,0.5,1170,154,0.9225067385444744,66.27194023507971,0.6997389033942559,0.026792750197005517,81,34,0.6973414680121122,0.7976190476190477,0.6232558139534884,0.8917404291971339,0.9732072498029944,0.8591173193603754,1235,134,67.46225876199117,12.856298865129272,0.8049111122092937,114.12423334124982,89.64416322827955,46.1222368365499,85.44429327698606,3.6046980945813516,7,triline_transformer,14.073359574048682,2.303686010094398,113.39039815366301,88.37213353689303,triline_transformer_4l_k7__current_bins,triline,"['stationary', 'short', 'medium', 'large']",4,45.80309221898348,84.52040111510208,831698,4.207017543859649,4.207017543859649,50.23832988739014,balanced_checkpoint_score,setup_10km,10.0,5.229628413984322,0.14487870037555695,1484,0.19204851984977722,5936,13.576151340911602,103.52778075833828
triline_lstm_2l_k14,12.953538835072989,11,2.25085005415067,"[1.0, 1.25, 1.75, 2.5]",mild_bins,2.5,2.5,1.1630353927612305,1.1770082712173462,distance_and_direction_losses,True,full,2.3343807612071186,2.16496578664512,0.8892171344165436,0.6636771300448431,0.07692307692307693,62,88,0.7474520135495806,0.6271186440677966,0.7047619047619048,0.8910797535797536,0.9230769230769231,0.5,1056,148,0.9224519940915805,69.11378886349856,0.7184986595174262,0.025349650349650348,76,29,0.7474520135495806,0.8220858895705522,0.638095238095238,0.8910797535797536,0.9746503496503497,0.791827086522244,1115,134,69.58182232404553,12.953538835072989,0.7846681751728088,122.31510558337887,97.99926044716094,44.06075433732194,76.21186689639316,2.558486796013344,14,triline_lstm,13.544021677756977,1.6330943720112006,122.00160248380686,97.55924853212063,triline_lstm_2l_k14__mild_bins,triline,"['stationary', 'short', 'medium', 'large']",2,43.74346408386329,76.21186689639316,301906,4.345508390918065,4.345508390918065,31.660279273986816,balanced_checkpoint_score,setup_10km,10.0,3.3432777013533634,0.15509600937366486,1354,0.18707294762134552,5415,13.957055790622135,103.82705894230492
triline_lstm_2l_k14,13.03631649702267,11,2.3253710548141684,"[1.0, 1.5, 2.5, 4.0]",medium_bins,4.0,4.0,1.3260709047317505,1.354016661643982,distance_and_direction_losses,True,full,2.3863861775644772,2.180317161706561,0.8825701624815362,0.6490066225165563,0.08391608391608392,63,96,0.7506004967421286,0.6049382716049383,0.7,0.8938228438228438,0.916083916083916,0.5,1048,147,0.9224519940915805,68.20612308761258,0.7244094488188977,0.028846153846153848,72,33,0.7506004967421286,0.8070175438596491,0.6571428571428571,0.8938228438228438,0.9711538461538461,0.7822348925180268,1111,138,68.69177253333568,13.03631649702267,0.7846681751728088,117.04601153845977,94.81388591532199,45.02549986025948,74.43304777229137,2.8198429239232508,14,triline_lstm,13.813847257334174,1.909462292501305,116.96925174219223,94.38653970572939,triline_lstm_2l_k14__medium_bins,triline,"['stationary', 'short', 'medium', 'large']",2,44.95792288698278,74.43304777229137,301906,4.345508390918065,4.345508390918065,30.566109895706177,balanced_checkpoint_score,setup_10km,10.0,3.8292511696082414,0.15509600937366486,1354,0.18707294762134552,5415,13.957055790622135,103.82705894230492
triline_lstm_2l_k14,13.084155184721636,11,2.3839635320745156,"[1.0, 1.5, 2.5, 4.0]",distance_only,4.0,4.0,1.3260709047317505,1.354016661643982,distance_loss_only,True,full,2.42220746185438,2.1959739759718473,0.8840472673559823,0.6594360086767896,0.08653846153846154,58,99,0.7483222126644075,0.6055776892430279,0.7238095238095238,0.8924658674658676,0.9134615384615384,0.5,1045,152,0.9217134416543574,68.21844868916958,0.7180851063829787,0.027097902097902096,75,31,0.7483222126644075,0.8132530120481928,0.6428571428571429,0.8924658674658676,0.9729020979020979,0.807139024308417,1113,135,68.87334825489161,13.084155184721636,0.7822581243602424,116.83216990321884,94.62558096009118,45.979191636752915,76.25539812894829,2.8431319812813443,14,triline_lstm,13.89607024910105,1.951693039593609,116.3840274659998,93.89594183484435,triline_lstm_2l_k14__distance_only,triline,"['stationary', 'short', 'medium', 'large']",2,45.80024126432018,76.25539812894829,301906,4.345508390918065,4.345508390918065,32.409883975982666,balanced_checkpoint_score,setup_10km,10.0,3.924304976011545,0.15509600937366486,1354,0.18707294762134552,5415,13.957055790622135,103.82705894230492
triline_lstm_2l_k14,13.047475869355159,11,2.333071273398012,"[1.0, 2.0, 4.0, 8.0]",current_bins,8.0,8.0,1.7082717418670654,1.7702677249908447,distance_and_direction_losses,True,full,2.3861436005709264,2.2642188727239385,0.879615952732644,0.652452025586354,0.09265734265734266,57,106,0.7545052939657005,0.5907335907335908,0.7285714285714285,0.8926282051282052,0.9073426573426573,0.5,1038,153,0.9217134416543574,66.31973575621899,0.7225130890052355,0.02972027972027972,72,34,0.7545052939657005,0.8023255813953488,0.6571428571428571,0.8926282051282052,0.9702797202797203,0.793941188295721,1110,138,66.86568329775666,13.047475869355159,0.7943819467291567,108.73861294003449,88.59674144117865,48.568172675777404,79.669749353541,3.168259470784953,14,triline_lstm,14.250116428103556,2.3420711085150066,108.60655752050161,88.0915725741823,triline_lstm_2l_k14__current_bins,triline,"['stationary', 'short', 'medium', 'large']",2,48.08737514353968,78.4214979078529,301906,4.345508390918065,4.345508390918065,33.75914025306702,balanced_checkpoint_score,setup_10km,10.0,4.691882110879572,0.15509600937366486,1354,0.18707294762134552,5415,13.957055790622135,103.82705894230492
