baseline_model,fly_error_mean_km_delta_weighted_minus_weather,fly_error_mean_km_improved,fly_error_mean_km_weather,fly_error_mean_km_weighted,gated_fly_error_mean_km_delta_weighted_minus_weather,gated_fly_error_mean_km_improved,gated_fly_error_mean_km_weather,gated_fly_error_mean_km_weighted,gated_mean_error_km_delta_weighted_minus_weather,gated_mean_error_km_improved,gated_mean_error_km_weather,gated_mean_error_km_weighted,gated_median_error_km_delta_weighted_minus_weather,gated_median_error_km_improved,gated_median_error_km_weather,gated_median_error_km_weighted,gated_migration50_error_mean_km_delta_weighted_minus_weather,gated_migration50_error_mean_km_improved,gated_migration50_error_mean_km_weather,gated_migration50_error_mean_km_weighted,gated_p90_error_km_delta_weighted_minus_weather,gated_p90_error_km_improved,gated_p90_error_km_weather,gated_p90_error_km_weighted,gated_p95_error_km_delta_weighted_minus_weather,gated_p95_error_km_improved,gated_p95_error_km_weather,gated_p95_error_km_weighted,gated_stationary_error_mean_km_delta_weighted_minus_weather,gated_stationary_error_mean_km_improved,gated_stationary_error_mean_km_weather,gated_stationary_error_mean_km_weighted,k,kind,mean_error_km_delta_weighted_minus_weather,mean_error_km_improved,mean_error_km_weather,mean_error_km_weighted,median_error_km_delta_weighted_minus_weather,median_error_km_improved,median_error_km_weather,median_error_km_weighted,migration50_error_mean_km_delta_weighted_minus_weather,migration50_error_mean_km_improved,migration50_error_mean_km_weather,migration50_error_mean_km_weighted,model,model_family,p90_error_km_delta_weighted_minus_weather,p90_error_km_improved,p90_error_km_weather,p90_error_km_weighted,p95_error_km_delta_weighted_minus_weather,p95_error_km_improved,p95_error_km_weather,p95_error_km_weighted,setup,stationary_error_mean_km_delta_weighted_minus_weather,stationary_error_mean_km_improved,stationary_error_mean_km_weather,stationary_error_mean_km_weighted
persistence,0.0,False,94.74983597748766,94.74983597748766,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,persistence,0.0,False,16.339407133996552,16.339407133996552,0.0,False,0.8082727182331646,0.8082727182331646,0.0,False,146.62910503452096,146.62910503452096,persistence,baseline,0.0,False,40.923995571751,40.923995571751,1.4210854715202004e-14,False,108.11717038463664,108.11717038463665,setup_10km,0.0,False,1.7234280732580762,1.7234280732580762
const_velocity,0.0,False,92.8596643149508,92.8596643149508,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,const_velocity,0.0,False,19.54231281414791,19.54231281414791,0.0,False,2.28170494968953,2.28170494968953,0.0,False,119.9864140083335,119.9864140083335,const_velocity,baseline,0.0,False,61.88703872289553,61.88703872289553,-1.4210854715202004e-14,True,120.5658292818282,120.56582928182819,setup_10km,0.0,False,5.875701240533331,5.875701240533331
direct_transformer_2l_k7,0.0,False,78.83565382841991,78.83565382841991,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,direct_transformer,1.7763568394002505e-15,False,14.274545749690583,14.274545749690585,0.0,False,3.393367978676742,3.393367978676742,0.0,False,85.63335244676999,85.63335244676999,direct_transformer_2l_k7,direct,0.0,False,42.71279991782659,42.71279991782659,0.0,False,73.72902169497426,73.72902169497426,setup_30km,0.0,False,6.907212095060814,6.907212095060814
direct_transformer_2l_k14,0.0,False,78.0894468173427,78.0894468173427,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,direct_transformer,0.0,False,17.997934694275028,17.997934694275028,-8.881784197001252e-16,True,5.690100844258756,5.6901008442587555,0.0,False,83.42578259590567,83.42578259590567,direct_transformer_2l_k14,direct,0.0,False,51.870697438876746,51.870697438876746,0.0,False,81.51231870934316,81.51231870934316,setup_30km,0.0,False,10.56753195042682,10.56753195042682
direct_mlp_last_day_k1,0.0,False,81.98958137808206,81.98958137808206,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,direct_mlp_last,0.0,False,14.341497833291358,14.341497833291358,0.0,False,3.705290085413627,3.705290085413627,0.0,False,90.46299049628546,90.46299049628546,direct_mlp_last_day_k1,direct,0.0,False,41.45636946891305,41.45636946891305,0.0,False,72.70787373290777,72.70787373290777,setup_30km,0.0,False,6.882026181212439,6.882026181212439
direct_transformer_2l_k7,0.0,False,65.4064701739166,65.4064701739166,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,direct_transformer,1.7763568394002505e-15,False,14.274545749690583,14.274545749690585,0.0,False,3.393367978676742,3.393367978676742,0.0,False,85.63335244676999,85.63335244676999,direct_transformer_2l_k7,direct,0.0,False,42.71279991782659,42.71279991782659,0.0,False,73.72902169497426,73.72902169497426,setup_10km,0.0,False,5.611532549368605,5.611532549368605
direct_transformer_2l_k14,0.0,False,65.37336569658001,65.37336569658001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,direct_transformer,0.0,False,17.997934694275028,17.997934694275028,-8.881784197001252e-16,True,5.690100844258756,5.6901008442587555,0.0,False,83.42578259590567,83.42578259590567,direct_transformer_2l_k14,direct,0.0,False,51.870697438876746,51.870697438876746,0.0,False,81.51231870934316,81.51231870934316,setup_10km,0.0,False,9.301395786509248,9.301395786509248
direct_mlp_last_day_k1,0.0,False,64.51159748980898,64.51159748980898,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,direct_mlp_last,0.0,False,14.341497833291358,14.341497833291358,0.0,False,3.705290085413627,3.705290085413627,0.0,False,90.46299049628546,90.46299049628546,direct_mlp_last_day_k1,direct,0.0,False,41.45636946891305,41.45636946891305,0.0,False,72.70787373290777,72.70787373290777,setup_10km,0.0,False,6.028217933622376,6.028217933622376
triline_lstm_2l_k7,-3.93932197283047,True,92.4872406578954,88.54791868506493,-3.3955934919095654,True,92.93136423383538,89.53577074192582,-0.04001881681665864,True,12.644186858536704,12.604168041720046,-0.01785351330394802,True,0.8078201806387191,0.789966667334771,-5.344627045174221,True,105.19681718786744,99.85219014269322,2.3842149153093857,False,36.32947532285186,38.71369023816125,-1.6239676321706185,True,76.28940096468465,74.66543333251403,0.34289961457532536,False,3.4822867376317506,3.825186352207076,7,triline_lstm,-0.002259776821778914,True,13.144139911016392,13.141880134194613,-0.012468168650215938,True,1.6358304702963833,1.6233623016461673,-5.93783862549563,True,104.7680104346084,98.83017180911277,triline_lstm_2l_k7__mild_bins,triline,2.6414289171850385,False,35.731565471893994,38.37299438907903,-1.6239676321706185,True,76.28940096468465,74.66543333251403,setup_30km,0.4470145878879199,False,4.0899722582193885,4.536986846107308
triline_lstm_2l_k7,-8.320771289224624,True,92.4872406578954,84.16646936867077,-7.371106046241323,True,92.93136423383538,85.56025818759406,-0.03228663881699312,True,12.644186858536704,12.611900219719711,-0.014195224242789295,True,0.8078201806387191,0.7936249563959298,-11.438925044817381,True,105.19681718786744,93.75789214305006,7.324224669431501,False,36.32947532285186,43.653699992283364,0.44099589784575244,False,76.28940096468465,76.7303968625304,0.8051762365047068,False,3.4822867376317506,4.287462974136457,7,triline_lstm,0.17005659713461796,False,13.144139911016392,13.31419650815101,0.09948015062969784,False,1.6358304702963833,1.7353106209260811,-12.436914457446122,True,104.7680104346084,92.33109597716228,triline_lstm_2l_k7__medium_bins,triline,6.77680569374791,False,35.731565471893994,42.508371165641904,-0.1391966705185439,True,76.28940096468465,76.1502042941661,setup_30km,1.1389798994819191,False,4.0899722582193885,5.228952157701308
triline_lstm_2l_k7,-8.327945927586,True,92.4872406578954,84.1592947303094,-7.39413638149648,True,92.93136423383538,85.5372278523389,-0.04269498408744177,True,12.644186858536704,12.601491874449263,-0.01785351330394802,True,0.8078201806387191,0.789966667334771,-11.45613175778199,True,105.19681718786744,93.74068543008545,8.113804290003706,False,36.32947532285186,44.44327961285557,1.7401098724327255,False,76.28940096468465,78.02951083711737,0.7962082384397169,False,3.4822867376317506,4.2784949760714674,7,triline_lstm,0.1891864147000426,False,13.144139911016392,13.333326325716435,0.11517817655244289,False,1.6358304702963833,1.7510086468488262,-12.433110218168707,True,104.7680104346084,92.33490021643969,triline_lstm_2l_k7__distance_only,triline,6.452449912880596,False,35.731565471893994,42.18401538477459,1.4411107185844116,False,76.28940096468465,77.73051168326906,setup_30km,1.161111426732683,False,4.0899722582193885,5.2510836849520715
triline_lstm_2l_k7,-10.139019606096156,True,92.4872406578954,82.34822105179924,-9.402107740534504,True,92.93136423383538,83.52925649330088,0.39586073904800756,False,12.644186858536704,13.040047597584712,-0.013021375631719345,True,0.8078201806387191,0.7947988050069997,-15.363763226590692,True,105.19681718786744,89.83305396127675,9.065618954701314,False,36.32947532285186,45.39509427755318,10.912210653819471,False,76.28940096468465,87.20161161850412,1.513947232213578,False,3.4822867376317506,4.996233969845329,7,triline_lstm,1.3141636765817974,False,13.144139911016392,14.45830358759819,0.7201745799145549,False,1.6358304702963833,2.356005050210938,-16.071623397625586,True,104.7680104346084,88.69638703698281,triline_lstm_2l_k7__current_bins,triline,9.482131020387342,False,35.731565471893994,45.213696492281336,10.130302678559488,False,76.28940096468465,86.41970364324413,setup_30km,2.621133540671173,False,4.0899722582193885,6.711105798890562
triline_transformer_2l_k7,-7.267060128093149,True,95.11162926022936,87.84456913213621,-7.389802469519751,True,95.8188615102419,88.42905904072215,-0.16060188504062722,True,13.021246533239529,12.860644648198901,0.008305416461371395,False,0.8049111122092937,0.8132165286706651,-9.91538847002974,True,108.45493994042224,98.5395514703925,5.8533643737204315,False,37.64401178689472,43.497376160615154,1.981554309284391,False,72.3788529975105,74.3604073067949,0.6643519354104472,False,3.572870049377394,4.237221984787841,7,triline_transformer,-0.23247947763258558,True,13.549866778737258,13.317387301104672,0.006265771361353423,False,1.5161320210107774,1.5223977923721308,-9.999757355982709,True,107.92681077217256,97.92705341618985,triline_transformer_2l_k7__mild_bins,triline,6.287429218276742,False,36.48237871926583,42.76980793754257,0.6156636488294822,False,72.31724599812188,72.93290964695136,setup_30km,0.5702654614590132,False,4.242518507575996,4.812783969035009
triline_transformer_2l_k7,-6.90648350430952,True,95.11162926022936,88.20514575591984,-5.944484447203678,True,95.8188615102419,89.87437706303822,-0.1831768599897856,True,13.021246533239529,12.838069673249743,-0.010112307202293946,True,0.8049111122092937,0.7947988050069997,-7.352507806519057,True,108.45493994042224,101.10243213390318,4.471018981091284,False,37.64401178689472,42.115030767986006,4.07067002989433,False,72.3788529975105,76.44952302740484,0.47426965146405253,False,3.572870049377394,4.047139700841447,7,triline_transformer,0.47047590063210976,False,13.549866778737258,14.020342679369367,0.6986967085932361,False,1.5161320210107774,2.2148287296040134,-8.774512713153698,True,107.92681077217256,99.15229805901886,triline_transformer_2l_k7__medium_bins,triline,4.261383700856271,False,36.48237871926583,40.7437624201221,3.361001498280544,False,72.31724599812188,75.67824749640242,setup_30km,1.312291087982806,False,4.242518507575996,5.554809595558802
triline_transformer_2l_k7,-8.99191940926272,True,95.11162926022936,86.11970985096664,-9.450850324161948,True,95.8188615102419,86.36801118607995,-0.20085144173976488,True,13.021246533239529,12.820395091499764,0.016216201190286106,False,0.8049111122092937,0.8211273133995798,-11.928969873565677,True,108.45493994042224,96.52597006685656,3.5086610977866286,False,37.64401178689472,41.15267288468135,4.241117987460683,False,72.3788529975105,76.61997098497119,0.8547039862843877,False,3.572870049377394,4.427574035661782,7,triline_transformer,-0.1260378461473728,True,13.549866778737258,13.423828932589885,0.29654044230758814,False,1.5161320210107774,1.8126724633183655,-11.678992763180943,True,107.92681077217256,96.24781800899162,triline_transformer_2l_k7__distance_only,triline,4.67029416541552,False,36.48237871926583,41.15267288468135,4.302724986849313,False,72.31724599812188,76.61997098497119,setup_30km,0.885684374268191,False,4.242518507575996,5.128202881844187
triline_transformer_2l_k7,-9.856659494446617,True,95.11162926022936,85.25496976578275,-7.748227169120938,True,95.8188615102419,88.07063434112096,-0.4200779900531515,True,13.021246533239529,12.601168543186377,-0.02265298784905123,True,0.8049111122092937,0.7822581243602424,-10.644241988571139,True,108.45493994042224,97.8106979518511,2.514531250574514,False,37.64401178689472,40.15854303746924,3.410815497538877,False,72.3788529975105,75.78966849504938,0.41616726161224227,False,3.572870049377394,3.9890373109896364,7,triline_transformer,0.38684925244135293,False,13.549866778737258,13.93671603117861,0.7204007739256331,False,1.5161320210107774,2.2365327949364104,-13.099155991479194,True,107.92681077217256,94.82765478069336,triline_transformer_2l_k7__current_bins,triline,6.548473968524306,False,36.48237871926583,43.03085268779014,3.198669493265868,False,72.31724599812188,75.51591549138774,setup_30km,1.555778178512651,False,4.242518507575996,5.798296686088647
triline_transformer_4l_k7,-13.92213281478891,True,98.49618845821148,84.57405564342257,-13.460012668167636,True,98.67659784332182,85.21658517515418,-0.21458207652218597,True,12.946384151031738,12.731802074509552,-0.002326258942714654,True,0.8101464395814337,0.8078201806387191,-18.447702224526253,True,112.55421169139154,94.10650946686529,9.334746561369904,False,35.35771198184863,44.692458543218535,5.345675119794549,False,71.89647676674547,77.24215188654001,1.2969085015034212,False,3.163356762722362,4.460265264225783,7,triline_transformer,-0.10553121805364718,True,13.455684192575625,13.350152974521977,0.2158192168014379,False,1.642372342184084,1.8581915589855218,-18.71622283472658,True,112.37065053314667,93.6544276984201,triline_transformer_4l_k7__mild_bins,triline,7.701255611564896,False,35.29578366871238,42.99703928027728,5.826321728683112,False,71.4158301578569,77.24215188654001,setup_30km,1.4711380332254573,False,3.75136238448504,5.2225004177104974
triline_transformer_4l_k7,-16.793927944606224,True,98.49618845821148,81.70226051360525,-16.316881811048177,True,98.67659784332182,82.35971603227364,-0.25506148880977086,True,12.946384151031738,12.691322662221967,-0.002326258942714654,True,0.8101464395814337,0.8078201806387191,-21.842863444740246,True,112.55421169139154,90.7113482466513,9.71308461460412,False,35.35771198184863,45.07079659645275,5.597367937516196,False,71.89647676674547,77.49384470426166,1.5778189083225378,False,3.163356762722362,4.7411756710449,7,triline_transformer,0.026086130769250815,False,13.455684192575625,13.481770323344875,0.27714626630515826,False,1.642372342184084,1.9195186084892422,-22.205806045871356,True,112.37065053314667,90.16484448727532,triline_transformer_4l_k7__medium_bins,triline,9.586898076699754,False,35.29578366871238,44.882681745412135,6.078014546404759,False,71.4158301578569,77.49384470426166,setup_30km,1.945487136367659,False,3.75136238448504,5.696849520852699
triline_transformer_4l_k7,-14.533762057254464,True,98.49618845821148,83.96242640095701,-12.790613856288672,True,98.67659784332182,85.88598398703314,-0.17371020765330591,True,12.946384151031738,12.772673943378432,-0.015347634574434,True,0.8101464395814337,0.7947988050069997,-17.884787089149597,True,112.55421169139154,94.66942460224195,9.789856444850521,False,35.35771198184863,45.14756842669915,7.107523648556679,False,71.89647676674547,79.00400041530214,1.2660565750738533,False,3.163356762722362,4.429413337796215,7,triline_transformer,0.49696710198265315,False,13.455684192575625,13.952651294558278,0.36166107350580723,False,1.642372342184084,2.004033415689891,-19.355196453648674,True,112.37065053314667,93.015454079498,triline_transformer_4l_k7__distance_only,triline,8.200913005224791,False,35.29578366871238,43.49669667393717,7.588170257445242,False,71.4158301578569,79.00400041530214,setup_30km,2.212185444478187,False,3.75136238448504,5.963547828963227
triline_transformer_4l_k7,-17.548908979521343,True,98.49618845821148,80.94727947869013,-16.7839135285857,True,98.67659784332182,81.89268431473612,0.43982053497049556,False,12.946384151031738,13.386204686002234,-0.011172404893301846,True,0.8101464395814337,0.7989740346881319,-25.519970946758974,True,112.55421169139154,87.03424074463257,12.757936648363753,False,35.35771198184863,48.115648630212384,20.29160733001197,False,71.89647676674547,92.18808409675744,2.4052916893703005,False,3.163356762722362,5.5686484520926625,7,triline_transformer,1.5416471752149121,False,13.455684192575625,14.997331367790537,1.2435356248399263,False,1.642372342184084,2.88590796702401,-26.095714036236913,True,112.37065053314667,86.27493649690976,triline_transformer_4l_k7__current_bins,triline,13.097049301468843,False,35.29578366871238,48.392832970181225,20.772253938900533,False,71.4158301578569,92.18808409675744,setup_30km,3.720149078758394,False,3.75136238448504,7.471511463243434
triline_lstm_2l_k14,-3.838735320023261,True,90.8422876037572,87.00355228373394,-3.9646535793712587,True,91.29552856468322,87.33087498531197,-0.2893821420074367,True,13.36692678667757,13.077544644670134,-0.004415279394385685,True,0.7943819467291567,0.789966667334771,-4.967738645260667,True,102.10951299191356,97.1417743466529,1.9745343946846958,False,44.00762692473352,45.98216131941822,0.060430312277972575,False,78.64604751071451,78.70647782299248,0.16507050875373208,False,3.7309420025092375,3.8960125112629695,14,triline_lstm,-0.0843612733412833,True,13.848098031743804,13.763736758402521,0.40215059272970133,False,1.5513887192658051,1.9535393119955065,-4.875917902597692,True,101.7270624749667,96.85114457236901,triline_lstm_2l_k14__mild_bins,triline,4.00321524935876,False,41.9472195920785,45.95043484143726,0.060430312277972575,False,78.64604751071451,78.70647782299248,setup_30km,0.3798725299413812,False,4.327654673876591,4.707527203817972
triline_lstm_2l_k14,-6.509330484656928,True,90.8422876037572,84.33295711910027,-5.79279362950318,True,91.29552856468322,85.50273493518004,-0.36216396242004123,True,13.36692678667757,13.00476282425753,0.0,False,0.7943819467291567,0.7943819467291567,-6.7588271004509295,True,102.10951299191356,95.35068589146263,-0.8133962373425945,True,44.00762692473352,43.19423068739093,-0.09321341932530913,True,78.64604751071451,78.5528340913892,0.3093412827213542,False,3.7309420025092375,4.040283285230592,14,triline_lstm,0.08216699698365915,False,13.848098031743804,13.930265028727463,0.4906000759268203,False,1.5513887192658051,2.0419887951926254,-7.575362507993177,True,101.7270624749667,94.15169996697352,triline_lstm_2l_k14__medium_bins,triline,0.374677360455685,False,41.9472195920785,42.32189695253418,-0.8448817330087195,True,78.64604751071451,77.80116577770579,setup_30km,0.897215233302699,False,4.327654673876591,5.22486990717929
triline_lstm_2l_k14,-7.2122340702055965,True,90.8422876037572,83.6300535335516,-6.782335343796888,True,91.29552856468322,84.51319322088634,-0.3065610973295012,True,13.36692678667757,13.06036568934807,0.0,False,0.7943819467291567,0.7943819467291567,-8.101939976819338,True,102.10951299191356,94.00757301509422,0.947165939587876,False,44.00762692473352,44.9547928643214,0.8790884920916966,False,78.64604751071451,79.5251360028062,0.49417779289758323,False,3.7309420025092375,4.225119795406821,14,triline_lstm,0.13816433053559152,False,13.848098031743804,13.986262362279396,0.5251383236149059,False,1.5513887192658051,2.076527042880711,-8.547216869705437,True,101.7270624749667,93.17984560526126,triline_lstm_2l_k14__distance_only,triline,3.1155189814239606,False,41.9472195920785,45.06273857350246,-0.5620120542440077,True,78.64604751071451,78.0840354564705,setup_30km,1.0470517676396858,False,4.327654673876591,5.374706441516277
triline_lstm_2l_k14,-11.074982838953687,True,90.8422876037572,79.76730476480351,-9.625008576861433,True,91.29552856468322,81.67051998782179,-0.3943779107595713,True,13.36692678667757,12.972548875918,-0.014923511751510188,True,0.7943819467291567,0.7794584349776466,-12.979754462317047,True,102.10951299191356,89.12975852959651,4.379758682700306,False,44.00762692473352,48.38738560743383,3.7206326651204478,False,78.64604751071451,82.36668017583496,0.7470029765841439,False,3.7309420025092375,4.477944979093381,14,triline_lstm,0.7501591518563426,False,13.848098031743804,14.598257183600147,1.1335632732363374,False,1.5513887192658051,2.6849519925021426,-14.466517822633804,True,101.7270624749667,87.2605446523329,triline_lstm_2l_k14__current_bins,triline,5.8787059047566785,False,41.9472195920785,47.825925496835175,2.313507061920774,False,78.64604751071451,80.95955457263528,setup_30km,2.212355132462722,False,4.327654673876591,6.540009806339313
triline_lstm_2l_k7,-4.156011598743277,True,73.36124674840259,69.20523514965932,-4.004620651681819,True,73.64670592517521,69.6420852734934,-0.19308090894175756,True,12.754804614193892,12.561723705252135,-0.018417723663665342,True,0.8132165286706651,0.7947988050069997,-9.662608765468562,True,106.5919861602032,96.92937739473464,1.304850617630315,False,37.612164492698426,38.91701511032874,4.062341701454471,False,75.13839725758292,79.2007389590374,0.4526882358093163,False,2.438209829433463,2.890898065242779,7,triline_lstm,-0.07044187209656982,True,13.313058234836303,13.242616362739733,0.0919169246896836,False,1.7432076117605575,1.835124536450241,-9.96157265079924,True,106.35808208430012,96.39650943350088,triline_lstm_2l_k7__mild_bins,triline,1.5554387290461378,False,37.3615763812826,38.91701511032874,3.449514878874993,False,75.13839725758292,78.58791213645792,setup_10km,0.6217547324968407,False,3.139409274697019,3.7611640071938597
triline_lstm_2l_k7,-5.464226637953956,True,73.36124674840259,67.89702011044864,-5.492029999358607,True,73.64670592517521,68.1546759258166,-0.1259664603114654,True,12.754804614193892,12.628838153882427,0.009570865047938248,False,0.8132165286706651,0.8227873937186033,-13.772474087070137,True,106.5919861602032,92.81951207313307,5.519416098818297,False,37.612164492698426,43.13158059151672,2.010502903842294,False,75.13839725758292,77.14890016142522,0.7831774805042468,False,2.438209829433463,3.2213873099377097,7,triline_lstm,-0.023939313205202595,True,13.313058234836303,13.2891189216311,0.12595526705310145,False,1.7432076117605575,1.869162878813659,-13.831372864943049,True,106.35808208430012,92.52670921935707,triline_lstm_2l_k7__medium_bins,triline,4.456917657712069,False,37.3615763812826,41.81849403899467,2.254501418383896,False,75.13839725758292,77.39289867596682,setup_10km,0.8977799734937588,False,3.139409274697019,4.037189248190778
