epochs_logged,k,last_epoch_gated_mean_error_km,last_epoch_mean_error_km,last_epoch_migration50_error_mean_km,last_test_delta_mse_norm,last_test_loss,last_test_unweighted_loss,last_train_direction_loss,last_train_distance_loss,last_train_loss,last_train_mean_distance_weight,last_train_movement_class_loss,last_train_unweighted_direction_loss,last_train_unweighted_distance_loss,min_epoch_gated_mean_error_km,min_epoch_mean_error_km,min_epoch_migration50_error_mean_km,min_test_delta_mse_norm,min_test_loss,min_test_unweighted_loss,min_train_direction_loss,min_train_distance_loss,min_train_loss,min_train_mean_distance_weight,min_train_movement_class_loss,min_train_unweighted_direction_loss,min_train_unweighted_distance_loss,model,setup,training_log
34,7,13.453622901806067,14.043153369485134,97.41788376857056,,3.036154268886844,2.8332781740276,0.2151620418957944,0.4736554565616052,0.919078243389284,1.185099394173635,0.4391006346982766,0.2561037532804469,0.4574702027030389,12.561723705252136,13.196644568962125,88.67896337973785,,2.14580767945138,2.0117575576041906,0.2074424719232112,0.4711530158783226,0.919078243389284,1.1850993935309972,0.4391006346982766,0.2464822839614194,0.4566779379253439,triline_lstm_2l_k7__mild_bins,setup_10km,D:\UCSD\ECE 228\ECE-228-Project\DistanceWeightTuneV2\setup_10km\k_7\triline_lstm_2l_k7__mild_bins\training_log.csv
37,7,13.415621047005663,14.40574399736755,89.56492372297377,,2.7628416976517425,2.4548035239916284,0.249636207308088,0.8182768903652613,1.511193076876617,1.8084568736366824,0.5083192326630543,0.3651345682272692,0.945025289958378,12.827161125307413,13.71084468788969,82.43687538415033,,2.275028643261069,2.1371129266014,0.2475943952557854,0.8182768903652613,1.511193076876617,1.808456873315364,0.5083192326630543,0.3646771743130491,0.9327749571388944,triline_transformer_2l_k7__current_bins,setup_10km,D:\UCSD\ECE 228\ECE-228-Project\DistanceWeightTuneV2\setup_10km\k_7\triline_transformer_2l_k7__current_bins\training_log.csv
31,7,13.717045018117693,14.540253014085284,96.22485823619444,,2.5773392783984983,2.3508791428691937,0.3398839505012787,0.909743938805922,1.685698292004773,1.3701987877046322,0.5241165832689187,0.3398839505012787,0.8892455946081732,12.952219487522235,13.589434576199036,90.0507651900725,,2.288039662445973,2.0592687007873205,0.3398839505012787,0.9021438726517712,1.679298377101312,1.3701987870619947,0.5219525775980114,0.3398839505012787,0.8815898985232947,triline_transformer_2l_k7__distance_only,setup_10km,D:\UCSD\ECE 228\ECE-228-Project\DistanceWeightTuneV2\setup_10km\k_7\triline_transformer_2l_k7__distance_only\training_log.csv
27,7,13.819105908919338,14.475357099273772,93.8139364666652,,2.470465056015796,2.3079771076572557,0.2768796816508403,0.901344194405805,1.6382441989816423,1.3701987877046322,0.5210864150299216,0.3604774755448344,0.8828125269907825,12.98315464877546,13.613021860263682,90.11996209011606,,2.2433645924467926,2.054024581317953,0.2728327391844875,0.901344194405805,1.6382441989816423,1.3701987870619947,0.5210864150299216,0.3542500077232196,0.8828125269907825,triline_transformer_2l_k7__medium_bins,setup_10km,D:\UCSD\ECE 228\ECE-228-Project\DistanceWeightTuneV2\setup_10km\k_7\triline_transformer_2l_k7__medium_bins\training_log.csv
31,7,13.78863577719534,14.227859839968213,103.12238237595508,,2.571541962276572,2.378053470441916,0.281713633022379,0.7703157762954177,1.4411955220358712,1.1850993938523162,0.4896151831529211,0.3385720672311808,0.7337301908477619,12.79888122463402,13.22951308476002,90.31823449912191,,2.1792633674858077,2.0441149585651903,0.281713633022379,0.7703157762954177,1.4411955220358712,1.1850993935309972,0.4896151831529211,0.3385720672311808,0.7337301908477619,triline_transformer_2l_k7__mild_bins,setup_10km,D:\UCSD\ECE 228\ECE-228-Project\DistanceWeightTuneV2\setup_10km\k_7\triline_transformer_2l_k7__mild_bins\training_log.csv
34,7,14.224346512587449,15.41901419794732,87.06982381558811,,2.6109547859253586,2.5478949868132803,0.2812019652433472,0.9033707759451032,1.6621789032558223,1.808456873315364,0.5364192862395006,0.4116482544298763,1.0262995604877525,12.856298865129272,14.073359574048682,82.9756075226252,,2.3193267908379074,2.1944609241022897,0.2773024220712423,0.9033707759451032,1.6621789032558223,1.808456873315364,0.5364192862395006,0.4058092259011178,1.022405140162157,triline_transformer_4l_k7__current_bins,setup_10km,D:\UCSD\ECE 228\ECE-228-Project\DistanceWeightTuneV2\setup_10km\k_7\triline_transformer_4l_k7__current_bins\training_log.csv
26,7,13.897722692076607,14.827057381741854,92.87097390551315,,2.663580179214477,2.4888045048777947,0.4048319190660255,1.007098775025648,1.8679433563006211,1.3701987877046322,0.54482094361133,0.4048319190660255,0.9902607385681644,12.851177952298176,13.671301862463984,86.21186996111086,,2.260643272065731,2.0880528826597886,0.3984304599042209,1.007098775025648,1.8679433563006211,1.3701987870619947,0.54482094361133,0.3984304599042209,0.9902607385681644,triline_transformer_4l_k7__distance_only,setup_10km,D:\UCSD\ECE 228\ECE-228-Project\DistanceWeightTuneV2\setup_10km\k_7\triline_transformer_4l_k7__distance_only\training_log.csv
25,7,13.944527786392996,14.678491765881686,94.12300977869631,,2.431918645483464,2.326079899410032,0.3119399419852665,1.020687952838497,1.839783173687053,1.3701987877046322,0.5504528505782875,0.4045151076066204,1.0008940841309786,12.840887273358046,13.52827363256202,86.02264318876219,,2.2317837859099767,2.09889152300647,0.3119399419852665,1.011050104773591,1.839783173687053,1.3701987870619947,0.549581611333189,0.4045151076066204,0.9952534372915798,triline_transformer_4l_k7__medium_bins,setup_10km,D:\UCSD\ECE 228\ECE-228-Project\DistanceWeightTuneV2\setup_10km\k_7\triline_transformer_4l_k7__medium_bins\training_log.csv
26,7,13.893543393337108,14.35993944667317,98.63501640596564,,2.5337709731490143,2.4060722721233523,0.3389022090846316,0.9758762114774184,1.7797123434729976,1.1850993938523162,0.544472049028083,0.4050861491829237,0.9155749233585162,12.625136471941811,13.477766330298484,89.6889625934899,,2.1504915390374526,2.0641830925028923,0.3374457290230414,0.9758762114774184,1.7797123434729976,1.1850993935309972,0.544472049028083,0.4034412792429449,0.9155749233585162,triline_transformer_4l_k7__mild_bins,setup_10km,D:\UCSD\ECE 228\ECE-228-Project\DistanceWeightTuneV2\setup_10km\k_7\triline_transformer_4l_k7__mild_bins\training_log.csv
37,1,,,,1.013753041800766,,,,,0.3264643723453688,,,,,,,,0.9930513525216348,,,,,0.3232960488471976,,,,,direct_mlp_last_day_k1,setup_30km,D:\UCSD\ECE 228\ECE-228-Project\DistanceWeightTuneV2\setup_30km\k_1\direct_mlp_last_day_k1\training_log.csv
25,14,,,,1.4415439566269934,,,,,0.2255913391640532,,,,,,,,1.2850584427398275,,,,,0.2255913391640532,,,,,direct_transformer_2l_k14,setup_30km,D:\UCSD\ECE 228\ECE-228-Project\DistanceWeightTuneV2\setup_30km\k_14\direct_transformer_2l_k14\training_log.csv
31,14,14.555770702842343,15.495755432830862,92.75118305168424,,3.030672664304252,2.781681858102187,0.141398628288579,0.6048084091501773,0.9797827995825122,1.770267774501776,0.4764190948570864,0.1598690747334136,0.6902047745628921,12.972548875918,14.58195942905302,85.09461673959756,,2.2469415340677146,2.1207161051836114,0.1347447720453459,0.6048084091501773,0.9797827995825122,1.7702677741715562,0.4764190948570864,0.1547393283878116,0.6902047745628921,triline_lstm_2l_k14__current_bins,setup_30km,D:\UCSD\ECE 228\ECE-228-Project\DistanceWeightTuneV2\setup_30km\k_14\triline_lstm_2l_k14__current_bins\training_log.csv
31,14,14.023318208871103,14.79870194433268,95.85165056872704,,3.0767853115650894,2.785939350438083,0.1215911199621656,0.5133852691696621,0.8158213017719934,1.354016620828835,0.4372556932745217,0.1215911199621656,0.5219040501591021,13.06036568934807,13.979328331356202,85.78650074153312,,2.168954612585431,1.973466954167872,0.1215911199621656,0.5133852691696621,0.8158213017719934,1.35401662019041,0.4372556932745217,0.1215911199621656,0.5219040501591021,triline_lstm_2l_k14__distance_only,setup_30km,D:\UCSD\ECE 228\ECE-228-Project\DistanceWeightTuneV2\setup_30km\k_14\triline_lstm_2l_k14__distance_only\training_log.csv
31,14,14.050902571377216,14.71786662336425,94.30806227039234,,3.1275539982794305,2.853243584823045,0.1173447856364818,0.5069975329072852,0.8058801293483181,1.354016620828835,0.4374254058492701,0.1268556364988246,0.5155797505808009,13.00476282425753,13.928225520281083,84.60491919283874,,2.179223307478551,1.9882663916273693,0.1173447856364818,0.5069975329072852,0.8058801293483181,1.35401662019041,0.4374254058492701,0.1268556364988246,0.5155797505808009,triline_lstm_2l_k14__medium_bins,setup_30km,D:\UCSD\ECE 228\ECE-228-Project\DistanceWeightTuneV2\setup_30km\k_14\triline_lstm_2l_k14__medium_bins\training_log.csv
26,14,13.563327968654844,14.361942663250552,93.78407455958056,,2.8476042402371697,2.7114702672690725,0.1280385988928714,0.5339700093835125,0.8532955059714594,1.1770083103813953,0.4427087432624891,0.1360374601704042,0.5219172330334136,13.077544644670134,13.76373675840252,89.25521576561722,,2.0908174870461447,1.9468711049377123,0.1200125111850014,0.5339700093835125,0.8532955059714594,1.1770083099631172,0.4420835534511401,0.1277407081366025,0.5219172330334136,triline_lstm_2l_k14__mild_bins,setup_30km,D:\UCSD\ECE 228\ECE-228-Project\DistanceWeightTuneV2\setup_30km\k_14\triline_lstm_2l_k14__mild_bins\training_log.csv
27,7,,,,1.1206467929233437,,,,,0.1799358282127791,,,,,,,,1.0118317051396537,,,,,0.1799358282127791,,,,,direct_transformer_2l_k7,setup_30km,D:\UCSD\ECE 228\ECE-228-Project\DistanceWeightTuneV2\setup_30km\k_7\direct_transformer_2l_k7\training_log.csv
27,7,13.227797463694598,14.096786017410716,95.15359633657548,,3.280192274931628,2.770640628999777,0.1160625720602482,0.5514041738047433,0.8962888254952238,1.8084568736366824,0.4615951946803501,0.1347883905602915,0.6307640564891527,12.553260245726936,13.7320088858763,84.90407600448815,,2.1697667917472656,1.9602802615924024,0.1160625720602482,0.5514041738047433,0.8962888254952238,1.808456873315364,0.4606798628591141,0.1347883905602915,0.6307640564891527,triline_lstm_2l_k7__current_bins,setup_30km,D:\UCSD\ECE 228\ECE-228-Project\DistanceWeightTuneV2\setup_30km\k_7\triline_lstm_2l_k7__current_bins\training_log.csv
25,7,13.09372662364495,13.851494932173894,96.32779551341685,,3.0054135939502973,2.665129648707305,0.1266109589336696,0.5277762745589901,0.8387675651642833,1.3701987877046322,0.4475221445939611,0.1266109589336696,0.5391888477088949,12.601491874449264,13.333326325716437,88.9584813429512,,2.109623477786699,1.8999474961160008,0.1266109589336696,0.5277762745589901,0.8387675651642833,1.3701987870619947,0.4475221445939611,0.1266109589336696,0.5360994307660671,triline_lstm_2l_k7__distance_only,setup_30km,D:\UCSD\ECE 228\ECE-228-Project\DistanceWeightTuneV2\setup_30km\k_7\triline_lstm_2l_k7__distance_only\training_log.csv
25,7,13.028331644865286,13.82631459531362,95.30163476670852,,3.0457200258568613,2.715354190682465,0.1220239077134916,0.5331990336472133,0.8443079187542281,1.3701987877046322,0.4474699865132971,0.133627064947812,0.5443108685897046,12.611900219719711,13.31419650815101,88.82684620508404,,2.1088089698729813,1.8989685140851371,0.1220239077134916,0.5331990336472133,0.8443079187542281,1.3701987870619947,0.4474699865132971,0.133627064947812,0.5398841296244824,triline_lstm_2l_k7__medium_bins,setup_30km,D:\UCSD\ECE 228\ECE-228-Project\DistanceWeightTuneV2\setup_30km\k_7\triline_lstm_2l_k7__medium_bins\training_log.csv
25,7,12.87910359952705,13.50403867485153,97.70263788554246,,2.925468695452914,2.673455485115154,0.1184415149821264,0.4986131154301995,0.7865341018152365,1.1850993938523162,0.4355586551913032,0.1264160690061005,0.4932866957631072,12.604168041720046,13.141880134194611,90.92346901894726,,2.034951826954145,1.862685172063,0.1184415149821264,0.4986131154301995,0.7865341018152365,1.1850993935309972,0.4355586551913032,0.1264160690061005,0.4932866957631072,triline_lstm_2l_k7__mild_bins,setup_30km,D:\UCSD\ECE 228\ECE-228-Project\DistanceWeightTuneV2\setup_30km\k_7\triline_lstm_2l_k7__mild_bins\training_log.csv
29,7,13.21749568463138,13.964921809952756,95.55889610920109,,2.626717852774977,2.213055946113607,0.1598078032749682,0.8546292015484401,1.361638341952527,1.8084568739580016,0.5104783873834379,0.1871255909034987,0.9743719827132726,12.601168543186375,13.68867079785102,84.58746588882316,,2.120180517515404,1.9502226612317275,0.1598078032749682,0.8546292015484401,1.361638341952527,1.808456873315364,0.5104783873834379,0.1871255909034987,0.9743719827132726,triline_transformer_2l_k7__current_bins,setup_30km,D:\UCSD\ECE 228\ECE-228-Project\DistanceWeightTuneV2\setup_30km\k_7\triline_transformer_2l_k7__current_bins\training_log.csv
38,7,13.509557086005396,14.240695291604844,98.85217728378096,,2.7507840558846364,2.44178367432237,0.1564115999201237,0.7674295738379588,1.1848906847344576,1.3701987873833137,0.4716804802739074,0.1564115999201237,0.7859712058321806,12.820395091499764,13.423828932589885,87.18593677007209,,2.050722106126441,1.8416636170081373,0.1541878529033571,0.7674295738379588,1.1848906847344576,1.3701987870619947,0.4705651597674645,0.1541878529033571,0.7859712058321806,triline_transformer_2l_k7__distance_only,setup_30km,D:\UCSD\ECE 228\ECE-228-Project\DistanceWeightTuneV2\setup_30km\k_7\triline_transformer_2l_k7__distance_only\training_log.csv
23,7,13.224060957136444,14.16575113776677,95.11421447173764,,2.2723915409849016,2.0969676489457285,0.1854762925573115,1.037803109283396,1.6551968562956447,1.3701987873833137,0.5459505502747075,0.2061363974550984,1.0185394341733578,12.838069673249745,13.552180921481735,88.72271826450402,,2.01654583360307,1.8641164489190856,0.1802189194891009,1.037803109283396,1.6551968562956447,1.3701987870619947,0.5459505502747075,0.2012467983598015,1.0185394341733578,triline_transformer_2l_k7__medium_bins,setup_30km,D:\UCSD\ECE 228\ECE-228-Project\DistanceWeightTuneV2\setup_30km\k_7\triline_transformer_2l_k7__medium_bins\training_log.csv
31,7,13.955841780251523,14.54608582343128,102.81566211359277,,2.5692613799616977,2.365468637641228,0.1536471919028585,0.8030648101372218,1.274046068242939,1.1850993938523162,0.4927703211249688,0.1653135059316042,0.7789962503787964,12.8606446481989,13.317387301104672,89.96766796810587,,2.0410164610716213,1.8822633429678943,0.1536471919028585,0.8030648101372218,1.274046068242939,1.1850993935309972,0.4927703211249688,0.1653135059316042,0.7789962503787964,triline_transformer_2l_k7__mild_bins,setup_30km,D:\UCSD\ECE 228\ECE-228-Project\DistanceWeightTuneV2\setup_30km\k_7\triline_transformer_2l_k7__mild_bins\training_log.csv
25,7,13.700762249304194,15.585845554837212,85.14729727239447,,2.447538393848347,2.418769468194391,0.1979221550602154,1.0412496344419824,1.6864916237216754,1.8084568746006395,0.5606900133855259,0.233924835036707,1.1493595636115883,12.679888539117782,13.97031395681618,83.63855368455756,,2.185074478468162,2.0260030008711905,0.1942990390116956,1.0240033106662514,1.668663264284879,1.808456873315364,0.5593955869462612,0.2294466344895709,1.1438391742037957,triline_transformer_4l_k7__current_bins,setup_30km,D:\UCSD\ECE 228\ECE-228-Project\DistanceWeightTuneV2\setup_30km\k_7\triline_transformer_4l_k7__current_bins\training_log.csv
