const_velocity_final_rollout_error_km,const_velocity_mean_rollout_error_km,direct_final_rollout_error_km,direct_mean_rollout_error_km,direct_model,lat_max,lat_min,lon_max,lon_min,lstm_final_rollout_error_km,lstm_mean_rollout_error_km,lstm_model,observed_days,observed_displacement_km,path_copy_index,path_id,path_year,persistence_final_rollout_error_km,persistence_mean_rollout_error_km,records,rollout_steps,setup,source_bird_id,transformer_final_rollout_error_km,transformer_mean_rollout_error_km,transformer_model
23.652237610373362,18.634462866984677,1732.2030164030955,1166.7156437283106,direct_mlp_last_day_k1,47.1771678,40.1542867,7.4021174,-3.6455912,320.63089458785845,225.3929851395071,triline_lstm_2l_k7 (distance weighted),30,1174.3215620171952,1,Europa_DER_A1A26_eobs_4004__2023__southbound_01,2023,10.285667770674586,4.574958756072823,98,68,setup_10km,Europa / DER A1A26 (eobs 4004),244.4479056765678,158.46874242824177,triline_transformer_2l_k7 (distance weighted)
4158.38577213014,2028.7606914337473,645.0297000444955,347.47943999184173,direct_mlp_last_day_k1,47.92222675,41.64705355,8.6020267,0.9430285,679.5373019220033,527.3890905754398,triline_lstm_2l_k7 (distance weighted),30,739.2551885667646,1,Louis_DER_AU050_eobs_3264__2021__southbound_01,2021,190.8107325405351,190.42559032833765,78,48,setup_10km,Louis / DER AU050 (eobs 3264),682.1595131377924,519.4531194976988,triline_transformer_2l_k7 (distance weighted)
34.93579984515639,14.901009908074183,258.0424757453666,146.1704857997225,direct_mlp_last_day_k1,47.9113033,41.53766505,8.5728078,0.6143338,783.0108972080719,515.9349799088982,triline_lstm_2l_k7 (distance weighted),30,918.0872223253929,1,Louis_DER_AU050_eobs_3264__2022__southbound_01,2022,29.46117966866473,12.527351722307857,61,31,setup_10km,Louis / DER AU050 (eobs 3264),315.56343597081553,177.96031456803064,triline_transformer_2l_k7 (distance weighted)
270.31335295527924,279.05292446837984,520.3423929971137,405.59073882226215,direct_mlp_last_day_k1,47.93253095,41.585689900000006,8.5819782,0.6089633,477.15216883491894,300.8743928690024,triline_lstm_2l_k7 (distance weighted),46,51.55545235761921,1,Louis_DER_AU050_eobs_3264__2023__southbound_01,2023,891.2436996715168,617.0258474194706,59,13,setup_10km,Louis / DER AU050 (eobs 3264),74.97298116112717,109.47782071682974,triline_transformer_2l_k7 (distance weighted)
1422.6460928288786,523.6755437586186,50.51840131490524,209.31190194236007,direct_mlp_last_day_k1,47.8112431,34.2576062,8.89145865,-6.580606,480.9821316168826,475.74685991950537,triline_lstm_2l_k7 (distance weighted),83,55.614786674948434,1,Mirabell_plus_DER_AN910_eobs_3907__2019__southbound_01,2019,1925.77232282804,1496.1088755700018,139,56,setup_10km,Mirabell + / DER AN910 (eobs 3907),506.1827036767684,449.93438990427325,triline_transformer_2l_k7 (distance weighted)
2258.3434942690683,910.0666937573632,202.37606025233097,294.3226485059057,direct_mlp_last_day_k1,47.8120999,38.5332653,8.8864307,-4.36811535,484.0939763837008,239.46396375027564,triline_lstm_2l_k7 (distance weighted),76,213.05029991147262,1,Mirabell_plus_DER_AN910_eobs_3907__2020__southbound_01,2020,1273.057687668923,1051.8196461660764,92,16,setup_10km,Mirabell + / DER AN910 (eobs 3907),323.5010173924021,312.6658415103587,triline_transformer_2l_k7 (distance weighted)
2170.410561035294,894.7647935277904,845.3892733901166,557.0309796421743,direct_mlp_last_day_k1,49.89955475,41.5241537,8.538199500000001,0.43048175,1082.2415960048797,673.078116682824,triline_lstm_2l_k7 (distance weighted),38,121.1423927728407,1,Sara_plus_DER_AU017_eobs_3941__2019__southbound_01,2019,1009.5723332824965,926.1513503537541,80,42,setup_10km,Sara + / DER AU017 (eobs 3941),1136.7368378292097,612.8771763183705,triline_transformer_2l_k7 (distance weighted)
4150.553387658273,1744.169288406533,549.7437646366322,488.0704307840843,direct_mlp_last_day_k1,47.8074046,41.53495435000001,8.88580825,0.4972057,1188.2215450286183,904.9780068430905,triline_lstm_2l_k7 (distance weighted),65,63.08789080416817,1,Sierit_DER_AN858_eobs2561__2020__southbound_01,2020,897.6793414475592,877.8363891002459,139,74,setup_10km,Sierit  / DER AN858 (eobs2561),1184.5249115783909,819.0906804006454,triline_transformer_2l_k7 (distance weighted)
1886.0217865002203,779.0468764283528,718.2880317980752,383.777943019702,direct_mlp_last_day_k1,47.8109808,41.53828245,8.8902253,0.5537554,964.3350226258623,671.6330117090389,triline_lstm_2l_k7 (distance weighted),31,112.41877922382425,1,Sierit_DER_AN858_eobs2561__2021__southbound_01,2021,844.0610264501253,752.8186210474078,66,35,setup_10km,Sierit  / DER AN858 (eobs2561),989.9986256881539,549.8614674690854,triline_transformer_2l_k7 (distance weighted)
715.1709469005762,357.96270973097455,537.7277632886406,591.0718649807268,direct_mlp_last_day_k1,47.7542203,41.5365587,9.06452145,0.0522777,1506.6943214114792,1285.8585731275095,triline_lstm_2l_k7 (distance weighted),30,955.5466267824416,1,Zozu_plus_DER_AL581_eobs2541__2019__southbound_01,2019,6.6040034150822695,5.505491079667578,145,115,setup_10km,Zozu + / DER AL581 (eobs2541),1292.1813239817652,1056.6718890782925,triline_transformer_2l_k7 (distance weighted)
3058.6654226807264,1221.3313547327823,664.1068221116745,611.2078005077175,direct_mlp_last_day_k1,47.8050238,41.5266963,9.0594015,0.4314196,1449.4898849400292,1083.188622865551,triline_lstm_2l_k7 (distance weighted),83,70.1236088413661,1,Zozu_plus_DER_AL581_eobs2541__2020__southbound_01,2020,901.4103861683019,774.5059033413545,136,53,setup_10km,Zozu + / DER AL581 (eobs2541),1321.8764727751352,931.3836717118271,triline_transformer_2l_k7 (distance weighted)
