accuracy,balanced_accuracy,best_epoch,best_test_loss,f1,false_negative_rate,false_positive_rate,final_test_loss,fly_threshold_km,fn,fp,k,pos_weight,pr_auc,precision,recall,roc_auc,specificity,test_fly_rate,test_samples,threshold,tn,tp,train_fly_rate,train_samples
0.8784403669724771,0.8813320825515947,8,1.861229134262155,0.46464646464646464,0.11538461538461539,0.12195121951219512,1.861229134262155,30.0,12,200,10,18.31301939058172,0.6638453165161285,0.3150684931506849,0.8846153846153846,0.9429760787992495,0.8780487804878049,0.059633027762174606,1744,0.5,1440,92,0.05177854374051094,6972
0.8922470433639947,0.8595310391363022,11,1.6447624570436765,0.28695652173913044,0.175,0.10593792172739541,1.6447624570436765,30.0,7,157,20,25.68421052631579,0.4335852383427778,0.1736842105263158,0.825,0.9196187584345479,0.8940620782726046,0.026281209662556648,1522,0.5,1325,33,0.0374753437936306,6084
0.869894099848714,0.7798143185298622,5,1.6003513339788578,0.1134020618556701,0.3125,0.12787136294027565,1.6003513339788578,30.0,5,167,30,35.72222222222222,0.0823382397266259,0.06179775280898876,0.6875,0.7712002297090352,0.8721286370597243,0.012102873995900154,1322,0.5,1139,11,0.02723146788775921,5288
0.8511966701352758,0.6770724029380902,9,1.6376131556532758,0.05298013245033112,0.5,0.1458551941238195,1.6376131556532758,30.0,4,139,50,49.53947368421053,0.1863533187002761,0.027972027972027972,0.5,0.7030430220356768,0.8541448058761805,0.00832466222345829,961,0.5,814,4,0.019786514341831207,3841
