const_velocity_final_rollout_error_km,const_velocity_mean_rollout_error_km,direct_final_rollout_error_km,direct_mean_rollout_error_km,direct_model,lat_max,lat_min,lon_max,lon_min,lstm_final_rollout_error_km,lstm_fly_threshold,lstm_mean_rollout_error_km,lstm_model,observed_days,observed_displacement_km,path_copy_index,path_id,path_year,persistence_final_rollout_error_km,persistence_mean_rollout_error_km,records,rollout_steps,setup,source_bird_id,transformer_final_rollout_error_km,transformer_fly_threshold,transformer_mean_rollout_error_km,transformer_model
4158.38577213014,2028.7606914337473,1617.8733919302579,863.8949731892053,direct_transformer_2l_k7,47.92222675,41.64705355,8.6020267,0.9430285,1351.987648625191,0.7908257496543228,1107.9914622316367,"triline_lstm_2l_k7 (distance weighted, fly-gated)",30,739.2551885667646,1,Louis_DER_AU050_eobs_3264__2021__southbound_01,2021,190.8107325405351,190.42559032833765,78,48,setup_30km,Louis / DER AU050 (eobs 3264),2159.199260365285,0.6021632643789052,1621.5047761865692,"triline_transformer_2l_k7 (distance weighted, fly-gated)"
34.93579984515639,14.901009908074183,1025.381066228157,621.3239405570038,direct_transformer_2l_k7,47.9113033,41.53766505,8.5728078,0.6143338,29.46117966866473,0.7908257496543228,12.527351722307857,"triline_lstm_2l_k7 (distance weighted, fly-gated)",30,918.0872223253929,1,Louis_DER_AU050_eobs_3264__2022__southbound_01,2022,29.46117966866473,12.527351722307857,61,31,setup_30km,Louis / DER AU050 (eobs 3264),29.46117966866473,0.6021632643789052,12.527351722307857,"triline_transformer_2l_k7 (distance weighted, fly-gated)"
270.31335295527924,279.05292446837984,423.8980345096426,217.8396946110934,direct_transformer_2l_k7,47.93253095,41.585689900000006,8.5819782,0.6089633,646.2112160535393,0.7908257496543228,317.55878231045,"triline_lstm_2l_k7 (distance weighted, fly-gated)",46,51.55545235761921,1,Louis_DER_AU050_eobs_3264__2023__southbound_01,2023,891.2436996715168,617.0258474194706,59,13,setup_30km,Louis / DER AU050 (eobs 3264),664.9494525411039,0.6021632643789052,297.15929011259357,"triline_transformer_2l_k7 (distance weighted, fly-gated)"
1422.6460928288786,523.6755437586186,812.6196360664362,589.91800851182,direct_transformer_2l_k7,47.8112431,34.2576062,8.89145865,-6.580606,832.2720325871605,0.7908257496543228,758.6520694892146,"triline_lstm_2l_k7 (distance weighted, fly-gated)",83,55.614786674948434,1,Mirabell_plus_DER_AN910_eobs_3907__2019__southbound_01,2019,1925.77232282804,1496.1088755700018,139,56,setup_30km,Mirabell + / DER AN910 (eobs 3907),1935.3164048695178,0.6021632643789052,1335.4590156626978,"triline_transformer_2l_k7 (distance weighted, fly-gated)"
2258.3434942690683,910.0666937573632,608.4884409457815,306.78561152669477,direct_transformer_2l_k7,47.8120999,38.5332653,8.8864307,-4.36811535,664.6551267224374,0.7908257496543228,331.17066014148213,"triline_lstm_2l_k7 (distance weighted, fly-gated)",76,213.05029991147262,1,Mirabell_plus_DER_AN910_eobs_3907__2020__southbound_01,2020,1273.057687668923,1051.8196461660764,92,16,setup_30km,Mirabell + / DER AN910 (eobs 3907),732.3429418643517,0.6021632643789052,381.2206444212293,"triline_transformer_2l_k7 (distance weighted, fly-gated)"
2170.410561035294,894.7647935277904,1578.4093363792151,866.1096300089075,direct_transformer_2l_k7,49.89955475,41.5241537,8.538199500000001,0.43048175,1187.8964982668442,0.7908257496543228,803.2267818268263,"triline_lstm_2l_k7 (distance weighted, fly-gated)",38,121.1423927728407,1,Sara_plus_DER_AU017_eobs_3941__2019__southbound_01,2019,1009.5723332824965,926.1513503537541,80,42,setup_30km,Sara + / DER AU017 (eobs 3941),3149.9232832161288,0.6021632643789052,1601.19772965684,"triline_transformer_2l_k7 (distance weighted, fly-gated)"
4150.553387658273,1744.169288406533,1497.1799354565162,1038.3107682960426,direct_transformer_2l_k7,47.8074046,41.53495435000001,8.88580825,0.4972057,733.3283151399746,0.7908257496543228,657.3583865116929,"triline_lstm_2l_k7 (distance weighted, fly-gated)",65,63.08789080416817,1,Sierit_DER_AN858_eobs2561__2020__southbound_01,2020,897.6793414475592,877.8363891002459,139,74,setup_30km,Sierit  / DER AN858 (eobs2561),2975.4403772796395,0.6021632643789052,2171.5173320224208,"triline_transformer_2l_k7 (distance weighted, fly-gated)"
1886.0217865002203,779.0468764283528,748.1621120114199,576.5238562460645,direct_transformer_2l_k7,47.8109808,41.53828245,8.8902253,0.5537554,920.716769868788,0.7908257496543228,689.5327495745742,"triline_lstm_2l_k7 (distance weighted, fly-gated)",31,112.41877922382425,1,Sierit_DER_AN858_eobs2561__2021__southbound_01,2021,844.0610264501253,752.8186210474078,66,35,setup_30km,Sierit  / DER AN858 (eobs2561),2682.423696474248,0.6021632643789052,1313.0245528394464,"triline_transformer_2l_k7 (distance weighted, fly-gated)"
715.1709469005762,357.96270973097455,399.1744690206479,238.0654132880082,direct_transformer_2l_k7,47.7542203,41.5365587,9.06452145,0.0522777,6.6040034150822695,0.7908257496543228,5.505491079667578,"triline_lstm_2l_k7 (distance weighted, fly-gated)",30,955.5466267824416,1,Zozu_plus_DER_AL581_eobs2541__2019__southbound_01,2019,6.6040034150822695,5.505491079667578,145,115,setup_30km,Zozu + / DER AL581 (eobs2541),6.6040034150822695,0.6021632643789052,5.505491079667578,"triline_transformer_2l_k7 (distance weighted, fly-gated)"
3058.6654226807264,1221.3313547327823,969.2920061518445,744.2653230234865,direct_transformer_2l_k7,47.8050238,41.5266963,9.0594015,0.4314196,1350.7886787963587,0.7908257496543228,1144.755634354338,"triline_lstm_2l_k7 (distance weighted, fly-gated)",83,70.1236088413661,1,Zozu_plus_DER_AL581_eobs2541__2020__southbound_01,2020,901.4103861683019,774.5059033413545,136,53,setup_30km,Zozu + / DER AL581 (eobs2541),2709.1701182849943,0.6021632643789052,1784.631458647251,"triline_transformer_2l_k7 (distance weighted, fly-gated)"
