epoch,train_loss,train_fly_loss,train_distance_loss,train_direction_loss,train_unweighted_distance_loss,train_unweighted_direction_loss,train_unweighted_total_loss,train_mean_distance_weight,test_loss,test_unweighted_loss,fixed_0_5_fly_f1,fixed_0_5_fly_precision,fixed_0_5_fly_recall,lr
1,4.435857135973208,0.9201795942378495,3.3101943406775955,0.41096644742148264,2.283480917347088,0.5406611173782708,3.473991074009404,1.8084568746006393,2.537910319402854,2.6685686529164685,0.6196078431372549,0.535593220338983,0.7348837209302326,0.001
2,2.589365683475916,0.758032453670656,1.6687371502668067,0.32519209818698647,1.6902139276828405,0.46134884113250074,2.6789207811946816,1.8084568736366826,2.3919719750026487,2.5418245252573266,0.6431372549019608,0.5559322033898305,0.7627906976744186,0.001
3,2.360321174734686,0.7111978739741035,1.4988601281636487,0.30052634053474486,1.557781590284363,0.42793598875523897,2.4829474523703685,1.8084568733153639,2.3564003079406657,2.47074054257889,0.6367187500000001,0.5488215488215489,0.7581395348837209,0.001
4,2.179229878351052,0.6791549991725911,1.3548771338964087,0.2903955045414742,1.448788842743619,0.41401192939506387,2.3349497909494485,1.8084568733153639,2.2072720309152114,2.409544474352402,0.6311787072243346,0.5337620578778135,0.772093023255814,0.001
5,2.0135785389460645,0.6412836124472863,1.23156788406989,0.2814540707197472,1.3588595210381273,0.40298319425223006,2.201634741857688,1.8084568733153639,2.282611129740178,2.240915191784059,0.6434108527131782,0.5514950166112956,0.772093023255814,0.001
6,1.8651908889935023,0.6110085123632796,1.127191783282956,0.2539811780992544,1.2379725120780924,0.3652799074861881,2.031620977381169,1.8084568736366826,2.3621999574800063,2.561076540831286,0.6191369606003753,0.5188679245283019,0.7674418604651163,0.001
7,1.7665630321939678,0.5795157501961021,1.0616843719688065,0.25072582511889,1.20010482461626,0.35833054234718054,1.9587858549025503,1.8084568736366826,2.3083406169459506,2.1884285683901803,0.6441351888667992,0.5625,0.7534883720930232,0.001
8,1.6730399694082871,0.5452657345170281,1.0055162376470643,0.24451599272113606,1.1270327683728982,0.3486576933423785,1.8466273501234234,1.8084568739580016,2.3776756136243877,2.340989481085394,0.6168958742632613,0.5340136054421769,0.7302325581395349,0.001
9,1.587782366577827,0.5245722117771036,0.9496826026638885,0.22705507623860136,1.0572715371124186,0.3307721328863879,1.747229812601506,1.8084568739580016,2.313584104702479,2.3854042449087465,0.6076923076923078,0.5180327868852459,0.7348837209302326,0.0005
10,1.4119834919181473,0.47019076684735855,0.8362217834696294,0.21114187834237141,0.9476139449045022,0.30748552895299186,1.5715474892819346,1.8084568746006393,2.4317047949428505,2.4585362894515788,0.5973534971644613,0.5031847133757962,0.7348837209302326,0.0005
11,1.3187399575652459,0.4416019412063845,0.7714222695306948,0.21143147497967568,0.8959057647584262,0.31328515784759725,1.4941502893067435,1.8084568739580016,2.4858358568258363,2.3653117601440923,0.6039215686274508,0.5220338983050847,0.7162790697674418,0.0005
12,1.2846474837100088,0.41941159160310687,0.7617219787723614,0.20702783335652955,0.8831920594860602,0.3023370985955884,1.4537722155090291,1.8084568739580016,2.390762632426547,2.3788537278650908,0.6450304259634889,0.5719424460431655,0.7395348837209302,0.0005
13,1.233856118914252,0.40622729689605797,0.727210768470867,0.20083609986498027,0.826279138619045,0.2976148148591949,1.381313841137282,1.8084568733153639,2.5040347454040197,2.4558642283282834,0.6189555125725339,0.5298013245033113,0.7441860465116279,0.0005
14,1.1756890999339018,0.3790090958063172,0.7020432227705367,0.18927357010442936,0.810059160395774,0.28274184457375356,1.3304391757175928,1.8084568733153639,2.441883313366666,2.332035523540569,0.6390041493775933,0.5767790262172284,0.7162790697674418,0.00025
15,1.104113922125567,0.35031613093020136,0.6581208696262535,0.19135382293530231,0.7638932856909348,0.27830613711773544,1.2533625055837503,1.8084568746006393,2.5010083852752523,2.488585807563802,0.6142034548944338,0.5228758169934641,0.7441860465116279,0.00025
16,1.0983668570569904,0.3446270149110784,0.6564938618809065,0.19449197639512888,0.7627984532770121,0.2856681314761427,1.2502595332433593,1.8084568746006393,2.5144711382626843,2.422665256695606,0.6208251473477406,0.5374149659863946,0.7348837209302326,0.00025
17,1.0775640595634028,0.3436085307051872,0.6426580506514988,0.1825949525576075,0.7581484782085265,0.26793578106438054,1.2357249028599167,1.8084568736366826,2.5584480049153866,2.4004732373589777,0.6221294363256785,0.5643939393939394,0.6930232558139535,0.00025
18,1.0346105420043206,0.3253949996274758,0.6167955617056381,0.18483996126208344,0.7246407855231807,0.2706584546443908,1.185365002752957,1.8084568733153639,2.537478321003464,2.437031788967369,0.6245059288537549,0.5429553264604811,0.7348837209302326,0.00025
