individual_local_identifier,date,temp_2m_celsius,temp_2m_celsius_max,temp_2m_celsius_min,wind_speed_10m,wind_direction_10m,surface_pressure_hpa,mean_sea_level_pressure_hpa,precipitation_mm,cloud_cover,boundary_layer_height,n_weather_points,era5_grid_distance_km_mean,era5_time_diff_hours_max
Angela / DER AY470 (eobs 4001),2016/6/15,17.67972785,18.792877,14.989899,2.53082137,195.971734,976.5236824,1002.414444,3.945350724,0.543672178,859.3427102,100,13.5387096,0.498333333
Angela / DER AY470 (eobs 4001),2016/6/16,15.12457207,18.28897,11.308502,1.334577287,162.5315796,976.9686985,1002.947684,62.5662813,0.946863693,414.6526582,217,13.53985729,0.498333333
Angela / DER AY470 (eobs 4001),2016/6/17,15.80338677,18.389557,12.94278,3.386525725,206.8927129,983.7014475,1009.895967,39.11685944,0.834897052,761.2716809,214,13.53832589,0.498333333
Angela / DER AY470 (eobs 4001),2016/6/18,16.23534106,19.16275,12.240387,2.079279226,238.2884869,991.4799861,1017.831688,80.76572449,0.714061995,701.5888586,214,13.54070105,0.498333333
Angela / DER AY470 (eobs 4001),2016/6/19,15.01504627,16.80191,11.783844,2.054185609,323.9398318,997.0324809,1023.653154,10.73122028,0.515774453,624.6454455,214,13.53964971,0.498333333
Angela / DER AY470 (eobs 4001),2016/6/20,17.7165987,22.423004,9.378571,1.53722005,219.4771202,995.2400547,1021.645326,2.128601067,0.837728954,735.0553919,215,13.54489197,0.498333333
Angela / DER AY470 (eobs 4001),2016/6/21,18.4567925,20.518951,14.780426,2.650049009,197.163059,995.2901336,1021.631143,18.13507056,0.876170362,544.5094722,214,13.53982174,0.498333333
Angela / DER AY470 (eobs 4001),2016/6/22,24.02417523,28.332428,17.609772,1.807611281,80.55726049,996.1745948,1022.280091,0.024795532,0.154494606,528.8972011,217,13.54056937,0.498333333
Angela / DER AY470 (eobs 4001),2016/6/23,27.22099978,32.924713,17.266754,0.804491277,118.2731265,992.4302009,1018.245819,0,0.096542003,358.8258087,215,13.53975415,0.498333333
Angela / DER AY470 (eobs 4001),2016/6/24,26.97396117,31.28946,20.657867,1.799592574,254.0063811,990.1285034,1015.907117,24.38545184,0.348233702,586.8326539,218,13.53809217,0.498333333
Angela / DER AY470 (eobs 4001),2016/6/25,19.4211499,22.460114,16.457672,2.457418147,270.5965822,988.7305505,1014.833868,303.8182276,0.911589584,549.3276366,215,13.53988268,0.498333333
Angela / DER AY470 (eobs 4001),2016/6/26,18.28206871,21.03238,13.451569,1.321426066,282.3709621,992.6913316,1019.007937,25.22802352,0.264517226,706.7473689,217,13.53889454,0.498333333
Angela / DER AY470 (eobs 4001),2016/6/27,18.83105967,22.403717,11.546051,1.467420622,229.7211014,994.7558502,1021.100285,1.117229459,0.530475565,731.2784789,215,13.53943408,0.498333333
Angela / DER AY470 (eobs 4001),2016/6/28,20.10539741,22.909576,15.583649,1.018980002,224.174575,991.4552848,1017.644153,23.22864515,0.791231512,337.4693116,216,13.53959303,0.498333333
