fly_threshold,fly_tp,fly_fp,fly_tn,fly_fn,fly_accuracy,fly_precision,fly_recall,fly_specificity,fly_f1,fly_false_positive_rate,fly_roc_auc,fly_pr_auc
0.006553896237164736,482,1762,0,0,0.21479500891265596,0.21479500891265596,1.0,0.0,0.3536316947909024,1.0,0.9016300789841795,0.7943026448137124
0.009091110127046704,482,1739,23,0,0.2250445632798574,0.21701936064835659,1.0,0.013053348467650397,0.3566407695153533,0.9869466515323496,0.9016300789841795,0.7943026448137124
0.011446782180573791,481,1732,30,1,0.22771836007130125,0.21735201084500677,0.9979253112033195,0.0170261066969353,0.35695732838589983,0.9829738933030647,0.9016300789841795,0.7943026448137124
0.016339668123982846,481,1731,31,1,0.2281639928698752,0.2174502712477396,0.9979253112033195,0.017593643586833144,0.3570898292501856,0.9824063564131669,0.9016300789841795,0.7943026448137124
0.021232554067391902,481,1731,31,1,0.2281639928698752,0.2174502712477396,0.9979253112033195,0.017593643586833144,0.3570898292501856,0.9824063564131669,0.9016300789841795,0.7943026448137124
0.026125440010800957,481,1718,44,1,0.2339572192513369,0.21873578899499774,0.9979253112033195,0.024971623155505107,0.3588213353226409,0.9750283768444948,0.9016300789841795,0.7943026448137124
0.027136970236897467,481,1718,44,1,0.2339572192513369,0.21873578899499774,0.9979253112033195,0.024971623155505107,0.3588213353226409,0.9750283768444948,0.9016300789841795,0.7943026448137124
0.031018325954210012,481,1703,59,1,0.24064171122994651,0.22023809523809523,0.9979253112033195,0.03348467650397276,0.3608402100525131,0.9665153234960272,0.9016300789841795,0.7943026448137124
0.03269421335309744,481,1695,67,1,0.24420677361853832,0.22104779411764705,0.9979253112033195,0.038024971623155504,0.36192626034612496,0.9619750283768445,0.9016300789841795,0.7943026448137124
0.03591121189761907,480,1679,83,2,0.25089126559714797,0.222325150532654,0.995850622406639,0.047105561861521,0.363498674744415,0.952894438138479,0.9016300789841795,0.7943026448137124
0.03750679031014442,480,1674,88,2,0.2531194295900178,0.22284122562674094,0.995850622406639,0.049943246311010214,0.36418816388467373,0.9500567536889898,0.9016300789841795,0.7943026448137124
0.04080409784102812,480,1654,108,2,0.2620320855614973,0.22492970946579194,0.995850622406639,0.06129398410896708,0.3669724770642202,0.9387060158910329,0.9016300789841795,0.7943026448137124
0.04155345931649208,480,1651,111,2,0.26336898395721925,0.22524636320976069,0.995850622406639,0.06299659477866061,0.3673938002296211,0.9370034052213394,0.9016300789841795,0.7943026448137124
0.04569698378443718,479,1639,123,3,0.26827094474153296,0.22615675165250235,0.9937759336099585,0.06980703745743473,0.36846153846153845,0.9301929625425652,0.9016300789841795,0.7943026448137124
0.04694542296230793,478,1631,131,4,0.2713903743315508,0.22664770033191087,0.991701244813278,0.07434733257661748,0.3689695098417599,0.9256526674233825,0.9016300789841795,0.7943026448137124
0.05058986972784624,477,1610,152,5,0.2803030303030303,0.2285577383804504,0.9896265560165975,0.08626560726447219,0.3713507201245621,0.9137343927355278,0.9016300789841795,0.7943026448137124
0.05102939285337925,477,1609,153,5,0.2807486631016043,0.2286673058485139,0.9896265560165975,0.08683314415437003,0.3714953271028038,0.91316685584563,0.9016300789841795,0.7943026448137124
0.05419659301638603,477,1587,175,5,0.2905525846702317,0.2311046511627907,0.9896265560165975,0.09931895573212259,0.3747054202670856,0.9006810442678774,0.9016300789841795,0.7943026448137124
0.05548275567125529,477,1580,182,5,0.2936720142602496,0.23189110354885756,0.9896265560165975,0.10329171396140749,0.37573847971642377,0.8967082860385925,0.9016300789841795,0.7943026448137124
