best_epoch,best_test_loss,distance_weight_bins,distance_weight_max_test,distance_weight_max_train,distance_weight_mean_test,distance_weight_mean_train,distance_weight_scope,distance_weighted_training,feature_mode,final_test_loss,final_unweighted_test_loss,fixed_0_5_fly_accuracy,fixed_0_5_fly_f1,fixed_0_5_fly_false_positive_rate,fixed_0_5_fly_fn,fixed_0_5_fly_fp,fixed_0_5_fly_pr_auc,fixed_0_5_fly_precision,fixed_0_5_fly_recall,fixed_0_5_fly_roc_auc,fixed_0_5_fly_specificity,fixed_0_5_fly_threshold,fixed_0_5_fly_tn,fixed_0_5_fly_tp,fly_accuracy,fly_error_mean_km,fly_f1,fly_false_positive_rate,fly_fn,fly_fp,fly_pr_auc,fly_precision,fly_recall,fly_roc_auc,fly_specificity,fly_threshold,fly_tn,fly_tp,gated_fly_error_mean_km,gated_mean_error_km,gated_median_error_km,gated_migration100_error_mean_km,gated_migration50_error_mean_km,gated_p90_error_km,gated_p95_error_km,gated_stationary_error_mean_km,k,kind,mean_error_km,median_error_km,migration100_error_mean_km,migration50_error_mean_km,model,model_family,n_layers,p90_error_km,p95_error_km,params,pos_weight,raw_pos_weight,runtime_seconds,setup,setup_fly_threshold_km,stationary_error_mean_km,test_fly_rate,test_samples,train_fly_rate,train_samples
7,2.0048573691889926,"[{'min_km': 0.0, 'max_km': 5.0, 'weight': 1.0}, {'min_km': 5.0, 'max_km': 30.0, 'weight': 2.0}, {'min_km': 30.0, 'max_km': 100.0, 'weight': 4.0}, {'min_km': 100.0, 'max_km': None, 'weight': 8.0}]",8.0,8.0,1.6684635877609253,1.8084568977355957,triline_distance_and_direction_losses,True,full,2.0048573691889926,1.9019490155890946,0.9225067385444744,0.6916890080428956,0.06906906906906907,23,92,0.7023400831901525,0.583710407239819,0.8486842105263158,0.936862849691797,0.9309309309309309,0.5,1240,129,0.9319407008086253,82.41332925393198,0.7170868347338935,0.05780780780780781,24,77,0.7023400831901525,0.624390243902439,0.8421052631578947,0.936862849691797,0.9421921921921922,0.6021632643789052,1255,128,82.88094990173771,13.496327025222579,0.8311606258173447,113.81152007938533,89.7844747169275,47.1207344710236,88.37488881769816,5.578562252527159,7,triline_transformer,14.6170447317236,2.342191284548428,113.5901349354511,89.33185186747993,triline_transformer_2l_k7,triline,2,47.44180040002072,88.17249453311489,426118,6.485498108448928,6.485498108448928,33.20632457733154,setup_30km,30.0,6.880531783243363,0.10242587327957153,1484,0.1335916370153427,5936
8,2.0873879822881745,"[{'min_km': 0.0, 'max_km': 5.0, 'weight': 1.0}, {'min_km': 5.0, 'max_km': 30.0, 'weight': 2.0}, {'min_km': 30.0, 'max_km': 100.0, 'weight': 4.0}, {'min_km': 100.0, 'max_km': None, 'weight': 8.0}]",8.0,8.0,1.7082717418670654,1.7702677249908447,triline_distance_and_direction_losses,True,full,2.0873879822881745,2.06693696975708,0.9135893648449039,0.689655172413793,0.08132780082987552,19,98,0.7216091468333835,0.5701754385964912,0.87248322147651,0.9357988248071515,0.9186721991701244,0.5,1107,130,0.9364844903988183,80.489573852536,0.7243589743589743,0.04149377593360996,36,50,0.7216091468333835,0.6932515337423313,0.7583892617449665,0.9357988248071515,0.9585062240663901,0.7512249641958624,1155,113,82.47873140331534,14.072761407897282,0.8049111122092937,107.53250980724081,87.60164501839468,54.0779419101819,89.3787823875157,5.614263873194136,14,triline_transformer,15.528782752871289,2.7098153099802693,106.73521932921719,85.77768244740662,triline_transformer_2l_k14,triline,2,52.62724770365784,89.05265565559507,427014,6.836468885672938,6.836468885672938,29.335882425308228,setup_30km,30.0,7.496286591999886,0.11004431545734406,1354,0.1276084929704666,5415
10,2.3026874730855833,"[{'min_km': 0.0, 'max_km': 5.0, 'weight': 1.0}, {'min_km': 5.0, 'max_km': 30.0, 'weight': 2.0}, {'min_km': 30.0, 'max_km': 100.0, 'weight': 4.0}, {'min_km': 100.0, 'max_km': None, 'weight': 8.0}]",8.0,8.0,1.7319778203964233,1.7021719217300415,triline_distance_and_direction_losses,True,full,2.3026874730855833,2.2032745007886905,0.9140480591497228,0.6782006920415224,0.07476635514018691,21,72,0.6760529989685536,0.5764705882352941,0.8235294117647058,0.9158965766992155,0.9252336448598131,0.5,891,98,0.9371534195933456,84.85423496463727,0.7258064516129032,0.040498442367601244,29,39,0.6760529989685536,0.6976744186046512,0.7563025210084033,0.9158965766992155,0.9595015576323987,0.8148723113536835,924,90,86.1960806123335,14.437206422242134,0.8943188355892671,118.66967411782917,93.4690635826668,54.95087948921523,91.67325984716402,5.569806600205924,30,triline_transformer,15.726713932585287,2.960537313752586,117.65209071019727,92.02075597157474,triline_transformer_2l_k30,triline,2,52.48063791964571,91.67325984716402,429062,7.656,7.656,24.591061115264893,setup_30km,30.0,7.184476131116768,0.10998151451349258,1082,0.11552680283784866,4328
5,2.2046796773145467,"[{'min_km': 0.0, 'max_km': 5.0, 'weight': 1.0}, {'min_km': 5.0, 'max_km': 30.0, 'weight': 2.0}, {'min_km': 30.0, 'max_km': 100.0, 'weight': 4.0}, {'min_km': 100.0, 'max_km': None, 'weight': 8.0}]",8.0,8.0,1.7319778203964233,1.7021719217300415,triline_distance_and_direction_losses,True,full,2.2046796773145467,2.339479957182174,0.88909426987061,0.6407185628742516,0.11214953271028037,12,108,0.714075181436568,0.49767441860465117,0.8991596638655462,0.9364643053483076,0.8878504672897196,0.5,855,107,0.9316081330868762,81.61155340726928,0.7338129496402878,0.059190031152647975,17,57,0.714075181436568,0.6415094339622641,0.8571428571428571,0.9364643053483076,0.940809968847352,0.6860067223384977,906,102,81.94929230343907,14.805259611615552,0.9229634179662022,106.286949996599,87.55227080514844,56.518812399093015,94.00329313087506,6.50812576911608,30,triline_transformer,16.4145568226743,3.5400578077352005,106.18088482454831,87.14772935269829,triline_transformer_3l_k30,triline,3,55.236570743231724,94.00329313087506,627334,7.656,7.656,25.17099905014038,setup_30km,30.0,8.358022457599745,0.10998151451349258,1082,0.11552680283784866,4328
6,2.0130296171193494,"[{'min_km': 0.0, 'max_km': 5.0, 'weight': 1.0}, {'min_km': 5.0, 'max_km': 30.0, 'weight': 2.0}, {'min_km': 30.0, 'max_km': 100.0, 'weight': 4.0}, {'min_km': 100.0, 'max_km': None, 'weight': 8.0}]",8.0,8.0,1.6684635877609253,1.8084568977355957,triline_distance_and_direction_losses,True,full,2.0130296171193494,2.064646549944608,0.8995956873315364,0.639225181598063,0.09684684684684684,20,129,0.7136002432332516,0.5057471264367817,0.868421052631579,0.9378852536747273,0.9031531531531531,0.5,1203,132,0.944743935309973,78.85280626921572,0.74375,0.03678678678678678,33,49,0.7136002432332516,0.7083333333333334,0.7828947368421053,0.9378852536747273,0.9632132132132132,0.8291194639727474,1283,119,80.16388327819239,13.115853670522082,0.7947988050069997,104.39622936533478,85.52071087982172,47.72559942164257,90.15056872461535,5.46472716874589,7,triline_transformer,15.197613783912482,2.7706356733949713,103.75798084494667,84.29560288432565,triline_transformer_4l_k7,triline,4,48.359139982677604,90.15056872461535,822662,6.485498108448928,6.485498108448928,34.054702281951904,setup_30km,30.0,7.933657884688685,0.10242587327957153,1484,0.1335916370153427,5936
14,2.035892674982812,"[{'min_km': 0.0, 'max_km': 5.0, 'weight': 1.0}, {'min_km': 5.0, 'max_km': 30.0, 'weight': 2.0}, {'min_km': 30.0, 'max_km': 100.0, 'weight': 4.0}, {'min_km': 100.0, 'max_km': None, 'weight': 8.0}]",8.0,8.0,1.7082717418670654,1.7702677249908447,triline_distance_and_direction_losses,True,full,2.035892674982812,2.122106844424497,0.9135893648449039,0.6929133858267715,0.08298755186721991,17,100,0.7484669879458857,0.5689655172413793,0.8859060402684564,0.9381213623325629,0.91701244813278,0.5,1105,132,0.9431314623338257,77.75245404459466,0.7508090614886731,0.036514522821576766,33,44,0.7484669879458857,0.725,0.7785234899328859,0.9381213623325629,0.9634854771784233,0.8761379839805885,1161,116,79.71043332706986,13.982933324551015,0.8049111122092937,98.31082974633372,83.3722236497629,56.11205187506534,94.39313128327669,5.855632494364035,14,triline_transformer,16.115868941589095,2.680495740723366,97.12525489336582,81.31568847358804,triline_transformer_4l_k14,triline,4,58.84704060112278,93.3400704684431,823558,6.836468885672938,6.836468885672938,44.63590860366821,setup_30km,30.0,8.49441567988965,0.11004431545734406,1354,0.1276084929704666,5415
7,2.207978156930638,"[{'min_km': 0.0, 'max_km': 5.0, 'weight': 1.0}, {'min_km': 5.0, 'max_km': 30.0, 'weight': 2.0}, {'min_km': 30.0, 'max_km': 100.0, 'weight': 4.0}, {'min_km': 100.0, 'max_km': None, 'weight': 8.0}]",8.0,8.0,1.7319778203964233,1.7021719217300415,triline_distance_and_direction_losses,True,full,2.207978156930638,2.2645179731788563,0.899260628465804,0.653968253968254,0.09657320872274143,16,93,0.7106110950431136,0.5255102040816326,0.865546218487395,0.9310453153223908,0.9034267912772586,0.5,870,103,0.933456561922366,82.79779805964668,0.7165354330708661,0.04569055036344756,28,44,0.7106110950431136,0.674074074074074,0.7647058823529411,0.9310453153223908,0.9543094496365524,0.7762076286505908,919,91,84.47747670095885,14.282877229640363,0.901845820139392,115.48879597541763,91.33119280437215,51.89051691861774,88.30658786640758,5.608778229550125,30,triline_transformer,15.79697672057333,3.0687606262913647,114.90242266596547,89.63300731957449,triline_transformer_4l_k30,triline,4,49.613882300042775,86.92743885194594,825606,7.656,7.656,33.421005725860596,setup_30km,30.0,7.51753981574495,0.10998151451349258,1082,0.11552680283784866,4328
6,2.0002947059281753,"[{'min_km': 0.0, 'max_km': 5.0, 'weight': 1.0}, {'min_km': 5.0, 'max_km': 30.0, 'weight': 2.0}, {'min_km': 30.0, 'max_km': 100.0, 'weight': 4.0}, {'min_km': 100.0, 'max_km': None, 'weight': 8.0}]",8.0,8.0,1.6684635877609253,1.8084568977355957,triline_distance_and_direction_losses,True,full,2.0002947059281753,1.89950308259928,0.9130727762803235,0.670076726342711,0.08108108108108109,21,108,0.7223900202226095,0.5481171548117155,0.8618421052631579,0.9402066540224435,0.918918918918919,0.5,1224,131,0.944743935309973,80.60610231829887,0.7371794871794872,0.033783783783783786,37,45,0.7223900202226095,0.71875,0.756578947368421,0.9402066540224435,0.9662162162162162,0.7908257496543228,1287,115,82.29812542614873,13.306236264207662,0.7936249563959298,102.55250856063613,86.66567938757375,50.30454348957882,88.03129338459163,5.4332879514336065,7,triline_lstm,14.640534597212639,2.448065094395611,101.672728199522,84.97800079329075,triline_lstm_2l_k7,triline,2,48.7692829235153,86.68998082043676,292870,6.485498108448928,6.485498108448928,25.679205894470215,setup_30km,30.0,7.1129322746862815,0.10242587327957153,1484,0.1335916370153427,5936
8,2.0374954704696,"[{'min_km': 0.0, 'max_km': 5.0, 'weight': 1.0}, {'min_km': 5.0, 'max_km': 30.0, 'weight': 2.0}, {'min_km': 30.0, 'max_km': 100.0, 'weight': 4.0}, {'min_km': 100.0, 'max_km': None, 'weight': 8.0}]",8.0,8.0,1.7082717418670654,1.7702677249908447,triline_distance_and_direction_losses,True,full,2.0374954704696,2.023319123942884,0.9054652880354506,0.6666666666666666,0.08879668049792531,21,107,0.7493942027099122,0.5446808510638298,0.8590604026845637,0.9407335208443565,0.9112033195020747,0.5,1098,128,0.9431314623338257,80.17580955673371,0.7353951890034365,0.029045643153526972,42,35,0.7493942027099122,0.7535211267605634,0.7181208053691275,0.9407335208443565,0.970954356846473,0.872183344727382,1170,107,83.40440673964925,13.933355722145905,0.7782742700272169,99.85083282206936,87.12790716721861,55.160480788095825,101.43146542907543,5.34315937226375,14,triline_lstm,15.592197031134672,2.456288851864441,97.70345686712444,83.76148375029597,triline_lstm_2l_k14,triline,2,54.513993992858566,98.7294604270312,292870,6.836468885672938,6.836468885672938,27.966495513916016,setup_30km,30.0,7.606339548716205,0.11004431545734406,1354,0.1276084929704666,5415
9,2.140404250397039,"[{'min_km': 0.0, 'max_km': 5.0, 'weight': 1.0}, {'min_km': 5.0, 'max_km': 30.0, 'weight': 2.0}, {'min_km': 30.0, 'max_km': 100.0, 'weight': 4.0}, {'min_km': 100.0, 'max_km': None, 'weight': 8.0}]",8.0,8.0,1.7319778203964233,1.7021719217300415,triline_distance_and_direction_losses,True,full,2.140404250397039,2.2054446682251316,0.88909426987061,0.6296296296296295,0.10695742471443406,17,103,0.7071428312461722,0.4975609756097561,0.8571428571428571,0.9325113222859236,0.893042575285566,0.5,860,102,0.9408502772643254,82.43222538234552,0.7264957264957266,0.03115264797507788,34,30,0.7071428312461722,0.7391304347826086,0.7142857142857143,0.9325113222859236,0.9688473520249221,0.9179597725812346,933,85,85.51342267068046,14.23290105614213,0.8877938092334153,108.22602438870229,91.04063226034341,53.796845740190264,93.06415016485899,5.424612300036147,30,triline_lstm,15.920110783566516,3.2361837152939827,106.02017746454023,87.82857072307664,triline_lstm_2l_k30,triline,2,49.813059949404526,92.4041438082411,292870,7.656,7.656,25.423486948013306,setup_30km,30.0,7.70106443127711,0.10998151451349258,1082,0.11552680283784866,4328
