individual_local_identifier,date,temp_2m_celsius,temp_2m_celsius_max,temp_2m_celsius_min,wind_speed_10m,wind_direction_10m,surface_pressure_hpa,mean_sea_level_pressure_hpa,precipitation_mm,cloud_cover,boundary_layer_height,n_weather_points,era5_grid_distance_km_mean,era5_time_diff_hours_max
Anton + / DER AV859 (eobs 4004),2015-06-16,19.796560287475586,21.674225,16.092682,3.279404878616333,26.112878799438477,992.8131103515625,1019.0763549804688,0.6489754,0.904540479183197,941.0609130859375,120,13.540006611642472,0.49833333333333335
Anton + / DER AV859 (eobs 4004),2015-06-17,19.198955535888672,22.521393,11.954987,2.2290396690368652,152.6599578857422,995.681640625,1022.0745239257812,0.0,0.5420736074447632,1034.169677734375,181,13.539043002187077,0.49833333333333335
Anton + / DER AV859 (eobs 4004),2015-06-18,16.673994064331055,18.497711,13.480621,2.5885026454925537,243.00967407226562,991.3148803710938,1017.5967407226562,64.269066,0.9734455347061157,517.0400390625,218,13.538942614031116,0.49833333333333335
Anton + / DER AV859 (eobs 4004),2015-06-19,15.217007637023926,17.915436,10.902496,2.5179429054260254,310.11676025390625,992.2904663085938,1018.8002319335938,3.9777756,0.671205997467041,843.2280883789062,218,13.539790515518256,0.49833333333333335
Anton + / DER AV859 (eobs 4004),2015-06-20,13.753047943115234,15.55777,12.455231,1.7151697874069214,295.45068359375,993.8641357421875,1020.5338134765625,18.470764,0.850060224533081,528.3035888671875,217,13.539081021026297,0.49833333333333335
Anton + / DER AV859 (eobs 4004),2015-06-21,16.2762451171875,20.772125,11.390045,2.310875415802002,203.7213134765625,991.7109985351562,1018.0880737304688,22.526741,0.8397461175918579,602.075927734375,215,13.539178630681098,0.49833333333333335
Anton + / DER AV859 (eobs 4004),2015-06-22,16.601898193359375,18.35733,13.78775,2.1771318912506104,221.56756591796875,985.9097290039062,1012.062255859375,48.822403,0.9803746342658997,583.15966796875,216,13.53888233975857,0.49833333333333335
Anton + / DER AV859 (eobs 4004),2015-06-23,14.228461265563965,16.618805,10.119049,3.230510950088501,271.1141662597656,988.4393920898438,1014.9096069335938,11.649132,0.3351089656352997,976.894287109375,214,13.53958511742851,0.49833333333333335
Anton + / DER AV859 (eobs 4004),2015-06-24,16.65834617614746,21.681793,8.983063,1.1150076389312744,145.3519744873047,995.1373291015625,1021.59521484375,0.4940033,0.42811399698257446,689.9476928710938,214,13.542181249647012,0.49833333333333335
Anton + / DER AV859 (eobs 4004),2015-06-25,19.616392135620117,24.579498,11.233795,0.6502701044082642,262.5940856933594,995.9730224609375,1022.2467041015625,0.0,0.6951051354408264,740.087646484375,215,13.552996757469614,0.49833333333333335
Anton + / DER AV859 (eobs 4004),2015-06-26,21.410226821899414,26.764069,11.471344,0.8106271028518677,195.87074279785156,994.3683471679688,1020.4822387695312,0.0,0.8296535611152649,706.2684936523438,214,13.537348966737257,0.49833333333333335
Anton + / DER AV859 (eobs 4004),2015-06-27,21.584623336791992,25.442291,16.93155,2.971501111984253,244.40493774414062,991.1762084960938,1017.2122802734375,45.3043,0.4092675447463989,850.0897827148438,214,13.53975527808862,0.49833333333333335
Anton + / DER AV859 (eobs 4004),2015-06-28,21.147743225097656,25.77652,13.100494,1.4512308835983276,64.47733306884766,994.5188598632812,1020.703857421875,0.0,0.3968519866466522,804.666748046875,216,13.532394859102386,0.49833333333333335
Anton + / DER AV859 (eobs 4004),2015-06-29,23.4260196685791,28.832672,15.529938,0.7943106889724731,188.98048400878906,994.0941772460938,1020.1245727539062,0.08773804,0.9125329256057739,680.4625244140625,215,13.544966441839714,0.49833333333333335
Anton + / DER AV859 (eobs 4004),2015-06-30,24.819135665893555,30.726715,15.173492,1.9525214433670044,72.51892852783203,992.9915161132812,1018.9451293945312,0.0,0.006533574312925339,695.5281372070312,217,13.534350112850392,0.49833333333333335
Anton + / DER AV859 (eobs 4004),2015-07-01,27.53730010986328,34.286774,16.466705,1.3678197860717773,81.95331573486328,991.0601806640625,1016.7960815429688,0.0,0.012499026022851467,744.393798828125,213,13.537315303781336,0.49833333333333335
Anton + / DER AV859 (eobs 4004),2015-07-02,29.950923919677734,35.8649,20.055328,1.2707141637802124,151.76760864257812,992.4627075195312,1018.13720703125,0.0,0.16760875284671783,737.3115844726562,211,13.522163964464841,0.49833333333333335
Anton + / DER AV859 (eobs 4004),2015-07-03,29.50116729736328,35.235016,20.63272,1.4800856113433838,152.2698974609375,995.6033325195312,1021.3704223632812,5.785942,0.45958971977233887,611.9617919921875,213,13.540444458765666,0.49833333333333335
Anton + / DER AV859 (eobs 4004),2015-07-04,31.241392135620117,37.34732,21.394928,1.7155944108963013,179.65773010253906,993.1829223632812,1018.8251342773438,0.91171265,0.5224123597145081,841.720947265625,216,13.535152486893592,0.49833333333333335
Anton + / DER AV859 (eobs 4004),2015-07-05,31.059003829956055,39.3627,22.419342,1.6221444606781006,206.2860870361328,989.33642578125,1014.9523315429688,24.868965,0.38088178634643555,481.23443603515625,218,13.542116532697769,0.49833333333333335
Anton + / DER AV859 (eobs 4004),2015-07-06,25.623878479003906,30.59195,19.713043,1.4605422019958496,198.79420471191406,994.1504516601562,1020.1565551757812,0.1373291,0.17876900732517242,1058.77734375,216,13.54026099784752,0.49833333333333335
Anton + / DER AV859 (eobs 4004),2015-07-07,28.486173629760742,35.623688,18.758698,2.1923961639404297,210.90115356445312,985.2354125976562,1010.81103515625,11.800766,0.6248273253440857,871.65576171875,217,13.538484538293302,0.49833333333333335
Anton + / DER AV859 (eobs 4004),2015-07-08,20.926555633544922,24.283844,17.548004,4.741171836853027,284.9280700683594,988.3108520507812,1014.3994750976562,14.642715,0.6692794561386108,1580.15087890625,215,13.53276638155882,0.49833333333333335
Anton + / DER AV859 (eobs 4004),2015-07-09,19.3192081451416,22.230133,16.06192,3.1547603607177734,288.2091369628906,993.8653564453125,1020.1871948242188,9.759903,0.5341500043869019,1247.448486328125,214,13.544261331511724,0.49833333333333335
Anton + / DER AV859 (eobs 4004),2015-07-10,20.462879180908203,26.72232,10.64444,2.3458189964294434,39.69575881958008,994.79052734375,1021.0440063476562,0.0,0.0,778.320556640625,214,13.573827293197995,0.49833333333333335
Anton + / DER AV859 (eobs 4004),2015-07-11,25.803516387939453,32.51895,14.295807,2.9342548847198486,243.64801025390625,989.5269165039062,1015.344482421875,0.0,0.13814261555671692,1290.3194580078125,216,13.840086808424282,0.49833333333333335
Anton + / DER AV859 (eobs 4004),2015-07-12,23.40956687927246,27.59195,16.689362,2.9979336261749268,295.830322265625,992.3414916992188,1018.3906860351562,0.034809113,0.6753134727478027,1122.2864990234375,217,13.942340201690255,0.49833333333333335
Anton + / DER AV859 (eobs 4004),2015-07-13,21.795793533325195,25.28775,17.826324,1.2310341596603394,281.2820739746094,992.6563110351562,1018.8012084960938,0.08869171,0.8854011297225952,929.0648803710938,215,13.929097601390913,0.49833333333333335
Anton + / DER AV859 (eobs 4004),2015-07-14,24.359899520874023,28.20108,18.105865,3.0820279121398926,270.1309814453125,991.8221435546875,1017.8212280273438,0.0,0.427477091550827,1178.6346435546875,202,13.943344443856377,0.49833361111111113
Bubbel + / DER AN873 (eobs 3666),2015-01-01,8.581338882446289,16.23233,2.1342468,2.887491464614868,39.051246643066406,1029.658203125,1033.18896484375,0.0,0.0,200.03445434570312,216,11.224992745655722,0.49833333333333335
Bubbel + / DER AN873 (eobs 3666),2015-01-02,9.356185913085938,16.174469,4.065094,2.7406532764434814,42.954193115234375,1033.079833984375,1036.627197265625,0.0,0.014748568646609783,210.05111694335938,217,11.276408024903594,0.49833333333333335
Bubbel + / DER AN873 (eobs 3666),2015-01-03,9.758488655090332,17.656158,3.2320862,2.5441062450408936,40.95089340209961,1033.0958251953125,1036.6300048828125,0.0,0.0005265336949378252,181.14285278320312,217,11.359636805054924,0.49833333333333335
Bubbel + / DER AN873 (eobs 3666),2015-01-04,9.883909225463867,17.889313,4.3160706,1.8100641965866089,94.24829864501953,1029.0772705078125,1032.5767822265625,0.0,0.0,122.77841186523438,218,11.335321397847851,0.49833333333333335
Bubbel + / DER AN873 (eobs 3666),2015-01-05,8.991674423217773,15.7933655,3.6229553,1.0708026885986328,147.1105194091797,1026.4141845703125,1029.9356689453125,0.011444092,0.49782443046569824,174.87997436523438,218,11.321893628757659,0.49833333333333335
Bubbel + / DER AN873 (eobs 3666),2015-01-06,8.33247184753418,13.241364,2.9944153,1.1843845844268799,147.42677307128906,1023.9569091796875,1027.4747314453125,0.005722046,0.8235276341438293,181.18048095703125,218,11.323636206041723,0.49833333333333335
Bubbel + / DER AN873 (eobs 3666),2015-01-07,7.196394443511963,13.48111,2.89151,2.5558764934539795,31.04041862487793,1025.7117919921875,1029.25830078125,0.0,0.2422405183315277,193.94700622558594,217,11.292161697643552,0.49833333333333335
Bubbel + / DER AN873 (eobs 3666),2015-01-08,9.578577995300293,16.465729,3.6090088,3.0351336002349854,45.833595275878906,1031.8502197265625,1035.3887939453125,0.0,0.14345823228359222,280.87994384765625,56,11.251553224818895,0.41444444444444445
Bubbel + / DER AN873 (eobs 3666),2015-01-09,11.967363357543945,18.867584,6.142975,3.687300205230713,51.705421447753906,1035.98388671875,1039.521240234375,0.0,0.0119618009775877,288.6619567871094,56,11.381448748023459,0.4147222222222222
Bubbel + / DER AN873 (eobs 3666),2015-01-10,11.436872482299805,18.039215,6.4066467,2.1176559925079346,135.6442413330078,1031.3187255859375,1034.8358154296875,0.0,0.028003692626953125,171.26792907714844,56,11.35454082953146,0.415
Bubbel + / DER AN873 (eobs 3666),2015-01-11,10.485695838928223,18.495758,2.662506,2.06955623626709,38.855377197265625,1027.1314697265625,1030.6163330078125,0.0,0.0425240658223629,152.9306182861328,56,11.281652448033578,0.415
Bubbel + / DER AN873 (eobs 3666),2015-01-12,11.115992546081543,18.370758,5.511383,2.1786913871765137,106.79937744140625,1025.8248291015625,1029.3031005859375,0.2975464,0.5100457072257996,164.61940002441406,56,11.274386574377008,0.415
Bubbel + / DER AN873 (eobs 3666),2015-01-13,11.509079933166504,18.52237,5.957733,1.7628027200698853,99.92122650146484,1022.1117553710938,1026.217041015625,0.0,0.22865240275859833,148.19712829589844,56,11.429472681386276,0.4102777777777778
Bubbel + / DER AN873 (eobs 3666),2015-01-14,11.429526329040527,17.698883,5.4864807,1.9765454530715942,79.45308685302734,1022.0613403320312,1025.8446044921875,0.0071525574,0.8041436076164246,169.803955078125,56,11.390150669721079,0.4102777777777778
Bubbel + / DER AN873 (eobs 3666),2015-01-15,11.846369743347168,17.582672,5.5690002,3.0674304962158203,211.08860778808594,1016.8160400390625,1021.1736450195312,0.118255615,0.6612439751625061,532.1461181640625,56,11.397214296976419,0.4147222222222222
Bubbel + / DER AN873 (eobs 3666),2015-01-16,11.032435417175293,13.850494,8.384674,3.4618191719055176,282.5078430175781,1015.9955444335938,1019.8951416015625,4.2967796,0.4309714138507843,746.2921752929688,56,11.29586260206057,0.41444444444444445
Bubbel + / DER AN873 (eobs 3666),2015-01-17,7.6461005210876465,12.808502,2.2240295,1.7074826955795288,275.90008544921875,1022.3277587890625,1025.8736572265625,0.0,0.367615282535553,281.06219482421875,56,11.34313075623828,0.4147222222222222
Bubbel + / DER AN873 (eobs 3666),2015-01-18,9.884706497192383,10.864899,7.914093,5.607720375061035,165.62168884277344,1009.0164184570312,1012.4981689453125,52.075863,0.9724344611167908,635.5540161132812,56,11.40124457839203,0.415
Bubbel + / DER AN873 (eobs 3666),2015-01-19,10.824089050292969,13.839996,8.100739,5.076568126678467,270.6467590332031,1007.06005859375,1010.5306396484375,6.262779,0.5389889478683472,1088.7869873046875,56,11.380663691203589,0.415
Bubbel + / DER AN873 (eobs 3666),2015-01-20,5.7129034996032715,7.912262,2.5191956,1.6099985837936401,152.22560119628906,1009.4969482421875,1013.0227661132812,13.711929,0.750732958316803,147.93521118164062,56,11.379667618124136,0.415
Bubbel + / DER AN873 (eobs 3666),2015-01-21,8.121345520019531,13.307037,2.3675232,3.044215679168701,295.37408447265625,1012.2801513671875,1015.7964477539062,3.6540031,0.30776649713516235,509.80755615234375,56,11.382148680974023,0.4102777777777778
