epoch,train_loss,test_delta_mse_norm,lr
1,0.6519607729511052,1.275798579508608,0.001
2,0.6144603376847382,1.2191355905749581,0.001
3,0.58289773627311,1.2332835596103173,0.001
4,0.5909390305412817,1.3074577806831955,0.001
5,0.5814287786894197,1.2079737916008217,0.001
6,0.5637649468082362,1.311914947125819,0.001
7,0.5625753699523184,1.251300070966993,0.001
8,0.5620340883272041,1.1976710503751582,0.001
9,0.5567167922098173,1.2508970475816108,0.001
10,0.5457471426768463,1.1903108706722012,0.001
11,0.5433215409626189,1.1720651728766305,0.001
12,0.5533151646672929,1.2229187374378179,0.001
13,0.5341409393262921,1.2157110649269898,0.001
14,0.5391732877558245,1.2915231370693678,0.001
15,0.5257808789217613,1.2877130173630529,0.001
16,0.5297077572350574,1.2286282359779654,0.0005
17,0.4991888363599487,1.2754522785544395,0.0005
18,0.48654172118485484,1.2475553371689536,0.0005
19,0.4956526739104608,1.21827463989521,0.0005
20,0.4763709790233282,1.241866323855016,0.0005
21,0.4751999294351283,1.3139677192870673,0.00025
22,0.448715842888213,1.2327924860375268,0.00025
23,0.44583457465753584,1.275097838469914,0.00025
24,0.4392938081975202,1.2876717186980433,0.00025
25,0.42979602878092754,1.2664069465615533,0.00025
26,0.43051847543263405,1.2957911323030273,0.000125
27,0.4161344027669266,1.2843720661355305,0.000125
28,0.4152399571843134,1.2934313563557414,0.000125
29,0.4062074900060662,1.2902514680058925,0.000125
30,0.40124107599016423,1.327863773548758,0.000125
31,0.4003109379701386,1.341389356011694,6.25e-05
