epoch,train_loss,test_loss,accuracy,precision,recall,f1,false_positive_rate,lr
1,1.205081879857494,0.7724436228989615,0.8028909329829172,0.09375,0.75,0.16666666666666666,0.19568151147098514,0.001
2,1.1399947009064664,0.8625492845587286,0.7647831800262812,0.08808290155440414,0.85,0.1596244131455399,0.23751686909581646,0.001
3,1.081109996397663,0.8049492611208351,0.7549277266754271,0.06976744186046512,0.675,0.12646370023419204,0.242914979757085,0.001
4,1.0488606478962594,0.766230791376392,0.7798948751642576,0.09141274238227147,0.825,0.16458852867830423,0.2213225371120108,0.001
5,1.0346407536062106,0.9183112693052254,0.7739816031537451,0.07303370786516854,0.65,0.13131313131313133,0.22267206477732793,0.001
6,1.0042319902458292,0.7656983765290069,0.764126149802891,0.08136482939632546,0.775,0.14726840855106887,0.23616734143049933,0.001
7,1.011227721293297,0.8847666970220408,0.7818659658344284,0.07309941520467836,0.625,0.13089005235602094,0.21390013495276652,0.001
8,0.9947701233300154,0.970443898682212,0.8035479632063075,0.08090614886731391,0.625,0.14326647564469913,0.19163292847503374,0.001
9,1.014664782614084,0.8987214217518068,0.7917214191852825,0.0764525993883792,0.625,0.13623978201634876,0.203778677462888,0.001
10,0.9654247769002143,0.7978950292851076,0.7700394218134035,0.08333333333333333,0.775,0.15048543689320384,0.2300944669365722,0.001
11,0.947060351423493,0.7421677147825193,0.7779237844940867,0.08839779005524862,0.8,0.15920398009950248,0.22267206477732793,0.001
12,0.89478040117719,0.9122151013429469,0.8626806833114323,0.1141552511415525,0.625,0.19305019305019303,0.13090418353576247,0.001
13,0.8362495322356014,1.074853653173879,0.9145860709592641,0.16417910447761194,0.55,0.2528735632183908,0.07557354925775979,0.001
14,0.8238903835053353,0.9066540899829701,0.9362680683311432,0.20618556701030927,0.5,0.29197080291970806,0.05195681511470985,0.001
15,0.8128416454376632,0.7546397080637622,0.8685939553219448,0.13302752293577982,0.725,0.2248062015503876,0.12753036437246965,0.001
16,0.7606761516081041,0.9340953673193239,0.892904073587385,0.14035087719298245,0.6,0.2274881516587678,0.09919028340080972,0.0005
17,0.7024290599492253,1.0348590988856734,0.9257555847568988,0.18803418803418803,0.55,0.2802547770700637,0.0641025641025641,0.0005
18,0.6536145450487332,1.1507370126740848,0.9329829172141918,0.19607843137254902,0.5,0.28169014084507044,0.0553306342780027,0.0005
19,0.6268244814825716,1.0967412592938632,0.9185282522996058,0.16666666666666666,0.525,0.25301204819277107,0.0708502024291498,0.0005
20,0.6334978895388019,1.152460248472656,0.9362680683311432,0.21212121212121213,0.525,0.302158273381295,0.05263157894736842,0.0005
21,0.6496044647372294,1.0192360159269143,0.9336399474375822,0.21495327102803738,0.575,0.31292517006802717,0.05668016194331984,0.00025
