threshold,tp,fp,tn,fn,accuracy,precision,recall,specificity,f1,false_positive_rate,false_negative_rate,balanced_accuracy,roc_auc,pr_auc
0.0,85,674,0,0,0.11198945981554677,0.11198945981554677,1.0,0.0,0.20142180094786727,1.0,0.0,0.5,0.9441263745854425,0.7403731770753724
0.004279653379521454,85,667,7,0,0.12121212121212122,0.11303191489361702,1.0,0.010385756676557863,0.20310633213859022,0.9896142433234422,0.0,0.505192878338279,0.9441263745854425,0.7403731770753724
0.006118986013461048,85,666,8,0,0.1225296442687747,0.11318242343541944,1.0,0.011869436201780416,0.2033492822966507,0.9881305637982196,0.0,0.5059347181008902,0.9441263745854425,0.7403731770753724
0.006487399871367597,85,658,16,0,0.13306982872200263,0.11440107671601615,1.0,0.02373887240356083,0.20531400966183574,0.9762611275964391,0.0,0.5118694362017804,0.9441263745854425,0.7403731770753724
0.008559306759042908,85,657,17,0,0.13438735177865613,0.11455525606469003,1.0,0.025222551928783383,0.20556227327690446,0.9747774480712166,0.0,0.5126112759643917,0.9441263745854425,0.7403731770753724
0.009296980765683617,85,651,23,0,0.1422924901185771,0.11548913043478261,1.0,0.03412462908011869,0.20706455542021923,0.9658753709198813,0.0,0.5170623145400594,0.9441263745854425,0.7403731770753724
0.01,85,644,30,0,0.15151515151515152,0.11659807956104253,1.0,0.04451038575667656,0.20884520884520882,0.9554896142433235,0.0,0.5222551928783383,0.9441263745854425,0.7403731770753724
0.012327837197619833,85,636,38,0,0.16205533596837945,0.11789181692094314,1.0,0.05637982195845697,0.21091811414392062,0.9436201780415431,0.0,0.5281899109792285,0.9441263745854425,0.7403731770753724
0.012838960138564361,85,630,44,0,0.16996047430830039,0.11888111888111888,1.0,0.06528189910979229,0.2125,0.9347181008902077,0.0,0.5326409495548962,0.9441263745854425,0.7403731770753724
0.01445602173021279,85,628,46,0,0.1725955204216074,0.11921458625525946,1.0,0.06824925816023739,0.2130325814536341,0.9317507418397626,0.0,0.5341246290801187,0.9441263745854425,0.7403731770753724
0.014995215392546403,85,620,54,0,0.1831357048748353,0.12056737588652482,1.0,0.08011869436201781,0.2151898734177215,0.9198813056379822,0.0,0.5400593471810089,0.9441263745854425,0.7403731770753724
0.015394822632913205,85,613,61,0,0.19235836627140976,0.12177650429799428,1.0,0.09050445103857567,0.21711366538952745,0.9094955489614244,0.0,0.5452522255192879,0.9441263745854425,0.7403731770753724
0.016032305871597836,85,605,69,0,0.2028985507246377,0.12318840579710146,1.0,0.10237388724035608,0.2193548387096774,0.8976261127596439,0.0,0.5511869436201781,0.9441263745854425,0.7403731770753724
0.017118613518085815,85,599,75,0,0.21080368906455862,0.12426900584795321,1.0,0.11127596439169139,0.22106631989596878,0.8887240356083086,0.0,0.5556379821958457,0.9441263745854425,0.7403731770753724
0.017745447749561466,85,598,76,0,0.21212121212121213,0.12445095168374817,1.0,0.11275964391691394,0.22135416666666666,0.887240356083086,0.0,0.5563798219584569,0.9441263745854425,0.7403731770753724
0.01835182615626326,85,590,84,0,0.22266139657444006,0.1259259259259259,1.0,0.12462908011869436,0.22368421052631576,0.8753709198813057,0.0,0.5623145400593472,0.9441263745854425,0.7403731770753724
0.019553647361944176,85,583,91,0,0.2318840579710145,0.12724550898203593,1.0,0.13501483679525222,0.2257636122177955,0.8649851632047477,0.0,0.5675074183976261,0.9441263745854425,0.7403731770753724
0.020929939597068178,85,575,99,0,0.24242424242424243,0.12878787878787878,1.0,0.14688427299703263,0.22818791946308722,0.8531157270029673,0.0,0.5734421364985163,0.9441263745854425,0.7403731770753724
0.02139826689760727,85,571,103,0,0.24769433465085638,0.12957317073170732,1.0,0.15281899109792285,0.22941970310391363,0.8471810089020771,0.0,0.5764094955489614,0.9441263745854425,0.7403731770753724
0.021636628984611033,85,567,107,0,0.25296442687747034,0.1303680981595092,1.0,0.15875370919881307,0.23066485753052915,0.841246290801187,0.0,0.5793768545994066,0.9441263745854425,0.7403731770753724
0.02186757340999963,85,560,114,0,0.2621870882740448,0.13178294573643412,1.0,0.16913946587537093,0.23287671232876714,0.8308605341246291,0.0,0.5845697329376854,0.9441263745854425,0.7403731770753724
0.02236162626045055,85,552,122,0,0.2727272727272727,0.13343799058084774,1.0,0.18100890207715134,0.23545706371191136,0.8189910979228486,0.0,0.5905044510385756,0.9441263745854425,0.7403731770753724
0.023332782366595438,85,545,129,0,0.28194993412384717,0.1349206349206349,1.0,0.1913946587537092,0.23776223776223776,0.8086053412462908,0.0,0.5956973293768546,0.9441263745854425,0.7403731770753724
0.024255437749223053,85,537,137,0,0.2924901185770751,0.13665594855305466,1.0,0.2032640949554896,0.24045261669024043,0.7967359050445104,0.0,0.6016320474777448,0.9441263745854425,0.7403731770753724
0.024913529797516477,85,529,145,0,0.30303030303030304,0.13843648208469056,1.0,0.21513353115727002,0.24320457796852646,0.7848664688427299,0.0,0.607566765578635,0.9441263745854425,0.7403731770753724
0.025414054496993445,85,522,152,0,0.31225296442687744,0.1400329489291598,1.0,0.22551928783382788,0.24566473988439305,0.7744807121661721,0.0,0.612759643916914,0.9441263745854425,0.7403731770753724
0.025677920277128723,85,519,155,0,0.31620553359683795,0.14072847682119205,1.0,0.22997032640949555,0.2467343976777939,0.7700296735905044,0.0,0.6149851632047478,0.9441263745854425,0.7403731770753724
0.026463278427581127,85,514,160,0,0.3227931488801054,0.1419031719532554,1.0,0.23738872403560832,0.24853801169590645,0.7626112759643917,0.0,0.6186943620178041,0.9441263745854425,0.7403731770753724
0.027500612512390204,85,507,167,0,0.33201581027667987,0.14358108108108109,1.0,0.24777448071216618,0.2511078286558346,0.7522255192878339,0.0,0.6238872403560831,0.9441263745854425,0.7403731770753724
