epoch,train_loss,train_fly_loss,train_distance_loss,train_direction_loss,test_loss,accuracy,precision,recall,f1,false_positive_rate,lr
1,2.4663309960184043,1.377186883492136,0.7338454280513179,1.0438921520468532,1.9709243440727289,0.7929240374609782,0.0,0.0,0.0,0.20041972717733472,0.001
2,2.20397555156165,1.261439016137822,0.6960512497747233,0.8772047708755172,1.8603592984510138,0.8668054110301769,0.016129032258064516,0.25,0.030303030303030304,0.12801678908709338,0.001
3,2.170075600352395,1.237194632869374,0.6912145696927625,0.860263705284637,1.9743614568918726,0.7127991675338189,0.010948905109489052,0.375,0.021276595744680854,0.28436516264428124,0.001
4,2.1305622205514516,1.1971649958950192,0.6779264606646,0.8540532554819137,1.784136212331075,0.8595213319458896,0.022556390977443608,0.375,0.0425531914893617,0.13641133263378805,0.001
5,2.105101316843344,1.2309849756330724,0.6933534367674241,0.7962554173368986,1.941801097651054,0.9438085327783559,0.04,0.25,0.06896551724137932,0.05036726128016789,0.001
6,2.22695640318408,1.162115814039652,0.6830154657907022,0.9628830370695695,1.7621929071200129,0.9406867845993756,0.05454545454545454,0.375,0.09523809523809523,0.05456453305351522,0.001
7,2.128507603738681,1.081635550141676,0.6647566563758462,0.9229331678228122,1.9610446675386934,0.9167533818938606,0.02631578947368421,0.25,0.04761904761904762,0.0776495278069255,0.001
8,1.9291489625839913,1.1876215461764725,0.655855013659397,0.67948319321652,1.9310861281376104,0.9604578563995838,0.058823529411764705,0.25,0.09523809523809523,0.033578174186778595,0.001
9,1.9469841527026384,1.0257701519348137,0.6611739598071327,0.7729251355561264,1.6376131556532758,0.8511966701352758,0.027972027972027972,0.5,0.05298013245033112,0.1458551941238195,0.001
10,1.8295230740636192,0.9957261690091602,0.6450073543904008,0.6866526212645087,1.962294267628121,0.9729448491155047,0.09090909090909091,0.25,0.13333333333333333,0.02098635886673662,0.001
11,1.6925755531038043,0.9346862270074162,0.6370022454646006,0.5882302092810653,2.031233521641603,0.9625390218522373,0.0625,0.25,0.1,0.03147953830010493,0.001
12,1.8133510405494035,0.9363968088675898,0.6284511742322465,0.7167014668491227,1.901171812033678,0.8761706555671176,0.017391304347826087,0.25,0.03252032520325203,0.11857292759706191,0.001
13,1.6932486113499334,0.8438512498095333,0.6376079793256169,0.6337150150958029,1.7816338511833167,0.8980228928199792,0.02127659574468085,0.25,0.0392156862745098,0.09653725078698845,0.001
14,1.6126608281078454,0.8801072313120761,0.61889218217195,0.5537150378526421,1.8124262404615499,0.8730489073881373,0.01694915254237288,0.25,0.031746031746031744,0.12172088142707241,0.0005
15,1.5239109294826059,0.7709600401247457,0.6108390149019443,0.5275918960074713,1.7086293335759801,0.9448491155046826,0.04081632653061224,0.25,0.07017543859649122,0.04931794333683106,0.0005
16,1.4441669296470354,0.7544712417915879,0.5962983305815514,0.47063299232210787,1.8400941406774967,0.9240374609781478,0.028985507246376812,0.25,0.051948051948051945,0.07030430220356768,0.0005
17,1.3668216528199792,0.7190193051132365,0.5845350944954757,0.4227769205390833,1.900804277017139,0.9542143600416233,0.05,0.25,0.08333333333333334,0.03987408184679958,0.0005
18,1.2881627438497307,0.7558085120801223,0.5952237024185589,0.31503478849471095,1.9289453354636041,0.918834547346514,0.02702702702702703,0.25,0.04878048780487805,0.07555089192025184,0.0005
19,1.2819487961652658,0.707017147736573,0.5881449605176549,0.3402952560686997,1.9419793484114212,0.9250780437044746,0.029411764705882353,0.25,0.05263157894736842,0.06925498426023086,0.00025
