threshold,tp,fp,tn,fn,accuracy,precision,recall,specificity,f1,false_positive_rate,false_negative_rate,balanced_accuracy,roc_auc,pr_auc
0.014197204262018204,119,963,0,0,0.1099815157116451,0.1099815157116451,1.0,0.0,0.1981681931723564,1.0,0.0,0.5,0.937747061441399,0.7158183558807468
0.015295903328806162,119,952,11,0,0.12014787430683918,0.1111111111111111,1.0,0.01142263759086189,0.19999999999999998,0.9885773624091381,0.0,0.505711318795431,0.937747061441399,0.7158183558807468
0.016359559521079065,119,941,22,0,0.13031423290203328,0.11226415094339623,1.0,0.02284527518172378,0.20186598812553014,0.9771547248182763,0.0,0.5114226375908619,0.937747061441399,0.7158183558807468
0.018528070077300073,119,930,33,0,0.14048059149722736,0.11344137273593899,1.0,0.03426791277258567,0.20376712328767124,0.9657320872274143,0.0,0.5171339563862928,0.937747061441399,0.7158183558807468
0.019071251433342696,119,926,37,0,0.14417744916820702,0.11387559808612441,1.0,0.03842159916926272,0.20446735395189006,0.9615784008307373,0.0,0.5192107995846313,0.937747061441399,0.7158183558807468
0.019815851897001267,119,919,44,0,0.15064695009242143,0.11464354527938343,1.0,0.04569055036344756,0.20570440795159897,0.9543094496365524,0.0,0.5228452751817237,0.937747061441399,0.7158183558807468
0.02112159552052617,119,908,55,0,0.16081330868761554,0.11587147030185005,1.0,0.05711318795430945,0.20767888307155324,0.9428868120456906,0.0,0.5285565939771547,0.937747061441399,0.7158183558807468
0.022377163767814637,118,899,64,1,0.16820702402957485,0.1160275319567355,0.9915966386554622,0.06645898234683281,0.20774647887323944,0.9335410176531672,0.008403361344537815,0.5290278105011476,0.937747061441399,0.7158183558807468
0.023945298604667188,118,890,73,1,0.17652495378927913,0.11706349206349206,0.9915966386554622,0.07580477673935618,0.20940550133096716,0.9241952232606438,0.008403361344537815,0.5337007076974092,0.937747061441399,0.7158183558807468
0.024662083964794874,118,888,75,1,0.17837338262476896,0.1172962226640159,0.9915966386554622,0.0778816199376947,0.20977777777777776,0.9221183800623053,0.008403361344537815,0.5347391292965784,0.937747061441399,0.7158183558807468
0.026217186003923417,117,878,85,2,0.1866913123844732,0.11758793969849246,0.9831932773109243,0.08826583592938733,0.21005385996409337,0.9117341640706127,0.01680672268907563,0.5357295566201559,0.937747061441399,0.7158183558807468
0.02805475618690252,117,867,96,2,0.19685767097966728,0.11890243902439024,0.9831932773109243,0.09968847352024922,0.21214868540344517,0.9003115264797508,0.01680672268907563,0.5414408754155867,0.937747061441399,0.7158183558807468
0.028819345775991677,117,862,101,2,0.20147874306839186,0.1195097037793667,0.9831932773109243,0.10488058151609553,0.21311475409836064,0.8951194184839044,0.01680672268907563,0.5440369294135099,0.937747061441399,0.7158183558807468
0.030638973228633404,117,856,107,2,0.20702402957486138,0.12024665981500514,0.9831932773109243,0.1111111111111111,0.2142857142857143,0.8888888888888888,0.01680672268907563,0.5471521942110177,0.937747061441399,0.7158183558807468
0.0327432281523943,117,846,117,2,0.21626617375231053,0.12149532710280374,0.9831932773109243,0.12149532710280374,0.21626617375231053,0.8785046728971962,0.01680672268907563,0.552344302206864,0.937747061441399,0.7158183558807468
0.03369339294731617,117,841,122,2,0.2208872458410351,0.12212943632567849,0.9831932773109243,0.12668743509865005,0.2172701949860724,0.8733125649013499,0.01680672268907563,0.5549403562047872,0.937747061441399,0.7158183558807468
0.034835588037967685,117,835,128,2,0.22643253234750463,0.12289915966386554,0.9831932773109243,0.13291796469366562,0.2184873949579832,0.8670820353063343,0.01680672268907563,0.558055621002295,0.937747061441399,0.7158183558807468
0.03689560875296593,117,824,139,2,0.2365988909426987,0.12433581296493093,0.9831932773109243,0.14434060228452752,0.22075471698113208,0.8556593977154725,0.01680672268907563,0.563766939797726,0.937747061441399,0.7158183558807468
0.03856744011864066,117,814,149,2,0.24584103512014788,0.12567132116004295,0.9831932773109243,0.15472481827622014,0.22285714285714284,0.8452751817237798,0.01680672268907563,0.5689590477935722,0.937747061441399,0.7158183558807468
0.03865325659513474,117,813,150,2,0.24676524953789278,0.12580645161290321,0.9831932773109243,0.1557632398753894,0.22306959008579597,0.8442367601246106,0.01680672268907563,0.5694782585931568,0.937747061441399,0.7158183558807468
0.039831788092851636,117,802,161,2,0.25693160813308685,0.12731229597388466,0.9831932773109243,0.1671858774662513,0.2254335260115607,0.8328141225337488,0.01680672268907563,0.5751895773885878,0.937747061441399,0.7158183558807468
0.04184556007385254,117,792,171,2,0.266173752310536,0.12871287128712872,0.9831932773109243,0.17757009345794392,0.22762645914396887,0.822429906542056,0.01680672268907563,0.5803816853844341,0.937747061441399,0.7158183558807468
0.04344148728996515,117,782,181,2,0.2754158964879852,0.13014460511679643,0.9831932773109243,0.18795430944963656,0.22986247544204325,0.8120456905503635,0.01680672268907563,0.5855737933802805,0.937747061441399,0.7158183558807468
0.043668449446558955,117,781,182,2,0.27634011090573013,0.13028953229398663,0.9831932773109243,0.18899273104880582,0.2300884955752212,0.8110072689511942,0.01680672268907563,0.5860930041798651,0.937747061441399,0.7158183558807468
0.044791775867342946,117,770,193,2,0.28650646950092423,0.1319052987598647,0.9831932773109243,0.20041536863966772,0.23260437375745527,0.7995846313603323,0.01680672268907563,0.5918043229752961,0.937747061441399,0.7158183558807468
0.04634322002530098,117,759,204,2,0.2966728280961183,0.13356164383561644,0.9831932773109243,0.2118380062305296,0.2351758793969849,0.7881619937694704,0.01680672268907563,0.5975156417707269,0.937747061441399,0.7158183558807468
0.04790059030056,117,748,215,2,0.3068391866913124,0.1352601156069364,0.9831932773109243,0.2232606438213915,0.2378048780487805,0.7767393561786086,0.01680672268907563,0.6032269605661579,0.937747061441399,0.7158183558807468
0.048315534461289646,117,746,217,2,0.30868761552680224,0.13557358053302435,0.9831932773109243,0.22533748701973,0.23828920570264764,0.77466251298027,0.01680672268907563,0.6042653821653272,0.937747061441399,0.7158183558807468
0.04958262011408805,117,737,226,2,0.3170055452865065,0.13700234192037472,0.9831932773109243,0.23468328141225336,0.2404933196300103,0.7653167185877466,0.01680672268907563,0.6089382793615888,0.937747061441399,0.7158183558807468
0.051820188164711,117,727,236,2,0.32624768946395566,0.1386255924170616,0.9831932773109243,0.245067497403946,0.24299065420560748,0.754932502596054,0.01680672268907563,0.6141303873574352,0.937747061441399,0.7158183558807468
0.05294944923371077,117,716,247,2,0.3364140480591497,0.1404561824729892,0.9831932773109243,0.2564901349948079,0.24579831932773108,0.7435098650051921,0.01680672268907563,0.619841706152866,0.937747061441399,0.7158183558807468
0.053189581632614134,117,714,249,2,0.33826247689463956,0.1407942238267148,0.9831932773109243,0.2585669781931464,0.24631578947368424,0.7414330218068536,0.01680672268907563,0.6208801277520354,0.937747061441399,0.7158183558807468
0.05450954243540764,117,705,258,2,0.3465804066543438,0.14233576642335766,0.9831932773109243,0.26791277258566976,0.24867162592986183,0.7320872274143302,0.01680672268907563,0.625553024948297,0.937747061441399,0.7158183558807468
0.0557183101773262,117,694,269,2,0.3567467652495379,0.1442663378545006,0.9831932773109243,0.2793354101765317,0.2516129032258065,0.7206645898234684,0.01680672268907563,0.631264343743728,0.937747061441399,0.7158183558807468
0.056799913048744204,117,683,280,2,0.36691312384473196,0.14625,0.9831932773109243,0.29075804776739356,0.2546245919477693,0.7092419522326064,0.01680672268907563,0.6369756625391589,0.937747061441399,0.7158183558807468
0.05806362880393862,117,673,290,2,0.37615526802218113,0.14810126582278482,0.9831932773109243,0.3011422637590862,0.25742574257425743,0.6988577362409139,0.01680672268907563,0.6421677705350053,0.937747061441399,0.7158183558807468
0.05810107506811619,117,673,290,2,0.37615526802218113,0.14810126582278482,0.9831932773109243,0.3011422637590862,0.25742574257425743,0.6988577362409139,0.01680672268907563,0.6421677705350053,0.937747061441399,0.7158183558807468
0.05926179975271225,117,662,301,2,0.38632162661737524,0.15019255455712452,0.9831932773109243,0.3125649013499481,0.2605790645879733,0.6874350986500519,0.01680672268907563,0.6478790893304363,0.937747061441399,0.7158183558807468
0.06080641951411962,117,651,312,2,0.39648798521256934,0.15234375,0.9831932773109243,0.32398753894080995,0.26381059751972935,0.67601246105919,0.01680672268907563,0.6535904081258671,0.937747061441399,0.7158183558807468
0.062306581810116765,117,640,323,2,0.4066543438077634,0.154557463672391,0.9831932773109243,0.3354101765316719,0.2671232876712329,0.6645898234683282,0.01680672268907563,0.6593017269212981,0.937747061441399,0.7158183558807468
0.06293767597526312,117,635,328,2,0.411275415896488,0.15558510638297873,0.9831932773109243,0.3406022845275182,0.26865671641791045,0.6593977154724818,0.01680672268907563,0.6618977809192212,0.937747061441399,0.7158183558807468
0.06342529609799386,117,629,334,2,0.4168207024029575,0.15683646112600536,0.9831932773109243,0.34683281412253375,0.27052023121387286,0.6531671858774662,0.01680672268907563,0.665013045716729,0.937747061441399,0.7158183558807468
0.06518635392189026,117,619,344,2,0.42606284658040666,0.15896739130434784,0.9831932773109243,0.3572170301142264,0.2736842105263158,0.6427829698857737,0.01680672268907563,0.6702051537125754,0.937747061441399,0.7158183558807468
0.0667037220299244,117,608,355,2,0.43622920517560076,0.16137931034482758,0.9831932773109243,0.36863966770508827,0.27725118483412314,0.6313603322949117,0.01680672268907563,0.6759164725080062,0.937747061441399,0.7158183558807468
0.06781172314658761,117,597,366,2,0.4463955637707948,0.1638655462184874,0.9831932773109243,0.38006230529595014,0.2809123649459784,0.6199376947040498,0.01680672268907563,0.6816277913034372,0.937747061441399,0.7158183558807468
0.06804148122668267,117,597,366,2,0.4463955637707948,0.1638655462184874,0.9831932773109243,0.38006230529595014,0.2809123649459784,0.6199376947040498,0.01680672268907563,0.6816277913034372,0.937747061441399,0.7158183558807468
0.0699993245303631,117,586,377,2,0.4565619223659889,0.16642958748221906,0.9831932773109243,0.39148494288681207,0.2846715328467153,0.608515057113188,0.01680672268907563,0.6873391100988682,0.937747061441399,0.7158183558807468
0.07196154296398162,117,575,388,2,0.466728280961183,0.16907514450867053,0.9831932773109243,0.40290758047767394,0.2885326757090012,0.5970924195223261,0.01680672268907563,0.6930504288942991,0.937747061441399,0.7158183558807468
