fly_error_mean_km_delta_weighted_minus_weather,fly_error_mean_km_improved,fly_error_mean_km_weather,fly_error_mean_km_weighted,gated_fly_error_mean_km_delta_weighted_minus_weather,gated_fly_error_mean_km_improved,gated_fly_error_mean_km_weather,gated_fly_error_mean_km_weighted,gated_mean_error_km_delta_weighted_minus_weather,gated_mean_error_km_improved,gated_mean_error_km_weather,gated_mean_error_km_weighted,gated_median_error_km_delta_weighted_minus_weather,gated_median_error_km_improved,gated_median_error_km_weather,gated_median_error_km_weighted,gated_migration50_error_mean_km_delta_weighted_minus_weather,gated_migration50_error_mean_km_improved,gated_migration50_error_mean_km_weather,gated_migration50_error_mean_km_weighted,gated_p90_error_km_delta_weighted_minus_weather,gated_p90_error_km_improved,gated_p90_error_km_weather,gated_p90_error_km_weighted,gated_p95_error_km_delta_weighted_minus_weather,gated_p95_error_km_improved,gated_p95_error_km_weather,gated_p95_error_km_weighted,gated_stationary_error_mean_km_delta_weighted_minus_weather,gated_stationary_error_mean_km_improved,gated_stationary_error_mean_km_weather,gated_stationary_error_mean_km_weighted,k,kind,mean_error_km_delta_weighted_minus_weather,mean_error_km_improved,mean_error_km_weather,mean_error_km_weighted,median_error_km_delta_weighted_minus_weather,median_error_km_improved,median_error_km_weather,median_error_km_weighted,migration50_error_mean_km_delta_weighted_minus_weather,migration50_error_mean_km_improved,migration50_error_mean_km_weather,migration50_error_mean_km_weighted,model,model_family,p90_error_km_delta_weighted_minus_weather,p90_error_km_improved,p90_error_km_weather,p90_error_km_weighted,p95_error_km_delta_weighted_minus_weather,p95_error_km_improved,p95_error_km_weather,p95_error_km_weighted,setup,stationary_error_mean_km_delta_weighted_minus_weather,stationary_error_mean_km_improved,stationary_error_mean_km_weather,stationary_error_mean_km_weighted
-16.796729723064615,True,101.65096468770189,84.85423496463727,-16.065085411635224,True,102.26116602396873,86.1960806123335,0.037016236280535963,False,14.400190185961598,14.437206422242134,0.0,False,0.8943188355892671,0.8943188355892671,-22.897771845628114,True,116.36683542829492,93.4690635826668,12.07324890021539,False,42.87763058899984,54.95087948921523,9.43348917586998,False,82.23977067129404,91.67325984716402,2.0267878833230877,False,3.543018716882836,5.569806600205924,30,triline_transformer,0.6625598741350611,False,15.064154058450226,15.726713932585287,0.6209772869351999,False,2.339560026817386,2.960537313752586,-23.690368018469215,True,115.71112399004396,92.02075597157474,triline_transformer_2l_k30,triline,10.162763988663436,False,42.31787393098227,52.48063791964571,9.43348917586998,False,82.23977067129404,91.67325984716402,setup_30km,2.8200421815771817,False,4.3644339495395865,7.184476131116768
-20.354664191219243,True,101.96621759848853,81.61155340726928,-20.28238921128066,True,102.23168151471972,81.94929230343907,0.36035691544250525,False,14.444902696173047,14.805259611615552,0.001322912205311777,False,0.9216405057608904,0.9229634179662022,-28.380021666795642,True,115.93229247194408,87.55227080514844,15.670404854952103,False,40.84840754414091,56.518812399093015,14.345239280430178,False,79.65805385044489,94.00329313087506,2.9112258552971837,False,3.596899913818896,6.50812576911608,30,triline_transformer,1.35876845754915,False,15.05578836512515,16.4145568226743,1.567690973655983,False,1.9723668340792175,3.5400578077352005,-28.600443675702564,True,115.74817302840086,87.14772935269829,triline_transformer_3l_k30,triline,14.388163199090819,False,40.84840754414091,55.23657074323173,14.345239280430178,False,79.65805385044489,94.00329313087506,setup_30km,4.041944454645142,False,4.316078002954603,8.358022457599745
-19.64338218899576,True,98.49618845821148,78.85280626921572,-18.51271456512943,True,98.67659784332182,80.16388327819239,0.1694695194903435,False,12.946384151031738,13.115853670522082,-0.015347634574434,True,0.8101464395814337,0.7947988050069997,-27.033500811569823,True,112.55421169139154,85.52071087982172,12.36788743979394,False,35.35771198184863,47.72559942164257,18.25409195786989,False,71.89647676674547,90.15056872461535,2.301370406023528,False,3.163356762722362,5.46472716874589,7,triline_transformer,1.7419295913368575,False,13.455684192575625,15.197613783912482,1.1282633312108878,False,1.642372342184084,2.7706356733949717,-28.075047648821027,True,112.37065053314667,84.29560288432565,triline_transformer_4l_k7,triline,13.063356313965215,False,35.29578366871238,48.3591399826776,18.734738566758452,False,71.4158301578569,90.15056872461535,setup_30km,4.1822955002036455,False,3.75136238448504,7.933657884688685
-12.860684201790377,True,90.61313824638503,77.75245404459466,-11.155568764487555,True,90.86600209155742,79.71043332706986,0.6478081943123115,False,13.335125130238705,13.982933324551016,-0.008305416461371395,True,0.8132165286706651,0.8049111122092937,-18.732280123906023,True,102.10450377366892,83.3722236497629,12.954355829269602,False,43.15769604579574,56.11205187506534,18.954888733668525,False,75.43824254960815,94.39313128327667,2.107312897101668,False,3.748319597262367,5.855632494364035,14,triline_transformer,2.24637919596214,False,13.869489745626955,16.115868941589095,1.0543848605701693,False,1.6261108801531965,2.680495740723366,-20.5584860774739,True,101.87417455106194,81.31568847358804,triline_transformer_4l_k14,triline,16.898645709102695,False,41.94839489202008,58.84704060112278,17.901827918834954,False,75.43824254960815,93.3400704684431,setup_30km,4.114389524812861,False,4.38002615507679,8.49441567988965
-8.175969345898238,True,90.97376740554492,82.79779805964668,-7.034684857242098,True,91.51216155820094,84.47747670095885,0.3131761724273492,False,13.969701057213015,14.282877229640365,0.01638161031502583,False,0.8854642098243661,0.901845820139392,-9.467031133825557,True,100.79822393819772,91.33119280437217,4.92068098532242,False,46.96983593329532,51.89051691861774,1.5525623495584,False,86.75402551684918,88.30658786640758,1.2211673069347917,False,4.387610922615333,5.608778229550125,30,triline_transformer,1.2694979388259746,False,14.527478781747355,15.79697672057333,1.2577138076508128,False,1.811046818640552,3.0687606262913647,-10.680431045727431,True,100.31343836530192,89.63300731957449,triline_transformer_4l_k30,triline,2.644046366747453,False,46.96983593329532,49.613882300042775,2.2364849217574942,False,84.69095393018844,86.92743885194594,setup_30km,2.4366948307077783,False,5.080844985037172,7.51753981574495
-11.881138339596532,True,92.4872406578954,80.60610231829887,-10.633238807686652,True,92.93136423383538,82.29812542614873,0.6620494056709578,False,12.644186858536704,13.306236264207662,-0.014195224242789295,True,0.8078201806387191,0.7936249563959298,-18.531137800293692,True,105.19681718786744,86.66567938757375,13.975068166726956,False,36.32947532285186,50.30454348957882,11.74189241990699,False,76.28940096468465,88.03129338459163,1.9510012138018569,False,3.4822867376317506,5.433287951433607,7,triline_lstm,1.4963946861962487,False,13.144139911016392,14.64053459721264,0.8122346240992278,False,1.6358304702963833,2.448065094395611,-19.790009641317653,True,104.7680104346084,84.97800079329075,triline_lstm_2l_k7,triline,13.037717451621305,False,35.731565471893994,48.7692829235153,10.400579855752113,False,76.28940096468465,86.68998082043676,setup_30km,3.022960016466893,False,4.0899722582193885,7.1129322746862815
-10.666478047023489,True,90.8422876037572,80.17580955673371,-7.891121825033977,True,91.29552856468322,83.40440673964925,0.5664289354683341,False,13.36692678667757,13.933355722145905,-0.0161076767019398,True,0.7943819467291567,0.7782742700272169,-14.981605824694952,True,102.10951299191356,87.12790716721861,11.15285386336231,False,44.00762692473352,55.16048078809583,22.785417918360935,False,78.64604751071451,101.43146542907544,1.6122173697545121,False,3.7309420025092375,5.34315937226375,14,triline_lstm,1.744098999390868,False,13.848098031743804,15.592197031134672,0.9049001325986359,False,1.5513887192658051,2.456288851864441,-17.965578724670735,True,101.7270624749667,83.76148375029597,triline_lstm_2l_k14,triline,12.56677440078007,False,41.9472195920785,54.513993992858566,20.08341291631669,False,78.64604751071451,98.7294604270312,setup_30km,3.2786848748396142,False,4.327654673876591,7.606339548716205
-17.447210895566954,True,99.87943627791248,82.43222538234552,-15.073441851247622,True,100.58686452192808,85.51342267068046,0.09779629608702045,False,14.135104760055109,14.23290105614213,0.0,False,0.8877938092334153,0.8877938092334153,-23.530581649115106,True,114.5712139094585,91.0406322603434,14.709826034368326,False,39.08701970582193,53.79684574019026,10.094054743694926,False,82.97009542116407,93.064150164859,1.9725391201086442,False,3.4520731799275026,5.424612300036147,30,triline_lstm,1.1069785017998637,False,14.813132281766652,15.920110783566516,0.9530304239429657,False,2.283153291351017,3.2361837152939827,-26.022185497248643,True,113.85075622032528,87.82857072307664,triline_lstm_2l_k30,triline,10.726040243582595,False,39.08701970582193,49.813059949404526,9.434048387077027,False,82.97009542116407,92.4041438082411,setup_30km,3.399759953810931,False,4.301304477466179,7.70106443127711
-1.2374584584230348,True,92.06580404702854,90.8283455886055,1.2915404256636265,False,93.72728404792063,95.01882447358426,1.1352298910406216,False,13.234519146594694,14.369749037635316,-0.0024100508125664,True,0.7846681751728088,0.7822581243602424,-2.7518552625047477,True,103.09556457119815,100.3437093086934,14.067324198774791,False,39.47070320046945,53.53802739924424,21.0699407933742,False,84.2772900375076,105.3472308308818,1.1173926528554174,False,4.049158587284222,5.16655124013964,7,triline_linear_ar,2.639236122658426,False,14.092144663859758,16.731380786518184,1.317161632811855,False,2.1806689433857223,3.497830576197577,-5.774879767128482,True,101.3198083359316,95.54492856880312,triline_linear_ar_full_k7,triline,14.046757021405227,False,38.85528936446395,52.90204638586918,17.02023450511635,False,83.89639981960747,100.91663432472382,setup_30km,3.0816216904695244,False,5.19424959911377,8.275871289583295
2.148675509623004,False,93.00099020373786,95.14966571336086,2.9013908678136033,False,93.90853529468876,96.80992616250236,2.4941868185020013,False,13.771406866859078,16.26559368536108,0.014305859515323038,False,0.7846681751728088,0.7989740346881319,-1.9020092536868844,True,103.89274671948924,101.99073746580235,15.368218948625874,False,42.12511545002375,57.49333439864962,20.324114162689384,False,90.1842392120296,110.50835337471898,2.44383544642945,False,3.8623345550361528,6.306170001465603,14,triline_linear_ar,3.912392706789378,False,14.703764978922278,18.616157685711656,1.4544742417963503,False,2.5138080582047992,3.9682823000011496,-3.114819756076187,True,102.9978438003893,99.88302404431312,triline_linear_ar_full_k14,triline,14.84429160083743,False,39.47077942305357,54.315071023891,20.047845914670418,False,88.78541907685467,108.83326499152508,setup_30km,4.130478899634015,False,5.022199370210643,9.152678269844658
-0.24971780348867867,True,100.47848412511304,100.22876632162436,0.07178831061632707,False,101.43965367113135,101.51144198174768,2.2321330397987715,False,14.97390914477312,17.206042184571892,0.03939450437303593,False,0.9190131128767056,0.9584076172497416,-4.9252441084802285,True,110.89497187723627,105.96972776875604,14.849344937910828,False,45.73609625282087,60.5854411907317,18.88957899999312,False,89.138308739767,108.02788773976012,2.499091526582487,False,4.289149436946919,6.788240963529406,30,triline_linear_ar,3.5154560907432533,False,15.86964146617871,19.385097556921963,1.8032947785551072,False,2.593004967495085,4.396299746050192,-5.442806993795472,True,109.96463087499887,104.5218238812034,triline_linear_ar_full_k30,triline,13.539264185254375,False,45.41526570414933,58.9545298894037,16.93897234410896,False,89.138308739767,106.07728108387596,setup_30km,3.9807268004146925,False,5.414343152146331,9.395069952561023
0.6849626404031142,False,102.99309747648432,103.67806011688744,2.9985426819562804,False,103.66164065397555,106.66018333593183,2.227734427296216,False,15.131452323790093,17.35918675108631,-0.031219303643290286,True,0.9190131128767056,0.8877938092334153,-2.2753949602900434,True,114.64129227070477,112.36589731041472,20.406451499824485,False,46.50089957379532,66.90735107361981,17.68303222780206,False,95.13873596311288,112.82176819091494,2.1324839783818312,False,4.191584814660222,6.324068793042053,30,triline_linear_ar,4.035938058904584,False,15.854525929413168,19.89046398831775,2.7922231199455374,False,2.3834054431636678,5.175628563109205,-4.644861393289361,True,113.92248952827892,109.27762813498956,triline_linear_ar_delta_k30,triline,17.671977399187057,False,47.91859401600183,65.59057141518889,15.721013980031998,False,95.13873596311288,110.85974994314488,setup_30km,4.450025363994581,False,5.086623526400225,9.536648890394806
-4.282749114104902,True,72.5299145884556,68.2471654743507,-3.568127747969882,True,72.75252144104739,69.18439369307751,0.2417361323961309,False,12.842725072311644,13.084461204707775,-0.013307132760860707,True,0.8211273133995798,0.8078201806387191,-11.209423507949595,True,104.2687485884976,93.059325080548,11.174405398615981,False,36.09718245312243,47.27158785173841,-0.6554876772833751,True,78.25048915314991,77.59500147586654,0.8872213445936867,False,2.6925231658670503,3.579744510460737,7,triline_transformer,1.1783314508164118,False,13.252596414900404,14.430927865716816,0.6958724895285333,False,1.5134098771058668,2.2092823666344,-12.816993072440283,True,104.09316398584257,91.27617091340228,triline_transformer_2l_k7,triline,10.815533609274212,False,36.09718245312243,46.91271606239664,-1.1680889704300341,True,78.25048915314991,77.08240018271988,setup_10km,2.103573626906315,False,3.2095519646920776,5.313125591598393
-5.450897737164354,True,72.16835794048686,66.7174602033225,-4.646197266098696,True,72.36746602952147,67.72126876342277,0.19340240798899977,False,13.6204564848158,13.8138588928048,-0.012854595166415184,True,0.8211273133995798,0.8082727182331646,-15.238618342348232,True,102.4050774164857,87.16645907413746,8.470102129704983,False,43.01614849299296,51.486250622697945,6.230764221672658,False,80.04259516331003,86.27335938498268,1.0817904600505517,False,2.83647746000095,3.918267920051502,14,triline_transformer,1.3441137383493587,False,13.987858696350422,15.33197243469978,1.5060478454372608,False,1.4532346408304706,2.9592824862677314,-16.070045614861726,True,102.23165662681636,86.16161101195463,triline_transformer_2l_k14,triline,8.313324603448777,False,42.4031916795518,50.71651628300058,5.74538396274437,False,80.04259516331003,85.7879791260544,setup_10km,2.5914497609523983,False,3.307871946989714,5.8993217079421125
-2.869567727177426,True,72.01229311756906,69.14272539039163,-2.112567851492159,True,72.39441305796775,70.2818452064756,1.1091318246731419,False,14.17059113822655,15.279722962899692,-0.02111759782681022,True,0.9229634179662022,0.901845820139392,-14.69517183310154,True,102.68656895939414,87.9913971262926,13.288099173822644,False,47.98144781591744,61.269546989740086,13.961336874782404,False,89.13769234162619,103.0990292164086,1.7096679485197441,False,3.3174664382747885,5.027134386794533,30,triline_transformer,2.1034349037912765,False,14.815328975242815,16.918763879034092,0.936325997564651,False,2.1297848046189354,3.0661108021835863,-15.66037817639672,True,102.31286836544152,86.6524901890448,triline_transformer_2l_k30,triline,11.004952544072388,False,48.525265028123776,59.530217572196165,14.534749142151853,False,88.56428007425674,103.0990292164086,setup_10km,3.030420043335881,False,4.153614168010951,7.184034211346832
-7.666839098888417,True,75.00150673217041,67.334667633282,-7.4365414443615805,True,75.28582379665697,67.84928235229539,0.5812945709181125,False,14.189217000425304,14.770511571343416,0.019794685621498442,False,0.901845820139392,0.9216405057608904,-21.388612117045597,True,109.74072955675152,88.35211743970592,9.259755157243625,False,45.51701771125833,54.77677286850196,21.28295405411545,False,73.59563465551679,94.87858870963224,2.0758473369241996,False,2.8005951195487824,4.876442456472982,30,triline_transformer,1.5458191530050485,False,14.718107808187078,16.263926961192126,1.3897757801244206,False,1.8044909803968323,3.194266760521253,-21.566712979391014,True,109.39901910543718,87.83230612604616,triline_transformer_3l_k30,triline,9.260066878626553,False,45.50498697008206,54.76505384870861,21.268483057518296,False,73.59563465551679,94.86411771303509,setup_10km,3.2630909762746656,False,3.4810707280586017,6.744161704333267
