epoch,train_loss,train_fly_loss,train_movement_class_loss,train_distance_loss,train_direction_loss,train_unweighted_distance_loss,train_unweighted_direction_loss,train_unweighted_total_loss,train_mean_distance_weight,test_loss,test_unweighted_loss,epoch_fly_threshold,epoch_mean_error_km,epoch_migration50_error_mean_km,epoch_stationary_error_mean_km,epoch_gated_mean_error_km,balanced_checkpoint_accepted,balanced_checkpoint_score,balanced_checkpoint_reason,fixed_0_5_fly_f1,fixed_0_5_fly_precision,fixed_0_5_fly_recall,lr
1,4.059459151604748,0.9252688261376558,0.8361727039447692,2.737475030184435,0.3753441466154114,2.1913711587695097,0.3753441466154114,3.5133552223524314,1.3701987873833135,2.5762993222619643,2.5615379643247453,0.8133139494806528,15.328232804977782,99.234182543623,6.965138048072532,13.23739828469354,False,inf,mean_error_too_high,0.5562372188139059,0.4035608308605341,0.8947368421052632,0.001
2,3.20569281629475,0.7874267589692479,0.7085189310045577,2.076639771461487,0.32899310068300147,1.8608455172767537,0.32899310068300147,2.989898537047147,1.3701987870619947,2.8628176800966907,3.109836363085518,0.8453788870573045,17.866750887962358,91.03960879480212,10.395403677483825,14.091214452927835,False,inf,mean_error_too_high,0.4533762057877814,0.3,0.9276315789473685,0.001
3,2.958238054799905,0.7326664373559771,0.6898957865257469,1.887442639895848,0.3313101073802321,1.6859714776036554,0.3313101073802321,2.7567669233543213,1.3701987873833135,2.2936655138380764,2.207851673393558,0.882483601430431,14.64259979616024,97.52538241918944,6.411978416396297,13.066753738160308,False,inf,mean_error_too_high,0.5806451612903225,0.43130990415335463,0.8881578947368421,0.001
4,2.7144048181826856,0.6850904390175709,0.6727378267162251,1.700477548365323,0.32130474133311576,1.5562202281386384,0.32130474133311576,2.570147489280392,1.3701987877046322,2.1752300995058125,1.9702883518609717,0.733697491697967,13.859312753246734,102.87526987066228,5.066341273414842,12.794430768483133,True,12.794430768483133,accepted,0.6584158415841584,0.5277777777777778,0.875,0.001
5,2.585676886322042,0.63639475328903,0.6540187680817678,1.6230552193289498,0.32544450771133854,1.43852729263974,0.32544450771133854,2.401148972485586,1.3701987873833135,2.1165970387163187,1.9266548934329872,0.6728083611465991,13.861573982750487,92.14414409266995,5.781475737544708,12.982386341530008,True,12.982386341530008,accepted,0.6811989100817438,0.5813953488372093,0.8223684210526315,0.001
6,2.5098331279831756,0.6333163698728516,0.6433411378744799,1.5617217705898851,0.30791942088430463,1.4179985542503006,0.30791942088430463,2.3661099177486493,1.3701987870619947,2.1168097035904134,1.9578421135154374,0.8082881879433991,13.698271167122744,90.36242894731792,5.9021241855362065,12.824467006831046,True,12.824467006831046,accepted,0.6843501326259948,0.5733333333333334,0.8486842105263158,0.001
7,2.439833551082971,0.6114253565628895,0.6415855049123018,1.5095689396331253,0.31688569377696096,1.3742027517277597,0.31688569377696096,2.3044673554659534,1.3701987877046322,2.2111982328872477,2.054138049282475,0.8434627802297473,14.333262953682572,92.06383456019049,6.306394776472831,13.301293882016482,False,inf,mean_error_too_high,0.6534653465346535,0.5238095238095238,0.868421052631579,0.001
8,2.4175516916413833,0.6072399224232471,0.6377961672541266,1.4925617882504938,0.31660189204460204,1.3924568721226283,0.31660189204460204,2.3174467523785616,1.3701987873833135,2.2671295561880433,2.245315640441812,0.8511347759282216,14.680738724577918,88.24638732135872,7.1390456475121065,13.032951138894074,False,inf,mean_error_too_high,0.5630252100840336,0.41358024691358025,0.881578947368421,0.001
9,2.3857188089838566,0.6110848092807913,0.6347600981552968,1.463801217850328,0.30428550410463484,1.3630382587324898,0.30428550410463484,2.284955877820758,1.3701987870619947,2.1667380538590835,1.9242897303599231,0.747565099298954,13.527878611525695,99.93169937470735,4.903923922814444,12.852171888839761,True,12.852171888839761,accepted,0.6600496277915633,0.5298804780876494,0.875,0.001
10,2.3239410765408826,0.583163844446609,0.6303169058982253,1.433520889667809,0.29935417872554854,1.3214198456941588,0.29935417872554854,2.211840014573377,1.3701987873833135,2.264810223463732,2.1962889217623482,0.8643021554220468,14.684073975784608,91.46932237798933,6.824252577279758,12.916843105648736,False,inf,mean_error_too_high,0.5822222222222221,0.4395973154362416,0.8618421052631579,0.0005
