epoch,train_loss,val_loss
1,3.7854731723069763,3.317060897627657
2,3.005342237989112,2.817435192164776
3,2.8231439119135073,2.710346982443707
4,2.7304961852478566,2.6412368335104994
5,2.5834527150854867,2.601183906686195
6,2.459651489776213,2.5567430380010423
7,2.3920869503270317,2.7785334709721843
8,2.369201435558304,2.572523736608082
9,2.356416603045449,2.549466875285003
10,2.3041396490364954,2.6088052024749135
11,2.273226323458328,2.915836807197647
12,2.3390838215464758,2.681627183360481
13,2.2996246451493194,2.6082604559364095
14,2.290651647056639,2.518414069958543
15,2.2816826929166725,3.006661790874772
16,2.294754949088359,2.5305393164347976
17,2.2610730910480927,2.6414687056602344
18,2.342902539856989,2.9269359678822138
19,2.306693177578087,2.795694065209212
20,2.360151680706286,2.580392849704583
21,2.3339390426902638,2.620852745439334
22,2.3512403631377388,2.59174441172001
23,2.3063644101784506,2.509723604898186
24,2.2776615551821884,2.639920158060329
25,2.3034922402557365,2.6744406455378718
26,2.256456304348278,2.569490807690948
27,2.2788065925678738,2.6297138090334475
28,2.2130747159482413,2.7101045277845377
29,2.2291869321868276,2.652605052976967
30,2.228096962531973,2.540534201514363
31,2.224233283385538,2.802380049603126
32,2.2265289995444784,2.704143821267288
33,2.1861483793069327,2.588485581322625
34,2.1933440508919926,2.6297268559696514
35,2.164276041667139,2.647268829240361
36,2.1262142754674325,2.5983860068869338
37,2.1277549192902643,2.7221027334928922
38,2.128836228951538,2.668474504690068
39,2.128316076650578,2.6692339722189278
40,2.095419085219428,2.5673944784683895
41,2.1048355139621897,2.6720210358649648
42,2.082467417109986,2.680544407646698
43,2.041322975556604,2.7437323128144246
44,2.0590672182143273,2.813489468047485
45,2.0606067353771147,2.7858055637834975
46,2.0735203672434976,2.693575037813697
47,2.0223659580079647,2.8344021041845098
48,2.070415937491746,2.865067735391524
49,2.077253205290974,2.7618723593788554
50,2.0585546303686413,2.7661809494135747
51,2.0882975577877794,2.771158994046581
52,2.042699473035071,2.7445916145227267
53,1.9982641252543418,2.9077086843701943
