epoch,train_loss,train_fly_loss,train_distance_loss,train_direction_loss,test_loss,fixed_accuracy,fixed_precision,fixed_recall,fixed_f1,fixed_false_positive_rate,lr
1,2.4494564800625196,0.8909393108702927,1.4239224121464231,0.5800643982195117,1.8985740397067146,0.9071588366890381,0.42016806722689076,0.78125,0.5464480874316939,0.08313253012048193,0.001
2,2.0618285676046377,0.7659414680649927,1.1583359536216435,0.5205218650847611,1.6819090245820798,0.9116331096196868,0.43902439024390244,0.84375,0.5775401069518716,0.08313253012048193,0.001
3,1.8912351255132809,0.6858304466439067,1.050029394460248,0.4982904887769526,1.8081106808894967,0.8831096196868009,0.36893203883495146,0.890625,0.5217391304347826,0.11746987951807229,0.001
4,1.8320546088527423,0.6672973267149549,1.0255251949674649,0.4728807623345374,1.830265950036529,0.9272930648769575,0.4953271028037383,0.828125,0.6198830409356726,0.06506024096385542,0.001
5,1.7650217054240638,0.6419210001657499,1.007389085390504,0.4366721359979288,1.7193231590642224,0.8920581655480985,0.38596491228070173,0.859375,0.5326876513317191,0.10542168674698796,0.001
6,1.7196770487023707,0.637565585587045,0.9952630868592873,0.4056311665073406,1.74319309942941,0.9267337807606264,0.4930232558139535,0.828125,0.6180758017492711,0.06566265060240964,0.001
7,1.7036515105739205,0.6202037378451721,0.9928987599256038,0.400650872131975,1.7623630018042238,0.9049217002237137,0.41923076923076924,0.8515625,0.5618556701030928,0.09096385542168675,0.0005
8,1.6401578810411372,0.5893173324296631,0.9574872918803115,0.3880119294182368,1.7719878715690083,0.866331096196868,0.33724340175953077,0.8984375,0.49040511727078895,0.13614457831325302,0.0005
9,1.598764247668238,0.592144051601363,0.9530009202916477,0.34969130763972894,1.818319641770399,0.9261744966442953,0.49099099099099097,0.8515625,0.6228571428571428,0.06807228915662651,0.0005
10,1.5717454238832123,0.5871439790195593,0.932546130511631,0.34562730165715483,1.836359206195379,0.8758389261744967,0.3549382716049383,0.8984375,0.5088495575221239,0.12590361445783133,0.0005
11,1.5527393797230444,0.5756780524767957,0.9242578356553751,0.3406425272813295,1.7399343318853868,0.924496644295302,0.484304932735426,0.84375,0.6153846153846153,0.06927710843373494,0.0005
12,1.5661546459165991,0.5832396657204164,0.9316292326027923,0.3429055710286298,1.8403495504818774,0.8456375838926175,0.30526315789473685,0.90625,0.4566929133858268,0.15903614457831325,0.00025
