epoch,train_loss,train_fly_loss,train_movement_class_loss,train_distance_loss,train_direction_loss,train_unweighted_distance_loss,train_unweighted_direction_loss,train_unweighted_total_loss,train_mean_distance_weight,test_loss,test_unweighted_loss,epoch_fly_threshold,epoch_mean_error_km,epoch_migration50_error_mean_km,epoch_stationary_error_mean_km,epoch_gated_mean_error_km,balanced_checkpoint_accepted,balanced_checkpoint_score,balanced_checkpoint_reason,fixed_0_5_fly_f1,fixed_0_5_fly_precision,fixed_0_5_fly_recall,lr
1,3.7793658094586067,0.9170339149284877,0.8309019860231651,2.4204012402948343,0.46841025360510996,1.9855184767124145,0.5418227355917188,3.3811892955451,1.185099394173635,2.572888212383918,2.5767199948148907,0.7293650317192077,14.858602074227049,99.19175561884222,5.551824587362212,13.177517524136714,False,inf,mean_error_too_high,0.5694444444444444,0.45429362880886426,0.7627906976744186,0.001
2,3.1130529246882928,0.8163026545568296,0.7049145769237508,1.9040650469916207,0.432913142233846,1.6661625091599004,0.509293272328184,2.9133403892465677,1.1850993935309972,2.5578251771849763,2.5653091273860467,0.7486231187358499,15.211643594333166,96.74964379378491,5.932309548119944,13.626403876774841,False,inf,mean_error_too_high,0.5292397660818714,0.3859275053304904,0.8418604651162791,0.001
3,2.9463967923526817,0.8002909441199907,0.6894419719427423,1.7551841629804628,0.43712238123956715,1.5203494640052158,0.5126920678223561,2.749346922671377,1.185099394173635,2.460672659372705,2.4681335935052835,0.8414258344098926,15.214218337491285,89.6889625934899,6.1306099762205655,13.824039232620047,False,inf,mean_error_too_high,0.543171114599686,0.4099526066350711,0.8046511627906977,0.001
4,2.7394046327174513,0.7710869063264276,0.6735308149432879,1.5896730072736098,0.4205240762297998,1.4176480384528476,0.4932012893761586,2.6037183148520335,1.1850993938523162,2.2250744461049288,2.0991370575125967,0.7088428971171379,13.675745118898421,104.42173997981484,3.7448941140353393,12.887355146733828,False,inf,migration50_not_improved,0.6544715447154472,0.5812274368231047,0.7488372093023256,0.001
5,2.625453303766379,0.7430076432838594,0.6548646212909421,1.5095289698186911,0.41840109598604497,1.3305741500340382,0.49182601244944446,2.4832109514915075,1.185099394173635,2.189027541409927,2.08311128616333,0.7244991976208984,13.477766330298483,91.23550361573474,4.255590661430736,12.766346461327396,True,12.766346461327396,accepted,0.6727688787185354,0.6621621621621622,0.6837209302325581,0.001
6,2.5694621036637506,0.7297770257266063,0.6441861061715695,1.4769975260261576,0.40328206776608677,1.3181757252171356,0.47684990443952,2.447424202916436,1.1850993935309972,2.157261397960694,2.076761238658525,0.8266496497392655,13.552784000015498,96.04293875142145,4.213689362666144,12.625136471941813,True,12.625136471941813,accepted,0.6736842105263158,0.6153846153846154,0.7441860465116279,0.001
7,2.545256891019261,0.7326995275733927,0.6425669967646226,1.444469449655065,0.4148923440602912,1.3001715425211142,0.4877378209581915,2.437381750168505,1.1850993938523162,2.243033927084622,2.1275815603868016,0.736333570042625,13.587519154552405,99.47617402871943,3.895207691029317,13.020605998382651,True,13.020605998382651,accepted,0.6476578411405296,0.5760869565217391,0.7395348837209302,0.001
8,2.503881760363309,0.7179939137957488,0.6383435089954469,1.4224214052575619,0.4077611258730413,1.2770590830363353,0.47744034419483894,2.393359031317369,1.185099394173635,2.1912073504250005,2.1302878336122415,0.8383564444724471,13.649907440437822,92.82212498588953,4.4803212768526315,12.909027011815695,True,12.909027011815695,accepted,0.6748466257668712,0.6021897810218978,0.7674418604651163,0.001
9,2.43830258505685,0.7080673204278046,0.6283489068884733,1.3734898972061444,0.3993161948864672,1.2483893507574446,0.47542687471343503,2.3512573492816196,1.1850993935309972,2.2521242118588676,2.0641830925028923,0.65278747536242,13.708103410409615,111.08039895484092,3.334259275772854,13.115821443919074,False,inf,migration50_not_improved,0.6638115631691649,0.6150793650793651,0.7209302325581395,0.001
10,2.421829289181856,0.6965183630143857,0.6284632181542903,1.370382675906076,0.3956248981130091,1.2391099769150151,0.465651191469794,2.3255697337764936,1.185099394173635,2.233906911711166,2.1723211826982523,0.787325210943818,14.091900850597732,92.74838240034336,4.863627950803297,13.065970732816247,False,inf,mean_error_too_high,0.6388308977035491,0.5795454545454546,0.7116279069767442,0.001
11,2.416939842411771,0.6929728808107402,0.6253563890238657,1.3682737199444013,0.3987083025377073,1.240836720742948,0.47277338196325175,2.3265353977840864,1.1850993938523162,2.2079194112608054,2.158903112308677,0.7905727045983076,13.864706537781226,96.01532757754836,4.53249978907826,12.963125094203079,True,12.963125094203079,accepted,0.6254681647940075,0.5235109717868338,0.7767441860465116,0.0005
12,2.3081764667181957,0.6660996469847276,0.6136425336737517,1.2932831412055743,0.39076607559890436,1.1908385734352462,0.4624277258096037,2.241562701942464,1.1850993938523162,2.2273561813118,2.1884585300867125,0.8295038222707808,14.112677158298027,90.11666412732328,5.030797712326666,13.309764359254677,False,inf,mean_error_too_high,0.6548323471400396,0.5684931506849316,0.772093023255814,0.0005
13,2.235193366310346,0.6520579399445628,0.6033802115210304,1.2430818124280143,0.3784171040006725,1.1469295704461173,0.4473878493848837,2.1735265055756683,1.1850993938523162,2.151402447101562,2.1001503930258942,0.8632677841186523,13.884524785479872,92.11203943807347,4.718423286595875,13.066913244737432,True,13.066913244737432,accepted,0.6792452830188679,0.6183206106870229,0.7534883720930232,0.0005
14,2.2002802704865076,0.640742887383844,0.6030250418218319,1.2204517291562575,0.37665877806529846,1.1262289868853483,0.44636760832807126,2.140911946078195,1.1850993935309972,2.1948085332495184,2.0812198106812017,0.8585792355705052,13.569893150023997,97.1293977476455,4.070521398585607,12.984083882588072,True,12.984083882588072,accepted,0.6830357142857142,0.6566523605150214,0.7116279069767442,0.0005
