direct_final_rollout_error_km_delta_weather_minus_noweather,direct_final_rollout_error_km_improved,direct_final_rollout_error_km_noweather,direct_final_rollout_error_km_weather,direct_mean_rollout_error_km_delta_weather_minus_noweather,direct_mean_rollout_error_km_improved,direct_mean_rollout_error_km_noweather,direct_mean_rollout_error_km_weather,lstm_final_rollout_error_km_delta_weather_minus_noweather,lstm_final_rollout_error_km_improved,lstm_final_rollout_error_km_noweather,lstm_final_rollout_error_km_weather,lstm_mean_rollout_error_km_delta_weather_minus_noweather,lstm_mean_rollout_error_km_improved,lstm_mean_rollout_error_km_noweather,lstm_mean_rollout_error_km_weather,path_id,setup,transformer_final_rollout_error_km_delta_weather_minus_noweather,transformer_final_rollout_error_km_improved,transformer_final_rollout_error_km_noweather,transformer_final_rollout_error_km_weather,transformer_mean_rollout_error_km_delta_weather_minus_noweather,transformer_mean_rollout_error_km_improved,transformer_mean_rollout_error_km_noweather,transformer_mean_rollout_error_km_weather
1288.2682900761038,False,1617.983599132081,2906.251889208185,463.8792413111503,False,1089.683251311101,1553.5624926222513,-167.216256881437,True,203.76066735113025,36.54441046969326,-104.20071101895283,True,189.9694957701,85.76878475114717,Europa_DER_A1A26_eobs_4004__2019__southbound_01,setup_10km,-453.95804199732993,True,513.9167602345597,59.95871823722974,-247.85775630993803,True,377.6710104751603,129.81325416522228
198.46672726893917,False,1186.737347890078,1385.204075159017,74.92432907510397,False,666.4559732286314,741.3803023037353,32.409529803429336,False,293.05005467433585,325.4595844777652,33.09611690084404,False,231.1667725190552,264.26288941989924,Europa_DER_A1A26_eobs_4004__2020__southbound_01,setup_10km,-345.7910669415546,True,401.4309075386216,55.639840597067,-142.12535192483298,True,235.644317997648,93.518966072815
740.6620637637561,False,1425.313876712075,2165.975940475831,34.228645911689,False,1074.249521725259,1108.478167636948,40.09921507353644,False,169.94311184897043,210.04232692250687,37.65051424692845,False,171.57193764220457,209.22245188913303,Europa_DER_A1A26_eobs_4004__2021__southbound_01,setup_10km,-295.334694070757,True,572.3562031726727,277.02150910191574,-213.45653441737477,True,455.1040466285157,241.6475122111409
1139.2637077987174,False,1337.7673141965947,2477.031021995312,528.811525501284,False,871.7108524314797,1400.5223779327637,-61.99240802815049,True,197.0319723177449,135.0395642895944,-30.420745197416068,True,195.37897287039405,164.95822767297798,Europa_DER_A1A26_eobs_4004__2022__southbound_01,setup_10km,-196.5401819347238,True,407.3444776988074,210.8042957640836,-116.80805604391949,True,288.0958285751697,171.28777253125023
109.42211885099391,False,1231.0871611359107,1340.5092799869046,-300.3470664732034,True,939.7134063040818,639.3663398308784,10.295863288524316,False,90.2310082196492,100.52687150817351,-5.321959692646054,True,68.19582532560719,62.873865632961135,Europa_DER_A1A26_eobs_4004__2023__southbound_01,setup_10km,53.24729800160887,False,110.15201701799404,163.3993150196029,27.832896680323202,False,72.38385572174823,100.21675240207144
972.6270364560704,False,645.2463554741877,1617.873391930258,339.85292145719893,False,524.0420517320064,863.8949731892053,-94.054502116076,True,120.60161984556264,26.547117729486647,-62.098766682121436,True,108.20925561713972,46.11048893501828,Louis_DER_AU050_eobs_3264__2021__southbound_01,setup_10km,-342.0435337354186,True,390.0215334568857,47.97799972146715,-168.13939594538468,True,250.74892278099375,82.60952683560907
342.0261790854412,False,683.3548871427157,1025.381066228157,125.5241856371673,False,495.79975491983646,621.3239405570038,49.933260410477516,False,10.337064027229252,60.27032443770677,27.72551605175317,False,9.441572500205933,37.167088551959104,Louis_DER_AU050_eobs_3264__2022__southbound_01,setup_10km,-305.2846335857896,True,367.9460706007411,62.66143701495153,-127.39918270618384,True,166.53657169615082,39.13738898996697
54.008500090237646,False,369.889534419405,423.8980345096426,-77.0644987717213,True,294.9041933828147,217.8396946110934,172.8388346558748,False,163.91541447935407,336.75424913522886,139.8918788298865,False,115.66078884569134,255.55266767557785,Louis_DER_AU050_eobs_3264__2023__southbound_01,setup_10km,-356.116890559463,True,466.58883143543375,110.47194087597074,-234.4174946390773,True,359.2832140736151,124.86571943453782
247.8449249016537,False,564.7747111647825,812.6196360664362,22.08427486817743,False,567.8337336436425,589.91800851182,525.4966409935485,False,406.2993434590724,931.7959844526208,394.2764808615175,False,310.3121054981576,704.5885863596751,Mirabell_plus_DER_AN910_eobs_3907__2019__southbound_01,setup_10km,-929.4322797600652,True,1038.0633100498828,108.63103028981764,-752.9088441368408,True,945.1725641360218,192.26371999918103
123.91053357457469,False,484.5779073712068,608.4884409457815,18.219229667417494,False,288.5663818592773,306.7856115266948,413.0892567945384,False,143.70721934783535,556.7964761423738,203.57478101219925,False,323.1325746464983,526.7073556586976,Mirabell_plus_DER_AN910_eobs_3907__2020__southbound_01,setup_10km,-670.9927687092465,True,748.6492027565272,77.65643404728067,-401.30279866136556,True,691.8131874632809,290.5103888019153
