condition,setup,path_id,source_bird_id,path_year,path_copy_index,records,observed_days,rollout_steps,observed_displacement_km,direct_model,direct_mean_rollout_error_km,direct_final_rollout_error_km,lstm_model,lstm_mean_rollout_error_km,lstm_final_rollout_error_km,transformer_model,transformer_mean_rollout_error_km,transformer_final_rollout_error_km,persistence_mean_rollout_error_km,persistence_final_rollout_error_km,const_velocity_mean_rollout_error_km,const_velocity_final_rollout_error_km,lat_min,lat_max,lon_min,lon_max
without_weather,fly_threshold_10km,Angela_DER_AY470_eobs_4001__2022__southbound_01,Angela / DER AY470 (eobs 4001),2022,1,73,61,12,93.2700142791398,direct_transformer_4l_k7,762.680804812859,1380.597802418399,triline_lstm_4l_k30,582.1246294951903,989.8213084106072,triline_transformer_v2_k30,528.4479266418215,845.5327289497048,929.6814389081828,1623.3214561824398,358.09940180587813,545.7114109333396,36.5685474,48.1519085,-6.1475794,7.833475
without_weather,fly_threshold_10km,Angela_DER_AY470_eobs_4001__2023__southbound_01,Angela / DER AY470 (eobs 4001),2023,1,66,60,6,1715.7511651623795,direct_transformer_4l_k7,10.767328770039834,19.734527081824062,triline_lstm_4l_k30,1.0400765116512725,1.733055016494098,triline_transformer_v2_k30,1.0400765116512725,1.733055016494098,1.0400765116512725,1.733055016494098,8.394505422663793,13.343997338465122,36.573646,48.186889,-6.1272018,7.7548651
without_weather,fly_threshold_10km,Baunach_1_9698_ABR25__2023__southbound_01,Baunach 1 9698 ABR25,2023,1,161,60,101,1028.6729764173822,direct_transformer_4l_k7,217.65154236058902,259.7676693550337,triline_lstm_4l_k30,798.2879831256254,1005.8088589014807,triline_transformer_v2_k30,371.42430747217827,468.1321612398365,1062.4043232124184,1281.6794610589677,2540.7381398786224,5392.7109081538065,33.869357,49.9859253,-6.8743279,10.8513108
without_weather,fly_threshold_10km,Baunach_2_plus_9704_ABR20__2023__southbound_01,Baunach 2 + 9704 ABR20,2023,1,71,60,11,2018.863798739916,direct_transformer_4l_k7,12.243583802937753,17.71928923350769,triline_lstm_4l_k30,10.078364824754873,40.837768982932715,triline_transformer_v2_k30,10.078364824754873,40.837768982932715,10.078364824754873,40.837768982932715,10.268756200634424,40.56392105205474,36.2634553,49.9913684,-6.127844,12.01050775
without_weather,fly_threshold_10km,Bembo_Sparky_DER_AU891_eobs_3042__2021__southbound_01,Bembo Sparky / DER AU891 (eobs 3042),2021,1,124,61,63,82.92444060987937,direct_transformer_4l_k7,348.00056531371706,490.3565191232487,triline_lstm_4l_k30,495.90240879698774,539.9293424409454,triline_transformer_v2_k30,247.48655787431022,223.61793618887174,1309.5245775204598,1431.0727561556666,1809.7198079061045,4093.3213802455484,40.2916371,49.2162368,-3.6336399,10.69208295
without_weather,fly_threshold_10km,Bembo_Sparky_DER_AU891_eobs_3042__2023__southbound_01,Bembo Sparky / DER AU891 (eobs 3042),2023,1,122,96,26,116.44474629964371,direct_transformer_4l_k7,122.11551243921562,113.23230090628091,triline_lstm_4l_k30,491.75344297998316,739.5975373288005,triline_transformer_v2_k30,476.5362816348869,665.5570017009928,1017.5348159484123,1398.398870233581,721.5541118556071,1837.555641364506,40.23583825,49.2573709,-3.64022725,10.7623104
without_weather,fly_threshold_10km,Ed_plus_AAL16_e-obs_7210__2021__southbound_01,"Ed + (AAL16, e-obs 7210)",2021,1,117,60,57,896.8043541795511,direct_transformer_4l_k7,398.96893856636143,502.6889629831736,triline_lstm_4l_k30,506.2766853726636,621.5122603720014,triline_transformer_v2_k30,438.49316077588657,542.1951433567922,603.2678501085875,726.3084042380567,2299.5169915399197,5106.3037483903245,37.153416,47.6932465,-6.3756002,7.6448794
without_weather,fly_threshold_10km,Elfie_plus_DER_AU860_eobs_4408__2021__southbound_01,Elfie + / DER AU860 (eobs 4408),2021,1,113,60,53,809.0909760424355,direct_transformer_4l_k7,15.106641409769932,39.03777842286859,triline_lstm_4l_k30,7.632264722833115,15.044013216563515,triline_transformer_v2_k30,7.632264722833115,15.044013216563515,7.632264722833115,15.044013216563515,79.82171042616022,137.09021050039303,43.5767606,49.4722197,4.3798563,10.9102798
without_weather,fly_threshold_10km,Europa_DER_A1A26_eobs_4004__2021__southbound_01,Europa / DER A1A26 (eobs 4004),2021,1,107,60,47,1172.2520860572274,direct_transformer_4l_k7,14.396972188941463,30.973156248123786,triline_lstm_4l_k30,4.745001132188717,14.361855209066775,triline_transformer_v2_k30,4.745001132188717,14.361855209066775,4.745001132188717,14.361855209066775,5.335076959858584,22.123680594302808,40.13243435,47.17941505,-3.6785956,7.4065439
without_weather,fly_threshold_10km,Europa_DER_A1A26_eobs_4004__2022__southbound_01,Europa / DER A1A26 (eobs 4004),2022,1,119,60,59,1172.634341653384,direct_transformer_4l_k7,256.67747796465864,304.358765732356,triline_lstm_4l_k30,67.2876919618545,70.61705686395588,triline_transformer_v2_k30,19.419128109461774,19.11756901524887,67.2876919618545,70.61705686395588,418.9800984646391,886.2991412109515,39.8411549,47.1788117,-4.2708803,7.4200194
without_weather,fly_threshold_10km,Europa_DER_A1A26_eobs_4004__2023__southbound_01,Europa / DER A1A26 (eobs 4004),2023,1,98,60,38,1169.0807877025973,direct_transformer_4l_k7,13.044358177893159,25.001757958932817,triline_lstm_4l_k30,5.988105481910012,16.35784297820911,triline_transformer_v2_k30,5.988105481910012,16.35784297820911,5.988105481910012,16.35784297820911,5.936957049883635,14.98791299620246,40.1542867,47.1771678,-3.6455912,7.4021174
without_weather,fly_threshold_10km,Frensdorf_3_plus_12173_ABR24__2023__southbound_01,Frensdorf 3 + 12173 ABR24,2023,1,64,60,4,2140.7502597821444,direct_transformer_4l_k7,7.0225822771339255,11.442809301972918,triline_lstm_4l_k30,0.01845450835670069,0.024995204228849696,triline_transformer_v2_k30,0.01845450835670069,0.024995204228849696,0.01845450835670069,0.024995204228849696,0.03688162659340167,0.05420424571208279,35.0020275,49.8202755,-5.9740778500000005,10.8715145
