fly_threshold,fly_tp,fly_fp,fly_tn,fly_fn,fly_accuracy,fly_precision,fly_recall,fly_specificity,fly_f1,fly_false_positive_rate,fly_roc_auc,fly_pr_auc
0.011172566562891006,483,1761,0,0,0.21524064171122995,0.21524064171122995,1.0,0.0,0.3542354235423542,1.0,0.8814690975271673,0.766975939958341
0.0160622757486999,483,1744,17,0,0.22281639928698752,0.21688370004490345,1.0,0.009653605905735378,0.3564575645756457,0.9903463940942646,0.8814690975271673,0.766975939958341
0.017909071892499923,483,1738,23,0,0.22549019607843138,0.2174696082845565,1.0,0.01306076093128904,0.3572485207100592,0.986939239068711,0.8814690975271673,0.766975939958341
0.0209519849345088,483,1736,25,0,0.22638146167557932,0.21766561514195584,1.0,0.014196479273140262,0.35751295336787564,0.9858035207268597,0.8814690975271673,0.766975939958341
0.0258416941203177,483,1735,26,0,0.2268270944741533,0.21776375112714158,1.0,0.014764338444065871,0.35764531654942616,0.9852356615559341,0.8814690975271673,0.766975939958341
0.030731403306126594,483,1733,28,0,0.22771836007130125,0.21796028880866425,1.0,0.01590005678591709,0.3579103371619118,0.9840999432140829,0.8814690975271673,0.766975939958341
0.03562111249193549,483,1732,29,0,0.2281639928698752,0.21805869074492099,1.0,0.016467915956842702,0.3580429948109711,0.9835320840431573,0.8814690975271673,0.766975939958341
0.04051082167774439,483,1730,31,0,0.22905525846702318,0.21825576140985087,1.0,0.017603634298693924,0.3583086053412463,0.9823963657013061,0.8814690975271673,0.766975939958341
0.045400530863553286,482,1727,34,1,0.22994652406417113,0.21819827976459938,0.9979296066252588,0.019307211811470756,0.35809806835066865,0.9806927881885292,0.8814690975271673,0.766975939958341
0.05029024004936218,482,1723,38,1,0.23172905525846701,0.21859410430839002,0.9979296066252588,0.021578648495173196,0.35863095238095233,0.9784213515048268,0.8814690975271673,0.766975939958341
0.05377891942858696,482,1717,44,1,0.23440285204991088,0.21919054115507047,0.9979296066252588,0.02498580352072686,0.3594332587621178,0.9750141964792731,0.8814690975271673,0.766975939958341
