epoch,train_loss,test_delta_mse_norm,lr
1,0.6438871658869599,1.374721135218422,0.001
2,0.604767392792936,1.2630974402675381,0.001
3,0.5818531406492031,1.199908823258691,0.001
4,0.5837762241217357,1.2807497784688875,0.001
5,0.5784083846812804,1.2099790404756348,0.001
6,0.5684773170797989,1.297028789272556,0.001
7,0.5631399858157614,1.2608480952776873,0.001
8,0.5594042205273306,1.21121691341524,0.0005
9,0.5309626427284354,1.2674247380587962,0.0005
10,0.5190093662503575,1.1618777277407708,0.0005
11,0.5190496856707458,1.1903244177629422,0.0005
12,0.5117442082981244,1.2272954577362383,0.0005
13,0.5099663283589696,1.3053886824614043,0.0005
14,0.5132574865211087,1.2166844031640462,0.0005
15,0.5042234864048101,1.2348246615041385,0.00025
16,0.47941302573153316,1.2550747179752821,0.00025
17,0.46753929055080734,1.3296483985402368,0.00025
18,0.4646231966366189,1.300034749624017,0.00025
19,0.4643413457464407,1.3331473868388635,0.00025
20,0.4578055183286353,1.3039187380632797,0.000125
21,0.44031134769290237,1.3359356849611579,0.000125
22,0.43948210962797346,1.3294998887297396,0.000125
23,0.4352765965887651,1.3889768642264526,0.000125
24,0.4230546157533349,1.3832937867997528,0.000125
25,0.4259859271350548,1.308553761572807,6.25e-05
26,0.41787610340060327,1.389401075127837,6.25e-05
27,0.40937750137679907,1.397932697426189,6.25e-05
28,0.40716157297607947,1.4036808033268173,6.25e-05
29,0.3962167326967454,1.384421234684331,6.25e-05
30,0.40337432061227124,1.391442766727565,3.125e-05
31,0.38922774014896944,1.3970416614955121,3.125e-05
32,0.3931396127569932,1.3793859046387982,3.125e-05
33,0.4046645021346639,1.375590586236545,3.125e-05
34,0.39137892172775085,1.378157462199013,3.125e-05
35,0.39509974707445866,1.4071125261388815,1.5625e-05
36,0.3859560233013348,1.402021006814071,1.5625e-05
37,0.38727534726001944,1.40086440267888,1.5625e-05
38,0.38499111711519113,1.4027178627136465,1.5625e-05
39,0.3871638331285493,1.4085578868141422,1.5625e-05
40,0.394274727992299,1.4091418328416812,7.8125e-06
