individual_local_identifier,date,temp_2m_celsius,temp_2m_celsius_max,temp_2m_celsius_min,wind_speed_10m,wind_direction_10m,surface_pressure_hpa,mean_sea_level_pressure_hpa,precipitation_mm,cloud_cover,boundary_layer_height,n_weather_points,era5_grid_distance_km_mean,era5_time_diff_hours_max
Angela / DER AY470 (eobs 4001),2021-01-02,10.312055587768555,12.345123,6.85318,2.293438673019409,292.1167297363281,1013.4995727539062,1016.9835205078125,0.0,0.0,702.8331909179688,9,11.012180473769554,0.3397222222222222
Angela / DER AY470 (eobs 4001),2021-01-03,10.123931884765625,12.363678,7.884186,2.2088420391082764,244.9891357421875,1014.8125,1018.3128662109375,0.0,0.0,528.5198364257812,2,10.790185785962382,0.01138888888888889
Angela / DER AY470 (eobs 4001),2021-01-12,9.81026840209961,12.428619,5.732086,2.2438223361968994,29.95926284790039,1025.8709716796875,1029.4063720703125,0.0,0.0,352.3828125,17,10.394324635863642,0.3397222222222222
Angela / DER AY470 (eobs 4001),2021-01-13,10.365997314453125,13.68985,7.042145,1.9415431022644043,131.01834106445312,1025.776611328125,1029.29345703125,0.0,0.0,257.7078552246094,2,10.672477754063568,0.01138888888888889
Angela / DER AY470 (eobs 4001),2021-01-21,16.200836181640625,17.231598,15.170074,5.594439506530762,226.65240478515625,1016.5384521484375,1019.9881591796875,0.14591217,0.9949951171875,841.005126953125,2,10.72950150201742,0.01138888888888889
Angela / DER AY470 (eobs 4001),2021-01-23,15.940460205078125,16.395905,15.485016,6.5465850830078125,238.17449951171875,1016.1724853515625,1019.6096801757812,0.0,0.9762115478515625,1095.0299072265625,2,10.578915284274258,0.01138888888888889
Angela / DER AY470 (eobs 4001),2021-01-27,18.43783187866211,20.349274,16.196442,2.4625747203826904,36.07815933227539,1022.086181640625,1025.5091552734375,0.0,0.9682169556617737,481.08056640625,15,10.549955688109751,0.3397222222222222
Angela / DER AY470 (eobs 4001),2021-02-01,16.78252601623535,18.014557,14.678864,2.7026076316833496,247.29132080078125,1018.1134643554688,1021.5521240234375,0.0,0.619476318359375,690.6864013671875,15,7.949403646574757,0.33555555555555555
Angela / DER AY470 (eobs 4001),2021-02-02,16.6302547454834,17.594147,14.535065,0.7943005561828613,236.21209716796875,1015.3505249023438,1018.7767333984375,0.0,0.9831639528274536,544.7130126953125,19,10.306555334101523,0.3397222222222222
Angela / DER AY470 (eobs 4001),2021-02-03,17.001373291015625,17.603424,15.734039,2.0951151847839355,223.9332275390625,1012.1239624023438,1015.5397338867188,0.0743866,0.9975161552429199,798.3008422851562,23,4.773664448099382,0.3397222222222222
